# Dry Tortugas National Park Coral Sr/Ca data for 1734 to 2008
#----------------------------------------------------------------------- 
#                World Data Center for Paleoclimatology, Boulder 
#                                  and 
#                     NOAA Paleoclimatology Program 
#----------------------------------------------------------------------- 
# NOTE: Please cite Publication, and Online_Resource and date accessed when using these data. 
# If there is no publication information, please cite Investigators, Title, and Online_Resource and date accessed. 
#
#
# Online_Resource: https://www.ncdc.noaa.gov/cdo/f?p=519:1:0::::P1_STUDY_ID:16217
#
# Original_Source_URL: ftp://ftp.ncdc.noaa.gov/pub/data/paleo/coral/atlantic/delong2014/delong2014-08ps-f1-SrCa.txt
# 
# Description/Documentation lines begin with #
# Data lines have no #
#
# Archive: Corals and Sclerosponges
#--------------------
# Contribution_Date
#	Date: 2014-04-02
#--------------------
# Title
#	Study_Name: Dry Tortugas National Park Coral Sr/Ca data for 1734 to 2008
#--------------------
# Investigators
#       Investigators: DeLong, K.L.; Flannery, J.A.; Poore, R.Z.; Quinn, T.M.; Maupin, C.R.; Lin, K.; Shen, C.-C.  
#--------------------
# Description_and_Notes
#	Description: The data set contains the ratio of strontium-to-calcium (Sr/Ca) for three Atlantic coral colonies (Siderastrea siderea) from the Dry Tortugas National Park (centered on 24.7°N, 82.8°W) in the Gulf of Mexico that were cross-dated into one continuous chronology. Two cores (08PS-A2 and 08PS-F1) had dead tops thus unknown ages and these cores were uranium-thorium (U-Th) dated. Samples for geochemical analysis were extracted from each slab surface using a computer-driven tri-axial micromill system [Quinn et al., 1996] with a 1.0 mm diameter dental drill bit that moves in a continuous manner for the user defined sampling increment (Table A1 in DeLong et al., 2014) extracting approximately monthly samples with a 1 mm sampling depth. Sampling paths were selected parallel to the extending corallites along the synapticulothecal corallite wall; the optimal sampling location for this species [Maupin et al., 2008; DeLong et al., 2011]. Multiple paths were sampled to a! ssess intracolony variability. Coral Sr/Ca determinations were made using a PerkinElmer 4300 Inductively Coupled Plasma Optical Emission Spectrometer (ICP-OES) at the University of Texas (UT) at Austin and a PerkinElmer 7300 ICP-OES at the USGS Coastal and Marine Science Center in St. Petersburg, FL. A laboratory internal gravimetrical standard (IGS) was measured before and after each dissolved coral sample to correct for instrumental drift. The average drift corrected IGS precision for Sr/Ca was 0.025 mmol molâ€“1 (2Ïƒ, n = 862; UT) and 0.024 mmol molâ€“1 (2Ïƒ, n = 212; USGS). The average drift corrected precision for Sr/Ca of a coral standard (PL) was 0.030 mmol molâ€“1 (2Ïƒ, n = 1194; UT) and 0.039 mmol molâ€“1 (2Ïƒ, n = 286; USGS). The values determined for these standards at both laboratories are consistent within analytical error. The coeval paths were averaged together to produce mean Sr/Ca variations for each core. The core records were averaged into a master chronology using t! he cross-dated and U-Th dates for chronology control and the standard error of the mean for each month was determined for assigning weights in linear regression. The master coral Sr/Ca variations were calibrated using weighted least squares linear regression with local sea surface temperature (SST) records from NOAA National Data Buoy Center (NDBC; www.ndbc.noaa.gov) DRYF1 and PLSF1, and then verified with NDBC buoy SANF1, NOAA Surface Air temperature from Key West, FL and SST from historical records from the Dry Tortugas Lighthouse. The dataset contains two spreadsheets, one labeled â€œData colonies calibrationâ€ and the other â€œData master reconstruction.â€ The â€œData colonies calibrationâ€ dataset contains the coral Sr/Ca variations assigned to monthly intervals from four cores sampled in this study (08PS-A1, 08PS-A2, 08PS-F1, and 93DRYSS2). The master chronology is the average of the three colonies (08PS-A, 08PS-F1, and 93DRYSS2) and the colony 08PS-A is the average of the two cores from that colony (08PS-A1 and 08PS-A2). Each core record is comprised of the average between paths in that core. The coral Sr/Ca (mmol/mol) for each core with the number of samples for that core and standard error of the mean for each month are given in this dataset. Additionally, the SST data used for calibration and verification are given with their respective errors for weighted least squares regression. The SST data includes Monthly mean SST from NDBC (www.ndbc.noaa.gov) buoys DRYF1 and PLSF1 (collecti! vely referred to as DRTO SST) and SANF1; Monthly mean Surface Air Temperature (ÂºC) from Key West (COOPID 84570) US Historical Climatology Network, and Dry Tortugas Lighthouse Monthly mean SST (ÂºC) from Vaughan 1918. These are the results shown in Figures 3 and 4 in DeLong et al., 2014. The â€œData master reconstructionâ€ dataset contains the master chronology coral Sr/Ca variations assigned to monthly intervals with the reconstructed SST, SST anomalies (SSTA; determined as mean monthly SST with respect to the interval from 1971-2000), mean annual SST, summer maximum SST, winter minimum SST, and error of regression for each month based on the number of colonies sampled for that month (Table 5 in DeLong et al., 2014). Additionally, the 7-month and 36-month filtered SSTA with their respectively error of regressions are given. These are the results shown in Figures 4 and 5 in DeLong et al., 2014. The â€œExtensionsâ€ dataset contains the annual linear extensions for each core determined from the coral Sr/Ca variations from each February-to-February. For cores with multiple paths, these are the average extensions between the paths from that core. These are the results shown in Figures 3d and Appendices in DeLong et al., 2014. This coral Sr/Ca record updates the previous NOAA contribution, http://hurricane.ncdc.noaa.gov/pls/paleox/f?p=519:1:::::P1_STUDY_ID:11935, for cores 08PS-F1 and 08PS-A1. # This coral Sr/Ca record updates the previous NOAA contribution, http://hurricane.ncdc.noaa.gov/pls/paleox/f?p=519:1:::::P1_STUDY_ID:11935, for cores 08PS-F1 and 08PS-A1. 
#--------------------
# Publication 
#       Authors: DeLong, K.L.; Flannery, J.A.; Poore, R.Z.; Quinn, T.M.; Maupin, C.R.; Lin, K.; Shen, C.-C.  
#       Published_Date_or_Year: 2014    
#       Published_Title: A reconstruction of sea surface temperature variability in the southeastern Gulf of Mexico
#       Journal_Name: Paleoceanography
#       Volume: 
#       Edition: 
#       Issue: 
#       Pages: 
#       DOI: 10.1002/2013PA002524
#       Online_Resource: 
#       Full_Citation: DeLong, K.L., J. Flannery, R.Z. Poore, T.M. Quinn, C.R. Maupin, K. Lin, and C.-C. Shen. 2014. A reconstruction of sea surface temperature variability in the southeastern Gulf of Mexico from 1734-2008 CE using cross-dated Sr/Ca records from the coral Siderastrea siderea. Paleoceanography. doi: 10.1002/2013PA002524
#       Abstract: This study uses skeletal variations in coral Sr/Ca from three Siderastrea siderea coral colonies within the Dry Tortugas National Park in the southeastern Gulf of Mexico (24º42'N, 82º48'W) to reconstruct monthly sea surface temperature (SST) variations from 1734-2008 CE. Calibration and verification of the replicated coral Sr/Ca-SST reconstruction with local, regional, and historical temperature records reveals this proxy-temperature relationship is stable back to 1879 CE. The coral SST reconstruction contains robust interannual (~2.0ºC) and multidecadal variability (~1.5ºC) for the past 274 years, the latter of which does not covary with the Atlantic Multidecadal Oscillation (AMO). Winter SST extremes are more variable than summer SST extremes (±2.2ºC vs. ±1.6ºC, 2Ïƒ) suggesting that Loop Current transport in the winter dominates variability on interannual and longer time scales. Summer SST maxima are increasing (+1.0ºC for 274 years, ÏƒMC = ±0.5 ºC, 2Ïƒ) whereas winter SST minima contain no significant trend. Colder decades (~1.5ºC) during the Little Ice Age (LIA) do not coincide with decades of sunspot minima. The coral SST reconstruction contains similar variability to temperature reconstructions from the northern Gulf of Mexico (planktic foraminifer Mg/Ca) and the Caribbean Sea (coral Sr/Ca) suggesting areal reductions in the Western Hemisphere Warm Pool (WHWP) during the LIA. Mean summer coral SST extremes post-1985 CE (29.9ÂºC) exceeds the long-term summer average (29.2ÂºC for 1734-2008 CE) yet the warming trend after 1985 CE (0.04ºC for 24 years, ÏƒMC = ±0.5, 2Ïƒ) is not significant whereas Caribbean coral Sr/Ca studies contain a warming trend for this interval.
#------------------
# Funding_Agency 
#       Funding_Agency_Name: 
#       Grant: 
#------------------
# Site_Information 
#       Site_Name: Dry Tortugas National Park
#       Location: Ocean>Atlantic Ocean>North Atlantic Ocean>Gulf Of Mexico
#	Country: United States 
#	Northernmost_Latitude: 24.7 
# 	Southernmost_Latitude: 24.7 
# 	Easternmost_Longitude: -82.8 
# 	Westernmost_Longitude: -82.8 
# 	Elevation: -4 m  
#------------------
# Data_Collection   
#	Collection_Name: 14gulm01e
#	Earliest_Year: 1896
#	Most_Recent_Year: 2008
#	Time_Unit: Years AD 
#	Core_Length: 
#	Notes: {"previous_name":"O8PS-F1 Sr/Ca D14"}
#------------------
# Species
#	Species_Name: Siderastrea siderea 
#	Common_Name: 
#------------------
# Chronology: 
# 
#
# 
#
# 
#
#
# 
#----------------
# Variables 
#
# Data variables follow that are preceded by "##" in columns one and two.
# Data line variables format:  Variables list, one per line, shortname-tab-longname-tab-longname components (9 components: what, material, error, units, seasonality, archive, detail, method, C or N for Character or Numeric data) 
#
## age_AD 	age,,,Years AD,,Corals and Sclerosponges,,,N
## Sr/Ca	Strontium Calcium ratio,Siderastrea siderea,, mmol/mol,,Corals and Sclerosponges,,,N
## Sr/Ca_err	Strontium Calcium ratio,Siderastrea siderea,standard error, mmol/mol,,Corals and Sclerosponges,,,N
## numpaths	number of paths,,,,,Corals and Sclerosponges,,,N
#
#----------------
# Data:
# Data lines follow (have no #)
# Data line format - tab-delimited text, variable short name as header
# Missing Values: NAN 
#
age_AD	Sr/Ca	Sr/Ca_err	numpaths
2008.63	8.854	NAN	1
2008.54	8.891	NAN	1
2008.46	8.928	NAN	1
2008.38	8.981	0.008	2
2008.29	9.061	0.001	2
2008.21	9.123	0.003	2
2008.13	9.163	0.006	2
2008.04	9.193	0.001	2
2007.96	9.125	0.011	2
2007.88	9.02	0.009	2
2007.79	8.946	0.005	2
2007.71	8.844	0.009	2
2007.63	8.829	0.008	2
2007.54	8.814	0.008	2
2007.46	8.855	0.018	2
2007.38	8.971	0.029	2
2007.29	9.02	0.013	2
2007.21	9.091	0.017	2
2007.13	9.135	0.017	2
2007.04	9.097	0.009	2
2006.96	9.052	0.028	2
2006.88	9.032	0.019	2
2006.79	8.946	0.013	2
2006.71	8.847	0.015	2
2006.63	8.825	0.032	2
2006.54	8.839	0.02	2
2006.46	8.856	0.007	2
2006.38	8.927	0.019	2
2006.29	9.002	0.014	2
2006.21	9.099	0.004	2
2006.13	9.171	0.013	2
2006.04	9.161	0.01	2
2005.96	9.114	0.015	2
2005.88	9.051	0.007	2
2005.79	8.961	0.017	2
2005.71	8.916	0.007	2
2005.63	8.875	0.03	2
2005.54	8.905	0.023	2
2005.46	8.941	0.011	2
2005.38	9.027	0.022	2
2005.29	9.111	0.016	2
2005.21	9.181	0.008	2
2005.13	9.228	0.012	2
2005.04	9.173	0.013	2
2004.96	9.099	0.038	2
2004.88	8.998	0.02	2
2004.79	8.926	0.005	2
2004.71	8.871	0.018	2
2004.63	8.826	0.036	2
2004.54	8.847	0.051	2
2004.46	8.893	0.048	2
2004.38	8.998	0.027	2
2004.29	9.091	0.017	2
2004.21	9.119	0.023	2
2004.13	9.141	0.024	2
2004.04	9.16	0.026	2
2003.96	9.178	0.028	2
2003.88	9.009	0.002	2
2003.79	8.903	0.013	2
2003.71	8.828	0.003	2
2003.63	8.815	0.013	2
2003.54	8.839	0.026	2
2003.46	8.86	0.023	2
2003.38	8.944	0.006	2
2003.29	9.039	0.02	2
2003.21	9.108	0.031	2
2003.13	9.251	0.009	2
2003.04	9.184	0.017	2
2002.96	9.096	0.023	2
2002.88	9.007	0.012	2
2002.79	8.93	0.003	2
2002.71	8.868	0.001	2
2002.63	8.845	0.015	2
2002.54	8.868	0.004	2
2002.46	8.904	0.006	2
2002.38	8.939	0.006	2
2002.29	9.021	0.017	2
2002.21	9.183	0.001	2
2002.13	9.165	0.011	2
2002.04	9.131	0.037	2
2001.96	9.071	0.008	2
2001.88	9.01	0.018	2
2001.79	8.933	0.027	2
2001.71	8.874	0.011	2
2001.63	8.839	0.022	2
2001.54	8.854	0.02	2
2001.46	8.919	0.002	2
2001.38	9.011	0.006	2
2001.29	9.059	0.009	2
2001.21	9.122	0.001	2
2001.13	9.193	0.003	2
2001.04	9.264	0.004	2
2000.96	9.137	0.01	2
2000.88	9.021	0.001	2
2000.79	8.932	0.004	2
2000.71	8.872	0.01	2
2000.63	8.857	0.001	2
2000.54	8.842	0.007	2
2000.46	8.892	0.01	2
2000.38	8.999	0.001	2
2000.29	9.046	0.013	2
2000.21	9.128	0.004	2
2000.13	9.149	0.033	2
2000.04	9.105	0.009	3
1999.96	9.034	0.006	3
1999.88	8.989	0.004	3
1999.79	8.925	0.01	2
1999.71	8.808	0.01	2
1999.63	8.781	0.025	2
1999.54	8.8	0.007	2
1999.46	8.882	0.029	2
1999.38	8.963	0.022	2
1999.29	9.051	0.023	2
1999.21	9.124	0.019	2
1999.13	9.171	0.008	2
1999.04	9.136	0.017	2
1998.96	9.053	0.013	2
1998.88	9.005	0.003	2
1998.79	8.947	0.009	2
1998.71	8.86	0.025	2
1998.63	8.8	0.016	2
1998.54	8.829	0.017	2
1998.46	8.926	0.005	2
1998.38	9.05	0.023	2
1998.29	9.155	0.023	2
1998.21	9.23	0.004	2
1998.13	9.203	0.021	2
1998.04	9.157	0.02	2
1997.96	9.104	0.011	2
1997.88	9.027	0.023	3
1997.79	8.964	0.022	3
1997.71	8.876	0.032	3
1997.63	8.846	0.032	3
1997.54	8.855	0.014	3
1997.46	8.894	0.011	3
1997.38	8.935	0.014	3
1997.29	9.002	0.007	3
1997.21	9.049	0.008	3
1997.13	9.118	0.007	3
1997.04	9.187	0.016	3
1996.96	9.109	0.013	3
1996.88	9.017	0.009	3
1996.79	8.936	0.01	3
1996.71	8.887	0.03	3
1996.63	8.897	0.036	3
1996.54	8.906	0.041	3
1996.46	8.932	0.015	3
1996.38	8.985	0.021	3
1996.29	9.089	0.008	3
1996.21	9.216	0.025	3
1996.13	9.235	0.017	3
1996.04	9.151	0.007	3
1995.96	9.067	0.012	3
1995.88	8.978	0.016	3
1995.79	8.899	0.027	3
1995.71	8.861	0.023	3
1995.63	8.876	0.016	3
1995.54	8.874	0.02	3
1995.46	8.89	0.021	3
1995.38	8.925	0.01	3
1995.29	9.006	0.016	3
1995.21	9.114	0.027	3
1995.13	9.194	0.026	3
1995.04	9.138	0.032	3
1994.96	9.015	0.02	3
1994.88	8.954	0.017	3
1994.79	8.9	0.019	4
1994.71	8.845	0.024	4
1994.63	8.844	0.027	4
1994.54	8.842	0.017	4
1994.46	8.883	0.014	4
1994.38	8.939	0.027	4
1994.29	9.024	0.023	3
1994.21	9.116	0.009	3
1994.13	9.196	0.011	3
1994.04	9.141	0.007	3
1993.96	9.06	0.01	3
1993.88	8.97	0.015	3
1993.79	8.882	0.018	3
1993.71	8.82	0.025	3
1993.63	8.793	0.008	3
1993.54	8.882	0.006	3
1993.46	8.964	0.017	3
1993.38	9.065	0.011	3
1993.29	9.163	0.025	3
1993.21	9.21	0.013	3
1993.13	9.146	0.021	3
1993.04	9.082	0.014	3
1992.96	9.031	0.016	3
1992.88	8.976	0.004	3
1992.79	8.929	0.008	2
1992.71	8.897	0.023	2
1992.63	8.9	0.02	2
1992.54	8.903	0.024	2
1992.46	8.94	0.025	2
1992.38	9.022	0.047	2
1992.29	9.122	0.044	2
1992.21	9.184	0.027	2
1992.13	9.208	0.011	2
1992.04	9.141	0.009	2
1991.96	9.082	0.002	2
1991.88	9.019	0.015	2
1991.79	8.931	0.008	2
1991.71	8.872	0.037	2
1991.63	8.823	0.039	2
1991.54	8.872	0.043	2
1991.46	8.887	0.03	2
1991.38	8.932	0.001	2
1991.29	9.012	0.031	2
1991.21	9.08	0.042	2
1991.13	9.135	0.041	2
1991.04	9.111	0.061	2
1990.96	9.085	0.016	2
1990.88	9.024	0.009	2
1990.79	8.934	0.051	2
1990.71	8.88	0.06	2
1990.63	8.852	0.032	2
1990.54	8.863	0.03	2
1990.46	8.934	0.008	2
1990.38	8.975	0.002	2
1990.29	9.077	0.015	2
1990.21	9.121	0.003	2
1990.13	9.162	0.003	2
1990.04	9.121	NAN	1
1989.96	9.08	NAN	1
1989.88	9.015	NAN	1
1989.79	8.959	NAN	1
1989.71	8.88	NAN	1
1989.63	8.823	NAN	1
1989.54	8.877	NAN	1
1989.46	8.915	NAN	1
1989.38	8.997	NAN	1
1989.29	9.072	NAN	1
1989.21	9.12	NAN	1
1989.13	9.145	NAN	1
1989.04	9.133	NAN	1
1988.96	9.109	NAN	1
1988.88	9.045	NAN	1
1988.79	8.927	NAN	1
1988.71	8.887	NAN	1
1988.63	8.829	NAN	1
1988.54	8.867	NAN	1
1988.46	8.934	NAN	1
1988.38	9.046	NAN	1
1988.29	9.137	NAN	1
1988.21	9.213	NAN	1
1988.13	9.27	NAN	1
1988.04	9.198	NAN	1
1987.96	9.095	NAN	1
1987.88	9.005	NAN	1
1987.79	8.949	NAN	1
1987.71	8.89	NAN	1
1987.63	8.834	NAN	1
1987.54	8.86	NAN	1
1987.46	8.9	NAN	1
1987.38	8.958	NAN	1
1987.29	9.042	NAN	1
1987.21	9.115	NAN	1
1987.13	9.15	NAN	1
1987.04	9.148	NAN	1
1986.96	9.08	NAN	1
1986.88	8.996	NAN	1
1986.79	8.933	NAN	1
1986.71	8.866	NAN	1
1986.63	8.808	NAN	1
1986.54	8.843	NAN	1
1986.46	8.932	NAN	1
1986.38	8.969	NAN	1
1986.29	9.053	NAN	1
1986.21	9.156	NAN	1
1986.13	9.197	NAN	1
1986.04	9.092	NAN	1
1985.96	9.024	NAN	1
1985.88	8.963	NAN	1
1985.79	8.914	NAN	1
1985.71	8.847	NAN	1
1985.63	8.821	NAN	1
1985.54	8.846	NAN	1
1985.46	8.916	NAN	1
1985.38	8.985	NAN	1
1985.29	9.043	NAN	1
1985.21	9.11	NAN	1
1985.13	9.208	NAN	1
1985.04	9.162	NAN	1
1984.96	9.096	NAN	1
1984.88	9.015	NAN	1
1984.79	8.937	NAN	1
1984.71	8.873	NAN	1
1984.63	8.825	NAN	1
1984.54	8.87	NAN	1
1984.46	8.884	NAN	1
1984.38	8.981	NAN	1
1984.29	9.085	NAN	1
1984.21	9.148	NAN	1
1984.13	9.164	NAN	1
1984.04	9.123	NAN	1
1983.96	9.067	NAN	1
