# Northern European 2000 Year Summer Temperature Reconstruction
#-----------------------------------------------------------------------
#               World Data Center for Paleoclimatology, Boulder
#                                  and
#                     NOAA Paleoclimatology Program
#-----------------------------------------------------------------------
# NOTE: Please cite original reference when using these data,
# If there is no publication information, please cite Investigators, Title, and Online_Resource and date accessed
#
#
#
# Online_Resource: https://www.ncdc.noaa.gov/cdo/f?p=519:1:::::P1_study_id:16975
#
# Original_Source_URL: ftp://ftp.ncdc.noaa.gov/pub/data/paleo/treering/reconstructions/europe/northerneurope2014temperature.txt
#
# Description/Documentation lines begin with #
# Data lines have no #
#
# Archive: Climate Reconstructions
# --------------------
# Contribution_date
#	Date: 2014
# --------------------
# Title 
#	Study_Name: Northern European 2000 Year Summer Temperature Reconstruction

# --------------------
# Investigators
#	Investigators:  Esper, J.; Düthorn, E.; Krusic, P.J.; Timonen, M.; Büntgen, U.
# --------------------
# Description_and_Notes
# 	Description: Summer temperature reconstruction based on integrated tree-ring maximum density (MXD) data sets of Nscan (Esper et al. 2012) and Torneträsk (Schweingruber et al. 1988)
#	
# --------------------
# Publication
#	Authors: Jan Esper, Elisabeth Düthorn, Paul J. Krusic, Mauri Timonen, and Ulf Büntgen
#	Published_Date_or_Year: 2014-07-15
#	Published_Title: Northern European summer temperature variations over the Common Era from integrated tree-ring density records
#	Journal_Name: Journal of Quaternary Science
#	Volume: 29		
#	Edition: 
#	Issue: 5
#	Pages: 487-494
#	DOI: 10.1002/jqs.2726
#	Online_Resource: 
#	Full_Citation:  
#	Abstract: Tree-ring chronologies of maximum latewood density are most suitable to reconstruct annually resolved summer temperature variations of the late Holocene. The two longest such chronologies have been developed in northern Europe stretching back to the 2nd century BC, and the 5th century AD. We show where similarities between the two chronologies exist, and combine portions of both into a new summer temperature reconstruction for the Common Era. To minimize the transfer of potential biases, we assess the contribution of the candidate reconstructions' measurements, and exclude data (i) from exceptionally young and old trees, and (ii) produced by different laboratory technologies. Our new composite reconstruction reveals warmer conditions during Roman, Medieval and recent times, separated by prolonged cooling during the Migration period and Little Ice Age. Twentieth century warmth, as indicated in one of the existing density records, is reduced in the new reconstruction, also affecting the overall, millennial-scale, cooling trend over the late Holocene (-0.30C per 1000 years). Due to the reduced biological memory, typical for tree-ring density measurements, the new reconstruction is most suitable for evaluating the rate and speed of abrupt summer cooling following large volcanic eruptions.
# --------------------
# Funding_Agency
#	Funding_Agency_Name: Mainz Geocycles Excellence Cluster
#	Grant:
# --------------------
# Site_Information
#	Site_Name: Northern Europe
#	Location: Europe
#	Country: 
#	Northernmost_Latitude: 70.00
#	Southernmost_Latitude: 50.00
#	Easternmost_Longitude: 30.00
#	Westernmost_Longitude: 5.00
#	Elevation: m
# --------------------
# Data_Collection
#	Collection_Name: 14Neur
#	Earliest_Year: -17
#	Most_Recent_Year: 2006
#	Time_Unit: y_ad
#
# --------------------
# Variables
#
# Data variables follow that are preceded by "##" in columns one and two.
# Data line variables format:  Variables list, one per line, shortname-tab-longname-tab-longname components (9 components: what, material, error, units, seasonality, archive, detail, method, C or N for Character or Numeric data) 
#
##age	Age,,,years AD,,,,,N 
##tempanom-JJA  surface temperature anomaly, MXD,,degrees C, Jun-Aug, , , reconstruction,N
# --------------------
# Data:
# Data lines follow (have no #)
# Data line format - tab-delimited text, variable short name as header
# Missing values: NAN
#
age	tempanom-JJA
1044	-0.32271981
1045	-0.336008204
1046	0.049355233
1047	-0.641641275
1048	1.072561602
1049	0.434718671
1050	-0.668218064
1051	1.843288477
1052	1.670539349
1053	-1.120023474
1054	0.793505319
1055	0.381565093
1056	0.740351742
1057	1.404771462
1058	1.962884026
1059	0.394853487
1060	0.926389263
1061	1.697116138
1062	1.976172421
1063	0.089220416
1064	0.939677658
1065	0.713774953
1066	0.567602615
1067	-0.123393894
1068	-0.920697558
1069	-0.442315359
1070	-0.216412655
1071	0.354988304
1072	0.062643628
1073	-0.096817105
1074	0.036066839
1075	-0.415738571
1076	0.195527572
1077	-0.601776092
1078	0.089220416
1079	1.232022334
1080	0.979542841
1081	0.527737431
1082	0.288546332
1083	-0.32271981
1084	0.926389263
1085	0.580891009
1086	2.361535858
1087	1.112426785
1088	1.657250955
1089	1.657250955
1090	1.471213433
1091	2.241940308
1092	2.560861774
1093	1.205445546
1094	0.913100869
1095	-0.628352881
1096	-0.601776092
1097	0.740351742
1098	0.421430276
1099	-0.375873387
1100	-0.123393894
1101	0.235392755
1102	0.647332981
1103	0.514449037
1104	1.790134899
1105	0.833370503
1106	1.271887518
1107	-0.641641275
1108	-0.495468937
1109	-1.691424433
1110	-1.266195812
1111	-1.757866405
1112	-0.588487698
1113	1.178868757
1114	0.846658897
1115	-0.681506459
1116	-0.189835866
1117	-1.146600262
1118	-0.269566232
1119	-1.345926178
1120	-0.508757331
1121	-0.907409163
1122	0.235392755
1123	0.966254446
1124	-0.429026965
1125	-0.641641275
1126	0.687198164
1127	-2.767784379
1128	-1.173177051
1129	-1.86417356
1130	-3.485357676
1131	-1.19975384
1132	-0.389161782
1133	-1.837596771
1134	-1.133311868
1135	0.301834727
1136	-0.86754398
1137	-0.482180543
1138	-1.213042234
1139	-1.465521728
1140	-0.668218064
1141	-0.761236825
1142	-1.106735079
1143	-0.030375133
1144	-0.973851135
1145	-0.256277838
1146	-0.774525219
1147	0.208815966
1148	0.075932022
1149	0.354988304
1150	-0.375873387
1151	0.142373994
1152	0.873235686
1153	0.354988304
1154	0.55431422
1155	1.139003574
1156	0.541025826
1157	-0.216412655
1158	0.448007065
1159	-0.189835866
1160	-0.083528711
1161	1.657250955
1162	1.245310729
1163	0.846658897
1164	1.444636645
1165	1.378194673
1166	1.165580362
1167	1.418059856
1168	1.856576871
1169	0.115797205
1170	0.753640136
1171	-0.415738571
1172	1.537655405
1173	0.248681149
1174	0.408141882
1175	1.803423293
1176	0.1290856
1177	0.049355233
1178	0.88652408
1179	-0.482180543
1180	1.245310729
1181	-0.083528711
1182	-0.814390402
1183	0.301834727
1184	0.873235686
1185	1.085849996
1186	0.155662388
1187	0.607467798
1188	1.457925039
1189	-0.601776092
1190	0.687198164
1191	-0.070240316
1192	-2.315978969
1193	1.271887518
1194	-2.9538219
1195	0.195527572
1196	0.448007065
1197	-1.811019982
1198	0.354988304
1199	1.285175912
1200	0.22210436
1201	-0.389161782
1202	-0.973851135
1203	1.059273207
1204	0.873235686
1205	0.049355233
1206	-0.907409163
1207	-0.747948431
1208	-1.332637784
1209	0.88652408
1210	-0.628352881
1211	-0.468892148
1212	-0.030375133
1213	-0.442315359
1214	-0.442315359
1215	-0.960562741
1216	0.182239177
1217	1.484501828
1218	0.168950783
1219	0.022778444
1220	-0.694794853
1221	1.09913839
1222	-0.149970683
1223	0.421430276
1224	0.421430276
1225	-0.588487698
1226	-1.691424433
1227	1.962884026
1228	-1.704712827
1229	-0.468892148
1230	-2.435574519
1231	-0.920697558
1232	-1.95719232
1233	-0.389161782
1234	-0.096817105
1235	-0.389161782
1236	-0.189835866
1237	0.434718671
1238	-1.213042234
1239	0.022778444
1240	-0.482180543
1241	-0.309431415
1242	-0.548622515
1243	-0.429026965
1244	-1.266195812
1245	-0.455603754
1246	-1.292772601
1247	-1.31934939
1248	-1.332637784
1249	-0.933985952
1250	-0.389161782
1251	-1.213042234
1252	-1.518675305
1253	-0.1101055
1254	-0.615064487
1255	-0.455603754
1256	-0.482180543
1257	0.22210436
1258	-0.734660036
1259	-0.86754398
1260	-0.681506459
1261	-0.256277838
1262	-1.08015829
1263	-1.292772601
1264	-1.146600262
1265	-1.518675305
1266	-0.083528711
1267	-0.375873387
1268	0.514449037
1269	1.43134825
1270	0.88652408
1271	0.514449037
1272	0.687198164
1273	0.00949005
1274	-1.120023474
1275	-0.030375133
1276	-0.20312426
1277	-1.066869896
1278	-1.226330629
1279	-0.123393894
1280	0.036066839
1281	-0.801102008
1282	-1.186465446
1283	0.102508811
1284	0.062643628
1285	0.275257938
1286	0.102508811
1287	0.833370503
1288	-0.349296599
1289	0.354988304
1290	-0.32271981
1291	-0.269566232
1292	-1.159888657
1293	0.235392755
1294	-0.814390402
1295	1.00611963
1296	-1.558540489
1297	-0.694794853
1298	-0.561910909
1299	-0.362584993
1300	-0.1101055
1301	-0.708083247
1302	0.514449037
1303	-0.056951922
1304	-0.761236825
1305	-0.415738571
1306	0.381565093
1307	-0.32271981
1308	0.00949005
1309	-0.880832374
1310	0.88652408
1311	0.155662388
1312	0.00949005
1313	-0.98713953
1314	-0.907409163
1315	1.032696418
1316	1.33832949
1317	-0.681506459
1318	0.620756192
1319	0.155662388
1320	0.620756192
1321	-1.159888657
1322	-0.840967191
1323	-0.721371642
1324	-0.256277838
1325	-0.296143021
1326	-0.495468937
1327	1.085849996
1328	-2.249536997
1329	-0.375873387
1330	-1.850885165
1331	0.992831235
1332	-0.933985952
1333	-1.811019982
1334	0.846658897
1335	0.089220416
1336	-0.389161782
1337	-1.146600262
1338	-0.282854627
1339	0.062643628
1340	0.315123121
1341	-0.840967191
1342	0.102508811
1343	0.461295459
1344	-0.468892148
1345	-1.066869896
1346	-2.209671814
1347	-0.20312426
1348	-1.678136038
1349	-2.714630801
1350	-1.133311868
1351	0.660621375
1352	-0.242989444
1353	-1.013716318
1354	0.541025826
1355	-0.256277838
1356	-0.176547472
1357	-0.1101055
1358	-1.226330629
1359	-0.229701049
1360	-0.86754398
1361	-0.030375133
1362	-0.163259077
1363	-2.847514745
1364	0.514449037
1365	0.647332981
1366	1.112426785
1367	-0.681506459
1368	0.979542841
1369	-0.375873387
1370	-0.53533412
1371	1.032696418
1372	1.630674166
1373	-0.256277838
1374	1.139003574
1375	-1.093446685
1376	-0.043663528
1377	-0.774525219
1378	-1.133311868
1379	0.075932022
1380	-0.628352881
1381	0.687198164
1382	0.022778444
1383	0.740351742
1384	0.248681149
1385	-1.678136038
1386	0.195527572
1387	0.275257938
1388	-0.296143021
1389	-1.465521728
1390	-0.973851135
1391	0.049355233
1392	-0.442315359
1393	-1.425656545
1394	-1.518675305
1395	-1.306060995
1396	-0.389161782
1397	-1.133311868
1398	-0.960562741
1399	-0.043663528
1400	-0.894120769
1401	-0.017086739
1402	0.487872248
1403	-0.442315359
1404	1.112426785
1405	0.022778444
1406	1.00611963
1407	0.620756192
1408	0.288546332
1409	0.142373994
1410	-0.030375133
1411	1.896442054
1412	-0.429026965
1413	0.926389263
1414	-0.256277838
1415	0.740351742
1416	0.301834727
1417	-0.269566232
1418	0.394853487
1419	0.22210436
1420	-0.216412655
1421	0.820082108
1422	-0.694794853
1423	-0.256277838
1424	1.33832949
1425	0.873235686
1426	0.474583854
1427	0.820082108
1428	0.102508811
1429	1.232022334
1430	-0.429026965
1431	0.55431422
1432	1.139003574
1433	0.514449037
1434	1.683827744
1435	0.992831235
1436	0.142373994
1437	0.514449037
1438	-1.000427924
1439	-0.561910909
1440	-0.98713953
1441	-0.003798344
1442	-0.468892148
1443	-0.429026965
1444	-0.53533412
1445	-0.083528711
1446	-0.495468937
1447	-0.801102008
1448	0.022778444
1449	-0.681506459
1450	1.232022334
1451	0.142373994
1452	-0.1101055
1453	-3.472069282
1454	-1.266195812
1455	-1.452233333
1456	-1.585117277
1457	-1.890750349
1458	-1.731289616
1459	-1.678136038
1460	-1.252907418
1461	-1.5319637
1462	-1.811019982
1463	-2.063499476
1464	-1.239619023
1465	-0.628352881
1466	-1.452233333
1467	-0.960562741
1468	0.328411515
1469	-0.003798344
1470	0.740351742
1471	-0.362584993
1472	-0.747948431
1473	-1.492098517
1474	-0.468892148
1475	-0.761236825
1476	-1.571828883
1477	-0.827678797
1478	-1.518675305
1479	0.168950783
1480	-0.628352881
1481	0.182239177
1482	-0.176547472
1483	-1.505386911
1484	0.062643628
1485	1.351617884
1486	-0.349296599
1487	-0.296143021
1488	-0.336008204
1489	-0.389161782
1490	0.939677658
1491	0.766928531
1492	1.045984813
1493	-0.336008204
1494	1.139003574
1495	-0.163259077
1496	1.21873394
1497	-1.545252094
1498	-0.32271981
1499	-0.349296599
1500	0.22210436
1501	0.168950783
1502	0.354988304
1503	0.1290856
1504	-0.017086739
1505	1.032696418
1506	1.032696418
1507	-1.757866405
1508	0.913100869
1509	-0.269566232
1510	-0.296143021
1511	0.527737431
1512	-0.309431415
1513	0.434718671
1514	-0.747948431
1515	1.019408024
1516	-1.053581502
1517	-0.229701049
1518	0.487872248
1519	-0.149970683
1520	-1.000427924
1521	0.142373994
1522	-0.561910909
1523	-0.708083247
1524	-1.811019982
1525	-0.229701049
1526	-0.907409163
1527	-0.32271981
1528	-0.601776092
1529	0.315123121
1530	-0.761236825
1531	-0.189835866
1532	1.298464306
1533	1.33832949
1534	0.992831235
1535	-0.53533412
1536	-0.123393894
1537	1.09913839
1538	0.88652408
1539	0.607467798
1540	0.102508811
1541	0.634044587
1542	-0.588487698
1543	-0.468892148
1544	-1.106735079
1545	1.511078617
1546	-0.216412655
1547	0.354988304
1548	-0.043663528
1549	-0.429026965
1550	-1.08015829
1551	0.089220416
1552	-0.043663528
1553	0.22210436
1554	-0.136682288
1555	-0.269566232
1556	-0.269566232
1557	-0.933985952
1558	1.736981321
1559	-0.269566232
1560	-0.256277838
1561	0.846658897
1562	-0.442315359
1563	1.33832949
1564	1.976172421
1565	0.846658897
1566	0.487872248
1567	-1.492098517
1568	-0.32271981
1569	1.524367011
1570	-0.668218064
1571	-0.030375133
1572	0.1290856
1573	-0.761236825
1574	-0.508757331
1575	-0.056951922
1576	0.062643628
1577	0.102508811
1578	-0.442315359
1579	-0.176547472
1580	-1.492098517
1581	-0.65492967
1582	0.049355233
1583	0.660621375
1584	-1.133311868
1585	-0.163259077
1586	0.979542841
1587	-1.478810122
1588	0.687198164
1589	-1.306060995
1590	-0.53533412
1591	0.261969544
1592	0.328411515
1593	-0.056951922
1594	-0.136682288
1595	-0.269566232
1596	-1.306060995
1597	-0.216412655
1598	1.33832949
1599	0.899812474
1600	0.22210436
1601	-2.063499476
1602	0.049355233
1603	-0.508757331
1604	-0.960562741
1605	-1.438944939
1606	-1.757866405
1607	-2.502016491
1608	-2.129941448
1609	-1.664847644
1610	-1.226330629
1611	-0.960562741
1612	-0.229701049
1613	0.00949005
1614	-2.355844152
1615	-1.266195812
1616	-1.106735079
1617	0.261969544
1618	-1.173177051
1619	1.112426785
1620	-0.973851135
1621	0.1290856
1622	0.899812474
1623	0.22210436
1624	0.952966052
1625	-1.000427924
1626	1.617385772
1627	0.992831235
1628	1.285175912
1629	1.736981321
1630	-0.242989444
1631	1.178868757
1632	-1.797731588
1633	-2.674765618
1634	0.899812474
1635	-0.880832374
1636	0.660621375
1637	-0.336008204
1638	-2.090076264
1639	0.474583854
1640	1.471213433
1641	-2.342555758
1642	0.1290856
1643	-1.731289616
1644	-0.708083247
1645	-0.32271981
1646	0.049355233
1647	-2.090076264
1648	1.5509438
1649	0.939677658
1650	0.55431422
1651	0.487872248
1652	0.434718671
1653	-0.641641275
1654	0.062643628
1655	0.979542841
1656	0.301834727
1657	0.88652408
1658	1.33832949
1659	0.620756192
1660	1.484501828
1661	0.687198164
1662	-0.309431415
1663	-1.120023474
1664	1.33832949
1665	1.21873394
1666	-0.402450176
1667	-1.213042234
1668	-0.256277838
1669	-1.691424433
1670	-0.65492967
1671	0.700486559
1672	-0.973851135
1673	-1.053581502
1674	-0.973851135
1675	-1.811019982
1676	0.261969544
1677	0.381565093
1678	-0.229701049
1679	-0.375873387
1680	-1.08015829
1681	-0.070240316
1682	-1.08015829
1683	0.036066839
1684	-0.056951922
1685	-0.375873387
1686	-0.880832374
1687	-1.345926178
1688	-1.306060995
1689	1.989460815
1690	-0.389161782
1691	0.115797205
1692	1.232022334
1693	1.032696418
1694	0.049355233
1695	-1.173177051
1696	-1.040293107
1697	-1.465521728
1698	0.527737431
1699	-0.801102008
1700	0.434718671
1701	-1.013716318
1702	0.740351742
1703	2.135633153
1704	-0.375873387
1705	-1.611694066
1706	-1.757866405
1707	1.152291968
1708	-1.890750349
1709	-1.558540489
1710	-0.628352881
1711	1.032696418
1712	-0.123393894
1713	0.461295459
1714	0.541025826
1715	1.09913839
1716	-0.375873387
1717	-0.043663528
1718	-0.920697558
1719	-1.478810122
1720	-1.133311868
1721	-0.282854627
1722	-0.256277838
1723	-0.269566232
1724	-0.468892148
1725	0.700486559
1726	0.288546332
1727	0.315123121
1728	-1.598405672
1729	-0.149970683
1730	0.766928531
1731	-0.854255586
1732	0.634044587
1733	-0.628352881
1734	-0.429026965
1735	-0.336008204
1736	1.232022334
1737	-0.575199303
1738	0.926389263
1739	-0.708083247
1740	0.022778444
1741	-0.960562741
1742	-0.960562741
1743	-0.548622515
1744	0.567602615
1745	-0.336008204
1746	0.155662388
1747	-0.694794853
1748	-0.708083247
1749	0.022778444
1750	-0.176547472
1751	0.328411515
1752	0.846658897
1753	-0.282854627
1754	0.514449037
1755	0.899812474
1756	-0.455603754
1757	1.232022334
1758	0.248681149
1759	0.514449037
1760	1.258599123
1761	2.016037604
1762	0.328411515
1763	0.301834727
1764	0.049355233
1765	-0.20312426
1766	1.192157151
1767	0.089220416
1768	-0.973851135
1769	-0.98713953
1770	-0.003798344
1771	-0.615064487
1772	-1.943903926
1773	0.780216925
1774	0.301834727
1775	1.032696418
1776	1.683827744
1777	-0.269566232
1778	0.275257938
1779	0.899812474
1780	0.607467798
1781	-0.256277838
1782	-0.20312426
1783	-1.133311868
1784	-0.468892148
1785	-0.242989444
1786	0.00949005
1787	-1.306060995
1788	0.354988304
1789	1.298464306
1790	-2.156518236
1791	0.55431422
1792	-0.482180543
1793	0.089220416
1794	0.155662388
1795	-0.003798344
1796	0.301834727
1797	-0.575199303
1798	0.182239177
1799	0.67390977
1800	-1.279484206
1801	0.408141882
1802	-0.960562741
1803	-0.123393894
1804	1.245310729
1805	-0.349296599
1806	-0.415738571
1807	-0.123393894
1808	0.315123121
1809	-0.53533412
1810	-0.641641275
1811	0.075932022
1812	-2.329267364
1813	-0.189835866
1814	-0.32271981
1815	-0.402450176
1816	-0.189835866
1817	-0.362584993
1818	-0.056951922
1819	1.325041095
1820	0.408141882
1821	-1.824308377
1822	-0.256277838
1823	0.620756192
1824	-0.282854627
1825	-1.399079756
1826	1.564232194
1827	0.036066839
1828	0.381565093
1829	-0.229701049
1830	-0.482180543
1831	2.401401041
1832	-0.389161782
1833	-0.708083247
1834	-0.216412655
1835	-0.561910909
1836	-1.093446685
1837	-1.027004713
1838	-0.787813614
1839	-1.425656545
1840	-0.296143021
1841	-0.801102008
1842	0.55431422
1843	-0.176547472
1844	1.152291968
1845	0.873235686
1846	0.580891009
1847	1.537655405
1848	0.062643628
1849	-0.309431415
1850	1.258599123
1851	-0.256277838
1852	1.617385772
1853	1.232022334
1854	2.122344759
1855	1.085849996
1856	-1.306060995
1857	0.461295459
1858	1.311752701
1859	-1.213042234
1860	-0.615064487
1861	0.567602615
1862	-1.173177051
1863	-0.628352881
1864	-1.372502967
1865	-0.043663528
1866	-0.694794853
1867	-1.279484206
1868	0.580891009
1869	-1.306060995
1870	-0.070240316
1871	-1.598405672
1872	0.089220416
1873	0.780216925
1874	-1.19975384
1875	0.301834727
1876	0.541025826
1877	-1.784443193
1878	0.062643628
1879	0.833370503
1880	-0.774525219
1881	-1.890750349
1882	0.67390977
1883	1.590808983
1884	-0.20312426
1885	-1.718001221
1886	-0.030375133
1887	-1.040293107
1888	-1.372502967
1889	-0.216412655
1890	-0.056951922
1891	-1.226330629
1892	-2.581746857
1893	-1.31934939
1894	0.926389263
1895	1.09913839
1896	0.408141882
1897	0.833370503
1898	-0.017086739
1899	-1.904038743
1900	-1.385791361
1901	1.032696418
1902	-3.020263872
1903	-2.07678787
1904	-3.07341745
1905	-2.315978969
1906	-1.465521728
1907	-1.518675305
1908	-0.601776092
1909	-2.023634292
1910	-0.708083247
1911	-1.359214573
1912	-0.561910909
1913	-0.282854627
1914	-0.136682288
1915	-0.508757331
1916	-0.242989444
1917	0.421430276
1918	1.378194673
1919	0.089220416
1920	1.085849996
1921	0.394853487
1922	1.404771462
1923	-1.704712827
1924	1.391483067
1925	1.351617884
1926	1.590808983
1927	1.21873394
1928	-0.694794853
1929	-0.282854627
1930	1.76355811
1931	-1.013716318
1932	-0.083528711
1933	0.913100869
1934	1.670539349
1935	0.381565093
1936	0.541025826
1937	3.105685944
1938	1.776846505
1939	1.617385772
1940	1.00611963
1941	0.88652408
1942	1.019408024
1943	0.926389263
1944	0.288546332
1945	1.152291968
1946	0.966254446
1947	1.830000082
1948	-0.149970683
1949	-1.19975384
1950	0.979542841
1951	-0.668218064
1952	-0.801102008
1953	0.541025826
1954	-0.003798344
1955	0.700486559
1956	-0.242989444
1957	0.102508811
1958	-0.65492967
1959	0.926389263
1960	1.391483067
1961	-0.030375133
1962	-1.837596771
1963	-0.960562741
1964	-0.98713953
1965	-2.488728096
1966	-0.482180543
1967	-0.86754398
1968	-1.585117277
1969	0.952966052
1970	0.647332981
1971	-0.840967191
1972	0.753640136
1973	0.607467798
1974	-0.242989444
1975	-0.65492967
1976	0.713774953
1977	-0.787813614
1978	-0.176547472
1979	0.820082108
1980	1.285175912
1981	-0.98713953
1982	-1.027004713
1983	-0.375873387
1984	-1.890750349
1985	-1.120023474
1986	-0.176547472
1987	-1.757866405
1988	-0.362584993
1989	0.168950783
1990	0.022778444
1991	-0.442315359
1992	-0.840967191
1993	-1.027004713
1994	0.780216925
1995	-0.721371642
1996	-0.242989444
1997	1.059273207
1998	-1.08015829
1999	-0.375873387
2000	0.275257938
2001	-0.601776092
2002	1.311752701
2003	1.630674166
2004	0.806793714
2005	0.195527572
2006	1.76355811
