# Houtman Abrolhos Coral Isotope Data
#----------------------------------------------------------------------- 
#                World Data Center for Paleoclimatology, Boulder 
#                                  and 
#                     NOAA Paleoclimatology Program 
#----------------------------------------------------------------------- 
# NOTE: Please cite Publication, and Online_Resource and date accessed when using these data. 
# If there is no publication information, please cite Investigators, Title, and Online_Resource and date accessed. 
#
#
# Online_Resource: https://www.ncdc.noaa.gov/cdo/f?p=519:1:::::P1_STUDY_ID:1856
#
# Original_Source_URL: ftp://ftp.ncdc.noaa.gov/pub/data/paleo/coral/indian_ocean/abrolhos_data.txt
# 
# Description/Documentation lines begin with #
# Data lines have no #
#
# Archive: Corals and Sclerosponges
#--------------------
# Contribution_Date
#	Date:  1999-07
#--------------------
# Title
#	Study_Name: Abrolhos Houtman Coral Isotope Data
#--------------------
# Investigators
#       Investigators: Kuhnert, H.; Pätzold, J.; Hatcher, B.; Wyrwoll, K-H.; Eisenhauer, A.; Collins, L.B.; Zhu, Z.R.; Wefer, G.
#--------------------
# Description_and_Notes
#	Description: The following is cited from Kuhnert et al. (1999): "A first rough age assignment was based on the density banding pattern evident in x-radiographs over most portions of the coral core. Each couplet of one low- and one high-density band represents the growth of one year. The higher-resolving age model is based on the assumption, that coral d18O primarily depends on temperature. In the d18O data deriving from an annual banding couplet the highest value was assigned to the mid of September, the coldest month on average. The chronology is thus tied to one point within each year; the ages of the other sampling points were linearly interpolated according to their spatial distances along the sampling profile. In skeletal portions with unclear density banding pattern the stratigraphy is solely based on cyclic variations in coral d18O. Each cycle was assumed to represent an annual cycle, as long as it occurred over a skeletal portion extending between 10 and 20 mm. Assignments of sub-annual dates were performed as described above. Errors are estimated to be �1 year per 100 years (due to unclear banding and d18O cycles near 1853 and 1869, respectively)."
#--------------------
# Publication 
#       Authors: Kuhnert, H.; Pätzold, J.; Hatcher, B.; Wyrwoll, K-H.; Eisenhauer, A.; Collins, L.B.; Zhu, Z.R.; Wefer, G.
#       Published_Date_or_Year:  1999-04-01     
#       Published_Title: A 200-year coral stable oxygen isotope record from a high-latitude reef off Western Australia
#       Journal_Name: Coral Reefs
#       Volume: 18
#       Edition: 
#       Issue: 1
#       Pages: 1-12
#       DOI: 10.1007/s003380050147
#       Online_Resource: 
#       Full_Citation: 
#       Abstract: A core from a coral colony of Porites lutea was analysed for stable oxygen isotopic composition*. A 200-year proxy record of sea surface temperatures from the Houtman Abrolhos Islands off west Australia was obtained from coral δ18O. At 29′S, the Houtman Abrolhos are the southernmost major reef complex of the Indian Ocean. They are located on the path of the Leeuwin Current, a southward flow of warm, tropical water, which is coupled to Indonesian throughflow. Coral δ18O primarily reflects local oceanographic and climatic variability, which is largely determined by spatial variability of the Leeuwin Current. However, coherence between coral δ18O and the current strength itself is relatively weak. Evolutionary spectral and singular spectrum analyses of coral δ18O demonstrate a high variability in spectral composition through time. Oscillations in the 5–7-y, 14–15-y, and quasi-biennial bands reflect teleconnections of local sea surface temperature (SST) to tropical Pacific climate variability. Deviations between local (coral-based) and regional (instrument) SST contain a cyclic component with a period of 15 y. Coral δ18O suggests a rise in SST by 0.6 ′C since AD 1944, consistent with available instrumental SST records. A long-term warming by 1.4 ′C since AD 1795 is inferred from the coral record.
#------------------
# Funding_Agency 
#       Funding_Agency_Name: Deutsche Forschungsgemeinschaft
#       Grant: Ma 821/11-1
#------------------
# Funding_Agency 
#       Funding_Agency_Name: Australian Research Council
#       Grant: 
#------------------
# Site_Information 
#       Site_Name: Houtman Abrolhos Islands  
#       Location: Australia/New Zealand>Australia
#	Country:  
#	Northernmost_Latitude: -28.46 
# 	Southernmost_Latitude: -28.46 
# 	Easternmost_Longitude: 113.77 
# 	Westernmost_Longitude: 113.77 
# 	Elevation:  -5 m  
#------------------
# Data_Collection   
#	Collection_Name: 99abro01b 
#	Earliest_Year: 1795 
#	Most_Recent_Year: 1994 
#	Time_Unit: Years AD 
#	Core_Length: 3 m
#	Notes: The coral core was originally sampled in half-yearly resolution. For the published chronology additional samples were taken (2-3 new samples between two "old" samples). Average sampling density is 7.7 samples per year. The bimonthly data were interpolated with an Excel-macro. Internal precisions (1 SD) are 0.02 per mil for delta O-18, and 0.015 per mil for delta C-13. External precisions (1 SD) of an internal laboratory standard (Solnhofen limestone) are 0.07 per mil for delta O-18, and 0.05 per mil for delta C-13.
#------------------
# Species 
#	Species_Name: Porites lutea
#	Common_Name: Finger Coral
#------------------
# Chronology: 
# 
#
# 
#
# 
#
#
# 	
#----------------	
# Variables 
#
# Data variables follow that are preceded by "##" in columns one and two.
# Data line variables format:  Variables list, one per line, shortname-tab-longname-tab-longname components (9 components: what, material, error, units, seasonality, archive, detail, method, C or N for Character or Numeric data) 
#
##depth		depth, , ,cm, , Corals and Sclerosponges, , ,N
##d13c	delta 13 carbon, Porites lutea, , per mil VPDB, , Corals and Sclerosponges, , instrument: isotope ratio mass spectrometer,N
##d18o	delta 18 oxygen, Porites lutea, , per mil VPDB, , Corals and Sclerosponges, , instrument: isotope ratio mass spectrometer,N 		
##age_AD	assigned age date, Porites lutea, , years AD, , Corals and Sclerosponges, , ,N	
#
#----------------
# Data:
# Data lines follow (have no #)
# Data line format - tab-delimited text, variable short name as header
# Missing Values: NAN 
#
depth	d13c	d18o	age_AD
0	-3.687691212	-4.56758461	1994.375
0.2	-3.1323668	-4.4130665	1994.254286
0.5	-3.246689796	-4.398697472	1994.065714
0.75	-2.938030481	-4.150276184	1993.908571
0.9	-3.0710235	-3.9021781	1993.814286
1.05	-3.197959423	-3.83368516	1993.708
1.2	-3.233720064	-3.851396084	1993.577507
1.4	-3.274620295	-4.023989677	1993.403679
1.5	-3.186455965	-4.045937538	1993.316643
1.6	-3.337412119	-3.981215715	1993.229729
1.8	-3.026674509	-3.955947638	1993.055778
1.9	-2.450407982	-4.058879375	1992.968864
2	-2.714661598	-3.793360233	1992.88195
2.1	-2.752500534	-3.686341763	1992.794914
2.2	-3.030422449	-3.494165897	1992.708
2.3	-3.465997458	-4.001436234	1992.633903
2.4	-3.489075422	-4.025780678	1992.559807
2.5	-3.536252022	-3.85300374	1992.485832
2.6	-3.378537655	-4.240958214	1992.411735
2.675	-3.089897633	-4.089970112	1992.356193
2.75	-3.212575674	-4.084612846	1992.300651
2.95	-3.182616472	-4.067138672	1992.152458
3.05	-3.184309959	-4.128074169	1992.078361
3.15	-3.38639164	-4.258527279	1992.004265
3.25	-3.559858084	-4.161326408	1991.930168
3.35	-3.215378523	-3.889161348	1991.856193
3.55	-3.062483	-3.670403	1991.708
3.675	-3.663945198	-3.750141144	1991.634514
3.8	-3.346966267	-3.8830863	1991.560905
3.9	-3.001741409	-3.779663324	1991.502067
4	-3.086477757	-4.169081783	1991.443352
4.125	-3.241085768	-4.268490314	1991.369743
4.25	-3.079202652	-4.424459553	1991.296257
4.45	-2.7415573	-4.4310599	1991.178581
4.55	-2.75452137	-4.215515614	1991.119743
4.65	-2.710436344	-4.237877941	1991.060905
4.725	-2.778543711	-4.060231209	1991.016838
4.8	-2.773324966	-4.25914011	1990.972648
4.95	-2.6623472	-3.7108656	1990.884514
5.05	-3.596975327	-3.595774174	1990.825676
5.15	-3.625073433	-3.586512661	1990.766838
5.25	-3.694223404	-3.504902363	1990.708
5.35	-3.73394537	-3.865861034	1990.617058
5.425	-3.759710312	-3.896766186	1990.548942
5.5	-3.410437584	-3.997009373	1990.480705
5.575	-3.460288763	-4.152516842	1990.41259
5.65	-3.3479863	-4.107688	1990.344353
5.75	-3.325097561	-4.204540253	1990.25341
5.85	-3.154235125	-4.476270199	1990.16259
5.95	-3.55647707	-4.375720978	1990.071647
6.05	-3.441078186	-4.081246376	1989.980705
6.15	-2.875651836	-3.87087512	1989.889763
6.25	-2.658106804	-3.888876438	1989.798942
6.35	-3.135024786	-3.764833212	1989.708
6.45	-3.367651701	-3.87858057	1989.657951
6.65	-3.4123075	-4.1945534	1989.557976
6.775	-3.700757504	-3.994321585	1989.495476
6.9	-3.451543331	-4.238911152	1989.432976
7.025	-3.314406872	-4.248260975	1989.370476
7.15	-3.002573252	-4.174656391	1989.307976
7.275	-3.152754784	-4.349053383	1989.245476
7.4	-2.740638256	-4.41778183	1989.182976
7.525	-2.694784641	-4.528278828	1989.120476
7.65	-2.7824324	-4.2847505	1989.057976
7.775	-3.142174482	-4.242383957	1988.995476
7.9	-3.088607073	-4.085803032	1988.932976
8	-3.240236282	-3.955300808	1988.883049
8.1	-3.313577414	-3.8250916	1988.833
8.225	-3.208423138	-3.852683783	1988.7705
8.35	-2.924698114	-3.761833429	1988.708
8.55	-3.2557627	-3.9947539	1988.604118
8.65	-3.20448494	-3.931699991	1988.552116
8.75	-3.12849617	-4.07761097	1988.500236
8.825	-3.381366491	-4.05269289	1988.461296
8.9	-3.490927696	-4.10294199	1988.422233
9.05	-3.580667734	-4.145458221	1988.344353
9.2	-2.9122757	-4.1171836	1988.266472
9.325	-3.145051956	-4.382593155	1988.20153
9.45	-3.124305964	-4.303353786	1988.136589
9.575	-3.198237419	-4.175951004	1988.071647
9.7	-3.264178753	-3.974773407	1988.006706
10	-2.8669574	-3.754931	1987.850822
10.1	-3.154932976	-3.75467062	1987.798942
10.2	-3.069759369	-3.762086868	1987.74694
10.275	-3.063624144	-3.675763845	1987.708
10.35	-3.081176043	-3.715152264	1987.638176
10.5	-3.1614378	-4.0243393	1987.498649
10.65	-3.090581656	-4.023243904	1987.359123
10.8	-2.898336411	-4.06682539	1987.219597
10.875	-2.925663471	-4.138710976	1987.149895
10.95	-2.865375757	-4.143949509	1987.08007
11.05	-3.041987419	-4.052626133	1986.987053
11.15	-2.572256	-4.1552075	1986.894035
11.25	-2.309027433	-3.682658434	1986.801018
11.35	-2.877153873	-3.491115808	1986.708
11.45	-3.522618055	-3.586453915	1986.647453
11.55	-3.556711197	-3.763803959	1986.586784
11.625	-3.647262812	-3.821767092	1986.541374
11.7	-3.476099014	-3.998781204	1986.495842
11.8	-3.460842848	-4.01322031	1986.435295
11.9	-3.1920689	-3.9833498	1986.374626
12.1	-2.920460939	-3.969272614	1986.25341
12.3	-3.024570227	-4.025063038	1986.132194
12.375	-3.221406221	-4.12886858	1986.086784
12.45	-3.126574516	-4.010495186	1986.041374
12.55	-3.257790089	-4.074494362	1985.980705
12.65	-3.088725805	-3.697614193	1985.920158
12.9	-3.1854423	-3.7302789	1985.768547
13	-3.372174025	-3.619366169	1985.708
13.1	-3.254083157	-3.625474453	1985.655388
13.35	-3.551824093	-3.903793097	1985.523796
