# Quelccaya d18O 2003
#-----------------------------------------------------------------------
#               World Data Center for Paleoclimatology, Boulder
#                                  and
#                     NOAA Paleoclimatology Program
#-----------------------------------------------------------------------
# NOTE: Please cite original reference when using these data,
# If there is no publication information, please cite Investigators, Title, and Online_Resource and date accessed
#
#
#
# Online_Resource: 
#
#
# Original_Source_URL: 
#
# Description/Documentation lines begin with #
# Data lines have no #
#
# Archive: Ice Cores
# --------------------
# Contribution_date
#	Date: 2015
# --------------------
# Title 
#	Study_Name: Quelccaya d18O 2003
# --------------------
# Investigators
#	Investigators: Thompson, L.; Mosley-Thompson, E.; Brecher, H.; Davis, M.; Leo, B.; Les , D.; Lin, P. N.; Mashiotta, T.;Mountain, K  
# --------------------
# Description_and_Notes
# 	Description: 
#
# --------------------
# Publication
#	Authors: L. Thompson, E. Mosley-Thompson, H. Brecher, M. Davis, B. Leo, D. Les, P-N. Lin, T. Mashiotta, and K. Mountain
#	Published_Date_or_Year: 2006-07-11
#	Published_Title: Abrupt tropical climate change: Past and present
#	Journal_Name: Proceedings of the National Academy of Sciences
#	Volume: 103
#	Edition: 	
#	Issue: 28
#	Pages: 
#	DOI: 
#	Online_Resource: 
#	Full_Citation: 
#	Abstract: Three lines of evidence for abrupt tropical climate change, both
past and present, are presented. First, annually and decadally averaged d18O and net mass-balance histories for the last 400 and
2,000 yr, respectively, demonstrate that the current warming at high elevations in the mid- to low latitudes is unprecedented for at least the last 2 millennia. Second, the continuing retreat of most
mid- to low-latitude glaciers, many having persisted for thousands of years, signals a recent and abrupt change in the Earth’s climate
system. Finally, rooted, soft-bodied wetland plants, now exposed along the margins as the Quelccaya ice cap (Peru) retreats, have
been radiocarbon dated and, when coupled with other widespread proxy evidence, provide strong evidence for an abrupt mid-Holocene
climate event that marked the transition from early Holocene (pre-5,000-yr-B.P.) conditions to cooler, late Holocene (post-5,000-
yr-B.P.) conditions. This abrupt event, 5,200 yr ago, was widespread and spatially coherent through much of the tropics and was
coincident with structural changes in several civilizations. These three lines of evidence argue that the present warming and
associated glacier retreat are unprecedented in some areas for at least 5,200 yr. The ongoing global-scale, rapid retreat of mountain
glaciers is not only contributing to global sea-level rise but also threatening freshwater supplies in many of the world’s most populous regions.
-------------------
# Funding_Agency
#	Funding_Agency_Name: United States National Science Foudation 
#	Grant: ATM-0318430
-------------------
# Site_Information
#	Site_Name: Quelccaya
#	Location: South America> Peru
#	Country: Peru
#	Northernmost_Latitude: -13.16
#	Southernmost_Latitude: -13.16
#	Easternmost_Longitude: -70.14
#	Westernmost_Longitude: -70.14
#	Elevation: 5670 m
# --------------------
# Data_Collection
#	Collection_Name: 03Quel01
#	Earliest_Year: 744
#	Most_Recent_Year: 1995
#	Time unit: AD
#
# --------------------
# Variables
#
##age_AD	Age,,,year AD,,,,,N
##d18O		d18O,,,per mil SMOW,,ice cores,,,N 
#
# --------------------
# Data:
# Data lines follow (have no #)
# Data line format - tab-delimited text, variable short name as header
# Missing values: NAN
#
age_AD	d18O
1995	-0.193186538
1994	-0.452399817
1993	-0.03623361
1992	1.166501783
1991	-2.601780703
1990	-1.41619161
1989	-3.311946906
1988	-1.578498474
1987	-1.722814143
1986	-0.563111106
1985	-0.539156722
1984	-1.739909316
1983	-1.603715427
1982	2.342546985
1981	-1.644398545
1980	-0.010293319
1979	1.298346966
1978	0.098194995
1977	0.138878113
1976	-0.220489427
1975	-0.17302579
1974	-0.810394633
1973	-0.966346584
1972	-1.305372564
1971	-0.837516711
1970	-1.074834898
1969	-1.061273858
1968	0.769466436
1967	1.237322289
1966	0.762685917
1965	0.945759946
1964	0.87117423
1963	0.749124877
1962	0.416879416
1961	-0.328977741
1960	-0.206928388
1959	0.281269024
1958	-0.464588133
1957	1.237322289
1956	0.905076828
1955	0.979662544
1954	-0.112001113
1953	-0.735808917
1952	-1.495227113
1951	-0.810394633
1950	-0.966346584
1949	-1.02737126
1948	-0.647662162
1947	-0.267953064
1946	0.538928769
1945	-0.552734888
1944	-0.668003721
1943	1.413615799
1942	0.206683309
1941	1.128833975
1940	1.427176838
1939	2.234058672
1938	1.379713201
1937	1.061028779
1936	1.359371642
1935	1.413615799
1934	0.735563838
1933	-0.606979045
1932	-0.993468662
1931	-1.020590741
1930	-0.918882947
1929	0.01682876
1928	-0.308636182
1927	0.450782015
1926	0.064292397
1925	0.986443064
1924	1.088150858
1923	0.423659936
1922	0.288049544
1921	-0.823955672
1920	-1.780008937
1919	-1.366397241
1918	-0.193367348
1917	-0.484929692
1916	-1.03415178
1915	-0.701906319
1914	0.18634175
1913	1.210200211
1912	0.159219671
1911	0.559270328
1910	-0.322197221
1909	-1.651179064
1908	-1.196884251
1907	-1.447763476
1906	-0.457807613
1905	1.603470348
1904	1.861130093
1903	-0.769711515
1902	-0.993468662
1901	0.233805387
1900	1.444378119
1899	0.641722533
1898	-0.57500141
1897	-0.689666493
1896	-0.027157121
1895	0.386911236
1894	-1.001810332
1893	-1.740763093
1892	-1.708911681
1891	-0.377522655
1890	-0.696036776
1889	-0.836182989
1888	-0.638704234
1887	0.386911236
1886	0.431503213
1885	-0.772480165
1884	-0.874404684
1883	-1.167437675
1882	-0.326560395
1881	-0.409374067
1880	0.667203663
1879	-0.180043899
1878	-0.231006159
1877	1.259639929
1876	-0.899885813
1875	-0.57500141
1874	-1.62609801
1873	-1.562395186
1872	-0.950848073
1871	-1.110105133
1870	-1.62609801
1869	-0.938107508
1868	-0.301079266
1867	-1.708911681
1866	-1.18017824
1865	1.966741278
1864	0.170321634
1863	-1.829947047
1862	-0.403003784
1861	0.393281519
1860	-1.708911681
1859	-1.15469711
1858	-0.581371692
1857	-0.880774966
1856	0.011064573
1855	0.597130556
1854	0.138470222
1853	-0.485817456
1852	-1.078253721
1851	0.017434856
1850	-1.333065018
1849	-0.606852822
1848	-1.20565937
1847	-1.078253721
1846	1.291491341
1845	-0.498558021
1844	0.189432481
1843	0.304097565
1842	-0.517668868
1841	-0.753369318
1840	0.507946602
1839	0.036545703
