# Clipperton Atoll Coral Stable Isotope Data
#----------------------------------------------------------------------- 
#                World Data Center for Paleoclimatology, Boulder 
#                                  and 
#                     NOAA Paleoclimatology Program 
#----------------------------------------------------------------------- 
# NOTE: Please cite Publication, and Online_Resource and date accessed when using these data. 
# If there is no publication information, please cite Investigators, Title, and Online_Resource and date accessed. 
#
#
# Online_Resource: https://www.ncdc.noaa.gov/cdo/f?p=519:1:::::P1_STUDY_ID:1846
#
# Original_Source_URL: ftp://ftp.ncdc.noaa.gov/pub/data/paleo/coral/east_pacific/readme_clipperton.txt
# Original_Source_URL: ftp://ftp.ncdc.noaa.gov/pub/data/paleo/coral/east_pacific/clipperton_4b_iso_12yr.txt
# 
# Description/Documentation lines begin with #
# Data lines have no #
#
# Archive: Corals and Sclerosponges
#--------------------
# Contribution_Date
#	Date: 2000-09 
#--------------------
# Title
#	Study_Name: Clipperton Atoll Coral Stable Isotope Data
#--------------------
# Investigators
#       Investigators: Linsley, B.K.; Ren, L.; Dunbar, R.B.; Howe, S.S. 
#--------------------
# Description_and_Notes
#	Description: 101 year stable isotope record from P. lobata, core 4B,  Clipperton Atoll, eastern Pacific.   Sampling at annual and 12/year resolution, files  clipperton.4B.iso.txt and clipperton.4B.iso.12yr.txt.  
#--------------------
# Publication 
#       Authors: Linsley, B.K.; Ren, L.; Dunbar, R.B.; Howe, S.S. 
#       Published_Date_or_Year: 2000     
#       Published_Title: El Nino Southern Oscillation (ENSO) and decadal-scale climate  variability at 10N in the eastern Pacific from 1893 to 1994: A coral-based reconstruction of from Clipperton Atoll
#       Journal_Name: Paleoceanography
#       Volume: 15
#       Edition: 
#       Issue: 3
#       Pages: 322-335
#       DOI: 
#       Online_Resource: http://www.atmos.albany.edu/geology/webpages/Linsley_et_al_1999.pdf
#       Full_Citation: Linsley, B.K., Ren, L., R.B. Dunbar, and Howe, S.S., 2000, El Nino Southern Oscillation (ENSO) and decadal-scale climate  variability at 10N in the eastern Pacific from 1893 to 1994: A coral-based reconstruction of from Clipperton Atoll,  Paleoceanography, vol 15, No. 3, pp 322-335, June 2000.
#       Abstract: The eastern Pacifc warm tongue is a region of stable and elevated sea surface temperature (SST) located just north of the equator in the eastern Pacific. This warm water mass is thought to influence the position of the Intertropical Convergence Zone (ITCZ) in the eastern Pacific and to directly influence climate in Central America. To assess the use of corals in the development of paleoclimatic reconstructions in this region, we have developed oxygen isotope (d18O) timeseries from multiple specimens of the massive coral Porites lobata collected at Clipperton Atoll (10deg18N, 109deg13 W). Six near-monthly d18O records from di!erent sized (age) colonies where produced for the interval 1986}1994, and three of these were extended back to 1969. All corals sampled were found to contain numerous fish-grazing skeletal scars (~0.5 mm deep scallop shaped hiatuses). Samples collected at 1 mm intervals showed anomalous 18O/16O in the area of a bite scar, with 2 to 2.5 mm sampling intervals (10-12/year) minimizing these effects. Our results show that the average d18O disequilibrium offset (vital effect) from equilibrium seawater composition for individual corals can vary by up to 0.4permil. However all d18O results suggest that the vital effect offset is constant over time. Similar "offsets" are observed in the tops of old (age=~100 y) and young (age=~10 y) colonies, further suggesting that the biologically mediated vital effect o!set does not change as a Porites colony ages. A 6-coral average composite d18O record was constructed from 1985-1994 and a 3-coral average d18O anomaly record was constructed from 1969-1994. Regression analysisbetween monthly SST and the 6 coral average d18O records yields an r2 correlation of 0.54 (individual r2- values ranged from 0.27-0.55). The 3 coral d18O anomaly average record has an even lower correlation to SST, with an r2 of 0.40. Potential causes of the only moderate correlation to SST are explored and we find that inferred salinity e!ects, fish grazing scars, and slight chronology imperfections have all contributed to a reduced correlation to SST. Nevertheless, all El Nino events in this time period appear to be recorded by coral skeletal d18O.
#--------------------
# Publication 
#       Authors: Linsley, B. K.; Messier, R. G.; Dunbar, R. B.
#       Published_Date_or_Year: 1999     
#       Published_Title: Assessing between colony oxygen isotope variability in the coral Porites lobata at Clipperton Atoll
#       Journal_Name: Coral Reefs
#       Volume: 18
#       Edition: 
#       Issue: 1
#       Pages: 13-27
#       DOI: 
#       Online_Resource: 
#       Full_Citation: Linsley, B., R. Messier, et al., 1999, Assessing between colony oxygen isotope variability in the coral Porites lobata at Clipperton Atoll. Coral Reefs 18(1): 13-27.
#       Abstract: 
#------------------
# Funding_Agency 
#       Funding_Agency_Name: US National Science Foundation
#       Grant: ATM-9409368
#------------------
# Funding_Agency 
#       Funding_Agency_Name: US Department of Energy (DOE) National Institute of Global Environmental Change
#       Grant:
#------------------
# Site_Information 
#       Site_Name: Clipperton Atoll
#       Location: Ocean>Pacific Ocean>Eastern Pacific Ocean
#	Country: France 
#	Northernmost_Latitude: 10.2773
# 	Southernmost_Latitude: 10.2773
# 	Easternmost_Longitude: -109.2131
# 	Westernmost_Longitude: -109.2121
# 	Elevation: -8.2 m  
#------------------
# Data_Collection   
#	Collection_Name: 00epac03a
#	Earliest_Year: 1893 
#	Most_Recent_Year: 1994
#	Time_Unit: y_ad
#	Core_Length: 2.97 m
#	Notes: core name - 4B
#------------------
# Species
#	Species_Name: Porites lobata
#	Common_Name: 
#------------------
# Chronology: 
# 
#
# 
#
# 
#
#
# 
#----------------
# Variables 
#
# Data variables follow that are preceded by "##" in columns one and two.
# Data line variables format:  Variables list, one per line, shortname-tab-longname-tab-longname components (9 components: what, material, error, units, seasonality, archive, detail, method, C or N for Character or Numeric data) 
#
##age	age, , ,years AD, , Corals and Sclerosponges, , ,N
##d18O	delta 18 Oxygen, Porites lobata, , permil VPDB, , Corals and Sclerosponges, , ,N
##d13C	delta 13 Carbon, Porites lobata, , permil VPDB, , Corals and Sclerosponges, , ,N
#
#----------------
# Data:
# Data lines follow (have no #)
# Data line format - tab-delimited text, variable short name as header
# Missing Values: NAN 
#
age	d18O	d13C
1994.04	-5.69	-3.23
1993.96	-5.73	-3.39
1993.87	-5.63	-3.44
1993.79	-5.68	-3.34
1993.71	-5.91	-3.6
1993.62	-5.77	-3.43
1993.54	-5.76	-3.21
1993.46	-5.75	-3.38
1993.37	-5.89	-3.57
1993.29	-5.77	-3.31
1993.21	-5.79	-3.56
1993.12	-5.77	-3.42
1993.04	-5.58	-3.23
1992.96	-5.64	-3.32
1992.87	-5.75	-2.84
1992.79	-5.68	-3.14
1992.71	-5.88	-3.54
1992.63	-5.81	-3.53
1992.54	-5.82	-3.5
1992.46	-5.67	-3.59
1992.38	-5.88	-3.62
1992.29	-5.65	-3.67
1992.21	-5.75	-3.31
1992.13	-5.73	-3.11
1992.04	-5.6	-2.94
1991.96	-5.82	-2.66
1991.88	-5.69	-2.88
1991.79	-5.62	-3.14
1991.71	-5.68	-3.39
1991.63	-5.76	-3.44
1991.54	-5.77	-3.43
1991.46	-5.82	-3.35
1991.38	-5.87	-3.5
1991.29	-5.69	-3.13
1991.21	-5.63	-2.95
1991.13	-5.61	-3.25
1991.04	-5.67	-2.95
1990.96	-5.77	-2.9
1990.88	-5.77	-3.09
1990.79	-5.83	-3.19
1990.71	-5.75	-3.69
1990.63	-5.83	-3.24
1990.54	-5.77	-3.15
1990.46	-5.78	-3
1990.38	-5.89	-3.62
1990.29	-5.65	-3.24
1990.21	-5.69	-2.99
1990.13	-5.54	-3.17
1990.04	-5.52	-3.31
1989.96	-5.57	-3.42
1989.88	-5.61	-3.44
1989.79	-5.63	-3.44
1989.71	-5.6	-3.36
1989.63	-5.58	-3.28
1989.54	-5.56	-3.21
1989.46	-5.6	-3.3
1989.38	-5.68	-3.46
1989.29	-5.63	-3.27
1989.21	-5.57	-3.11
1989.13	-5.57	-2.64
1989.04	-5.48	-3.1
1988.96	-5.55	-3.35
1988.88	-5.67	-3.57
1988.79	-5.67	-3.56
1988.71	-5.57	-3.41
1988.63	-5.49	-3.44
1988.54	-5.48	-3.24
1988.46	-5.57	-3.44
1988.38	-5.72	-3.49
1988.29	-5.7	-3.24
1988.21	-5.61	-2.96
1988.13	-5.48	-2.71
1988.04	-5.53	-2.51
1987.96	-5.61	-2.32
1987.88	-5.7	-2.49
1987.79	-5.77	-2.66
1987.71	-5.78	-2.84
1987.63	-5.76	-2.94
1987.54	-5.71	-2.94
1987.46	-5.71	-2.96
1987.38	-5.74	-3
1987.29	-5.63	-3.07
1987.21	-5.62	-3.19
1987.13	-5.69	-3.3
1987.04	-5.62	-3.13
1986.96	-5.64	-3.15
1986.88	-5.67	-3.2
1986.79	-5.71	-3.27
1986.71	-5.76	-3.35
1986.63	-5.77	-3.52
1986.54	-5.77	-3.71
1986.46	-5.81	-3.69
1986.38	-5.86	-3.65
1986.29	-5.74	-3.48
1986.21	-5.6	-3.37
1986.13	-5.6	-2.95
1986.04	-5.4	-3
1985.96	-5.45	-3.08
1985.88	-5.57	-3.5
1985.79	-5.58	-3.37
1985.71	-5.67	-3.54
1985.63	-5.73	-3.63
1985.54	-5.64	-3.63
1985.46	-5.88	-3.7
1985.38	-5.84	-3.59
1985.29	-5.68	-3.41
1985.21	-5.49	-3.27
1985.13	-5.4	-3.42
1985.04	-5.43	-3.5
1984.96	-5.51	-3.36
1984.88	-5.61	-3.25
1984.79	-5.68	-3.61
1984.71	-5.6	-3.49
1984.63	-5.69	-3.47
1984.54	-5.77	-3.46
1984.46	-5.77	-3.41
1984.38	-5.83	-3.38
1984.29	-5.74	-3.23
1984.21	-5.68	-3.23
1984.13	-5.66	-3.34
1984.04	-5.59	-3.21
1983.96	-5.64	-3.18
1983.88	-5.68	-3.19
1983.79	-5.64	-3.28
1983.71	-5.61	-3.4
1983.63	-5.59	-3.52
1983.54	-5.51	-3.23
1983.46	-5.53	-3.16
1983.38	-5.65	-3.36
1983.29	-5.47	-3.4
1983.21	-5.61	-3.28
1983.13	-5.55	-3.1
1983.04	-5.6	-3.21
1982.96	-5.63	-3.27
1982.88	-5.59	-3.2
1982.79	-5.57	-3.11
1982.71	-5.59	-2.99
1982.63	-5.7	-2.81
1982.54	-5.65	-3.07
1982.46	-5.65	-3.24
1982.38	-5.78	-3.14
1982.29	-5.73	-3.27
1982.21	-5.74	-3.42
1982.13	-5.73	-3.34
1982.04	-5.38	-2.53
1981.96	-5.65	-2.75
1981.88	-5.75	-3.06
1981.79	-5.75	-3.15
1981.71	-5.75	-3.25
1981.63	-5.75	-3.45
1981.54	-5.74	-3.32
1981.46	-5.55	-2.94
1981.38	-5.81	-3.13
1981.29	-5.8	-3.35
1981.21	-5.78	-3.28
1981.13	-5.65	-2.77
1981.04	-5.49	-2.82
1980.96	-5.5	-2.81
1980.88	-5.54	-2.78
1980.79	-5.6	-2.81
1980.71	-5.65	-2.85
1980.63	-5.71	-2.95
1980.54	-5.76	-3.06
1980.46	-5.78	-3.24
1980.38	-5.79	-3.44
1980.29	-5.71	-3
1980.21	-5.72	-3.3
1980.13	-5.62	-2.66
1980.04	-5.63	-2.6
1979.96	-5.65	-2.71
1979.88	-5.71	-2.88
1979.79	-5.67	-2.77
1979.71	-5.64	-2.76
1979.63	-5.66	-2.99
1979.54	-5.57	-2.97
1979.46	-5.51	-3.03
1979.38	-5.54	-3.28
1979.29	-5.61	-3.03
1979.21	-5.66	-2.92
1979.13	-5.86	-2.81
1979.04	-5.39	-2.7
1978.96	-5.6	-2.78
1978.88	-5.69	-2.9
1978.79	-5.72	-2.95
1978.71	-5.72	-2.98
1978.63	-5.71	-3.03
1978.54	-5.77	-3.04
1978.46	-5.74	-3.31
1978.38	-5.83	-3.45
1978.29	-5.73	-3.2
1978.21	-5.6	-2.88
1978.13	-5.58	-2.7
