# Jämtland 900 Year Tree Ring MXD Temperature Reconstruction 
#-----------------------------------------------------------------------
#               World Data Center for Paleoclimatology, Boulder
#                                  and
#                     NOAA Paleoclimatology Program
#-----------------------------------------------------------------------
# NOTE: Please cite original reference when using these data,
# If there is no publication information, please cite Investigators, Title, and Online_Resource and date accessed
#
#
#
# Online_Resource: https://www.ncdc.noaa.gov/cdo/f?p=519:1:0::::P1_study_id:13644
#
# Original_Source_URL: ftp://ftp.ncdc.noaa.gov/pub/data/paleo/treering/reconstructions/europe/sweden/gunnarson2011temp.txt
#
# Description/Documentation lines begin with #
# Data lines have no #
#
# Archive: Climate Reconstructions
# --------------------
# Contribution_date
#	Date: 2012-12-19
# --------------------
# Title 
#	Study_Name: Jämtland 900 Year Tree Ring MXD Temperature Reconstruction 
# --------------------
# Investigators
#	Investigators:  Gunnarson, B.E.; Linderholm, H.W.; Moberg, A.
# --------------------
# Description_and_Notes
# 	Description: # Tree ring maximum density temperature reconstruction for AD 1100-2006
# based on a combination of old historical data and new data.
# Dry dead wood covers the period AD 1107-1907 and living trees cover the period AD 1450-2006. 
# No subfossil lake material is included in the MXD data. 
# 
# Jämtland area, central Sweden (62.21-62.31°N, 13.15-13.60°E) 
# 700-650 m a.s.l. (ITRAX)
#	
# --------------------
# Publication
#	Authors: Björn E. Gunnarson, Hans W. Linderholm, Anders Moberg
#	Published_Date_or_Year: 2011
#	Published_Title: Improving a tree-ring reconstruction from west-central Scandinavia: 900 years of warm-season temperatures
#	Journal_Name: Climate Dynamics 
#	Volume: 36
#	Edition: 	
#	Issue: 1-2
#	Pages: 97-108
#	DOI: 
#	Online_Resource: 10.1007/s00382-010-0783-5
#	Full_Citation:  
#	Abstract: Dendroclimatological sampling of Scots pine (Pinus sylvestris L.) has been made in the province of Jämtland, in the west-central Scandinavian mountains, since the 1970s. The tree-ring width (TRW) chronology spans several thousand years and has been used to reconstruct June-August temperatures back to 1632 bc. A maximum latewood density (MXD) dataset, covering the period ad 1107-1827 (with gap 1292-1315) was presented in the 1980s by Fritz Schweingruber. Here we combine these historical MXD data with recently collected MXD data covering ad 1292-2006 into a single reconstruction of April-September temperatures for the period ad 1107-2006. Regional curve standardization (RCS) provides more low-frequency variability than “non-RCS” and stronger correlation with local seasonal temperatures (51% variance explained). The MXD chronology shows a stronger relationship with temperatures than the TRW data, but the two chronologies show similar multi-decadal variations back to ad 1500. According to the MXD chronology, the period since ad 1930 and around ad 1150-1200 were the warmest during the last 900 years. Due to large uncertainties in the early part of the combined MXD chronology, it is not possible to conclude which period was the warmest. More sampling of trees growing near the tree-line is needed to further improve the MXD chronology.
# --------------------
# Funding_Agency
#	Funding_Agency_Name: European Union
#	Grant: Millennium Project Contract No 017008 GOCE 
# --------------------
# Site_Information
#	Site_Name: Jämtland
#	Location: Europe>Northern Europe>Scandanavia>Sweden
#	Country: Sweden
#	Northernmost_Latitude: 62.31
#	Southernmost_Latitude: 62.21
#	Easternmost_Longitude: 13.60
#	Westernmost_Longitude: 13.15
#	Elevation: 350 m
# --------------------
# Data_Collection
#	Collection_Name: 11Jamt01
#	Earliest_Year: 1107
#	Most_Recent_Year: 2007
#	Time_Unit: AD
# --------------------
# Variables
#
# Data variables follow that are preceded by "##" in columns one and two.
# Data line variables format:  Variables list, one per line, shortname-tab-longname-tab-longname components (9 components: what, material, error, units, seasonality, archive, detail, method, C or N for Character or Numeric data) 
#
##age	age, , , years AD, , , , ,N
##temp-AMJJAS	surface temperature Apr-Sept (deg C) RCS method, , , C, , , , , N
#
# --------------------
# Data:
# Data lines follow (have no #)
# Data line format - tab-delimited text, variable short name as header
# Missing values: NAN
#
age temp-AMJJAS
1107	7.44
1108	7.73
1109	7.47
1110	9.01
1111	7.91
1112	9.07
1113	8.15
1114	9.18
1115	8.23
1116	8.62
1117	8.89
1118	9.23
1119	9.51
1120	10.06
1121	9.69
1122	9.56
1123	9.36
1124	9.77
1125	9.47
1126	9.13
1127	8.74
1128	9.01
1129	9.67
1130	9.34
1131	9.87
1132	10.04
1133	8.99
1134	9.69
1135	10.22
1136	9.36
1137	9.56
1138	9.83
1139	9.74
1140	9.76
1141	9.9
1142	9.25
1143	9.86
1144	9.92
1145	9.71
1146	9.66
1147	10.04
1148	10.08
1149	10.25
1150	10.31
1151	9.94
1152	9.71
1153	9.93
1154	9.83
1155	10.37
1156	10.35
1157	9.74
1158	10.3
1159	10.2
1160	10.01
1161	10.24
1162	10.05
1163	9.44
1164	10.08
1165	9.63
1166	9.66
1167	9.78
1168	10.04
1169	9.53
1170	9.95
1171	9.57
1172	9.67
1173	9.51
1174	9.48
1175	9.78
1176	9.46
1177	10.12
1178	10.02
1179	9.83
1180	9.77
1181	9.5
1182	9.92
1183	9.75
1184	10.09
1185	9.71
1186	9.69
1187	9.93
1188	9.84
1189	9.96
1190	10.02
1191	9.92
1192	9.66
1193	9.5
1194	9.96
1195	10.11
1196	9.96
1197	9.67
1198	10.32
1199	9.94
1200	10.23
1201	9.93
1202	9.68
1203	10
1204	9.94
1205	9.93
1206	10.25
1207	9.54
1208	9.47
1209	9.95
1210	9.8
1211	10.28
1212	9.97
1213	10.41
1214	10.02
1215	9.92
1216	10.14
1217	9.94
1218	9.42
1219	9.5
1220	9.69
1221	9.71
1222	9.64
1223	9.41
1224	9.86
1225	9.12
1226	9.39
1227	10.33
1228	9.61
1229	8.95
1230	9.15
1231	9.52
1232	8.83
1233	9.13
1234	9.01
1235	9.25
1236	8.91
1237	8.46
1238	8.37
1239	8.57
1240	9.23
1241	9
1242	8.96
1243	9.02
1244	9.17
1245	9.01
1246	8.95
1247	9.24
1248	9.05
1249	9.14
1250	9.43
1251	8.81
1252	8
1253	9.47
1254	8.81
1255	8.92
1256	9.1
1257	9.4
1258	8.33
1259	8.57
1260	8.29
1261	8.28
1262	8.52
1263	8.72
1264	8.26
1265	8.92
1266	8.31
1267	8.72
1268	8.24
1269	9.43
1270	8.66
1271	9.51
1272	9.18
1273	8.74
1274	8.21
1275	7.78
1276	8.54
1277	8.37
1278	9.24
1279	8.31
1280	8.62
1281	8.5
1282	8.61
1283	8.66
1284	9.19
1285	9.53
1286	9.46
1287	9.4
1288	9.65
1289	9.17
1290	8.96
1291	9.09
1292	9.17
1293	8.77
1294	8.39
1295	9.37
1296	8.88
1297	10.11
1298	9.29
1299	9.5
1300	10.06
1301	8.68
1302	9.24
1303	8.99
1304	8.56
1305	8.45
1306	8.93
1307	8.79
1308	8.48
1309	6.88
1310	9.37
1311	8.85
1312	9.69
1313	8.58
1314	8.86
1315	9.75
1316	9.07
1317	8.3
1318	9.17
1319	8.49
1320	9.17
1321	9.01
1322	9.45
1323	8.17
1324	8.66
1325	8.97
1326	8.86
1327	9.14
1328	9.51
1329	8.57
1330	9.08
1331	9.55
1332	9.21
1333	8.82
1334	10.02
1335	9.12
1336	8.92
1337	8.87
1338	9.39
1339	7.98
1340	8.75
1341	8.02
1342	9
1343	8.99
1344	8.81
1345	9.18
1346	8.27
1347	9.16
1348	8.22
1349	8.63
1350	9.21
1351	9.49
1352	8.35
1353	8.98
1354	9.54
1355	8.83
1356	8.42
1357	8.48
1358	8.62
1359	9.17
1360	8.85
1361	8.72
1362	9.01
1363	8.58
1364	9.87
1365	9.56
1366	9.43
1367	8.74
1368	9.51
1369	9.27
1370	8.86
1371	9.67
1372	9.51
