# Devon Ice Cap - Oxygen Isotope, Particle, Conductivity and Chemistry Data
#-----------------------------------------------------------------------
#               World Data Center for Paleoclimatology, Boulder
#                                  and
#                     NOAA Paleoclimatology Program
#-----------------------------------------------------------------------
# NOTE: Please cite original reference when using these data,
# If there is no publication information, please cite Investigators, Title, and Online_Resource and date accessed
#
#
#
# Online_Resource: https://www.ncdc.noaa.gov/cdo/f?p=519:1:::::P1_study_id:2437
#
# Original_Source_URL: ftp://ftp.ncdc.noaa.gov/pub/data/paleo/icecore/polar/devon/d72del_1yr.txt
#
# Description/Documentation lines begin with #
# Data lines have no #
#
# Archive: Ice Cores
# --------------------
# Contribution_date
#	Date: 1976
# --------------------
# Title 
#	Study_Name: Devon Ice Cap - Oxygen Isotope, Particle, Conductivity and Chemistry Dataa
# --------------------
# Investigators
#	Investigators:  Fisher, D.A. 
# --------------------
# Description_and_Notes
# 	Description: 
#
# --------------------
# Publication
#	Authors: D.A. Fisher
#	Published_Date_or_Year: 1988
#	Published_Title:  A study of two O-18 records from Devon Ice cap, Canada, and comparison of them to Camp Century O-18 record, Greenland
#	Journal_Name: PhD Thesis, University of Copenhagen
#	Volume: 
#	Edition: 	
#	Issue: 
#	Pages: 
#	DOI: 
#	Online_Resource: 
#	Full_Citation:  
#	Abstract: 
# --------------------
# Funding_Agency
#	Funding_Agency_Name:
#	Grant: 
# --------------------
# Site_Information
#	Site_Name: Devon Ice Cap
#	Location: North America>Canada
#	Country: 
#	Northernmost_Latitude: 75.3
#	Southernmost_Latitude: 75.3
#	Easternmost_Longitude: -82.166
#	Westernmost_Longitude: -82.166
#	Elevation: 1920 m
# --------------------
# Data_Collection
#	Collection_Name: 72Devo02
#	Earliest_Year: -104239
#	Most_Recent_Year: 1961
#	Time_Unit: y_ad
#
# --------------------
# Variables
#
# Data variables follow that are preceded by "##" in columns one and two.
# Data line variables format:  Variables list, one per line, shortname-tab-longname-tab-longname components (9 components: what, material, error, units, seasonality, archive, detail, method, C or N for Character or Numeric data) 
#
##age	Age,,,years AD,,,,,N
##d18O	del18O,,,permil SMOW,,ice cores,,,N 
#
# --------------------
# Data:
# Data lines follow (have no #)
# Data line format - tab-delimited text, variable short name as header
# Missing values: NAN
#
age	d18O
1961	-27.85
1761	-28.14
1561	-27.97
1361	-27.91
1161	-27.77
961	-27.66
761	-27.75
561	-27.46
361	-27.29
161	-27.37
-39	-27.19
-239	-27.28
-439	-26.8
-639	-26.96
-839	-26.99
-1039	-26.86
-1239	-27.04
-1439	-26.78
-1639	-26.56
-1839	-26.69
-2039	-26.19
-2239	-26.44
-2439	-26.03
-2639	-25.82
-2839	-25.77
-3039	-25.69
-3239	-25.59
-3439	-25.28
-3639	-25.36
-3839	-25.15
-4039	-25.19
-4239	-25.62
-4439	-25.56
-4639	-25.96
-4839	-25.9
-5039	-25.74
-5239	-25.85
-5439	-25.99
-5639	-26.33
-5839	-26.35
-6039	-26.36
-6239	-26.29
-6439	-26.13
-6639	-26.15
-6839	-25.89
-7039	-26.08
-7239	-26.04
-7439	-26.01
-7639	-26.03
-7839	-26.44
-8039	-25.88
-8239	-25.95
-8439	-26.15
-8639	-26.18
-8839	-26.31
-9039	-26.37
-9239	-26.81
-9439	-27.26
-9639	-28.12
-9839	-28.96
-10039	-28.94
-10239	-31.28
-10439	-35.2
-10639	-33.77
-10839	-31.85
-11039	-31.43
-11239	-33.04
-11439	-34.56
-11639	-33.82
-11839	-33.38
-12039	-33.84
-12239	-34.88
-12439	-34.95
-12639	-34.61
-12839	-34.22
-13039	-33.33
-13239	-31.09
-13439	-29.91
-13639	-29.51
-13839	-30.52
-14039	-32.42
-14239	-34.52
-14439	-34.9
-14639	-34.65
-14839	-34.31
-15039	-34.27
-15239	-33.06
-15439	-31.27
-15639	-30.83
-15839	-33.64
-16039	-35.41
-16239	-34.35
-16439	-32.05
-16639	-30.3
-16839	-29.22
-17039	-29.03
-17239	-28.81
-17439	-28.55
-17639	-29.7
-17839	-29.56
-18039	-29.25
-18239	-29.42
-18439	-29.93
-18639	-29.82
-18839	-29.71
-19039	-31.07
-19239	-31.42
-19439	-31.32
-19639	-31.14
-19839	-31.06
-20039	-30.84
-20239	-30.84
-20439	-30.94
-20639	-31.05
-20839	-31.06
-21039	-31.01
-21239	-30.99
-21439	-31.19
-21639	-31.4
-21839	-31.41
-22039	-31.22
-22239	-31.07
-22439	-30.92
-22639	-30.62
-22839	-30.9
-23039	-30.73
-23239	-30.86
-23439	-30.87
-23639	-30.84
-23839	-30.82
-24039	-30.72
-24239	-30.84
-24439	-29.72
-24639	-29.41
-24839	-29.35
-25039	-29.22
-25239	-29.07
-25439	-29.12
-25639	-29.19
-25839	-29.46
-26039	-29.88
-26239	-30.25
-26439	-30.37
-26639	-30.34
-26839	-30.39
-27039	-30.39
-27239	-30.42
-27439	-30.45
-27639	-30.55
-27839	-30.45
-28039	-30.13
-28239	-30.52
-28439	-30.39
-28639	-30.54
-28839	-30.66
-29039	-30.61
-29239	-30.5
-29439	-30.58
-29639	-30.58
-29839	-30.88
-30039	-30.22
-30239	-30.75
-30439	-31.58
-30639	-31.84
-30839	-31.49
-31039	-32.11
-31239	-32.28
-31439	-32.45
-31639	-32.62
-31839	-32.58
-32039	-32.29
-32239	-32.12
-32439	-32.24
-32639	-31.94
-32839	-31.38
-33039	-31.45
-33239	-31.5
-33439	-31.25
-33639	-31.35
-33839	-31.41
-34039	-31.8
-34239	-31.69
-34439	-31.47
-34639	-31.45
-34839	-31.66
-35039	-31.88
-35239	-31.28
-35439	-31.28
-35639	-31.51
-35839	-31.51
-36039	-31.36
-36239	-31.31
-36439	-31.54
-36639	-31.92
-36839	-31.57
-37039	-31.31
-37239	-31.19
-37439	-31.2
-37639	-31.28
-37839	-31.28
-38039	-30.87
-38239	-30.78
-38439	-30.89
-38639	-30.82
-38839	-30.74
-39039	-31.07
-39239	-31.41
-39439	-30.77
-39639	-30.97
-39839	-31.07
-40039	-31.3
-40239	-31.42
-40439	-31
-40639	-31.41
-40839	-31.59
-41039	-31.42
-41239	-31.53
-41439	-31.75
-41639	-31.69
-41839	-30.98
-42039	-31.42
-42239	-31.17
-42439	-31.06
-42639	-31.33
-42839	-31.26
-43039	-31.04
-43239	-31.09
-43439	-31.45
-43639	-31.58
-43839	-31.06
-44039	-31.74
-44239	-31.57
-44439	-32.2
-44639	-32.25
-44839	-32.15
-45039	-32.15
-45239	-32.23
-45439	-32.29
-45639	-32.15
-45839	-31.61
-46039	-31.4
-46239	-28.11
-46439	-25.98
-46639	-25.68
-46839	-25.6
-47039	-25.03
-47239	-24.43
-47439	-23.8
-47639	-23.55
-47839	-23.68
-48039	-23.57
-48239	-23.55
-48439	-23.63
