# Sr/Ca and Ba/Ca coral record from New Ireland, Papua New Guinea, for the past 170 years
#----------------------------------------------------------------------- 
#                World Data Center for Paleoclimatology, Boulder 
#                                  and 
#                     NOAA Paleoclimatology Program 
#----------------------------------------------------------------------- 
# NOTE: Please cite Publication, and Online_Resource and date accessed when using these data. 
# If there is no publication information, please cite Investigators, Title, and Online_Resource and date accessed. 
#
#
# Online_Resource: https://www.ncdc.noaa.gov/cdo/f?p=519:1:::::P1_STUDY_ID:8604
#
# Original_Source_URL: ftp://ftp.ncdc.noaa.gov/pub/data/paleo/coral/west_pacific/papua_new_guinea/kavieng2008.txt
# 
# Description/Documentation lines begin with #
# Data lines have no #
#
# Archive: Corals and Sclerosponges
#--------------------
# Contribution_Date
#	Date: 2009-11-30
#--------------------
# Title
#	Study_Name: Sr/Ca and Ba/Ca coral record from New Ireland, Papua New Guinea, for the past 170 years
#--------------------
# Investigators
#       Investigators: Alibert, C.A.; Kinsley, L.
#--------------------
# Description_and_Notes
#	Description: This data set contains a timeseries of Sr/Ca and Ba/Ca ratios reported at monthly resolution  for a 2.1 m long Porites coral core designated as "NEP", collected in April 1997 near  Kavieng (2.5�S, 150.5�E), Papua New Guinea.  Sr/Ca and Ba/Ca ratios were determined by laser ablation ICPMS,  using procedures described in Part 1 of the paper.
#--------------------
# Publication 
#       Authors: Alibert, C.A.; Kinsley, L.
#       Published_Date_or_Year: 2008-04-09    
#       Published_Title: A 170-year Sr/Ca and Ba/Ca coral record from the western Pacific warm pool: 1. What can we learn from an unusual coral record?
#       Journal_Name: J. Geophys. Res.
#       Volume: 113
#       Edition: 
#       Issue: C4
#       Pages: 
#       DOI: 10.1029/2007JC004263
#       Online_Resource: http://onlinelibrary.wiley.com/doi/10.1029/2006JC003979/abstract
#       Full_Citation: Alibert, C., and L. Kinsley (2008), A 170-year Sr/Ca and Ba/Ca coral record from the  western Pacific warm pool: 1. What can we learn from an unusual coral record? J. Geophys. Res., 113, C04008. doi:10.1029/2006JC003979.
#       Abstract: A Porites coral from New Ireland (2.5°S, 150.5°E), at the heart of the Pacific warm pool, records variations of Ba/Ca back to the early 1820s. The New Ireland Coastal Undercurrent, which flows along the north coast and transports high-nutrient thermocline waters, is thought to be the main source of the Ba enrichment observed in the coral during El Niño. Between the 1850s and the 1960s, frequent large Ba peaks indicate that nutrients were available during both phases of El Niño–Southern Oscillation (ENSO). During La Niña, Ba could be advected along the South Equatorial Current. Also during this period, clusters of Ba/Ca peaks at nearly decadal timescale generally coincide with the return time of a strong El Niño, in accord with the high decadal variance of NINO3 sea surface temperatures. Ba enrichment in this coral primarily reflects the stratification in the thermocline that controls vertical mixing. The coral records long-term changes in those properties affecting nutrients in surface waters, with reduced Ba after the 1960s, and even less between 1823 and 1850. These reductions are tentatively attributed to the high rate of warming at the end of the Dalton Minimum and since the mid-20th century. An ensuing weakening of the trade winds may have produced a more stratified equatorial thermocline, hindering the transport of Ba and nutrients from the undercurrent to the shallow coastal waters north of New Ireland.
#--------------------
# Publication 
#       Authors: Alibert, C.A.; Kinsley, L.
#       Published_Date_or_Year: 2008-06-06    
#       Published_Title: A 170-year Sr/Ca and Ba/Ca coral record from the western Pacific warm pool: 2. A window into variability of the New Ireland Coastal  Undercurrent.
#       Journal_Name: J. Geophys. Res.
#       Volume: 113
#       Edition: 
#       Issue: C6
#       Pages: 
#       DOI: 10.1029/2006JC003979
#       Online_Resource: http://onlinelibrary.wiley.com/doi/10.1029/2007JC004263/abstract
#       Full_Citation: Alibert, C., and L. Kinsley. 2008. A 170-year Sr/Ca and Ba/Ca coral record from the western Pacific warm pool: 2. A window into variability of the New Ireland Coastal  Undercurrent. J. Geophys. Res., 113, C06006. doi:10.1029/2007JC004263. 
#       Abstract: A long-lived Porites coral from New Ireland (2.5°S, 150.5°E), Papua New Guinea, has been analyzed for Sr/Ca and Ba/Ca by laser ablation inductively coupled plasma mass spectrometry (LA-ICPMS). The top 50 years of the core are examined here and compared with instrumental sea surface temperatures (SSTs). For the small range of SST in the warm pool, Sr/Ca shows an unusually large response. The best estimate for the slope of a temperature calibration is –0.23 ± 0.03 mmol/mol per°C. This strong slope is partly a result of the high-resolution sampling, but is also due to additional biological mediation of the Sr/Ca ratios, which appears to be associated with seasonal changes of calcification rate, and limits the prediction skills of this proxy thermometer. High-density bands synchronous with high Sr/Ca ratios suggest that calcification may be enhanced by beneficial small amounts of nutrients available during El Niño. Transient Ba enrichment, synchronous with colder than average SST, is also observed during El Niño and attributed to the shoaling of the New Ireland Coastal Undercurrent. The high level of enrichment, in particular during upwelling triggered by westerly wind bursts, suggests an origin from both dissolved seawater and marine biological barium.
#------------------
# Funding_Agency 
#       Funding_Agency_Name: Australian Research Council
#       Grant: 
#------------------
# Site_Information 
#       Site_Name: Kavieng, Papua New Guinea
#       Location: Ocean>Pacific Ocean>South Pacific Ocean>Melanesia>Papua New Guinea
#	Country: Papua New Guinea 
#	Northernmost_Latitude: -2.700
# 	Southernmost_Latitude: -2.700
# 	Easternmost_Longitude: 151.050
# 	Westernmost_Longitude: 151.050
# 	Elevation:   
#------------------
# Data_Collection   
#	Collection_Name: 08papu01a
#	Earliest_Year: 1823
#	Most_Recent_Year: 1997
#	Time_Unit: y_ad
#	Core_Length: 2.1 m
#	Notes: {"database":"PAGES2"} Core name- NEP
#------------------
# Species
#	Species_Name: Porites sp.
#	Common_Name: 
#------------------
# Chronology: 
# 
#
# 
#
# 
#
#
# 
#----------------
# Variables 
#
# Data variables follow that are preceded by "##" in columns one and two.
# Data line variables format:  Variables list, one per line, shortname-tab-longname-tab-longname components (9 components: what, material, error, units, seasonality, archive, detail, method, C or N for Character or Numeric data) 
#
##age	age, , ,years AD, , Corals and Sclerosponges, , ,N
##Sr/Ca	Strontium/Calcium, Porites sp., ,mol/mol, ,Corals and Sclerosponges, , ,N 
##Ba/Ca	Barium/Calcium, Porites sp., ,mol/mol, ,Corals and Sclerosponges, , ,N 
#
#----------------
# Data:
# Data lines follow (have no #)
# Data line format - tab-delimited text, variable short name as header
# Missing Values: NAN 
#
age	Sr/Ca	Ba/Ca
1997.2500	0.0086	NAN
1997.1667	0.00869	NAN
1997.0833	0.00871	0.00003800
1997.0000	0.00874	0.00003020
1996.9167	0.00883	0.00002000
1996.8333	0.00881	0.00001650
1996.7500	0.00875	0.00001000
1996.6667	0.00874	0.00000747
1996.5833	0.00874	0.00000600
1996.5000	0.00878	0.00000598
1996.4167	0.00881	0.00000879
1996.3333	0.00886	0.00000758
1996.2500	0.00888	0.00000518
1996.1667	0.00883	0.00000604
1996.0833	0.00875	0.00000454
1996.0000	0.00873	0.00000419
1995.9167	0.00878	0.00000461
1995.8333	0.00895	0.00000488
1995.7500	0.00884	0.00000411
1995.6667	0.00885	0.00000430
1995.5833	0.00877	0.00000350
1995.5000	0.00874	0.00000367
1995.4167	0.00886	0.00000455
1995.3333	0.00878	0.00000385
1995.2500	0.0087	0.00000344
1995.1667	0.00872	0.00000372
1995.0833	0.0088	0.00000364
1995.0000	0.00885	0.00000385
1994.9167	0.00891	0.00000334
1994.8333	0.00882	0.00000325
1994.7500	0.00882	0.00000381
1994.6667	0.00889	0.00000450
1994.5833	0.00886	0.00000405
1994.5000	0.00885	0.00000377
1994.4167	0.00882	0.00000392
1994.3333	0.00879	0.00000381
1994.2500	0.00879	0.00000360
1994.1667	0.00873	0.00000374
1994.0833	0.00882	0.00000372
1994.0000	0.00892	0.00000380
1993.9167	0.00888	0.00000393
1993.8333	0.00883	0.00000343
1993.7500	0.00879	0.00000380
1993.6667	0.00893	0.00000599
1993.5833	0.0089	0.00000586
1993.5000	0.00885	0.00000548
1993.4167	0.00882	0.00000556
1993.3333	0.00887	0.00000448
1993.2500	0.00886	0.00000434
1993.1667	0.00878	0.00000424
1993.0833	0.00871	0.00000432
1993.0000	0.0087	0.00000390
1992.9167	0.00867	0.00000333
1992.8333	0.00885	0.00000504
1992.7500	0.00892	0.00000688
1992.6667	0.00887	0.00000514
1992.5833	0.00889	0.00000507
1992.5000	0.00877	0.00000467
1992.4167	0.00884	0.00000447
1992.3333	0.0089	0.00000397
1992.2500	0.00877	0.00000358
1992.1667	0.00874	0.00000341
1992.0833	0.0087	0.00000301
1992.0000	0.00893	0.00000476
1991.9167	0.00895	0.00000615
1991.8333	0.00891	0.00000460
1991.7500	0.00875	0.00000361
1991.6667	0.0088	0.00000454
1991.5833	0.00895	0.00000561
1991.5000	0.00894	0.00000528
1991.4167	0.0088	0.00000400
1991.3333	0.00868	0.00000398
1991.2500	0.00869	0.00000356
1991.1667	0.00874	0.00000391
1991.0833	0.00885	0.00000442
1991.0000	0.00876	0.00000401
1990.9167	0.00875	0.00000419
1990.8333	0.00881	0.00000447
1990.7500	0.0088	0.00000478
1990.6667	0.00874	0.00000417
1990.5833	0.00888	0.00000353
1990.5000	0.00884	0.00000324
1990.4167	0.00883	0.00000375
1990.3333	0.00897	0.00000466
1990.2500	0.00886	0.00000395
1990.1667	0.00874	0.00000435
1990.0833	0.00886	0.00000586
1990.0000	0.00903	0.00000704
1989.9167	0.00887	0.00000464
1989.8333	0.00887	0.00000417
1989.7500	0.00884	0.00000443
1989.6667	0.00871	0.00000418
1989.5833	0.00875	0.00000549
1989.5000	0.00891	0.00000941
1989.4167	0.0088	0.00000768
1989.3333	0.00872	0.00000514
1989.2500	0.00882	0.00000484
1989.1667	0.00881	0.00000455
1989.0833	0.00878	0.00000571
1989.0000	0.00887	0.00000633
1988.9167	0.00892	0.00000512
1988.8333	0.0089	0.00000533
1988.7500	0.0089	0.00000640
1988.6667	0.009	0.00000629
1988.5833	0.00906	0.00000563
1988.5000	0.00887	0.00000567
1988.4167	0.00876	0.00000492
1988.3333	0.00894	0.00000571
1988.2500	0.00889	0.00000537
1988.1667	0.00893	0.00000591
1988.0833	0.00891	0.00000513
1988.0000	0.00873	0.00000476
1987.9167	0.00875	0.00000680
1987.8333	0.00883	0.00000702
1987.7500	0.0089	0.00000893
1987.6667	0.00897	0.00000842
1987.5833	0.00906	0.00000861
1987.5000	0.00903	0.00000759
1987.4167	0.00905	0.00000743
1987.3333	0.00888	0.00000672
1987.2500	0.00898	0.00000751
1987.1667	0.00902	0.00000764
1987.0833	0.00908	0.00000720
1987.0000	0.00909	0.00000621
1986.9167	0.00885	0.00000534
1986.8333	0.00871	0.00001680
1986.7500	0.00878	0.00000972
1986.6667	0.00889	0.00000821
1986.5833	0.00882	0.00000625
1986.5000	0.00881	0.00000574
1986.4167	0.00883	0.00000602
1986.3333	0.00873	0.00000513
1986.2500	0.00876	0.00000490
1986.1667	0.00876	0.00000511
1986.0833	0.00883	0.00000581
1986.0000	0.00875	0.00000596
1985.9167	0.00889	0.00000600
1985.8333	0.00895	0.00000565
1985.7500	0.00899	0.00000533
1985.6667	0.00895	0.00000512
1985.5833	0.00887	0.00000563
1985.5000	0.00881	0.00000533
1985.4167	0.00874	0.00000586
1985.3333	0.00883	0.00000505
1985.2500	0.00873	0.00000452
1985.1667	0.00876	0.00000530
1985.0833	0.00867	0.00000470
1985.0000	0.00865	0.00000462
1984.9167	0.00865	0.00000483
1984.8333	0.00872	0.00000465
1984.7500	0.00882	0.00000382
1984.6667	0.0088	0.00000313
1984.5833	0.00883	0.00000309
1984.5000	0.00882	0.00000400
1984.4167	0.00868	0.00000411
1984.3333	0.00862	0.00000429
1984.2500	0.00864	0.00000399
1984.1667	0.00866	0.00000415
1984.0833	0.00867	0.00000433
1984.0000	0.00866	0.00000489
1983.9167	0.00864	0.00000517
1983.8333	0.00872	0.00000417
1983.7500	0.00871	0.00000403
1983.6667	0.00874	0.00000394
1983.5833	0.00883	0.00000461
1983.5000	0.00876	0.00000665
1983.4167	0.00871	0.00000713
1983.3333	0.00878	0.00000493
1983.2500	0.00876	0.00000376
1983.1667	0.00884	0.00000407
1983.0833	0.0088	0.00000412
1983.0000	0.00878	0.00000374
1982.9167	0.00875	0.00000490
1982.8333	0.00891	0.00000574
1982.7500	0.00906	0.00000578
1982.6667	0.00907	0.00000729
1982.5833	0.0093	0.00000919
1982.5000	0.00931	0.00000710
1982.4167	0.009	0.00000567
1982.3333	0.00906	0.00000605
1982.2500	0.00896	0.00000538
