#  ITASE Antarctic Ice Core 2000-4
#-----------------------------------------------------------------------
#               World Data Center for Paleoclimatology, Boulder
#                                  and
#                     NOAA Paleoclimatology Program
#-----------------------------------------------------------------------
# NOTE: Please cite original reference when using these data,
# If there is no publication information, please cite Investigators, Title, and Online_Resource and date accessed
#
#
#
# Online_Resource: 
#
#
# Original_Source_URL: 
#
# Description/Documentation lines begin with #
# Data lines have no #
#
# Archive: Ice Cores
# --------------------
# Contribution_date
#	Date: 2015
# --------------------
# Title 
#	Study_Name: ITASE Antarctic Ice Core 2000-4
# --------------------
# Investigators
#	Investigators:  Steig, E.J.; Mayewski, P.A.; Dixon, D.A.; Kaspari, S.D.;Frey, M.M.; Schneider, D.P.; Arcone, S.A.; Hamilton, G.S.; Spikes, V.B.; Albert, M.; Meese, D.; Gow, A.J.; Shuman, C.A.; White, J.W.C.; Sneed, S.; Flaherty, J.; Wumkes, M.  
# --------------------
# Description_and_Notes
# 	Description:  Water isotope data from the University of Washington, Eric J. Steig and David P. Schneider
#
# --------------------
# Publication
#	Authors: Eric J. STEIG, Paul A. MAYEWSKI, Daniel A. DIXON, Susan D. KASPARI, Markus M. FREY, David P. SCHNEIDER. Steven A. ARCONE,Gordon S. HAMILTON, V. Blue SPIKES, Mary ALBERT,Deb MEESE,
Anthony J. GOW, Christopher A. SHUMAN, James W.C. WHITE, Sharon SNEED,Joseph FLAHERTY, and Mark WUMKES
#	Published_Date_or_Year: 2005
#	Published_Title: High-resolution ice cores from US ITASE (West Antarctica); development and validation of chronologies and estimate of precision and accuracy.
#	Journal_Name: Annals of Glaciology
#	Volume: 41
#	Edition: 	
#	Issue: 
#	Pages: 77-84
#	DOI:  
#	Online_Resource: 
#	Full_Citation: 
#	Abstract: Shallow ice cores were obtained from widely distributed sites across the West Antarctic ice
sheet, as part of the United States portion of the International Trans-Antarctic Scientific Expedition(US ITASE) program. The US ITASE cores have been dated by annual-layer counting, primarily through
the identification of summer peaks in non-sea-salt sulfate (nssSO42–) concentration. Absolute dating accuracy of better than 2 years and relative dating accuracy better than 1 year is demonstrated by theidentification of multiple volcanic marker horizons in each of the cores, Tambora, Indonesia (1815),being the most prominent. Independent validation is provided by the tracing of isochronal layers from site to site using high-frequency ice-penetrating radar observations, and by the timing of mid-winterwarming events in stable-isotope ratios, which demonstrate significantly better than 1 year accuracy in
the last 20 years. Dating precision to 1 month is demonstrated by the occurrence of summer nitrate peaks and stable-isotope ratios in phase with nssSO4 2–, and winter-time sea-salt peaks out of phase, with
phase variation of <1 month. Dating precision and accuracy are uniform with depth, for at least the last 100 years.
# --------------------
# Funding_Agency
#	Funding_Agency_Name: 
#	Grant: 

# --------------------
# Site_Information
#	Site_Name: US ITASE 2002-4
#	Location: Antarctica
#	Country: 
#	Northernmost_Latitude: -86.5
#	Southernmost_Latitude: -86.5 
#	Easternmost_Longitude: -107.990
#	Westernmost_Longitude: -107.990
#	Elevation: 1697 m
# --------------------
# Data_Collection
#	Collection_Name: 00ITAS03
#	Earliest_Year: 1592
#	Most_Recent_Year: 2002
#	Time Unit: AD
# --------------------
# Variables
#
# Data variables follow that are preceded by "##" in columns one and two.
# Data line variables format:  Variables list, one per line, shortname-tab-longname-tab-longname components (9 components: what, material, error, units, seasonality, archive, detail, method, C or N for Character or Numeric data) 
#
##Midpt_year	Age,,,year AD,,,,,N
##d18O  d18O,,,per mil SMOW,,ice cores,,,N 
#
# --------------------
# Data:
# Data lines follow (have no #)
# Data line format - tab-delimited text, variable short name as header
# Missing values: nan
#
Midpt_year	d18O
1690.1815	-39.5191
1690.0895	-39.7712
1689.9890	-39.6039
1689.8713	-39.1375
1689.7442	-40.0424
1689.6170	-40.3537
1689.4899	-40.4421
1689.3828	-41.0035
1689.2756	-40.2977
1689.1484	-40.6500
1689.0232	-40.9665
1688.9040	-40.8087
1688.7891	-41.4868
1688.6742	-41.4003
1688.5592	-41.5676
1688.4442	-42.0303
1688.3292	-42.6901
1688.2143	-42.7949
1688.0970	-42.6920
1687.9647	-43.1546
1687.8073	-43.5721
1687.6376	-43.6355
1687.4679	-43.5095
1687.2982	-43.4903
1687.1295	-42.7709
1686.9698	-42.5593
1686.8229	-42.4256
1686.6803	-41.9543
1686.5378	-41.8927
1686.3953	-41.5724
1686.2527	-41.3156
1686.1101	-41.1358
1685.9654	-40.8616
1685.8177	-40.8520
1685.6693	-40.8597
1685.5208	-41.3839
1685.3724	-41.2300
1685.2238	-41.7917
1685.0750	-41.8754
1684.9233	-42.5721
1684.7688	-42.3458
1684.6139	-42.1961
1684.4589	-41.9679
1684.3040	-42.5678
1684.1511	-42.7786
1684.0150	-42.8591
1683.9119	-43.5934
1683.8271	-43.6046
1683.7422	-44.3043
1683.6791	-44.4672
1683.6156	-44.1647
1683.5299	-44.5120
1683.4443	-44.3857
1683.3586	-44.3338
1683.2729	-43.8490
1683.1872	-42.8183
1683.1016	-42.9854
1683.0050	-41.9700
1682.8810	-42.1187
1682.7387	-41.6583
1682.5948	-41.8936
1682.4509	-41.6532
1682.3070	-42.1299
1682.1631	-42.3274
1682.0013	-42.5118
1681.8020	-42.7257
1681.5800	-43.1554
1681.3551	-43.1117
1681.1328	-43.4304
1680.9701	-43.4834
1680.8722	-43.0729
1680.7823	-42.8957
1680.6923	-43.1432
1680.6023	-43.6728
1680.5124	-43.5526
1680.4224	-44.4816
1680.3324	-44.2696
1680.2425	-45.0223
1680.1526	-45.5009
1680.0619	-45.6955
1679.9655	-45.3054
1679.8619	-45.3451
1679.7561	-45.1180
1679.6502	-45.0986
1679.5444	-45.0681
1679.4386	-44.6566
1679.3328	-44.2533
1679.2270	-44.4000
1679.1205	-44.2992
1679.0057	-43.7123
1678.8662	-43.1860
1678.7097	-42.8037
1678.5532	-42.2380
1678.3968	-41.3500
1678.2404	-40.9647
1678.0792	-40.0240
1677.9018	-40.7267
1677.7074	-41.0223
1677.5737	-41.2792
1677.4412	-41.8599
1677.2440	-42.2297
1677.0608	-43.0882
1676.9306	-43.8675
1676.8396	-44.3444
1676.7485	-44.7387
1676.6575	-44.8500
1676.5665	-44.7719
1676.4755	-44.1863
1676.3845	-44.4575
1676.2935	-44.0270
1676.2024	-43.8634
1676.1114	-43.6495
1676.0177	-43.7374
1675.9140	-43.7873
1675.8030	-43.6809
1675.6921	-45.1290
1675.5812	-45.4361
1675.4703	-45.2551
1675.3593	-45.9071
1675.2484	-45.7672
1675.1375	-45.6636
1675.0232	-45.4847
1674.8961	-45.0491
1674.7596	-44.8536
1674.6231	-44.3149
1674.4865	-44.2837
1674.3500	-44.1518
1674.2135	-43.6967
1674.0770	-43.7812
1673.9252	-43.7288
1673.7572	-43.9134
1673.5882	-44.1398
1673.4191	-44.2875
1673.2501	-44.1859
1673.0815	-44.1248
1672.9340	-43.9645
1672.8072	-43.5421
1672.6805	-43.6915
1672.5537	-43.5055
1672.4269	-43.6125
1672.3001	-43.2911
1672.1734	-44.0416
1672.0466	-44.4891
1671.9198	-44.8555
1671.7930	-44.9817
1671.6663	-45.4744
1671.5395	-45.2044
1671.4127	-45.1409
1671.2866	-45.2854
1671.1611	-45.0009
1671.0375	-44.8428
1670.9215	-43.9120
1670.8115	-44.2509
1670.7018	-43.6899
1670.5920	-43.5395
1670.4822	-43.9286
1670.3724	-43.8935
1670.2626	-43.7584
1670.1528	-43.5937
1670.0400	-42.5036
1669.9131	-43.0903
1669.7740	-43.0929
1669.6335	-42.8634
1669.4929	-42.9308
1669.3524	-42.7257
1669.2118	-42.6559
1669.0714	-42.5236
1668.9318	-42.4513
1668.7928	-42.5713
1668.6540	-42.6986
1668.5151	-42.9350
1668.3762	-43.1748
1668.2374	-43.3953
1668.0989	-43.6038
1667.9668	-43.7371
1667.8431	-44.0035
1667.7214	-44.2651
1667.5997	-44.3113
1667.4780	-44.4589
1667.3564	-44.5595
1667.2347	-44.8935
1667.1130	-45.3612
1666.9869	-45.7510
1666.8539	-46.1681
1666.7181	-46.4035
1666.5820	-46.8023
1666.4459	-46.9439
1666.3098	-46.8948
1666.1738	-46.8025
1666.0318	-46.5591
1665.8766	-46.0299
1665.7117	-45.7190
1665.5444	-45.5041
1665.3771	-45.1240
1665.2098	-44.7261
1665.0391	-44.4389
1664.8608	-44.4963
1664.6771	-43.8297
1664.5388	-45.0931
1664.4001	-45.2352
1664.2151	-45.1954
1664.0476	-45.8864
1663.9319	-46.5875
1663.8516	-47.0408
1663.7713	-47.4276
1663.6910	-47.6375
1663.6107	-47.8459
1663.5304	-46.9998
1663.4501	-47.4220
1663.3698	-47.1783
1663.2896	-46.6009
1663.2092	-45.8614
1663.1289	-45.2657
1663.0481	-44.7672
1662.9652	-44.2160
1662.8798	-44.0540
1662.7937	-43.8979
1662.7075	-44.2553
1662.6213	-44.4210
1662.5351	-44.7974
1662.4490	-45.2939
1662.3628	-45.4646
1662.2766	-45.8390
1662.1905	-45.8540
1662.1041	-45.8396
1662.0127	-43.5895
1661.9038	-43.4123
1661.7819	-43.3719
1661.6601	-43.6964
1661.5383	-43.5402
1661.4164	-43.9347
1661.2946	-43.7769
1661.1728	-44.0441
1661.0483	-43.9173
1660.9158	-44.2914
1660.7764	-44.3455
1660.6351	-44.6624
1660.4938	-44.9655
1660.3525	-45.2245
1660.2112	-45.0131
1660.0674	-44.5565
1659.9125	-43.7762
1659.7466	-43.3684
1659.5784	-42.9995
1659.4102	-42.2142
1659.2420	-41.6635
1659.0734	-41.4841
1658.9005	-41.4071
1658.7235	-41.3589
1658.5464	-41.3196
1658.3693	-41.5509
1658.1936	-41.7736
1658.0323	-42.2155
1657.9075	-42.2654
1657.8063	-42.5481
1657.7052	-42.8494
1657.6040	-43.2156
1657.5028	-43.6430
1657.4016	-44.2314
1657.3004	-44.2636
1657.1992	-44.4745
1657.0972	-44.3737
1656.9837	-44.4002
1656.8479	-44.7214
1656.7003	-44.5546
1656.5528	-44.9708
1656.4052	-44.9783
1656.2576	-45.0372
1656.1116	-45.1596
1655.9805	-44.9366
1655.8694	-44.2427
1655.7652	-41.6275
1655.6611	-43.3545
1655.5570	-43.0890
1655.4528	-41.6282
1655.3486	-41.7538
1655.2445	-40.7939
1655.1403	-38.7323
1655.0332	-41.6969
1654.9135	-40.6669
1654.7832	-41.5790
1654.6520	-42.6905
1654.5209	-43.4856
1654.3898	-43.9295
1654.2586	-44.1700
1654.1254	-44.1787
1653.9705	-44.0434
1653.7723	-43.2119
1653.5510	-43.9986
1653.3296	-44.2889
1653.1124	-44.0161
1652.9135	-44.0019
1652.7325	-44.4373
1652.5555	-44.9230
1652.4101	-44.8102
1652.2645	-45.1748
1652.0864	-45.2819
1651.8931	-45.0615
1651.6847	-45.1576
1651.4759	-45.1672
1651.2675	-45.1399
1651.0683	-45.1884
1650.9118	-45.2089
1650.7894	-45.1074
1650.6670	-44.8886
1650.5446	-44.7223
1650.4222	-44.3936
1650.2997	-44.2235
1650.1773	-43.6056
1650.0554	-43.3746
1649.9351	-42.8801
1649.8165	-42.9545
1649.6981	-42.8925
1649.5798	-42.9186
1649.4615	-42.8398
1649.3432	-43.1057
1649.2249	-42.9961
1649.1056	-42.8465
1648.9764	-42.8582
1648.8303	-42.8093
1648.6760	-42.8147
1648.5216	-42.8388
1648.3673	-42.2965
1648.2130	-42.5704
1648.0614	-41.9484
1647.9170	-41.9190
1647.7789	-41.7846
1647.6423	-41.6231
1647.5058	-41.8239
1647.3693	-41.6827
1647.2327	-41.6985
1647.0963	-41.6330
1646.9618	-41.5042
1646.8297	-41.0459
1646.6982	-41.2135
1646.5668	-41.1822
1646.4353	-41.2926
1646.3038	-41.5009
1646.1723	-41.8434
1646.0432	-42.3882
1645.9232	-42.9698
1645.8105	-43.3241
1645.6983	-43.6454
1645.5861	-43.9013
1645.4738	-43.2837
1645.3616	-43.9340
1645.2494	-43.8904
1645.1372	-43.6700
1645.0158	-43.2653
1644.8614	-42.8558
1644.6832	-42.4340
1644.5049	-42.0880
1644.3267	-41.8551
1644.1487	-41.8517
1643.9772	-41.8903
1643.8154	-42.6670
1643.6573	-43.0557
1643.4991	-43.5871
1643.3410	-43.9970
1643.1829	-44.5143
1643.0301	-44.8012
1642.8930	-44.9944
1642.7663	-44.7784
1642.6395	-44.6564
1642.5127	-44.4078
1642.3860	-44.2737
1642.2592	-43.9959
1642.1324	-43.8221
1641.9993	-43.6068
1641.8525	-43.6819
1641.6982	-43.7267
1641.5439	-43.7915
1641.3895	-43.7438
1641.2351	-43.7076
1641.0818	-43.4893
1640.9362	-43.4490
1640.7984	-43.1668
1640.6619	-43.2208
1640.5253	-43.0734
1640.3888	-42.8310
1640.2523	-42.8325
1640.1113	-42.5877
1639.9421	-42.1518
1639.7273	-42.0155
1639.4906	-41.7066
1639.2540	-41.8903
1639.0406	-41.7984
1638.8754	-41.6805
1638.7149	-41.6096
1638.5563	-41.6868
1638.4198	-41.7744
1638.2833	-41.7296
1638.1467	-41.5866
1638.0102	-41.9873
1637.8737	-42.5488
1637.7371	-42.8515
1637.6006	-43.2773
1637.4641	-43.7845
1637.3276	-44.2583
1637.1910	-44.7864
1637.0550	-44.9617
1636.9239	-44.8740
1636.7971	-44.4034
1636.6703	-44.5443
1636.5435	-44.2927
1636.4167	-43.9327
1636.2900	-43.7740
1636.1632	-43.1113
1636.0238	-43.0811
1635.8472	-43.1854
1635.6423	-43.2564
1635.4336	-43.1604
1635.2266	-43.6530
1635.0427	-43.9780
1634.9159	-44.1774
1634.8249	-45.3156
1634.7339	-45.5359
1634.6429	-45.6905
1634.5519	-45.1219
1634.4608	-45.2656
1634.3698	-45.5529
1634.2788	-45.5457
1634.1878	-45.3076
1634.0968	-45.2061
1634.0058	-45.0532
1633.9147	-44.8726
1633.8237	-44.8244
1633.7327	-44.9270
1633.6417	-44.7783
1633.5507	-44.6623
1633.4596	-44.4284
1633.3686	-44.1391
1633.2776	-43.7872
1633.1866	-43.6435
1633.0940	-42.8197
1632.9835	-42.7982
1632.8314	-42.8341
1632.6540	-43.0659
1632.5217	-43.3358
1632.3895	-43.5522
1632.2121	-43.7738
1632.0400	-43.7564
1631.8856	-43.8631
1631.7436	-43.9513
1631.6016	-43.8857
1631.4596	-43.9616
1631.3177	-43.7954
1631.1757	-43.8282
1631.0344	-43.8149
1630.8958	-43.8395
1630.7593	-43.8333
1630.6228	-44.4048
1630.4863	-44.4982
1630.3498	-44.2222
1630.2132	-44.5413
1630.0776	-44.1976
1629.9478	-44.3915
1629.8240	-44.2755
1629.7016	-43.9883
1629.5792	-44.0919
1629.4567	-44.0016
1629.3343	-44.2150
1629.2119	-44.4038
1629.0891	-44.4910
1628.9632	-44.7567
1628.8332	-44.7290
1628.7017	-45.0450
1628.5703	-45.0427
1628.4388	-45.4356
1628.3074	-45.8174
1628.1760	-46.2590
1628.0502	-46.4686
1627.9435	-45.9916
1627.8525	-46.5709
1627.7638	-46.6559
1627.6750	-46.6954
1627.5863	-46.4169
1627.4976	-45.7789
1627.4088	-45.5997
1627.3200	-44.9252
1627.2313	-44.1657
1627.1426	-43.6604
1627.0475	-43.3394
1626.9263	-42.8837
1626.7752	-42.8837
1626.6138	-43.0042
1626.4525	-43.3140
1626.2911	-43.7272
1626.1335	-43.7748
1625.9905	-44.2883
1625.8655	-44.4675
1625.7479	-44.6235
1625.6303	-44.3804
1625.5127	-44.2224
1625.3950	-43.8052
1625.2774	-43.2766
1625.1598	-42.5586
1625.0421	-41.8669
1624.9245	-41.5317
1624.8069	-41.4041
1624.6892	-43.8315
1624.5716	-43.2715
1624.4540	-43.2300
1624.3364	-43.3363
1624.2188	-43.4133
1624.0994	-43.3515
1623.9674	-43.7455
1623.8147	-41.6573
1623.6523	-46.9851
1623.4899	-45.4761
1623.3274	-44.4857
1623.1650	-44.8002
1623.0095	-44.9334
1622.8663	-44.7134
1622.7293	-44.6824
1622.5928	-44.7030
1622.4563	-44.5915
1622.3199	nan
1622.1834	-43.8773
1622.0477	-43.8550
1621.9169	-43.9210
1621.7901	-43.8397
1621.6632	-43.6100
1621.5364	-43.4240
1621.4097	-43.4891
1621.2829	-43.2258
1621.1560	-43.2268
1621.0317	-43.2197
1620.9129	-43.0612
1620.7979	-43.2278
1620.6837	-43.1587
1620.5695	-43.1730
1620.4553	-43.1394
1620.3411	-42.9463
1620.2269	-42.9575
1620.1125	-42.7329
1619.9507	-42.6312
1619.7817	-42.7938
1619.6526	-42.5042
1619.5236	-42.5987
1619.3945	-42.5052
1619.2655	-41.8628
1619.1356	-41.8191
1618.9980	-41.6839
1618.8422	-42.0874
1618.6748	-42.5164
1618.5075	-43.0571
1618.3401	-43.6141
1618.1728	-44.1233
1618.0203	-44.5664
1617.8976	-45.0045
1617.7905	-45.2352
1617.6840	-45.3897
1617.5775	-45.1793
1617.4710	-44.9517
1617.3645	-44.8506
1617.2581	-45.0106
1617.1516	-43.3179
1617.0372	-43.6424
1616.8767	-43.3789
1616.6741	-43.4557
1616.4673	-43.3905
1616.2608	-43.4370
1616.0605	-42.9632
1615.8870	-42.7734
1615.7343	-43.0694
1615.5815	-43.0859
1615.4287	-44.1796
1615.2759	-43.4820
1615.1235	-43.6665
1614.9729	-43.8855
1614.8251	-43.9859
1614.6786	-43.9562
1614.5322	-44.0423
1614.3858	-44.2994
1614.2394	-44.0853
1614.0941	-44.0146
1613.9547	-44.1273
1613.8223	-44.1662
1613.6922	-44.1929
1613.5620	-43.6816
1613.4318	-44.1960
1613.3017	-44.2226
1613.1715	-43.7595
1613.0414	-43.6181
1612.9112	-43.2328
1612.7802	-42.5319
1612.6483	-42.2204
1612.5165	-41.9704
1612.3846	-41.8741
1612.2527	-41.8966
1612.1209	-42.0257
1611.9891	-42.3065
1611.8572	-42.6549
1611.7254	-43.2133
1611.5935	-43.7123
1611.4616	-44.2246
1611.3298	-44.4224
1611.1979	-44.5392
1611.0645	-44.6519
1610.9244	-44.1662
1610.7775	-44.3886
1610.6292	-44.1755
1610.4809	-43.9091
1610.3325	-43.8220
1610.1844	-43.5566
1610.0417	-43.4848
1609.9206	-43.3568
1609.8159	-43.1908
1609.7111	-43.1672
1609.6064	-43.1959
1609.5018	-43.1088
1609.3971	-42.7153
1609.2923	-42.3915
1609.1876	-42.1600
1609.0815	-42.0124
1608.9591	-41.8813
1608.8129	-41.6488
1608.6581	-41.5132
1608.5033	-41.7127
1608.3485	-41.9212
1608.1937	-42.1925
1608.0358	-42.1663
1607.8666	-42.3256
1607.6888	-42.7173
1607.5108	-42.8763
1607.3327	-43.1041
1607.1554	-43.1741
1606.9825	-43.2189
1606.8170	-43.3617
1606.6552	-43.4934
1606.4933	-43.5513
1606.3315	-43.5585
1606.1697	-43.3342
1605.9959	-42.9590
1605.7660	-42.9622
1605.5224	-43.3337
1605.3092	-43.3157
1605.1044	-43.2593
1604.9300	-43.2008
1604.7841	-43.4398
1604.6447	-43.4389
1604.5053	-43.4492
1604.3660	-43.3180
1604.2266	-43.3252
1604.0872	-43.1250
1603.9479	-43.0806
1603.8085	-43.0757
1603.6691	-43.1165
1603.5298	-43.3262
1603.3904	-43.3962
1603.2510	-43.8051
1603.1086	-43.8842
1602.9336	-43.8835
1602.7104	-44.0345
1602.4688	nan
1602.2272	-44.4204
1602.0059	-44.6537
1601.8181	-44.8210
1601.6447	-45.1652
1601.4721	-45.7340
1601.2995	-45.9477
1601.1313	-46.3445
1600.9858	-46.5958
1600.8715	-46.7882
1600.7698	-47.1384
1600.6681	-47.2266
1600.5665	nan
1600.4649	-46.5532
1600.3632	-45.9376
1600.2616	nan
1600.1599	nan
1600.0564	-44.2673
1599.9446	-43.2151
1599.8237	-42.7685
1599.7003	-42.5166
1599.5769	-42.4504
1599.4535	-42.6268
1599.3301	-42.5421
1599.2066	-42.5360
1599.0834	-42.6543
1598.9610	-42.4779
1598.8398	-42.4861
1598.7190	nan
1598.5965	-42.5077
1598.4722	-42.6282
1598.3480	-42.7212
1598.2237	-42.8488
1598.0981	-42.7104
1597.9652	-42.3880
1597.8212	-42.3197
1597.6721	-42.3285
1597.4931	-42.2389
1597.3142	-42.3299
1597.1654	-42.2572
1597.0194	-42.2590
1596.8812	-42.5124
1596.7481	-43.1090
1596.6150	-43.4070
1596.4819	-43.8206
1596.3487	-44.4223
1596.2156	-44.7905
1596.0815	-45.1485
1595.9413	-45.2995
1595.7942	nan
1595.6451	-44.4818
1595.4960	-44.5584
1595.3469	-44.7175
1595.1979	-43.1908
1595.0525	-43.1672
1594.9283	-43.1959
1594.8218	-43.1088
1594.7153	-42.7153
1594.6088	-46.2705
1594.5023	-45.8890
1594.3958	-45.5882
1594.2893	-45.0204
1594.1829	-44.4953
1594.0759	-43.7834
1593.9527	-42.8853
1593.8086	-42.9094
1593.6595	-42.8502
1593.5104	-42.9412
1593.3613	nan
1593.2122	nan
1593.0631	nan
1592.9141	nan
1592.7650	nan
1592.6160	nan
1592.4657	nan
