#  ITASE Antarctic Ice Core 2000-4
#-----------------------------------------------------------------------
#               World Data Center for Paleoclimatology, Boulder
#                                  and
#                     NOAA Paleoclimatology Program
#-----------------------------------------------------------------------
# NOTE: Please cite original reference when using these data,
# If there is no publication information, please cite Investigators, Title, and Online_Resource and date accessed
#
#
#
# Online_Resource: 
#
#
# Original_Source_URL: 
#
# Description/Documentation lines begin with #
# Data lines have no #
#
# Archive: Ice Cores
# --------------------
# Contribution_date
#	Date: 2015
# --------------------
# Title 
#	Study_Name: ITASE Antarctic Ice Core 2000-4
# --------------------
# Investigators
#	Investigators:  Steig, E.J.; Mayewski, P.A.; Dixon, D.A.; Kaspari, S.D.;Frey, M.M.; Schneider, D.P.; Arcone, S.A.; Hamilton, G.S.; Spikes, V.B.; Albert, M.; Meese, D.; Gow, A.J.; Shuman, C.A.; White, J.W.C.; Sneed, S.; Flaherty, J.; Wumkes, M.  
# --------------------
# Description_and_Notes
# 	Description:  Water isotope data from the University of Washington, Eric J. Steig and David P. Schneider
#
# --------------------
# Publication
#	Authors: Eric J. STEIG, Paul A. MAYEWSKI, Daniel A. DIXON, Susan D. KASPARI, Markus M. FREY, David P. SCHNEIDER. Steven A. ARCONE,Gordon S. HAMILTON, V. Blue SPIKES, Mary ALBERT,Deb MEESE,
Anthony J. GOW, Christopher A. SHUMAN, James W.C. WHITE, Sharon SNEED,Joseph FLAHERTY, and Mark WUMKES
#	Published_Date_or_Year: 2005
#	Published_Title: High-resolution ice cores from US ITASE (West Antarctica); development and validation of chronologies and estimate of precision and accuracy.
#	Journal_Name: Annals of Glaciology
#	Volume: 41
#	Edition: 	
#	Issue: 
#	Pages: 77-84
#	DOI:  
#	Online_Resource: 
#	Full_Citation: 
#	Abstract: Shallow ice cores were obtained from widely distributed sites across the West Antarctic ice
sheet, as part of the United States portion of the International Trans-Antarctic Scientific Expedition(US ITASE) program. The US ITASE cores have been dated by annual-layer counting, primarily through
the identification of summer peaks in non-sea-salt sulfate (nssSO42–) concentration. Absolute dating accuracy of better than 2 years and relative dating accuracy better than 1 year is demonstrated by theidentification of multiple volcanic marker horizons in each of the cores, Tambora, Indonesia (1815),being the most prominent. Independent validation is provided by the tracing of isochronal layers from site to site using high-frequency ice-penetrating radar observations, and by the timing of mid-winterwarming events in stable-isotope ratios, which demonstrate significantly better than 1 year accuracy in
the last 20 years. Dating precision to 1 month is demonstrated by the occurrence of summer nitrate peaks and stable-isotope ratios in phase with nssSO4 2–, and winter-time sea-salt peaks out of phase, with
phase variation of <1 month. Dating precision and accuracy are uniform with depth, for at least the last 100 years.
# --------------------
# Funding_Agency
#	Funding_Agency_Name: 
#	Grant: 

# --------------------
# Site_Information
#	Site_Name: US ITASE 2002-4
#	Location: Antarctica
#	Country: 
#	Northernmost_Latitude: -86.5
#	Southernmost_Latitude: -86.5 
#	Easternmost_Longitude: -107.990
#	Westernmost_Longitude: -107.990
#	Elevation: 1697 m
# --------------------
# Data_Collection
#	Collection_Name: 00ITAS03
#	Earliest_Year: 1592
#	Most_Recent_Year: 2002
#	Time Unit: AD
# --------------------
# Variables
#
# Data variables follow that are preceded by "##" in columns one and two.
# Data line variables format:  Variables list, one per line, shortname-tab-longname-tab-longname components (9 components: what, material, error, units, seasonality, archive, detail, method, C or N for Character or Numeric data) 
#
##Midpt_year	Age,,,year AD,,,,,N
##d18O  d18O,,,per mil SMOW,,ice cores,,,N 
#
# --------------------
# Data:
# Data lines follow (have no #)
# Data line format - tab-delimited text, variable short name as header
# Missing values: nan
#
Midpt_year	d18O
2002.9398	-38.8163
2002.8193	-43.2611
2002.6988	-44.4300
2002.5783	-39.6707
2002.4579	-42.1809
2002.3374	-43.5028
2002.2169	-46.9650
2002.0963	-47.3766
2001.9521	-44.7494
2001.7742	-44.6374
2001.5861	-41.4893
2001.3980	-41.5971
2001.2099	-40.4680
2001.0218	-37.7282
2000.8337	nan
2000.6456	-41.5223
2000.4575	-43.0526
2000.2694	-44.0896
2000.0767	-45.8931
1999.8168	-43.9594
1999.4944	-41.4588
1999.1733	-40.6540
1998.8855	nan
1998.6321	-38.9711
1998.3813	-41.2076
1998.1352	-40.6434
1997.9502	-40.0649
1997.8274	-43.4101
1997.7107	-43.9506
1997.5941	-39.7633
1997.4775	-36.8239
1997.3608	-36.2782
1997.2441	-39.1397
1997.1275	-38.2347
1997.0189	-37.7914
1996.9303	-41.0618
1996.8536	-35.7052
1996.7768	-37.3194
1996.7000	-36.9209
1996.6232	-39.9337
1996.5464	-42.2714
1996.4697	-42.4668
1996.3929	-44.0274
1996.3161	-43.2228
1997.0992	-41.8742
1997.8897	-45.3396
1997.8275	-45.1833
1997.7654	-46.1270
1997.7033	-45.8919
1997.6412	-45.3343
1997.5790	-44.8199
1997.5169	-45.1530
1997.4547	-45.1195
1997.3926	-41.2003
1997.3305	-39.0414
1997.2684	-39.3955
1997.2063	-40.5376
1997.1441	-41.3341
1997.0820	-41.3531
1997.0238	-41.7752
1996.9742	-41.4784
1996.9313	-40.7418
1996.8904	-39.4314
1996.8495	-38.1505
1996.8086	-38.2874
1996.7677	-38.4393
1996.7268	-37.9992
1996.6860	-39.9386
1996.6451	-42.6411
1996.6042	-44.2215
1996.5633	-44.8103
1996.5224	-44.7329
1996.4815	-44.6267
1996.4406	-44.2286
1996.3997	-45.8674
1996.3588	-46.7692
1996.3179	-47.2023
1996.2770	-47.2073
1996.2361	-47.0222
1996.1952	-46.4435
1996.1543	-44.9030
1996.1135	-42.8710
1996.0726	-42.4381
1996.0315	-41.8862
1995.9888	-41.7585
1995.9438	-41.2554
1995.8981	-41.7083
1995.8523	-43.2632
1995.8065	-44.6270
1995.7607	-45.3495
1995.7148	-44.6400
1995.6693	-37.9696
1995.6240	-39.6270
1995.5786	-40.7814
1995.5333	-43.1058
1995.4880	-44.3091
1995.4426	-45.2263
1995.3973	-45.4265
1995.3520	-45.1876
1995.3066	-44.5942
1995.2613	-44.5657
1995.2160	-43.9379
1995.1707	-38.5677
1995.1253	-42.4303
1995.0800	-40.2898
1995.0325	-38.8514
1994.9777	-38.8092
1994.9122	-39.0932
1994.8411	-39.3840
1994.7700	-39.5771
1994.6990	-40.4218
1994.6280	-40.4829
1994.5569	-40.8770
1994.4859	-41.8238
1994.4148	-43.1591
1994.3438	-43.9374
1994.2728	-43.5857
1994.2017	-42.5847
1994.1307	-41.4766
1994.0597	-40.2642
1993.9907	-39.6041
1993.9245	-39.8316
1993.8591	-40.4787
1993.7939	-41.3820
1993.7287	-42.3300
1993.6635	-43.2826
1993.5983	-44.1870
1993.5331	-44.3328
1993.4679	-44.0678
1993.4027	-43.6053
1993.3375	-43.1331
1993.2723	-42.3918
1993.2071	-41.1368
1993.1419	-40.1474
1993.0762	-38.7584
1993.0070	-38.4675
1992.9260	-39.2600
1992.8363	-42.0414
1992.7466	-43.6121
1992.6569	-44.9366
1992.5672	-45.7156
1992.4774	-45.8714
1992.3877	-45.6440
1992.2980	-44.9873
1992.2083	-44.0251
1992.1186	-43.5715
1992.0311	-43.0063
1991.9564	-42.6761
1991.8922	-43.3495
1991.8279	-44.3944
1991.7637	-45.1176
1991.6994	-45.1671
1991.6352	-45.3742
1991.5709	-45.3959
1991.5067	-44.9355
1991.4424	-44.0075
1991.3782	-42.8595
1991.3139	-42.0273
1991.2497	-41.1633
1991.1854	-40.3174
1991.1212	-39.7672
1991.0569	-39.7886
1990.9895	-40.3920
1990.9168	-41.8526
1990.8422	-43.9429
1990.7675	-44.7053
1990.6928	-44.4481
1990.6182	-43.7628
1990.5435	-42.6721
1990.4688	-41.2242
1990.3942	-39.9940
1990.3195	-39.2615
1990.2449	-39.2878
1990.1702	-39.2937
1990.0955	-39.0365
1990.0209	-38.9463
1989.9461	-39.5740
1989.8712	-40.6605
1989.7964	-42.2855
1989.7216	-43.4140
1989.6467	-44.6672
1989.5719	-45.9418
1989.4971	-46.2712
1989.4223	-46.0830
1989.3474	-42.3256
1989.2727	-41.6534
1989.1979	-41.0243
1989.1232	-40.8760
1989.0485	-40.6163
1988.9810	-40.8077
1988.9218	-40.8291
1988.8640	-41.0164
1988.8061	-41.3562
1988.7483	-41.6459
1988.6905	-42.1544
1988.6326	-42.3230
1988.5748	-43.1500
1988.5169	-43.9635
1988.4591	-44.3381
1988.4013	-44.2423
1988.3434	-43.9697
1988.2855	-43.1614
1988.2277	-41.6252
1988.1699	-39.4525
1988.1120	-37.9161
1988.0517	-37.7481
1987.9767	-38.5967
1987.8739	-40.2517
1987.7554	-42.1459
1987.6370	-43.1828
1987.5185	-43.7059
1987.3999	-43.8643
1987.2814	-43.1030
1987.1630	-42.0469
1987.0463	-41.9690
1986.9438	-42.8032
1986.8538	-44.4698
1986.7638	-45.9655
1986.6738	-46.8622
1986.5839	-46.6221
1986.4939	-46.4761
1986.4038	-46.2284
1986.3138	-45.7041
1986.2239	-45.3248
1986.1339	-44.8342
1986.0423	-44.1641
1985.9444	-42.5396
1985.8403	-41.7178
1985.7347	-42.2813
1985.6291	-43.1692
1985.5235	-43.3468
1985.4179	-44.0629
1985.3399	-43.6203
1985.2620	-44.4785
1985.1563	-44.3997
1985.0492	-44.1500
1984.9337	-43.8475
1984.8101	-44.7269
1984.6854	-46.1813
1984.5607	-47.4072
1984.4360	-48.3018
1984.3113	-47.7354
1984.1866	-46.9020
1984.0623	-45.6741
1983.9391	-44.3243
1983.8171	-44.0986
1983.6955	-43.6608
1983.5738	-43.0693
1983.4523	-42.8773
1983.3307	-42.3828
1983.2091	-42.4548
1983.0844	-42.3059
1982.9373	-42.2569
1982.7605	-42.1618
1982.5734	-42.7127
1982.3863	-43.4510
1982.1992	-43.4826
1982.0154	-43.1165
1981.8379	-41.9907
1981.6638	-41.4417
1981.4901	-41.4274
1981.3164	-42.1278
1981.1444	-42.4437
1981.0026	-43.3589
1980.9060	-43.9919
1980.8263	-44.4545
1980.7466	-44.7415
1980.6668	-46.1857
1980.5871	-47.3776
1980.5074	-48.3620
1980.4276	-48.8019
1980.3479	-49.4969
1980.2682	-49.2836
1980.1884	-49.2641
1980.1087	-48.8662
1980.0305	-47.9603
1979.9631	-46.4532
1979.9052	-45.5947
1979.8473	-45.0798
1979.7894	-44.7232
1979.7261	-44.6325
1979.6631	-44.1804
1979.6058	-44.2879
1979.5485	-43.8472
1979.4913	-43.7201
1979.4340	-43.6909
1979.3767	-43.9812
1979.3195	-44.2252
1979.2623	-44.0196
1979.2050	-43.6190
1979.1477	-43.1971
1979.0904	-42.8182
1979.0323	-42.1569
1978.9553	-41.8939
1978.8575	-41.9129
1978.7573	-41.5334
1978.6571	-41.9927
1978.5568	-41.5620
1978.4566	-41.1521
1978.3564	-40.7026
1978.2561	-40.4383
1978.1559	-40.5789
1978.0604	-40.4150
1977.9831	-40.8213
1977.9256	-41.0094
1977.8742	-41.7900
1977.8227	-43.1174
1977.7712	-44.5521
1977.7196	-46.1817
1977.6681	-46.8174
1977.6166	-47.5361
1977.5651	-48.0000
1977.5137	-48.1471
1977.4621	-47.9428
1977.4106	-47.5992
1977.3591	-46.9809
1977.3076	-46.3281
1977.2561	-45.3593
1977.2046	-44.5037
1977.1531	-43.2833
1977.1016	-41.5883
1977.0501	-41.3172
1976.9929	-40.9673
1976.9249	-41.6753
1976.8517	-42.3237
1976.7786	-43.3302
1976.7055	-45.1727
1976.6324	-46.3038
1976.5593	-46.2810
1976.5052	-46.2858
1976.4502	-46.0612
1976.3753	-45.4841
1976.3004	-44.5787
1976.2256	-43.7068
1976.1507	-43.0921
1976.0758	-41.4175
1975.9927	-42.1170
1975.8933	-43.5691
1975.7856	-45.4867
1975.6778	-46.0929
1975.5700	-45.2669
1975.4622	-43.9577
1975.3544	-43.7985
1975.2466	-44.5849
1975.1387	-45.0688
1975.0314	-45.7917
1974.9261	-45.9231
1974.8224	-46.1870
1974.7188	-45.8229
1974.6151	-45.4598
1974.5114	-44.9906
1974.4077	-44.2155
1974.3041	-43.0006
1974.2004	-42.1149
1974.0967	-41.2781
1973.9969	-41.0595
1973.9041	-41.1903
1973.8142	-41.9844
1973.7244	-42.6642
1973.6345	-43.2133
1973.5447	-43.1750
1973.4548	-42.8937
1973.3649	-41.7769
1973.2751	-40.2050
1973.1853	-39.1394
1973.0954	-39.0148
1972.9962	-39.5417
1972.8787	-40.7898
1972.7512	-42.0589
1972.6229	-43.5670
1972.4945	-44.6051
1972.3661	-44.8160
1972.2378	-44.9145
1972.1107	-44.6776
1971.9927	-44.6992
1971.9152	-44.2744
1971.8457	-44.3824
1971.7517	-44.7774
1971.6577	-45.1130
1971.5636	-44.9559
1971.4696	-44.8139
1971.3756	-43.9868
1971.2816	-43.2103
1971.1876	-42.2870
1971.0930	-41.6726
1970.9938	-41.9357
1970.8850	-42.4858
1970.7706	-43.1251
1970.6562	-43.3592
1970.5417	-43.0692
1970.4273	-42.8002
1970.3128	-42.6366
1970.1983	-42.3465
1970.0854	-42.5839
1969.9788	-43.1306
1969.8809	-44.2063
1969.7869	-45.1063
1969.6929	-45.8959
1969.5989	-46.2093
1969.5049	-46.1213
1969.4108	-45.4975
1969.3168	-44.3688
1969.2228	-42.7658
1969.1288	-41.1436
1969.0330	-39.9706
1968.9327	-39.3678
1968.8284	-39.4926
1968.7231	-41.3482
1968.6178	-42.6450
1968.5125	-43.7508
1968.4073	-44.1471
1968.3020	-43.8684
1968.1967	-43.1981
1968.0914	-42.5670
1968.0016	-42.2258
1967.9345	-42.3089
1967.8753	-42.6964
1967.8168	-43.5637
1967.7584	-44.1861
1967.6999	-44.3697
1967.6414	-44.2635
1967.5829	-43.7424
1967.5244	-42.6780
1967.4659	-41.3783
1967.4074	-39.3634
1967.3490	-38.6984
1967.2905	-38.6481
1967.2321	-38.8154
1967.1736	-39.5991
1967.1152	-41.3247
1967.0568	-41.5995
1966.9926	-41.8965
1966.9180	-42.5390
1966.8385	-43.4533
1966.7588	-44.5318
1966.6791	-45.8051
1966.5995	-46.9261
1966.5198	-47.6464
1966.4401	-47.7888
1966.3604	-47.5711
1966.2807	-45.1856
1966.2011	-46.5156
1966.1214	-45.8112
1966.0410	-45.0502
1965.9560	-44.2661
1965.8662	-44.1320
1965.7755	-44.4580
1965.6849	-44.8807
1965.5942	-45.1940
1965.5035	-45.3892
1965.4129	-45.3789
1965.3222	-45.6509
1965.2316	-46.0890
1965.1409	-46.6682
1965.0492	-47.1120
1964.9517	-47.3408
1964.8480	-47.3241
1964.7428	-47.4117
1964.6376	-47.2037
1964.5325	-46.8603
1964.4273	-46.4055
1964.3222	-45.7482
1964.2170	-44.8297
1964.1118	-43.8507
1964.0015	-42.8775
1963.8820	-42.2403
1963.7575	-42.1359
1963.6323	-42.6306
1963.5071	-43.6707
1963.3819	-44.6491
1963.2567	-45.5044
1963.1430	-45.8309
1963.0372	-45.7396
1962.9483	-45.2737
1962.8798	-44.9777
1962.8114	-45.5264
1962.7430	-46.3151
1962.6746	-47.1564
1962.6062	-47.8123
1962.5378	-48.1070
1962.4695	-48.4313
1962.4011	-48.2495
1962.3327	-47.8957
1962.2643	-47.1041
1962.1959	-46.2010
1962.1275	-45.2075
1962.0591	-44.2465
1961.9847	-43.5936
1961.9014	-42.9396
1961.8150	-43.4170
1961.7284	-44.5887
1961.6418	-45.6373
1961.5551	-46.0186
1961.4685	-45.6299
1961.3819	-44.5651
1961.2953	-43.3831
1961.2087	-42.4727
1961.1220	-41.8953
1961.0358	-41.4771
1960.9513	-41.3019
1960.8684	-41.2501
1960.7858	-41.3077
1960.7031	-41.4534
1960.6204	-41.8631
1960.5377	-42.4982
1960.4551	-43.7389
1960.3724	-45.2600
1960.2897	-46.4928
1960.2070	-47.2888
1960.1244	-47.4844
1960.0389	-47.3506
1959.9373	-46.9404
1959.8197	-46.4003
1959.6992	-45.7142
1959.5788	-44.7879
1959.4582	-43.8654
1959.3247	-42.8054
1959.1911	-41.7751
1959.0697	-41.3716
1958.9394	-41.1801
1958.7996	-41.0298
1958.6584	-41.4105
1958.5171	-41.9209
1958.3759	-42.7142
1958.2346	-43.1466
1958.0971	-43.5452
1957.9754	-43.9925
1957.8734	-44.5092
1957.7788	-44.7214
1957.6842	-44.9919
1957.5896	-45.0736
1957.4950	-45.1214
1957.4004	-44.8645
1957.3058	-44.4840
1957.2112	-43.8453
1957.1166	-43.1499
1957.0185	-42.4111
1956.9120	-41.9892
1956.7998	-41.9857
1956.6865	-42.3019
1956.5732	-42.6776
1956.4599	-42.6261
1956.3466	-42.1330
1956.2333	-41.4563
1956.1200	-40.8064
1956.0087	-40.4714
1955.9019	-40.4963
1955.7977	-41.0262
1955.6934	-41.9678
1955.5892	-42.9757
1955.4850	-43.7329
1955.3807	-44.2011
1955.2765	-44.4491
1955.1722	-44.5715
1955.0658	-44.5144
1954.9506	-44.3814
1954.8244	-44.4020
1954.6941	-44.4656
1954.5638	-44.8029
1954.4335	-45.1103
1954.3032	-45.1873
1954.1730	-45.1404
1954.0403	-45.0042
1953.9015	-44.9581
1953.7578	-45.1539
1953.5977	-45.6338
1953.4372	-46.5371
1953.2918	-46.8287
1953.1470	-46.9206
1953.0052	-46.5728
1952.8699	-45.9436
1952.7389	-45.2136
1952.6080	-44.6995
1952.4771	-44.1902
1952.3462	-43.3832
1952.2153	-41.6050
1952.0844	-40.2329
1951.9535	-39.3256
1951.8226	-38.6422
1951.6917	-38.3531
1951.5607	-38.3558
1951.4298	-38.6465
1951.2989	-39.1925
1951.1680	-39.8478
1951.0453	-40.7662
1950.9485	-41.5544
1950.8716	-42.1183
1950.7968	-42.4364
1950.7219	-43.2642
1950.6472	-44.1256
1950.5724	-44.7296
1950.4976	-45.2549
1950.4227	-45.5650
1950.3479	-45.7562
1950.2731	-45.5459
1950.1983	-44.8093
1950.1235	-43.7368
1950.0446	-42.3618
1949.9482	-40.9916
1949.8305	-39.9065
1949.7048	-39.3396
1949.5790	-39.1913
1949.4533	-39.4528
1949.3277	-39.8151
1949.2020	-40.2263
1949.0757	-40.4082
1948.9450	-40.0686
1948.8096	-39.1903
1948.6731	-38.3157
1948.5365	-37.5717
1948.4000	-37.0148
1948.2576	-37.1347
1948.1147	-38.2779
1947.9869	-39.3500
1947.8725	-40.7753
1947.7623	-42.2539
1947.6525	-43.5312
1947.5427	-44.3333
1947.4329	-44.3778
1947.3232	-43.9404
1947.2134	-43.0038
1947.1042	-42.6786
1947.0021	-43.0589
1946.9131	-44.0901
1946.8308	-45.3295
1946.7484	-46.4037
1946.6661	-47.1371
1946.5838	-47.6496
1946.5015	-47.2801
1946.4192	-46.9190
1946.3368	-46.1517
1946.2545	-44.8390
1946.1722	-44.1763
1946.0898	-44.0896
1946.0061	-44.4924
1945.9200	-44.9557
1945.8324	-45.4468
1945.7445	-46.2508
1945.6567	-46.4203
1945.5689	-46.0835
1945.4811	-45.3329
1945.3933	-44.2124
1945.3054	-42.9134
1945.2176	-41.7929
1945.1298	-40.8606
1945.0409	-40.2450
1944.9481	-40.0537
1944.8515	-40.2483
1944.7539	-40.6691
1944.6564	-41.2841
1944.5588	-42.0334
1944.4612	-42.5416
1944.3636	-42.7157
1944.2661	-42.7456
1944.1685	-42.5279
1944.0709	-42.0806
1943.9828	-41.4037
1943.9068	-40.7643
1943.8337	-40.3282
1943.7444	-40.4988
1943.6554	-41.2368
1943.5827	-41.7798
1943.5100	-42.4419
1943.4373	-42.8388
1943.3646	-43.1667
1943.2919	-43.2304
1943.2192	-42.9888
1943.1465	-42.4763
1943.0733	-41.9053
1942.9938	-41.6375
1942.9008	-42.4612
1942.8002	-43.0439
1942.6996	-43.5612
1942.5989	-44.0477
1942.4983	-44.0849
1942.3976	-43.6670
1942.2969	-42.9168
1942.1962	-42.1156
1942.0956	-41.6562
1941.9970	-41.6267
1941.9020	-42.0975
1941.8084	-42.5238
1941.7149	-43.1013
1941.6214	-43.2862
1941.5280	-43.0265
1941.4345	-42.4721
1941.3410	-41.8293
1941.2475	-39.8809
1941.1540	-38.5852
1941.0588	-38.9151
1940.9545	-39.5762
1940.8392	-40.3683
1940.7202	-41.1053
1940.6012	-41.4226
1940.4823	-41.2033
1940.3633	-40.5461
1940.2443	-40.0791
1940.1254	-39.8021
1940.0157	-39.9832
1939.9236	-40.3831
1939.8408	-41.1037
1939.7590	-42.0284
1939.6773	-42.8095
1939.5955	-43.3285
1939.5137	-43.4394
1939.4319	-43.5158
1939.3501	-43.5710
1939.2683	-43.4198
1939.1865	-42.9240
1939.1049	-42.3043
1939.0188	-41.8574
1938.9179	-41.3170
1938.8057	-41.0343
1938.6924	-40.7986
1938.5790	-40.7146
1938.4656	-40.6739
1938.3522	-40.5438
1938.2388	-40.5434
1938.1255	-40.5122
1938.0131	-40.5781
1937.9030	-40.8570
1937.7943	-41.0079
1937.6857	-41.2618
1937.5770	-41.2624
1937.4684	-41.1621
1937.3597	-40.7709
1937.2511	-40.4623
1937.1425	-40.1517
1937.0338	-39.9247
1936.9252	-39.8062
1936.8165	-39.7731
1936.7079	-39.8015
1936.5992	-40.0238
1936.4905	-40.2739
1936.3819	-40.5358
1936.2732	-41.0161
1936.1646	-41.2266
1936.0531	-41.4167
1935.9338	-41.7988
1935.8063	-42.3417
1935.6759	-42.9943
1935.5456	-43.6707
1935.4152	-44.0869
1935.2849	-44.1930
1935.1550	-44.0336
1935.0305	-43.5324
1934.9241	-43.1559
1934.8309	-42.9971
1934.7378	-42.9574
1934.6447	-42.9223
1934.5516	-42.8938
1934.4584	-42.8363
1934.3653	-42.7894
1934.2722	-42.7240
1934.1791	-42.6343
1934.0861	-42.5167
1934.0173	-42.2310
1933.9536	-42.8314
1933.8710	-43.3557
1933.7884	-44.1603
1933.7058	-45.2201
1933.6232	-46.2357
1933.5406	-46.7981
1933.4580	-46.8878
1933.3754	-46.7214
1933.2928	-46.1053
1933.2102	-45.2548
1933.1276	-43.7341
1933.0429	-42.5339
1932.9333	-41.7915
1932.7977	-41.5309
1932.6586	-42.1294
1932.5195	-43.0255
1932.3804	-43.9761
1932.2413	-44.5857
1932.1068	-44.9109
1931.9950	-44.9346
1931.9143	-44.6731
1931.8465	-44.3500
1931.7787	-44.1391
1931.7110	-44.0500
1931.6432	-43.7207
1931.5754	-43.4816
1931.5077	-42.8565
1931.4399	-41.8789
1931.3721	-40.7389
1931.3044	-39.9713
1931.2366	-39.1409
1931.1688	-38.9295
1931.1010	-39.0252
1931.0293	-39.4560
1930.9445	-40.0662
1930.8466	-41.0077
1930.7450	-41.9309
1930.6433	-42.5977
1930.5417	-43.0398
1930.4400	-43.3119
1930.3384	-43.4192
1930.2367	-43.5598
1930.1350	-43.5744
1930.0307	-44.1892
1929.9112	-44.4419
1929.7790	-44.5294
1929.6469	-44.6294
1929.5148	-44.4952
1929.3826	-44.2399
1929.2849	-43.8924
1929.1878	-43.9337
1929.0569	-43.7705
1928.9261	-43.5908
1928.7952	-43.9747
1928.6643	-44.1272
1928.5335	-44.0243
1928.4026	-43.6458
1928.2717	-43.0013
1928.1408	-42.3098
1928.0186	-41.9907
1927.9119	-41.9323
1927.8135	-42.2487
1927.7165	-42.7024
1927.6196	-43.1377
1927.5226	-43.2994
1927.4257	-43.1558
1927.3287	-42.7068
1927.2318	-42.2752
1927.1348	-41.7484
1927.0305	-41.2455
1926.9067	-40.9656
1926.7660	-41.1251
1926.6205	-41.4843
1926.4751	-41.9596
1926.3297	-42.5165
1926.1842	-42.8266
1926.0365	-43.1203
1925.8798	-43.3708
1925.7165	-43.6366
1925.5529	-43.8228
1925.3893	-43.8917
1925.2258	-44.1210
1925.0664	-44.3463
1924.9420	-44.3244
1924.8485	-44.8706
1924.7550	-45.3065
1924.6616	-45.6012
1924.5681	-45.6827
1924.4746	-45.5137
1924.3811	-44.9827
1924.2876	-44.3960
1924.1941	-43.6595
1924.1007	-43.2226
1924.0095	-43.0957
1923.9224	-43.3280
1923.8376	-43.5641
1923.7403	-43.6169
1923.6428	-43.7723
1923.5579	-43.7819
1923.4730	-43.6071
1923.3881	-43.2174
1923.3031	-42.6634
1923.2182	-42.0872
1923.1333	-41.3805
1923.0483	-40.8457
1922.9539	-40.7085
1922.8495	-40.8890
1922.7442	-41.4939
1922.6389	-42.3541
1922.5336	-43.2402
1922.4283	-43.8200
1922.3230	-44.1580
1922.2177	-44.3173
1922.1124	-44.2480
1922.0099	-44.2383
1921.9128	-44.2719
1921.8184	-44.4744
1921.7243	-44.6068
1921.6303	-44.7489
1921.5363	-44.8112
1921.4423	-44.6863
1921.3483	-44.3823
1921.2543	-43.8515
1921.1603	-43.1477
1921.0649	-42.5678
1920.9501	-41.9485
1920.8106	-41.3571
1920.6644	-41.2706
1920.5181	-41.3791
1920.3719	-41.2705
1920.2257	-41.3319
1920.0785	-41.2725
1919.9282	-41.2964
1919.7744	-41.4665
1919.6196	-41.8207
1919.4648	-42.3621
1919.3099	-42.6511
1919.1551	-43.2980
1919.0174	-43.9179
1918.9106	-44.6666
1918.8186	-45.3249
1918.7278	-45.7827
1918.6371	-46.2817
1918.5463	-46.2939
1918.4555	-45.7858
1918.3883	-45.3919
1918.3219	-44.5398
1918.2326	-43.9271
1918.1434	-43.1223
1918.0541	-42.6506
1917.9649	-42.3653
1917.8756	-42.3689
1917.7863	-42.6048
1917.6971	-43.0952
1917.6078	-43.5606
1917.5186	-44.0644
1917.4293	-44.2492
1917.3400	-44.3997
1917.2507	-44.0576
1917.1614	-43.6321
1917.0697	-43.0558
1916.9686	-42.5804
1916.8531	-42.2307
1916.7299	-42.3965
1916.6066	-42.7054
1916.4833	-43.0546
1916.3600	-43.4344
1916.2367	-43.8287
1916.1141	-44.0617
1915.9953	-44.3793
1915.8836	-44.7227
1915.7757	-45.1017
1915.6679	-45.4702
1915.5600	-45.6878
1915.4521	-45.7011
1915.3443	-45.3648
1915.2364	-44.6146
1915.1285	-43.7983
1915.0261	-42.9196
1914.9375	-42.3471
1914.8581	-42.3095
1914.7797	-42.6971
1914.7012	-43.3296
1914.6228	-44.0541
1914.5443	-44.6251
1914.4659	-45.1088
1914.3874	-45.2152
1914.3090	-45.1084
1914.2306	-44.7481
1914.1521	-44.0487
1914.0737	-44.0881
1913.9952	-44.2149
1913.9168	-44.4001
1913.8258	-44.5990
1913.7336	-44.8637
1913.6525	-45.0411
1913.5715	-45.1588
1913.4904	-45.3542
1913.4094	-45.3019
1913.3283	-44.9375
1913.2473	-44.4087
1913.1662	-43.8714
1913.0852	-43.2273
1912.9960	-42.7694
1912.8929	-42.6944
1912.7827	-42.9324
1912.6712	-43.3086
1912.5598	-43.7125
1912.4483	-43.9741
1912.3369	-43.9149
1912.2254	-43.7588
1912.1139	-43.2120
1912.0025	-42.5220
1911.8910	-41.7897
1911.7796	-41.3893
1911.6682	-41.4327
1911.5567	-41.9425
1911.4453	-42.8834
1911.3338	-43.7934
1911.2223	-44.4410
1911.1109	-44.8697
1910.9994	-45.1554
1910.8880	-45.4121
1910.7765	-45.4875
1910.6651	-45.6154
1910.5537	-45.8777
1910.4422	-46.0411
1910.3307	-45.9662
1910.2192	-45.4575
1910.1078	-44.7037
1909.9950	-44.5824
1909.8798	-44.4919
1909.7636	-44.7344
1909.6474	-45.0623
1909.5311	-45.1914
1909.4148	-45.1284
1909.2985	-44.6075
1909.1822	-43.8761
1909.0657	-43.0593
1908.9485	-42.2031
1908.8307	-41.4639
1908.6881	-41.4648
1908.5467	-42.0525
1908.4311	-42.2970
1908.3155	-42.4426
1908.2000	-42.7581
1908.0757	-43.0409
1907.9229	-43.2576
1907.7305	-43.5385
1907.5182	-43.7705
1907.3059	-44.1685
1907.1070	-44.6117
1906.9493	-45.0901
1906.8299	-45.5861
1906.7207	-46.2184
1906.6116	-46.6712
1906.5025	-46.9944
1906.3934	-46.9682
1906.2842	-46.6692
1906.1751	-46.3387
