# Devon Ice Cap - Oxygen Isotope, Particle, Conductivity and Chemistry Data
#-----------------------------------------------------------------------
#               World Data Center for Paleoclimatology, Boulder
#                                  and
#                     NOAA Paleoclimatology Program
#-----------------------------------------------------------------------
# NOTE: Please cite original reference when using these data,
# If there is no publication information, please cite Investigators, Title, and Online_Resource and date accessed
#
#
#
# Online_Resource: https://www.ncdc.noaa.gov/cdo/f?p=519:1:::::P1_study_id:2437
#
# Original_Source_URL: ftp://ftp.ncdc.noaa.gov/pub/data/paleo/icecore/polar/devon/d73del_200yr.txt
#
# Description/Documentation lines begin with #
# Data lines have no #
#
# Archive: Ice Cores
# --------------------
# Contribution_date
#	Date: 1976
# --------------------
# Title 
#	Study_Name: Devon Ice Cap - Oxygen Isotope, Particle, Conductivity and Chemistry Dataa
# --------------------
# Investigators
#	Investigators:  Fisher, D.A. 
# --------------------
# Description_and_Notes
# 	Description: 
#
# --------------------
# Publication
#	Authors: D.A. Fisher
#	Published_Date_or_Year: 1988
#	Published_Title:  A study of two O-18 records from Devon Ice cap, Canada, and comparison of them to Camp Century O-18 record, Greenland
#	Journal_Name: PhD Thesis, University of Copenhagen
#	Volume: 
#	Edition: 	
#	Issue: 
#	Pages: 
#	DOI: 
#	Online_Resource: 
#	Full_Citation:  
#	Abstract: 
# --------------------
# Funding_Agency
#	Funding_Agency_Name:
#	Grant: 
# --------------------
# Site_Information
#	Site_Name: Devon Ice Cap
#	Location: North America>Canada
#	Country: 
#	Northernmost_Latitude: 75.3
#	Southernmost_Latitude: 75.3
#	Easternmost_Longitude: -82.166
#	Westernmost_Longitude: -82.166
#	Elevation: 1920 m
# --------------------
# Data_Collection
#	Collection_Name: 73Devo01
#	Earliest_Year: -113827
#	Most_Recent_Year: 1973
#	Time Unit: AD
#
# --------------------
# Variables
#
# Data variables follow that are preceded by "##" in columns one and two.
# Data line variables format:  Variables list, one per line, shortname-tab-longname-tab-longname components (9 components: what, material, error, units, seasonality, archive, detail, method, C or N for Character or Numeric data) 
#
##age_AD	Age,,,years AD,,,,,N
##d18O  del18O,,,per mil SMOW,,ice cores,,,N 
#
# --------------------
# Data:
# Data lines follow (have no #)
# Data line format - tab-delimited text, variable short name as header
# Missing values: NAN
#
age_AD	d18O
1973	-27.87
1773	-28.44
1573	-28.02
1373	-27.92
1173	-27.88
973	-27.91
773	-27.86
573	-27.77
373	-27.49
173	-27.43
-27	-27.59
-227	-27.23
-427	-27.17
-627	-27.03
-827	-26.96
-1027	-26.92
-1227	-27.08
-1427	-26.72
-1627	-26.43
-1827	-26.39
-2027	-26.47
-2227	-25.97
-2427	-26.1
-2627	-25.73
-2827	-25.69
-3027	-25.61
-3227	-25.4
-3427	-25.38
-3627	-25.14
-3827	-25.39
-4027	-25.41
-4227	-25.55
-4427	-25.8
-4627	-26
-4827	-26.02
-5027	-26
-5227	-26.04
-5427	-26.7
-5627	-26.14
-5827	-26.08
-6027	-26.06
-6227	-26.32
-6427	-26.16
-6627	-25.69
-6827	-26.01
-7027	-26.44
-7227	-26.88
-7427	-26.41
-7627	-26.01
-7827	-26.29
-8027	-26.42
-8227	-26.51
-8427	-26.57
-8627	-26.86
-8827	-27.11
-9027	-27.37
-9227	-28.32
-9427	-28.56
-9627	-28.69
-9827	-29.14
-10027	-29.57
-10227	-30.12
-10427	-29.85
-10627	-29.93
-10827	-29.95
-11027	-29.85
-11227	-29.91
-11427	-30.17
-11627	-30.36
-11827	-30.41
-12027	-29.64
-12227	-29.1
-12427	-28.75
-12627	-28.78
-12827	-28.89
-13027	-28.97
-13227	-29.34
-13427	-29.8
-13627	-29.25
-13827	-29.13
-14027	-29.32
-14227	-29.43
-14427	-29.73
-14627	-29.67
-14827	-29.77
-15027	-29.46
-15227	-28.61
-15427	-28.49
-15627	-28.81
-15827	-28.62
-16027	-28.51
-16227	-28.4
-16427	-28.68
-16627	-28.89
-16827	-29
-17027	-29.23
-17227	-29.51
-17427	-29.16
-17627	-28.62
-17827	-28.81
-18027	-29.13
-18227	-30.63
-18427	-31.71
-18627	-32.17
-18827	-32.74
-19027	-33.26
-19227	-32.12
-19427	-32.12
-19627	-31.99
-19827	-31.83
-20027	-31.84
-20227	-31.79
-20427	-31.68
-20627	-31.59
-20827	-31.6
-21027	-31.73
-21227	-31.66
-21427	-31.36
-21627	-31.47
-21827	-31.53
-22027	-31.55
-22227	-31.72
-22427	-31.81
-22627	-31.72
-22827	-31.65
-23027	-31.46
-23227	-31.38
-23427	-31.23
-23627	-31.07
-23827	-31.07
-24027	-31.31
-24227	-31.61
-24427	-31.54
-24627	-31.1
-24827	-31.21
-25027	-31.66
-25227	-31.05
-25427	-31.14
-25627	-31.2
-25827	-31.07
-26027	-30.91
-26227	-30.79
-26427	-30.73
-26627	-30.79
-26827	-30.84
-27027	-31.22
-27227	-30.94
-27427	-30.66
-27627	-30.59
-27827	-30.45
-28027	-30.46
-28227	-30.6
-28427	-30.47
-28627	-30.52
-28827	-30.46
-29027	-30.34
-29227	-29.72
-29427	-29.44
-29627	-29.06
-29827	-28.92
-30027	-28.98
-30227	-28.89
-30427	-29.24
-30627	-29.62
-30827	-29.51
-31027	-29.61
-31227	-29.86
-31427	-30.14
-31627	-30.45
-31827	-30.37
-32027	-29.94
-32227	-30.17
-32427	-30.84
-32627	-31.09
-32827	-31.32
-33027	-31.74
-33227	-32.18
-33427	-32.43
-33627	-32.31
-33827	-32.05
-34027	-32.1
-34227	-32.37
-34427	-32.05
-34627	-32.11
-34827	-32.12
-35027	-32.07
-35227	-31.98
-35427	-31.93
-35627	-31.97
-35827	-32.02
-36027	-31.88
-36227	-31.61
-36427	-31.61
-36627	-31.4
-36827	-31.17
-37027	-31.29
-37227	-31.45
-37427	-31.31
-37627	-31.03
-37827	-31.19
-38027	-30.85
-38227	-30.97
-38427	-30.97
-38627	-31.31
-38827	-31.3
-39027	-31.19
-39227	-31.21
-39427	-31.24
-39627	-31.13
-39827	-31.29
-40027	-31.36
-40227	-31.3
-40427	-31.44
-40627	-31.48
-40827	-31.38
-41027	-31.4
-41227	-31.43
-41427	-31.2
-41627	-31.36
-41827	-31.29
-42027	-31.36
-42227	-31.38
-42427	-31.41
-42627	-31.2
-42827	-31.28
-43027	-31.35
-43227	-31.03
-43427	-31.23
-43627	-31.23
-43827	-31.1
-44027	-31.71
-44227	-31.9
-44427	-32.05
-44627	-32.08
-44827	-32.05
-45027	-31.97
-45227	-31.76
-45427	-31.86
-45627	-31.67
-45827	-31.97
-46027	-31.99
-46227	-31.9
-46427	-31.9
-46627	-31.96
