# Clipperton Atoll 1874-1994 Sr/Ca and Oxygen Isotope Data
#----------------------------------------------------------------------- 
#                World Data Center for Paleoclimatology, Boulder 
#                                  and 
#                     NOAA Paleoclimatology Program 
#----------------------------------------------------------------------- 
# NOTE: Please cite Publication, and Online_Resource and date accessed when using these data. 
# If there is no publication information, please cite Investigators, Title, and Online_Resource and date accessed. 
#
#
# Online_Resource: https://www.ncdc.noaa.gov/cdo/f?p=519:1:::::P1_STUDY_ID:17380
#
# Original_Source_URL: ftp://ftp.ncdc.noaa.gov/pub/data/paleo/coral/east_pacific/wu2014/wu2014-4b.txt
# 
# Description/Documentation lines begin with #
# Data lines have no #
#
# Archive: Corals and Sclerosponges
#--------------------
# Contribution_Date
#	Date: 2014-11-04
#--------------------
# Title
#	Study_Name: Clipperton Atoll 1874-1994 Sr/Ca and Oxygen Isotope Data
#--------------------
# Investigators
#       Investigators: Wu, Henry C.; Moreau, M�lanie; Linsley, Braddock K.; Schrag, Daniel P.; Corr�ge, Thierry
#--------------------
# Description_and_Notes
#	Description: Monthly data from Porites lobata
#--------------------
# Publication 
#       Authors: Wu, Henry C.; Moreau, M�lanie; Linsley, Braddock K.; Schrag, Daniel P.; Corr�ge, Thierry
#       Published_Date_or_Year: 2014     
#       Published_Title: Investigation of sea surface temperature changes from replicated coral Sr/Ca variations in the eastern equatorial Pacific (Clipperton Atoll)
#       Journal_Name: Palaeogeography, Palaeoclimatology, Palaeoecology
#       Volume: 412
#       Edition: 
#       Issue: 
#       Pages: 208-222
#       DOI: 10.1016/j.palaeo.2014.07.039
#       Online_Resource: 
#       Full_Citation: 
#       Abstract: Sub-seasonally resolved and replicated coral Sr/Ca time series at Clipperton Atoll (10�18'N, 109�13'W) in the eastern Pacific are assessed as a sea surface temperature (SST) proxy in this region with small seasonal SST variability. The composite coral Sr/Ca time series is a partially replicated record of three live and one sub- modern colony of Porites lobata extending back to 1874. Large inter-colony coral Sr/Ca offsets equate to relative SST differences of 0.6 to 4.3 �C and limit the ability to reconstruct absolute SST changes. Moreover, the replication method revealed a 12-year section of growth in one colony where mean Sr/Ca was anomalously low (~1 �C higher SST) relative to the other colonies without evidence of diagenesis or other significant skeletal alterations. The presence of this anomalous interval supports the need for multi-coral Sr/Ca replication in specific sites or re- gions. The Clipperton Composite Sr/Ca anomaly record is significantly coherent (r = 0.71�0.76, p b 0.001) with gridded instrumental SSTs but with larger amplitude decadal variance that appears to more accurately represent actual SST variability at Clipperton. The amplitude of the secular warming trend during the last century at Clipperton is 0.3 to 0.6 �C larger (~twice as large) than the trend in the poorly �ground-truthed� instrumental SST records for the region. The interannual and decadal variability in Clipperton coral Sr/Ca demonstrates strong coherence to the Pacific Decadal Oscillation and the El Nin~o/Southern Oscillation (ENSO) with reduced ENSO variability from 1920 to late 1930s and enhanced variability in the late twentieth century.
#------------------
# Funding_Agency 
#       Funding_Agency_Name: National Science Foundation
#       Grant: SGER ATM9409368
#------------------
# Site_Information 
#       Site_Name: Clipperton Atoll
#       Location: Ocean>Pacific Ocean>Eastern Pacific Ocean
#	Country: France  
#	Northernmost_Latitude: 10.3 
# 	Southernmost_Latitude: 10.3 
# 	Easternmost_Longitude: -109.216667 
# 	Westernmost_Longitude: -109.216667 
# 	Elevation: -8.2 
#------------------
# Data_Collection   
#	Collection_Name: 00epac03b 
#	Earliest_Year: 1894.04167 
#	Most_Recent_Year: 1993.95833267
#	Time_Unit: Years AD 
#	Core_Length: 2.97 m
#	Notes: Core name - 4B. Prevous name - Clipperton 4B Sr/Ca Wu14
#------------------
# Species
#	Species_Name: Porites lobata
#	Common_Name: 
#------------------
# Chronology: 
# 
#
# 
#
# 
#
#
# 	
#----------------	
# Variables 
#
# Data variables follow that are preceded by "##" in columns one and two.
# Data line variables format:  Variables list, one per line, shortname-tab-longname-tab-longname components (9 components: what, material, error, units, seasonality, archive, detail, method, C or N for Character or Numeric data) 
#
##age_AD	age, , ,years AD, , Corals and Sclerosponges, , ,N				
##Sr/Ca	Strontium/Calcium, Porites lobata, ,mmol/mol, , Corals and Sclerosponges, , ,N 
#
#----------------
# Data:
# Data lines follow (have no #)
# Data line format - tab-delimited text, variable short name as header
# Missing Values: NAN 
#
age_AD	Sr/Ca
1979.208333	9.31000000
1979.125000	9.30246245
1979.041667	9.34977507
1978.958333	9.29355310
1978.875000	9.27280398
1978.791667	9.31355282
1978.708333	9.25995501
1978.625000	9.23746635
1978.541667	9.18493270
1978.458333	9.16124439
1978.375000	9.14000003
1978.291667	9.19255258
1978.208333	9.22978975
1978.125000	9.25510512
1978.041667	9.28985006
1977.958333	9.25236875
1977.875000	9.21488743
1977.791667	9.17740618
1977.708333	9.13992503
1977.625000	9.10244389
1977.541667	9.08499253
1977.458333	9.07749626
1977.375000	9.07000000
1977.291667	9.14255255
1977.208333	9.19517517
1977.125000	9.22786785
1977.041667	9.31980024
1976.958333	9.26980060
1976.875000	9.20000000
1976.791667	9.20000567
1976.708333	9.20999432
1976.625000	9.19003429
1976.541667	9.19997151
1976.458333	9.19003996
1976.375000	9.25384612
1976.291667	9.31195510
1976.208333	9.34000000
1976.125000	9.35009613
1976.041667	9.38996003
1975.958333	9.37965024
1975.875000	9.28005996
1975.791667	9.30000000
1975.708333	9.30003996
1975.625000	9.31994006
1975.541667	9.27996006
1975.458333	9.23997506
1975.375000	9.19000005
1975.291667	9.23002000
1975.208333	9.29028013
1975.125000	9.30969981
1975.041667	9.35997502
1974.958333	9.35372814
1974.875000	9.34748127
1974.791667	9.34123439
1974.708333	9.32496254
1974.625000	9.30496255
1974.541667	9.27997505
1974.458333	9.23622197
1974.375000	9.18000008
1974.291667	9.29498501
1974.208333	9.39981996
1974.125000	9.37027013
1974.041667	9.21859174
1973.958333	9.28225026
1973.875000	9.22739228
1973.791667	9.20470517
1973.708333	9.21622803
1973.625000	9.23588058
1973.541667	9.23490433
1973.458333	9.19290480
1973.375000	9.16828462
1973.291667	9.14150616
1973.208334	9.04985498
1973.125000	9.10048872
1973.041667	9.09524006
1972.958334	9.14330645
1972.875000	9.20747772
1972.791667	9.14781772
1972.708334	9.12939154
1972.625000	9.21170520
1972.541667	9.19827163
1972.458334	9.18031050
1972.375000	9.19785605
1972.291667	9.09415358
1972.208334	9.12179393
1972.125000	9.19653096
1972.041667	9.09892489
1971.958334	9.17648480
1971.875000	9.22380707
1971.791667	9.22637236
1971.708334	9.19784247
1971.625000	9.16457951
1971.541667	9.14289903
1971.458334	9.15913308
1971.375000	9.20055965
1971.291667	9.10621667
1971.208334	9.16210835
1971.125000	9.26919720
1971.041667	9.25294706
1970.958334	9.23625310
1970.875000	9.21778573
1970.791667	9.20579439
1970.708334	9.20351722
1970.625000	9.17639634
1970.541667	9.13271277
1970.458334	9.09374159
1970.375000	9.05594854
1970.291667	9.05982117
1970.208334	9.15074819
1970.125000	9.17181716
1970.041667	9.16583725
1969.958334	9.15985750
1969.875000	9.12757077
1969.791667	9.08651488
1969.708334	9.09353633
1969.625000	9.14863581
1969.541667	9.18109382
1969.458334	9.14562604
1969.375000	9.11015826
1969.291667	9.01908868
1969.208334	9.19911364
1969.125000	9.17613208
1969.041667	9.20479426
1968.958334	9.26593426
1968.875000	9.32672264
1968.791667	9.27049351
1968.708334	9.21437867
1968.625000	9.21541623
1968.541667	9.21638465
1968.458334	9.14799272
1968.375000	9.07960079
1968.291667	9.15704264
1968.208334	9.25401689
1968.125000	9.24128675
1968.041667	9.17239183
1967.958334	9.22079044
1967.875000	9.26892703
1967.791667	9.22985021
1967.708334	9.19089606
1967.625000	9.21329764
1967.541667	9.23561804
1967.458334	9.17645448
1967.375000	9.11729093
1967.291667	9.12257450
1967.208334	9.14952619
1967.125000	9.17351318
1967.041667	9.17034993
1966.958334	9.17352113
1966.875000	9.23068970
1966.791667	9.23458701
1966.708334	9.12874180
1966.625000	9.16721396
1966.541667	9.18599355
1966.458334	9.16103585
1966.375000	9.07967531
1966.291667	9.13848720
1966.208334	9.26284413
1966.125000	9.15357801
1966.041667	9.13751265
1965.958334	9.24072364
1965.875000	9.26044029
1965.791667	9.24060523
1965.708334	9.22369353
1965.625000	9.11299902
1965.541667	9.15147742
1965.458334	9.22940012
1965.375000	9.23813258
1965.291667	9.13822500
1965.208334	9.13740652
1965.125000	9.08642034
1965.041667	9.09308914
1964.958334	9.16334020
1964.875001	9.25691750
1964.791667	9.20379925
1964.708334	9.26244363
1964.625001	9.22849019
1964.541667	9.22289216
1964.458334	9.25282479
1964.375001	9.26796347
1964.291667	9.16809881
1964.208334	9.15595551
1964.125001	9.18478896
1964.041667	9.21851397
1963.958334	9.25584851
1963.875001	9.29318306
1963.791667	9.31192749
1963.708334	9.29393392
1963.625001	9.27594034
1963.541667	9.26031246
1963.458334	9.24586042
1963.375001	9.23140837
1963.291667	9.10012633
1963.208334	9.20923868
1963.125001	9.20615129
1963.041667	9.22494076
1962.958334	9.28233811
1962.875001	9.36433844
1962.791667	9.33748712
1962.708334	9.32916321
1962.625001	9.37288510
1962.541667	9.38508002
1962.458334	9.31164991
1962.375001	9.29737689
1962.291667	9.22419713
1962.208334	9.18067983
1962.125001	9.16959315
1962.041667	9.19337451
1961.958334	9.19578196
1961.875001	9.29093531
1961.791667	9.23778376
1961.708334	9.25972529
1961.625001	9.12198231
1961.541667	9.20030070
1961.458334	9.28029225
1961.375001	9.14193656
1961.291667	9.18312273
1961.208334	9.22731250
1961.125001	9.29085466
1961.041667	9.26982572
1960.958334	9.32540540
1960.875001	9.31633479
1960.791667	9.27481979
1960.708334	9.21283895
1960.625001	9.29765553
1960.541667	9.22570295
1960.458334	9.24927914
1960.375001	9.25308144
1960.291667	9.19916925
1960.208334	9.24249658
1960.125001	9.28016073
1960.041667	9.21153798
1959.958334	9.24749313
1959.875001	9.28344827
1959.791667	9.29736916
1959.708334	9.26774530
1959.625001	9.23812143
1959.541667	9.23854310
1959.458334	9.25389843
1959.375001	9.26925375
1959.291667	9.22546257
1959.208334	9.18174043
1959.125001	9.17287909
1959.041667	9.16387951
1958.958334	9.12038224
1958.875001	9.07719116
1958.791667	9.13605779
1958.708334	9.19478609
1958.625001	9.18417986
1958.541667	9.17354255
1958.458334	9.13157802
1958.375001	9.08961349
1958.291667	9.07556587
1958.208334	9.11417473
1958.125001	9.18060053
1958.041667	9.24994017
1957.958334	9.23494767
1957.875001	9.22002989
1957.791667	9.23002489
1957.708334	9.23992042
1957.625001	9.19994041
1957.541667	9.15999010
1957.458334	9.14999510
1957.375001	9.14000010
1957.291667	9.16504461
1957.208334	9.20997012
1957.125001	9.23026939
1957.041667	9.23011965
1956.958334	9.26010456
1956.875001	9.24488792
1956.791667	9.21748131
1956.708334	9.21017902
1956.625001	9.30013377
1956.541668	9.24988126
1956.458334	9.16749630
1956.375001	9.16000008
1956.291668	9.27000000
1956.208334	9.28973110
1956.125001	9.25486532
1956.041668	9.35982055
1955.958334	9.31484304
1955.875001	9.26995518
1955.791668	9.25496267
1955.708334	9.23998011
1955.625001	9.22998511
1955.541668	9.21998516
1955.458334	9.20499266
1955.375001	9.19000016
1955.291668	9.28504457
1955.208334	9.37973117
1955.125001	9.26982046
1955.041668	9.32980064
1954.958334	9.27982563
1954.875001	9.23740663
1954.791668	9.20617225
1954.708334	9.21503728
1954.625001	9.22496279
1954.541668	9.19997529
1954.458334	9.17874084
1954.375001	9.16000021
1954.291668	9.20004950
1954.208334	9.25005973
1954.125001	9.28014959
1954.041668	9.32977574
1953.958334	9.27871075
1953.875001	9.26239908
1953.791668	9.22488786
1953.708334	9.21004472
1953.625001	9.23253338
1953.541668	9.20244459
1953.458334	9.17248905
1953.375001	9.15000026
1953.291668	9.19001979
1953.208334	9.21005971
1953.125001	9.24002991
1953.041668	9.24993024
1952.958334	9.23243904
1952.875001	9.18484304
1952.791668	9.17000000
1952.708334	9.18003478
1952.625001	9.17494805
1952.541668	9.15000000
1952.458334	9.14874571
1952.375001	9.14000010
1952.291668	9.18261126
1952.208334	9.25504477
1952.125001	9.17216353
1952.041668	9.21992028
1951.958334	9.19993028
1951.875001	9.17998507
1951.791668	9.17498757
1951.708334	9.16995033
1951.625001	9.14496283
1951.541668	9.11996545
1951.458334	9.08498294
1951.375001	9.05000044
1951.291668	9.13997035
1951.208334	9.17000000
1951.125001	9.18008971
1951.041668	9.21998007
1950.958334	9.21498257
1950.875001	9.20995521
1950.791668	9.19496271
1950.708334	9.18000993
1950.625001	9.18500743
1950.541668	9.18997040
1950.458334	9.15998539
1950.375001	9.13000039
1950.291668	9.20510374
1950.208334	9.27002983
1950.125001	9.27495515
1950.041668	9.26012453
1949.958334	9.29135891
1949.875001	9.27977610
1949.791668	9.20481359
1949.708334	9.20503723
1949.625001	9.21622214
1949.541668	9.19748151
1949.458334	9.18624696
1949.375001	9.18000008
1949.291668	9.24510369
1949.208334	9.29006960
1949.125001	9.29489537
1949.041668	9.35982568
1948.958334	9.31609755
1948.875001	9.27236941
1948.791668	9.22864128
1948.708334	9.24004963
1948.625001	9.24614787
1948.541668	9.17743224
1948.458334	9.15000000
1948.375001	9.15000000
1948.291668	9.21013818
1948.208335	9.24013916
1948.125001	9.22020922
1948.041668	9.27990040
1947.958335	9.25491290
1947.875001	9.23496270
1947.791668	9.22246894
1947.708335	9.19995038
1947.625001	9.17496288
1947.541668	9.14997537
1947.458335	9.13624697
1947.375001	9.13000009
1947.291668	9.17753700
1947.208335	9.25024844
1947.125001	9.32261207
1947.041668	9.41985062
1946.958335	9.38236948
1946.875001	9.31977621
1946.791668	9.26244404
1946.708335	9.24010417
1946.625001	9.29257778
1946.541668	9.30499261
1946.458335	9.27496341
1946.375001	9.20000112
1946.291668	9.22502465
1946.208335	9.26512419
1946.125001	9.32768675
1946.041668	9.31006970
1945.958335	9.32756090
1945.875001	9.27731708
1945.791668	9.22864121
1945.708335	9.23508679
1945.625001	9.24118521
1945.541668	9.20247424
1945.458335	9.17372867
1945.375001	9.13000067
1945.291668	9.15007885
1945.208335	9.23003973
1945.125001	9.25000000
1945.041668	9.24996515
1944.958335	9.24121955
1944.875001	9.24000000
1944.791668	9.21491299
1944.708335	9.23010412
1944.625001	9.23742227
1944.541668	9.19247426
1944.458335	9.16749148
1944.375001	9.15000028
1944.291668	9.17251231
1944.208335	9.22019861
1944.125001	9.28261201
1944.041668	9.31992036
1943.958335	9.29982589
1943.875001	9.24997018
1943.791668	9.24000000
1943.708335	9.24000000
1943.625001	9.23998517
1943.541668	9.23001967
1943.458335	9.24995649
1943.375001	9.16000147
1943.291668	9.19998031
1943.208335	9.18013899
1943.125001	9.25002987
1943.041668	9.25982581
1942.958335	9.21609781
1942.875001	9.21752612
1942.791668	9.22000000
1942.708335	9.20996531
1942.625001	9.19623705
1942.541668	9.18498285
1942.458335	9.17000000
1942.375001	9.17000000
1942.291668	9.23999016
1942.208335	9.22998015
1942.125001	9.22014930
1942.041668	9.27000000
1941.958335	9.27000000
1941.875001	9.24488819
1941.791668	9.16962730
1941.708335	9.02028242
1941.625001	9.16271077
1941.541668	9.21000000
1941.458335	9.21751092
1941.375001	9.23999961
1941.291668	9.06021641
1941.208335	9.22980154
1941.125001	9.18023885
1941.041668	9.24990049
1940.958335	9.22491298
1940.875001	9.19995529
1940.791668	9.18496278
1940.708335	9.16999009
1940.625001	9.16499259
1940.541668	9.15997055
1940.458335	9.12998554
1940.375001	9.10000053
1940.291668	9.16998034
1940.208335	9.17007937
1940.125001	9.21005970
1940.041668	9.21995025
1939.958335	9.20745650
1939.875002	9.18992549
1939.791668	9.16493798
1939.708335	9.14997524
1939.625002	9.14000000
1939.541668	9.14000000
1939.458335	9.12874097
1939.375002	9.11000034
1939.291668	9.19753685
1939.208335	9.22000000
1939.125002	9.24261192
1939.041668	9.25000000
1938.958335	9.25000000
1938.875002	9.23493295
1938.791668	9.21244413
1938.708335	9.18997029
1938.625002	9.17497784
1938.541668	9.15998529
1938.458335	9.14749637
1938.375002	9.14000014
1938.291668	9.18004911
1938.208335	9.23007933
1938.125002	9.27020889
1938.041668	9.33996021
1937.958335	9.32993041
1937.875002	9.30982123
1937.791668	9.25009919
1937.708335	9.28996040
1937.625002	9.26992599
1937.541668	9.21993137
1937.458335	9.14999519
1937.375002	9.14000019
1937.291668	9.21753682
1937.208335	9.27014870
1937.125002	9.28492541
1937.041668	9.28000000
1936.958335	9.28000000
1936.875002	9.28002979
1936.791668	9.29002479
1936.708335	9.29989113
1936.625002	9.24491862
1936.541668	9.18997550
1936.458335	9.16498800
1936.375002	9.14000049
1936.291668	9.19496566
1936.208335	9.20013875
1936.125002	9.25276103
1936.041668	9.31992044
1935.958335	9.29986086
1935.875002	9.25988086
1935.791668	9.22012394
1935.708335	9.27003958
1935.625002	9.28997042
1935.541668	9.26995103
1935.458335	9.21998081
1935.375002	9.18000081
1935.291668	9.24008827
1935.208335	9.26495541
1935.125002	9.25973156
1935.041668	9.28995525
1934.958335	9.27871086
1934.875002	9.26746646
1934.791668	9.25496278
1934.708335	9.23997032
1934.625002	9.22497786
1934.541668	9.20748170
1934.458335	9.18874104
1934.375002	9.17000039
1934.291668	9.19502451
1934.208335	9.22507430
1934.125002	9.24753728
1934.041668	9.31980114
1933.958335	9.27745653
1933.875002	9.27503722
1933.791668	9.28000000
1933.708335	9.24997527
1933.625002	9.23748152
1933.541668	9.21997554
1933.458335	9.19498803
1933.375002	9.18000026
1933.291668	9.19004899
1933.208335	9.23998019
1933.125002	9.22991055
1933.041668	9.19996520
1932.958335	9.19121960
1932.875002	9.17494785
1932.791668	9.18881511
1932.708335	9.18996539
1932.625002	9.18376290
1932.541668	9.18749147
1932.458335	9.17498316
1932.375002	9.14000076
1932.291668	9.18501469
1932.208335	9.21017823
1932.125002	9.25991056
1932.041668	9.28975646
1931.958335	9.22853725
1931.875002	9.18236964
1931.791668	9.18881510
1931.708335	9.21003460
1931.625002	9.19742260
1931.541669	9.14745736
1931.458335	9.10749159
1931.375002	9.09000039
1931.291669	9.14009789
1931.208335	9.21507424
1931.125002	9.26014904
1931.041669	9.26000000
1930.958335	9.24968703
1930.875002	9.18000000
1930.791669	9.19133373
1930.708335	9.21000000
1930.625002	9.22253313
1930.541669	9.18493425
1930.458335	9.16124465
1930.375002	9.14000051
1930.291669	9.17502446
1930.208335	9.20004948
1930.125002	9.24014902
1930.041669	9.23006957
1929.958335	9.24756077
1929.875002	9.22742181
1929.791669	9.18236986
1929.708335	9.15498271
1929.625002	9.15376289
1929.541669	9.17254259
1929.458335	9.20247481
1929.375002	9.15000121
1929.291669	9.21005867
1929.208335	9.25005937
1929.125002	9.28008939
1929.041669	9.30982113
1928.958335	9.26484356
1928.875002	9.23253351
1928.791669	9.22866630
1928.708335	9.23511113
1928.625002	9.25373345
1928.541669	9.25000000
1928.458335	9.19746795
1928.375002	9.17000053
1928.291669	9.21003910
1928.208335	9.25007914
1928.125002	9.29002979
1928.041669	9.29988077
1927.958335	9.27010424
1927.875002	9.29991076
1927.791669	9.26990100
1927.708335	9.22992099
1927.625002	9.19007377
1927.541669	9.24001951
1927.458335	9.25998097
1927.375002	9.22000096
1927.291669	9.23251221
1927.208335	9.23497528
1927.125002	9.26768618
1927.041669	9.31988078
1926.958335	9.28993052
1926.875002	9.26997026
1926.791669	9.25992577
1926.708335	9.23003949
1926.625002	9.24992625
1926.541669	9.20000000
