# Palmyra Island Coral 110 Year Sr/Ca SST and d18Osw
#----------------------------------------------------------------------- 
#                World Data Center for Paleoclimatology, Boulder 
#                                  and 
#                     NOAA Paleoclimatology Program 
#----------------------------------------------------------------------- 
# NOTE: Please cite Publication, and Online_Resource and date accessed when using these data. 
# If there is no publication information, please cite Investigators, Title, and Online_Resource and date accessed. 
#
#
# Online_Resource: https://www.ncdc.noaa.gov/cdo/f?p=519:1:::::P1_STUDY_ID:10373
#
# Original_Source_URL: ftp://ftp.ncdc.noaa.gov/pub/data/paleo/coral/east_pacific/palmyra2011.txt
# 
# Description/Documentation lines begin with #
# Data lines have no #
#
# Archive: Climate Reconstructions
#--------------------
# Contribution_Date
#	Date: 2011-02-01
#--------------------
# Title
#	Study_Name: Palmyra Island Coral 110 Year Sr/Ca SST and d18Osw 
#--------------------
# Investigators
#       Investigators: Nurhati, I.S.; Cobb, K.M.; Di Lorenzo, E.
#--------------------
# Description_and_Notes
#	Description: This dataset contains coral-derived sea-surface temperature (SST, via Sr/Ca) and salinity (SSS, via the oxygen isotopic composition of seawater or d18Osw) reconstructions from Palmyra Island of the Line Islands chain in the central tropical Pacific, for the period 1886-1998. Cobb et al. [2001] presented the century-long coral oxygen isotopic (d18O) record from Palmyra, and here we present the century-long Sr/Ca and d18Osw records from Palmyra. The late 20th century portion of the Sr/Ca and d18Osw records was presented in Nurhati et al.[2009]. We measured coral d18O values on a GV Isoprime-Multiprep mass spectrometer with an analytical precision of ± 0.05‰ (1sigma), and Sr/Ca ratios with a Jobin Yvon Ultima 2C Inductively Coupled Plasma-Optical Emission Spectrometer (ICP-OES) with an analytical precision of ± 0.07% or ± 0.006 mmol/mol(1s) using the nearest-neighbor correction method from Schrag [1999]. We used the monthly 1ºx1º IGOSS SST dataset [Reynolds et al., 2002] to calibrate Sr/Ca ratios via reduced major axis regression, where (SST)palm = 130.43 – 11.39 x (Sr/Ca)palm (Nov 1981-Mar 1998; R=-0.71; CI > 99%). We derive the oxygen isotopic composition of seawater (d18Osw) by subtracting the Sr/Ca-derived SST contribution from coral d18O following the method outlined in Ren et al. [2003]. Fairbanks et al. [1997] find an empirical linear relationship between d18Osw and SSS in the central tropical Pacific, so we use the d18Osw records to reconstruct SSS variability associated with changes in the hydrological balance. Note- Coral d18O data has been previously published by Cobb et el. (2001). Sr/Ca data from 1981-1998 was used for the Sr/Ca-SST calibration. Coral d18O, Sr/Ca-derived SST and d18Osw data from 1886 to 1998 were used in the trend calculations reported in the paper.
#--------------------
# Publication 
#       Authors: Nurhati, I.S.; Cobb, K.M.; Di Lorenzo, E.
#       Published_Date_or_Year: 2011-07-01      
#       Published_Title: 
#       Journal_Name: 
#       Volume: 
#       Edition: 
#       Issue: 
#       Pages: 
#       DOI: 10.1175/2011JCLI3852.1
#       Online_Resource: 
#       Full_Citation: Nurhati, I.S., K.M. Cobb, and E. Di Lorenzo. 2011. Decadal-scale SST and Salinity Variations in the Central Tropical Pacific: Signatures of Natural and Anthropogenic Climate Change. Journal of Climate, Vol. 24, Issue 13, pp. 3294-3308, July 2011. doi: 10.1175/2011JCLI3852.1 
#       Abstract: Accurate projections of future temperature and precipitation patterns in many regions of the world depend on quantifying anthropogenic signatures in tropical Pacific climate against its rich background of natural variability. However, the detection of anthropogenic signatures in the region is hampered by the lack of continuous, century-long instrumental climate records. This study presents coral-based sea-surface temperature (SST) and salinity proxy records from Palmyra Island in the central tropical Pacific over the 20th century, based on coral Sr/Ca and the oxygen isotopic composition of seawater (d18OSW), respectively. On interannual timescales, the Sr/Ca-based SST record captures both eastern- and central- Pacific warming "flavors" of El Nino-Southern Oscillation (ENSO) variability (R=0.65 and 0.67, respectively). On decadal timescales, the SST proxy record is highly correlated to the North Pacific Gyre Oscillation (NPGO; R=-0.85), reflecting strong dynamical links between the central Pacific warming mode and extratropical decadal climate variability. Decadal-scale salinity variations implied by the coral-based d18OSW record are significantly correlated with the Pacific Decadal Oscillation (PDO; R=0.54). The salinity proxy record is dominated by an unprecedented trend towards lighter d18OSW values since the mid-20th century, implying that a significant freshening has taken place in the region, in line with climate model projections showing enhanced hydrological patterns under greenhouse forcing. Taken together, the new coral records suggest that low-frequency SST and salinity variations in the central tropical Pacific are controlled by different sets of dynamics, and that recent hydrological trends in this region may be related to anthropogenic climate change. 
#------------------
# Funding_Agency 
#       Funding_Agency_Name: 
#       Grant: 
#------------------
# Site_Information 
#       Site_Name: Palmyra Island, Central Pacific
#       Location: Ocean>Pacific Ocean>Central Pacific Ocean
#	Country: United States 
#	Northernmost_Latitude: 5.87
# 	Southernmost_Latitude: 5.87
# 	Easternmost_Longitude: -162.13
# 	Westernmost_Longitude: -162.13
# 	Elevation: -10 m 
#------------------
# Data_Collection   
#	Collection_Name: 11cpac01b
#	Earliest_Year: 1886
#	Most_Recent_Year: 1998
#	Time_Unit: y_ad
#	Core_Length: 3 m
#	Notes: +/- .05 PPM precision on delta18O values and +/- .006 mmol/mol precision on Sr/Ca values and +/- .3 precision on age values. Prevous name- Palmyra2011Poritesd18O_Sr_Ca
#------------------
# Species 
#	Species_Name: Porites lutea 
#	Common_Name: Hump Coral
#------------------
# Chronology: 
# 
# 
#
# 
#
#
# 
#----------------
# Variables 
#
# Data variables follow that are preceded by "##" in columns one and two.
# Data line variables format:  Variables list, one per line, shortname-tab-longname-tab-longname components (9 components: what, material, error, units, seasonality, archive, detail, method, C or N for Character or Numeric data) 
#
##age	age, , ,years AD, , Corals and Sclerosponges, , ,N
##sst	reconstructed sea surface temperature, , , degrees Celcius, ,Climate Reconstructions, , ,N
##d18O_sw	reconstructed delta 18O, sea water, ,permil, ,Climate Reconstructions, ,GV Isoprime-Multiprep mass spectrometer,N
#
#----------------
# Data:
# Data lines follow (have no #)
# Data line format - tab-delimited text, variable short name as header
# Missing Values: NAN 
#
age	sst	d18O_sw
1998.29	28.39	NAN
1998.21	29.08	0.39
1998.13	28.94	0.35
1998.04	28.66	0.35
1997.96	28.89	0.35
1997.88	29.21	0.36
1997.79	29.38	0.22
1997.71	30.1	0.33
1997.63	29.93	0.38
1997.54	29.76	0.47
1997.46	29.17	0.43
1997.38	28.81	0.4
1997.29	28.7	0.46
1997.21	28.94	0.71
1997.13	28.3	0.5
1997.04	28.16	0.48
1996.96	27.82	0.39
1996.88	28.28	0.5
1996.79	28.85	0.55
1996.71	28.89	0.48
1996.63	29.11	0.53
1996.54	28.85	0.49
1996.46	29.15	0.49
1996.38	29.08	0.52
1996.29	28.45	0.63
1996.21	28.68	0.61
1996.13	28.05	0.61
1996.04	27.54	0.51
1995.96	28.2	0.73
1995.88	27.37	0.51
1995.79	27.97	0.6
1995.71	28.47	0.71
1995.63	29.27	0.7
1995.54	29.42	0.68
1995.46	28.92	0.53
1995.38	28.54	0.39
1995.29	28.73	0.63
1995.21	28.62	0.48
1995.13	28.68	0.57
1995.04	29.24	0.53
1994.96	29.84	0.45
1994.88	29.97	0.42
1994.79	29.97	0.37
1994.71	29.29	0.4
1994.63	29.53	0.44
1994.54	29.42	0.36
1994.46	29.04	0.48
1994.38	28.96	0.61
1994.29	28.75	0.72
1994.21	29	0.78
1994.13	29.4	0.77
1994.04	29.38	0.72
1993.96	28.85	0.41
1993.88	28.26	0.27
1993.79	29.11	0.35
1993.71	29.08	0.2
1993.63	29.11	0.32
1993.54	28.68	0.42
1993.46	28.7	0.6
1993.38	28.51	0.64
1993.29	28.05	0.56
1993.21	28.03	0.56
1993.13	28.73	0.62
1993.04	29.03	0.52
1992.96	28.96	0.67
1992.88	29.12	0.55
1992.79	29.1	0.59
1992.71	29.19	0.66
1992.63	28.79	0.5
1992.54	29.08	0.42
1992.46	28.53	0.51
1992.38	28.69	0.59
1992.29	28.16	0.48
1992.21	28.73	0.6
1992.13	28.78	0.7
1992.04	28.62	0.6
1991.96	28.59	0.44
1991.88	28.73	0.34
1991.79	29.42	0.39
1991.71	29.64	0.44
1991.63	29.57	0.42
1991.54	29.72	0.62
1991.46	29.24	0.48
1991.38	28.47	0.45
1991.29	28.54	0.66
1991.21	28.85	0.73
1991.13	29.08	0.74
1991.04	28.51	0.63
1990.96	28.92	0.55
1990.88	29.39	0.49
1990.79	29.9	0.61
1990.71	28.96	0.48
1990.63	28.34	0.27
1990.54	28.51	0.6
1990.46	28.45	0.58
1990.38	28.16	0.62
1990.29	27.94	0.54
1990.21	28.2	0.65
1990.13	28.39	0.67
1990.04	28.05	0.65
1989.96	28.14	0.62
1989.88	27.8	0.47
1989.79	27.8	0.56
1989.71	28.18	0.5
1989.63	28.41	0.51
1989.54	27.99	0.5
1989.46	27.77	0.52
1989.38	27.59	0.66
1989.29	27.55	0.61
1989.21	27.31	0.59
1989.13	27.64	0.68
1989.04	27.01	0.55
1988.96	26.74	0.53
1988.88	27.14	0.57
1988.79	27.14	0.55
1988.71	26.91	0.35
1988.63	27.65	0.64
1988.54	27.58	0.56
1988.46	27.63	0.56
1988.38	27.84	0.59
1988.29	27.87	0.64
1988.21	28.1	0.67
1988.13	28.07	0.68
1988.04	28.62	0.68
1987.96	28.23	0.4
1987.88	29.34	0.47
1987.79	29.62	0.39
1987.71	29.51	0.44
1987.63	28.35	0.3
1987.54	28	0.47
1987.46	27.82	0.52
1987.38	27.75	0.57
1987.29	27.39	0.55
1987.21	27.78	0.54
1987.13	27.48	0.58
1987.04	27.89	0.37
1986.96	27.86	0.34
1986.88	28.2	0.07
1986.79	29.19	0.28
1986.71	28.51	0.18
1986.63	28.75	0.24
1986.54	28.39	0.39
1986.46	27.82	0.25
1986.38	27.63	0.49
1986.29	27.53	0.52
1986.21	27.08	0.44
1986.13	27.23	0.57
1986.04	27.71	0.8
1985.96	28.16	0.71
1985.88	28.69	0.57
1985.79	28.62	0.52
1985.71	28.57	0.63
1985.63	28.96	0.79
1985.54	28.73	0.71
1985.46	27.96	0.65
1985.38	28.35	0.76
1985.29	27.89	0.71
1985.21	27.53	0.65
1985.13	27.5	0.7
1985.04	28.09	0.87
1984.96	27.65	0.66
1984.88	27.59	0.61
1984.79	28.39	0.72
1984.71	28.16	0.72
1984.63	27.86	0.61
1984.54	27.97	0.63
1984.46	27.48	0.6
1984.38	27.48	0.65
1984.29	27.58	0.77
1984.21	27.25	0.65
1984.13	26.8	0.59
1984.04	27.52	0.72
1983.96	27.64	0.79
1983.88	28.18	0.78
1983.79	27.34	0.56
1983.71	28.09	0.52
1983.63	27.71	0.63
1983.54	28.39	0.72
1983.46	29.04	0.56
1983.38	28.79	0.72
1983.29	28.96	0.76
1983.21	28.85	0.82
1983.13	28.44	0.7
1983.04	28.85	0.74
1982.96	28.73	0.83
1982.88	28.76	0.76
1982.79	28.82	0.76
1982.71	29.44	0.7
1982.63	29.76	0.6
1982.54	29.59	0.68
1982.46	29.53	0.7
1982.38	28.85	0.65
1982.29	27.71	0.5
1982.21	28.24	0.76
1982.13	28.39	0.73
1982.04	28.16	0.75
1981.96	28.19	0.64
1981.88	28.42	0.62
1981.79	28.58	0.66
1981.71	28.89	0.71
1981.63	28.85	0.65
1981.54	28.7	0.63
1981.46	28.16	0.67
1981.38	27.9	0.61
1981.29	28	0.69
1981.21	27.37	0.58
1981.13	27.33	0.63
1981.04	27.59	0.67
1980.96	28.62	0.82
1980.88	28.39	0.74
1980.79	28.23	0.61
1980.71	28.82	0.57
1980.63	28.85	0.4
1980.54	28.35	0.42
1980.46	28.28	0.55
1980.38	29.21	0.84
1980.29	29.08	0.72
1980.21	28.05	0.6
1980.13	28.28	0.62
1980.04	28.39	0.67
1979.96	28.39	0.64
1979.88	28.39	0.57
1979.79	28.48	0.62
1979.71	28.61	0.58
1979.63	28.51	0.44
1979.54	28.05	0.45
1979.46	27.62	0.45
