# Palmyra Island Coral 110 Year Sr/Ca SST and d18Osw
#----------------------------------------------------------------------- 
#                World Data Center for Paleoclimatology, Boulder 
#                                  and 
#                     NOAA Paleoclimatology Program 
#----------------------------------------------------------------------- 
# NOTE: Please cite Publication, and Online_Resource and date accessed when using these data. 
# If there is no publication information, please cite Investigators, Title, and Online_Resource and date accessed. 
#
#
# Online_Resource: https://www.ncdc.noaa.gov/cdo/f?p=519:1:::::P1_STUDY_ID:10373
#
# Original_Source_URL: ftp://ftp.ncdc.noaa.gov/pub/data/paleo/coral/east_pacific/palmyra2011.txt
# 
# Description/Documentation lines begin with #
# Data lines have no #
#
# Archive: Climate Reconstructions
#--------------------
# Contribution_Date
#	Date: 2011-02-01
#--------------------
# Title
#	Study_Name: Palmyra Island Coral 110 Year Sr/Ca SST and d18Osw 
#--------------------
# Investigators
#       Investigators: Nurhati, I.S.; Cobb, K.M.; Di Lorenzo, E.
#--------------------
# Description_and_Notes
#	Description: This dataset contains coral-derived sea-surface temperature (SST, via Sr/Ca) and salinity (SSS, via the oxygen isotopic composition of seawater or d18Osw) reconstructions from Palmyra Island of the Line Islands chain in the central tropical Pacific, for the period 1886-1998. Cobb et al. [2001] presented the century-long coral oxygen isotopic (d18O) record from Palmyra, and here we present the century-long Sr/Ca and d18Osw records from Palmyra. The late 20th century portion of the Sr/Ca and d18Osw records was presented in Nurhati et al.[2009]. We measured coral d18O values on a GV Isoprime-Multiprep mass spectrometer with an analytical precision of ± 0.05‰ (1sigma), and Sr/Ca ratios with a Jobin Yvon Ultima 2C Inductively Coupled Plasma-Optical Emission Spectrometer (ICP-OES) with an analytical precision of ± 0.07% or ± 0.006 mmol/mol(1s) using the nearest-neighbor correction method from Schrag [1999]. We used the monthly 1ºx1º IGOSS SST dataset [Reynolds et al., 2002] to calibrate Sr/Ca ratios via reduced major axis regression, where (SST)palm = 130.43 – 11.39 x (Sr/Ca)palm (Nov 1981-Mar 1998; R=-0.71; CI > 99%). We derive the oxygen isotopic composition of seawater (d18Osw) by subtracting the Sr/Ca-derived SST contribution from coral d18O following the method outlined in Ren et al. [2003]. Fairbanks et al. [1997] find an empirical linear relationship between d18Osw and SSS in the central tropical Pacific, so we use the d18Osw records to reconstruct SSS variability associated with changes in the hydrological balance. Note- Coral d18O data has been previously published by Cobb et el. (2001). Sr/Ca data from 1981-1998 was used for the Sr/Ca-SST calibration. Coral d18O, Sr/Ca-derived SST and d18Osw data from 1886 to 1998 were used in the trend calculations reported in the paper.
#--------------------
# Publication 
#       Authors: Nurhati, I.S.; Cobb, K.M.; Di Lorenzo, E.
#       Published_Date_or_Year: 2011-07-01      
#       Published_Title: 
#       Journal_Name: 
#       Volume: 
#       Edition: 
#       Issue: 
#       Pages: 
#       DOI: 10.1175/2011JCLI3852.1
#       Online_Resource: 
#       Full_Citation: Nurhati, I.S., K.M. Cobb, and E. Di Lorenzo. 2011. Decadal-scale SST and Salinity Variations in the Central Tropical Pacific: Signatures of Natural and Anthropogenic Climate Change. Journal of Climate, Vol. 24, Issue 13, pp. 3294-3308, July 2011. doi: 10.1175/2011JCLI3852.1 
#       Abstract: Accurate projections of future temperature and precipitation patterns in many regions of the world depend on quantifying anthropogenic signatures in tropical Pacific climate against its rich background of natural variability. However, the detection of anthropogenic signatures in the region is hampered by the lack of continuous, century-long instrumental climate records. This study presents coral-based sea-surface temperature (SST) and salinity proxy records from Palmyra Island in the central tropical Pacific over the 20th century, based on coral Sr/Ca and the oxygen isotopic composition of seawater (d18OSW), respectively. On interannual timescales, the Sr/Ca-based SST record captures both eastern- and central- Pacific warming "flavors" of El Nino-Southern Oscillation (ENSO) variability (R=0.65 and 0.67, respectively). On decadal timescales, the SST proxy record is highly correlated to the North Pacific Gyre Oscillation (NPGO; R=-0.85), reflecting strong dynamical links between the central Pacific warming mode and extratropical decadal climate variability. Decadal-scale salinity variations implied by the coral-based d18OSW record are significantly correlated with the Pacific Decadal Oscillation (PDO; R=0.54). The salinity proxy record is dominated by an unprecedented trend towards lighter d18OSW values since the mid-20th century, implying that a significant freshening has taken place in the region, in line with climate model projections showing enhanced hydrological patterns under greenhouse forcing. Taken together, the new coral records suggest that low-frequency SST and salinity variations in the central tropical Pacific are controlled by different sets of dynamics, and that recent hydrological trends in this region may be related to anthropogenic climate change. 
#------------------
# Funding_Agency 
#       Funding_Agency_Name: 
#       Grant: 
#------------------
# Site_Information 
#       Site_Name: Palmyra Island, Central Pacific
#       Location: Ocean>Pacific Ocean>Central Pacific Ocean
#	Country: United States 
#	Northernmost_Latitude: 5.87
# 	Southernmost_Latitude: 5.87
# 	Easternmost_Longitude: -162.13
# 	Westernmost_Longitude: -162.13
# 	Elevation: -10 m 
#------------------
# Data_Collection   
#	Collection_Name: 11cpac01b
#	Earliest_Year: 1886
#	Most_Recent_Year: 1998
#	Time_Unit: y_ad
#	Core_Length: 3 m
#	Notes: +/- .05 PPM precision on delta18O values and +/- .006 mmol/mol precision on Sr/Ca values and +/- .3 precision on age values. Prevous name- Palmyra2011Poritesd18O_Sr_Ca
#------------------
# Species 
#	Species_Name: Porites lutea 
#	Common_Name: Hump Coral
#------------------
# Chronology: 
# 
# 
#
# 
#
#
# 
#----------------
# Variables 
#
# Data variables follow that are preceded by "##" in columns one and two.
# Data line variables format:  Variables list, one per line, shortname-tab-longname-tab-longname components (9 components: what, material, error, units, seasonality, archive, detail, method, C or N for Character or Numeric data) 
#
##age	age, , ,years AD, , Corals and Sclerosponges, , ,N
##sst	reconstructed sea surface temperature, , , degrees Celcius, ,Climate Reconstructions, , ,N
##d18O_sw	reconstructed delta 18O, sea water, ,permil, ,Climate Reconstructions, ,GV Isoprime-Multiprep mass spectrometer,N
#
#----------------
# Data:
# Data lines follow (have no #)
# Data line format - tab-delimited text, variable short name as header
# Missing Values: NAN 
#
age	sst	d18O_sw
1979.38	28.16	0.63
1979.29	28.68	0.67
1979.21	28.28	0.72
1979.13	27.82	0.72
1979.04	27.78	0.7
1978.96	27.59	0.74
1978.88	28.28	0.84
1978.79	27.48	0.52
1978.71	27.9	0.54
1978.63	28.35	0.62
1978.54	28.51	0.6
1978.46	28.05	0.69
1978.38	28.48	0.78
1978.29	27.94	0.71
1978.21	27.65	0.68
1978.13	27.51	0.69
1978.04	27.82	0.76
1977.96	28.23	0.8
1977.88	28.38	0.74
1977.79	28.68	0.67
1977.71	28.35	0.56
1977.63	28.16	0.57
1977.54	28.59	0.67
1977.46	28.65	0.78
1977.38	28.39	0.81
1977.29	28.39	0.87
1977.21	27.25	0.65
1977.13	27.64	0.71
1977.04	28.05	0.86
1976.96	27.86	0.67
1976.88	27.89	0.56
1976.79	28.34	0.46
1976.71	28.28	0.31
1976.63	28.85	0.39
1976.54	28.39	0.48
1976.46	27.69	0.39
1976.38	27.85	0.74
1976.29	27.31	0.8
1976.21	27.03	0.68
1976.13	26	0.63
1976.04	26.11	0.67
1975.96	26.24	0.64
1975.88	26.95	0.74
1975.79	27.69	0.82
1975.71	27.94	0.88
1975.63	27.57	0.76
1975.54	27.37	0.83
1975.46	27.22	0.79
1975.38	26.87	0.74
1975.29	27.78	0.93
1975.21	27.48	0.85
1975.13	27.56	0.89
1975.04	27.65	0.78
1974.96	27.88	0.83
1974.88	27.48	0.75
1974.79	28.56	0.86
1974.71	28.13	0.57
1974.63	28.79	0.67
1974.54	28.82	0.85
1974.46	28.65	0.88
1974.38	27.82	0.81
1974.29	27.48	0.76
1974.21	27.14	0.84
1974.13	27.88	0.98
1974.04	27.94	1.06
1973.96	28.28	1.14
1973.88	27.82	0.99
1973.79	28.24	1
1973.71	28.23	1.03
1973.63	27.96	0.77
1973.54	27.71	0.83
1973.46	27.4	0.88
1973.38	27.95	0.91
1973.29	28.11	0.87
1973.21	28.28	0.97
1973.13	28.51	1.08
1973.04	28.62	0.89
1972.96	29.13	0.61
1972.88	29.52	0.58
1972.79	29.3	0.49
1972.71	29.11	0.42
1972.63	29.3	0.54
1972.54	28.96	0.66
1972.46	28.62	0.75
1972.38	28.57	0.84
1972.29	27.71	0.86
1972.21	28.23	0.93
1972.13	27.59	0.84
1972.04	27.94	0.87
1971.96	27.71	0.88
1971.88	27.48	0.77
1971.79	28.39	0.86
1971.71	28.34	0.85
1971.63	28.04	0.76
1971.54	28.46	1
1971.46	28.73	1.1
1971.38	27.62	0.93
1971.29	27.85	0.96
1971.21	28.09	1.01
1971.13	28.28	1.09
1971.04	27.48	0.87
1970.96	27.25	0.79
1970.88	27.03	0.7
1970.79	28.22	0.92
1970.71	28.51	0.88
1970.63	28.07	0.76
1970.54	28.14	0.82
1970.46	27.88	0.79
1970.38	27.42	0.74
1970.29	27.5	0.72
1970.21	27.64	0.73
1970.13	27.82	0.81
1970.04	27.78	0.73
1969.96	28.77	0.76
1969.88	29.02	0.57
1969.79	28.73	0.63
1969.71	29.3	0.54
1969.63	28.96	0.35
1969.54	28.96	0.41
1969.46	28.96	0.47
1969.38	28.96	0.53
1969.29	28.9	0.62
1969.21	28.84	0.7
1969.13	28.77	0.78
1969.04	28.43	0.57
1968.96	28.96	0.77
1968.88	28.96	0.65
1968.79	29.76	0.77
1968.71	29.53	0.65
1968.63	29.19	0.66
1968.54	28.71	0.76
1968.46	29.25	0.87
1968.38	29.47	0.98
1968.29	29.16	0.95
1968.21	28.89	0.94
1968.13	27.82	0.66
1968.04	28.56	0.82
1967.96	28.29	0.7
1967.88	28.39	0.73
1967.79	29.1	0.85
1967.71	29.27	0.82
1967.63	28.69	0.66
1967.54	29.3	0.86
1967.46	29	0.78
1967.38	28.53	0.79
1967.29	28.24	0.68
1967.21	28.39	0.76
1967.13	27.86	0.71
1967.04	27.92	0.74
1966.96	27.99	0.72
1966.88	28.25	0.71
1966.79	29.27	0.91
1966.71	29.84	0.85
1966.63	29.51	0.74
1966.54	29.19	0.76
1966.46	29.03	0.8
1966.38	29.16	0.85
1966.29	28.62	0.73
1966.21	28.62	0.77
1966.13	28.72	0.76
1966.04	28.62	0.71
1965.96	28.82	0.82
1965.88	29.08	0.79
1965.79	28.78	0.66
1965.71	29.6	0.76
1965.63	30.04	0.69
1965.54	29.43	0.62
1965.46	29.69	0.76
1965.38	29.08	0.84
1965.29	28.6	0.83
1965.21	28.25	0.77
1965.13	27.55	0.67
1965.04	28.16	0.88
1964.96	28.24	0.91
1964.88	28.05	0.82
1964.79	27.37	0.77
1964.71	27.48	0.61
1964.63	27.99	0.73
1964.54	27.96	0.8
1964.46	28.16	0.83
1964.38	28	0.75
1964.29	27.91	0.84
1964.21	27.89	0.84
1964.13	28.16	0.88
1964.04	28.66	1
1963.96	28.73	0.9
1963.88	29.8	0.91
1963.79	29.21	0.75
1963.71	29.42	0.77
1963.63	29.87	0.84
1963.54	29.08	0.72
1963.46	28.92	0.71
1963.38	28.22	0.75
1963.29	28.68	0.95
1963.21	28.05	0.86
1963.13	27.59	0.73
1963.04	27.97	0.83
1962.96	27.48	0.73
1962.88	28.09	0.83
1962.79	28.45	0.83
1962.71	28.73	0.82
1962.63	28.26	0.65
1962.54	28.19	0.68
1962.46	28.12	0.76
1962.38	28.06	0.86
1962.29	28.25	0.95
1962.21	28.33	1
1962.13	28.09	0.94
1962.04	28.39	0.99
1961.96	27.8	0.84
1961.88	28.48	0.93
1961.79	28.69	1.01
1961.71	28.53	0.96
1961.63	28.85	0.82
1961.54	28.16	0.77
1961.46	28.51	0.88
1961.38	27.94	0.79
1961.29	27.48	0.74
1961.21	28.14	0.87
1961.13	27.59	0.8
1961.04	27.37	0.65
1960.96	27.48	0.64
1960.88	27.57	0.65
1960.79	28.16	0.77
1960.71	28.39	0.86
1960.63	28.79	0.94
1960.54	28.21	0.76
1960.46	27.94	0.72
1960.38	28.28	0.87
1960.29	28.1	0.84
1960.21	27.91	0.75
1960.13	27.71	0.8
1960.04	27.59	0.77
1959.96	27.48	0.71
1959.88	27.78	0.7
1959.79	28.22	0.7
1959.71	27.9	0.55
1959.63	28.11	0.61
1959.54	28.9	0.82
1959.46	28.48	0.75
1959.38	28.36	0.75
1959.29	28.48	0.77
1959.21	28.16	0.74
1959.13	28.73	0.8
1959.04	28.47	0.77
1958.96	28.21	0.65
1958.88	28.73	0.72
1958.79	29.84	0.93
1958.71	29.61	0.86
1958.63	29.38	0.83
1958.54	29.02	0.81
1958.46	28.73	0.71
1958.38	28.89	0.86
1958.29	28.16	0.71
1958.21	28.16	0.75
1958.13	28.13	0.76
1958.04	27.92	0.78
1957.96	27.09	0.48
1957.88	28.36	0.66
1957.79	27.56	0.49
1957.71	28.11	0.53
1957.63	28.05	0.58
1957.54	27.14	0.49
1957.46	27.32	0.58
1957.38	26.93	0.5
1957.29	27.16	0.61
1957.21	27.46	0.79
1957.13	27.46	0.86
1957.04	26.65	0.62
1956.96	27.14	0.71
1956.88	27.37	0.67
1956.79	27.65	0.62
1956.71	27.71	0.66
1956.63	27.86	0.78
1956.54	28.05	0.88
1956.46	27.48	0.77
1956.38	27.99	0.92
1956.29	27.94	0.91
1956.21	27.42	0.83
1956.13	27.82	0.87
1956.04	27.18	0.73
1955.96	28.39	0.87
1955.88	28.39	0.85
1955.79	28.66	0.91
1955.71	28.05	0.8
1955.63	28.02	0.75
1955.54	27.85	0.9
1955.46	27.62	0.91
1955.38	27.52	0.92
1955.29	27.82	0.95
1955.21	27.85	0.93
1955.13	27.55	0.89
1955.04	27.99	0.89
1954.96	28.44	0.87
1954.88	28.7	0.91
1954.79	28.82	0.88
1954.71	28.52	0.77
1954.63	28.73	0.72
1954.54	28.73	0.9
1954.46	28.96	1
1954.38	28.43	0.89
1954.29	28.34	0.93
1954.21	28.39	0.86
1954.13	28.28	0.97
1954.04	27.96	0.93
1953.96	28.01	0.9
1953.88	28.44	0.99
1953.79	28.44	0.96
1953.71	29.19	0.85
1953.63	28.85	0.74
1953.54	28.28	0.68
1953.46	28.85	0.92
1953.38	29	0.96
1953.29	28.51	0.86
1953.21	28.51	0.87
1953.13	27.85	0.94
1953.04	27.97	0.93
1952.96	28.2	0.95
1952.88	28.53	1.03
1952.79	29.19	1.04
1952.71	28.85	0.93
1952.63	28.89	0.91
1952.54	29.03	0.97
1952.46	29.08	0.98
1952.38	28.88	1
1952.29	28.9	0.92
1952.21	28.47	0.93
1952.13	28.43	0.92
1952.04	28.62	0.88
1951.96	28.96	0.9
1951.88	28.85	0.87
1951.79	29.19	0.7
1951.71	29.38	0.69
1951.63	28.92	0.65
1951.54	28.26	0.69
1951.46	28.07	0.71
1951.38	27.94	0.73
1951.29	28.39	1.01
1951.21	28.57	1.04
1951.13	28.39	1.07
1951.04	28.39	1.12
1950.96	28.44	1.1
1950.88	28.66	1.11
1950.79	29.09	1.16
1950.71	29.13	1.1
1950.63	29.29	1.13
1950.54	29.4	1.16
1950.46	29.53	1.17
1950.38	29	1.26
1950.29	28.85	1.23
1950.21	28.28	1.01
1950.13	27.94	1.06
1950.04	27.9	1.07
1949.96	27.75	0.99
1949.88	28.05	1.13
1949.79	28.23	1.06
1949.71	28.51	1.04
1949.63	28.67	1.08
1949.54	29.17	1.23
1949.46	28.62	1.08
1949.38	28.21	0.97
1949.29	27.89	0.96
1949.21	28.13	1
1949.13	28.03	1.03
1949.04	28.73	1.15
1948.96	28.34	0.97
1948.88	28.28	0.8
1948.79	28.79	0.99
1948.71	29.3	0.95
1948.63	28.82	0.84
1948.54	28.51	0.84
1948.46	28.37	0.79
1948.38	27.79	0.82
1948.29	27.31	0.86
1948.21	28.12	1.02
1948.13	27.82	0.9
1948.04	27.45	0.84
1947.96	28.28	1.03
1947.88	28.65	0.97
1947.79	28.62	1
1947.71	28.62	1.02
1947.63	28.62	0.95
1947.54	28.18	0.92
1947.46	28.77	1.02
1947.38	28.67	1.06
1947.29	28.57	0.98
1947.21	28.88	1.08
1947.13	28.58	0.99
1947.04	28.83	0.99
1946.96	29.08	0.92
1946.88	28.96	0.77
1946.79	29.28	0.82
1946.71	29.76	0.74
1946.63	29.42	0.67
1946.54	29.83	0.89
1946.46	29.76	0.86
1946.38	28.6	0.72
1946.29	27.57	0.82
