# Ningaloo Reef Coral Stable Isotope Data
#----------------------------------------------------------------------- 
#                World Data Center for Paleoclimatology, Boulder 
#                                  and 
#                     NOAA Paleoclimatology Program 
#----------------------------------------------------------------------- 
# NOTE: Please cite Publication, and Online_Resource and date accessed when using these data. 
# If there is no publication information, please cite Investigators, Title, and Online_Resource and date accessed. 
#
#
# Online_Resource: https://www.ncdc.noaa.gov/cdo/f?p=519:1:::::P1_STUDY_ID:1867
#
# Original_Source_URL: ftp://ftp.ncdc.noaa.gov/pub/data/paleo/coral/indian_ocean/ningaloo.txt
# 
# Description/Documentation lines begin with #
# Data lines have no #
#
# Archive: Corals and Sclerosponges
#--------------------
# Contribution_Date
#	Date: 2011-10
#--------------------
# Title
#	Study_Name: Ningaloo Reef Coral Stable Isotope Data
#--------------------
# Investigators
#       Investigators: Kuhnert, H.; Pätzold, J.; Wyrwoll, K-H.; Wefer, G.
#--------------------
# Description_and_Notes
#	Description: The data set contains interpolated d18O and d13C in bimonthly temporal resolution for the time period 1878-1994. The material consists of a vertical core from a colony of Porites lutea. Samples for isotopic analyses were taken using a low-speed dental drill. Untreated samples were measured on a Finnigan MAT 251 mass spectrometer.  The age model in the data set is based on the density banding of the skeleton and the seasonality in d18O.
#--------------------
# Publication 
#       Authors: Kuhnert, H.; Pätzold, J.; Wyrwoll, K-H.; Wefer, G.
#       Published_Date_or_Year: 2000  
#       Published_Title: Monitoring climate variability over the past 116 years in coral oxygen isotopes from Ningaloo Reef, Western Australia.
#       Journal_Name: International Journal of Earth Science
#       Volume: 88
#       Edition: 
#       Issue: 
#       Pages: 88
#       DOI: 10.1007/s005310050300
#       Online_Resource: 
#       Full_Citation: Kuhnert, Henning; Pätzold, Jürgen; Wyrwoll, K-H; Wefer, Gerold (2000): Monitoring climate variability over the past 116 years in coral oxygen isotopes from Ningaloo Reef, Western Australia. International Journal of Earth Sciences, 88(4), 725-732, doi:10.1007/s005310050300
#       Abstract: 116-year record of coral skeletal delta18O is presented from a colony of Porites lutea from Ningaloo Reef, western Australia. Interannual variability of sea-surface temperatures (SST) inferred from skeletal delta18O is dominated by a 9.5-year period, and may constitute a characteristic signal of the Leeuwin Current. On long-terms coral skeletal delta18O indicates a near-continuous increase of SST at Ningaloo Reef over one century. The skeletal delta18O time series was checked for the presence of seasonal cooling events resulting from major volcanic eruptions. An ~1 °C cooling is evident following the eruption of Pinatubo in 1991, which reproduces the results of previous investigations. However, only weak or no signals can be related to the eruptions of Krakatau (1883) and Agung (1963).
#------------------
# Funding_Agency 
#       Funding_Agency_Name: Deutsche Forschungsgemeinschaft
#       Grant: Ma 821/11-1
#------------------
# Site_Information 
#       Site_Name: Ningaloo Reef
#       Location: Australia/New Zealand>Australia
#	Country: Australia  
#	Northernmost_Latitude: -21.905 
# 	Southernmost_Latitude: -21.905 
# 	Easternmost_Longitude: 113.965 
# 	Westernmost_Longitude: 113.965 
# 	Elevation: -3.0 m  
#------------------
# Data_Collection   
#	Collection_Name: 00aust01b
#	Earliest_Year: 1878 
#	Most_Recent_Year: 1994 
#	Time_Unit: y_ad 
#	Core_Length: 1.44 m
#	Notes: Internal precisions (1 SD) are 0.02 per mil for delta O-18,and 0.015 per mil for delta C-13. External precisions (1 SD) of an internal laboratory standard (Solnhofen limestone) are 0.07 per mil for delta O-18, and 0.05 per mil for delta C-13. Average sampling density is 6.7 samples per year. The bimonthly data were interpolated with an Excel-macro. Based on couplets of annual density bands and seasonality in d18O. Within each year the highest (least depleted) d18O value was tied to mid-September, which is the coldest month on average.
#------------------
# Species
#	Species_Name: Porites lutea
#	Common_Name: 
#------------------
# Chronology: 
# 
#
# 
#
# 
#
#
#
#----------------
# Variables
#
# Data variables follow that are preceded by "##" in columns one and two.
# Data line variables format:  Variables list, one per line, shortname-tab-longname-tab-longname components (9 components: what, material, error, units, seasonality, archive, detail, method, C or N for Character or Numeric data) 
#
##age	interpolated age, , ,years AD, , Corals and Sclerosponges, , ,N
##d18O	interpolated delta 18 Oxygen, Porites lutea, , permil VPDB, , Corals and Sclerosponges, , instrument: Finnigan MAT 251 mass spectrometer,N
##d13C	interpolated delta 13 Carbon, Porites lutea, , permil VPDB, , Corals and Sclerosponges, , instrument: Finnigan MAT 251 mass spectrometer,N
#
#----------------
# Data:
# Data lines follow (have no #)
# Data line format - tab-delimited text, variable short name as header
# Missing Values: NAN 
#
age	d18O	d13C
1903.75	-4.11	-0.76
1903.92	-4.23	-0.62
1904.08	-4.44	-0.67
1904.25	-4.76	-0.93
1904.42	-4.57	-1.14
1904.58	-4.21	-1.39
1904.75	-4.04	-1.12
1904.92	-4.23	-0.82
1905.08	-4.46	-0.44
1905.25	-4.61	-0.6
1905.42	-4.32	-1.15
1905.58	-4.14	-1.22
1905.75	-4.01	-0.57
1905.92	-4.41	-0.62
1906.08	-4.59	-1.11
1906.25	-4.59	-1.42
1906.42	-4.24	-1.4
1906.58	-4.28	-0.81
1906.75	-4.3	-0.4
1906.92	-4.67	-0.58
1907.08	-4.61	-1.5
1907.25	-4.24	-1.56
1907.42	-4.21	-0.63
1907.58	-4.2	-0.5
1907.75	-4.23	-0.25
1907.92	-4.55	-0.62
1908.08	-4.68	-1.11
1908.25	-4.53	-1.62
1908.42	-4.3	-1.53
1908.58	-4.04	-1.01
1908.75	-3.96	-0.42
1908.92	-4.35	-0.17
1909.08	-4.65	-0.4
1909.25	-4.8	-1.12
1909.42	-4.52	-1.22
1909.58	-4.29	-1.42
1909.75	-4.09	-0.87
1909.92	-4.24	-0.42
1910.08	-4.54	-0.32
1910.25	-4.87	-0.41
1910.42	-4.61	-1.31
1910.58	-4.1	-0.97
1910.75	-4.12	-0.79
1910.92	-4.4	-0.62
1911.08	-4.59	-0.59
1911.25	-4.79	-0.95
1911.42	-4.47	-1.64
1911.58	-4.12	-0.86
1911.75	-4.1	-0.32
1911.92	-4.34	-0.5
1912.08	-4.74	-0.8
1912.25	-4.77	-1.24
1912.42	-4.6	-1.43
1912.58	-4.17	-1.07
1912.75	-4.08	-0.62
1912.92	-4.27	-0.64
1913.08	-4.59	-0.79
1913.25	-4.67	-0.96
1913.42	-4.51	-1.38
1913.58	-3.97	-1.07
1913.75	-3.97	-0.49
1913.92	-4.04	-0.07
1914.08	-4.22	-0.22
1914.25	-4.41	-0.67
1914.42	-4.46	-0.96
1914.58	-4.25	-0.94
1914.75	-4	-0.61
1914.92	-4.1	-0.09
1915.08	-4.35	0.07
1915.25	-4.69	-0.61
1915.42	-4.5	-1.64
1915.58	-4.27	-0.85
1915.75	-4.07	-0.71
1915.92	-4.4	-0.7
1916.08	-4.73	-0.68
1916.25	-4.73	-1.2
1916.42	-4.25	-1.11
1916.58	-4.28	-0.81
1916.75	-4.27	-0.61
1916.92	-4.68	-0.55
1917.08	-4.75	-0.9
1917.25	-4.77	-1.03
1917.42	-4.62	-1.18
1917.58	-4.35	-1
1917.75	-4.18	-0.59
1917.92	-4.41	-0.56
1918.08	-5.13	-0.91
1918.25	-4.83	-0.64
1918.42	-4.58	-0.84
1918.58	-4.28	-0.75
1918.75	-4.2	-0.73
1918.92	-4.34	-0.55
1919.08	-4.68	-0.8
1919.25	-4.82	-0.96
1919.42	-4.73	-1.08
1919.58	-4.45	-0.97
1919.75	-4.17	-0.61
1919.92	-4.23	-0.38
1920.08	-4.31	-0.44
1920.25	-4.54	-0.14
1920.42	-4.64	-0.69
1920.58	-4.19	-0.84
1920.75	-4.25	-0.41
1920.92	-4.59	-0.68
1921.08	-4.87	-0.62
1921.25	-4.97	-0.74
1921.42	-4.81	-1.34
1921.58	-4.33	-0.47
1921.75	-4.1	-0.26
1921.92	-4.24	-0.22
1922.08	-4.37	-0.32
1922.25	-4.51	-0.43
1922.42	-4.33	-0.69
1922.58	-4.07	-0.53
1922.75	-3.98	-0.08
1922.92	-4.41	-0.45
1923.08	-4.77	-0.69
1923.25	-4.76	-1.02
1923.42	-4.5	-1.23
1923.58	-4.17	-0.83
1923.75	-3.92	-0.57
1923.92	-4.33	-0.73
1924.08	-4.6	-0.78
1924.25	-4.72	-0.88
1924.42	-4.64	-1.18
1924.58	-4.34	-1.28
1924.75	-4.17	-0.96
1924.92	-4.29	-0.9
1925.08	-4.68	-0.92
1925.25	-4.83	-0.97
1925.42	-4.78	-1.22
1925.58	-4.42	-1.09
1925.75	-4.19	-0.54
1925.92	-4.42	-0.36
1926.08	-4.91	-0.69
1926.25	-4.96	-1.01
1926.42	-4.63	-1.48
1926.58	-4.39	-1.18
1926.75	-4.34	-0.57
1926.92	-4.51	-0.32
1927.08	-4.63	-0.46
1927.25	-4.78	-0.95
1927.42	-4.67	-1.48
1927.58	-4.29	-1.29
1927.75	-4.26	-0.86
1927.92	-4.37	-0.69
1928.08	-4.52	-0.47
1928.25	-4.92	-0.95
1928.42	-4.8	-1.72
1928.58	-4.31	-1.25
1928.75	-4.06	-0.68
1928.92	-4.28	-0.48
1929.08	-4.7	-0.74
1929.25	-4.91	-1.09
1929.42	-4.68	-1.58
1929.58	-4.05	-1
1929.75	-3.83	-0.41
1929.92	-4.28	-0.42
1930.08	-4.55	-0.87
1930.25	-4.51	-0.99
1930.42	-4.2	-0.79
1930.58	-4.14	-0.55
1930.75	-4.14	-0.13
1930.92	-4.55	-0.08
1931.08	-4.76	-0.56
1931.25	-4.69	-0.95
1931.42	-4.75	-0.63
1931.58	-4.38	-1.06
1931.75	-4.19	-0.85
1931.92	-4.5	-0.33
1932.08	-4.7	-0.53
1932.25	-5.01	-0.89
1932.42	-4.8	-1.46
1932.58	-4.44	-1.17
1932.75	-4.09	-0.76
1932.92	-4.3	-0.09
1933.08	-4.72	-0.52
1933.25	-4.95	-0.75
1933.42	-4.81	-1.17
1933.58	-4.38	-1.45
1933.75	-4	-1.3
1933.92	-4.34	-0.81
1934.08	-4.87	-1.04
1934.25	-5.19	-1.53
1934.42	-5.06	-1.76
1934.58	-4.44	-1.24
1934.75	-4.35	-0.93
1934.92	-4.56	-1.06
1935.08	-4.73	-1.1
1935.25	-4.81	-1.19
1935.42	-4.7	-1.44
1935.58	-4.13	-1.21
1935.75	-4.06	-0.92
1935.92	-4.26	-0.51
1936.08	-4.37	-0.53
1936.25	-4.8	-1.03
1936.42	-4.68	-1.4
1936.58	-4.35	-1.29
1936.75	-4.29	-0.85
1936.92	-4.46	-0.65
1937.08	-4.34	-0.62
1937.25	-4.61	-1.23
1937.42	-4.58	-1.43
1937.58	-4.27	-1.16
1937.75	-4.09	-0.53
1937.92	-4.48	-0.58
1938.08	-4.7	-1
1938.25	-4.92	-1.88
1938.42	-4.85	-2.07
1938.58	-3.99	0.66
1938.75	-4.08	-0.38
1938.92	-4.88	-0.63
1939.08	-4.95	-1.31
1939.25	-4.87	-1.37
1939.42	-4.58	-1.39
1939.58	-4.2	-1.02
1939.75	-4.12	-0.32
1939.92	-4.68	-0.37
1940.08	-4.71	-1.24
1940.25	-4.52	-1.81
1940.42	-4.31	-1.2
1940.58	-4.25	-0.7
1940.75	-4.24	-0.81
1940.92	-4.3	-1.05
1941.08	-4.76	-1.56
1941.25	-4.74	-1.47
1941.42	-4.52	-1.56
1941.58	-4.3	-1.33
1941.75	-4.25	-0.72
1941.92	-4.54	-0.6
1942.08	-4.93	-0.68
1942.25	-4.99	-0.64
1942.42	-4.7	-0.98
1942.58	-4.37	-1.08
1942.75	-4.33	-0.63
1942.92	-4.68	-0.44
1943.08	-5.05	-0.81
1943.25	-5.07	-0.96
1943.42	-4.71	-1.29
1943.58	-4.29	-1.15
1943.75	-4.2	-0.72
1943.92	-4.44	-0.9
1944.08	-4.61	-0.97
1944.25	-4.8	-1.29
1944.42	-4.76	-1.72
1944.58	-4.4	-1.53
1944.75	-4.35	-1.1
1944.92	-4.71	-1.22
1945.08	-5.07	-1.01
1945.25	-5.04	-1.29
1945.42	-4.86	-1.69
1945.58	-4.6	-1.39
1945.75	-4.19	-0.76
1945.92	-4.41	-0.38
1946.08	-4.71	-0.49
1946.25	-4.93	-1.09
1946.42	-5.04	-1.71
1946.58	-4.61	-1.42
1946.75	-4.28	-1.07
1946.92	-4.32	-0.8
1947.08	-4.75	-0.86
1947.25	-5	-0.87
1947.42	-4.88	-1.6
1947.58	-4.26	-1
1947.75	-4.24	-0.7
1947.92	-4.53	-0.84
1948.08	-4.84	-0.44
1948.25	-5.12	-1
1948.42	-4.81	-1.45
1948.58	-4.4	-1.27
1948.75	-4.3	-0.84
1948.92	-4.35	-0.96
1949.08	-4.5	-0.92
1949.25	-4.76	-0.71
1949.42	-4.91	-0.9
1949.58	-4.57	-1.08
1949.75	-4.07	-1
1949.92	-4.28	-0.98
1950.08	-4.41	-0.43
1950.25	-5.04	-0.9
1950.42	-4.74	-1.45
1950.58	-4.32	-1.56
1950.75	-4.37	-0.5
1950.92	-4.52	-0.66
1951.08	-4.57	-0.84
1951.25	-4.89	-1.02
1951.42	-4.49	-1.25
1951.58	-4.04	-0.66
1951.75	-4.08	-0.15
1951.92	-4.65	-0.28
1952.08	-5.08	-0.91
1952.25	-5.07	-1.02
1952.42	-4.68	-1.34
1952.58	-4.38	-1.15
1952.75	-4.37	-0.86
1952.92	-4.43	-0.56
1953.08	-4.52	-0.91
1953.25	-4.79	-1.17
1953.42	-4.74	-1.49
1953.58	-4.45	-1.39
1953.75	-4.22	-0.81
1953.92	-4.33	-0.68
1954.08	-4.59	-0.96
1954.25	-4.94	-0.99
1954.42	-4.82	-1.31
1954.58	-4.52	-1.69
1954.75	-4.23	-1.14
1954.92	-4.49	-0.86
1955.08	-4.66	-1.08
1955.25	-5.06	-0.81
1955.42	-5.03	-1.48
1955.58	-4.55	-1.92
1955.75	-4.23	-0.91
1955.92	-4.31	-0.78
1956.08	-4.67	-0.52
1956.25	-4.91	-0.97
1956.42	-4.87	-1.47
1956.58	-4.62	-1.66
1956.75	-4.4	-1.47
1956.92	-4.51	-1.07
1957.08	-4.62	-0.83
1957.25	-4.99	-1.06
1957.42	-4.85	-1.23
1957.58	-4.5	-1.52
1957.75	-4.21	-1.32
1957.92	-4.5	-0.96
1958.08	-4.97	-0.91
1958.25	-5.09	-1.25
1958.42	-4.82	-1.76
1958.58	-4.44	-1.47
1958.75	-4.31	-0.58
1958.92	-4.7	-0.67
1959.08	-4.77	-1.06
1959.25	-4.59	-1.42
1959.42	-4.48	-0.9
1959.58	-4.44	-1.28
1959.75	-4.43	-0.93
1959.92	-4.71	-1.03
1960.08	-4.73	-1.44
1960.25	-4.56	-1.67
1960.42	-4.36	-1.7
1960.58	-4.2	-1.41
1960.75	-4.15	-0.85
1960.92	-4.29	-0.62
1961.08	-4.73	-0.85
1961.25	-4.75	-1.48
1961.42	-4.66	-2.01
1961.58	-4.24	-1.5
1961.75	-4.14	-0.81
1961.92	-4.52	-0.79
1962.08	-4.87	-1.15
1962.25	-4.95	-1.4
1962.42	-4.92	-1.84
1962.58	-4.54	-1.45
1962.75	-4.41	-0.8
1962.92	-4.86	-0.87
1963.08	-5.12	-0.92
1963.25	-4.98	-1.6
1963.42	-4.61	-1.96
1963.58	-4.38	-1.26
1963.75	-4.41	-0.85
1963.92	-4.63	-0.76
1964.08	-4.86	-1.22
1964.25	-4.86	-1.63
1964.42	-4.7	-1.87
1964.58	-4.51	-1.6
1964.75	-4.19	-0.83
1964.92	-4.76	-0.86
1965.08	-5.02	-1.13
1965.25	-4.94	-1.49
1965.42	-4.66	-1.85
1965.58	-4.28	-1.39
1965.75	-4.27	-1.05
1965.92	-4.47	-0.75
1966.08	-4.74	-1.06
1966.25	-4.82	-1.75
1966.42	-4.72	-2.22
1966.58	-4.39	-1.74
1966.75	-4.16	-1.06
1966.92	-4.55	-0.95
1967.08	-4.93	-0.9
1967.25	-4.97	-1.28
1967.42	-4.96	-1.7
1967.58	-4.68	-1.91
1967.75	-4.21	-1.28
1967.92	-4.35	-0.87
1968.08	-4.43	-1.53
1968.25	-4.69	-1.69
1968.42	-4.62	-1.93
1968.58	-4.32	-1.93
1968.75	-4.18	-0.66
1968.92	-4.63	-0.78
1969.08	-4.88	-1
1969.25	-5	-1.45
1969.42	-4.71	-1.74
1969.58	-4.4	-1.4
1969.75	-4.38	-0.9
1969.92	-4.54	-0.75
1970.08	-4.65	-0.7
1970.25	-4.87	-1.23
1970.42	-4.72	-1.76
1970.58	-4.6	-1.57
1970.75	-4.32	-1.15
1970.92	-4.43	-0.93
1971.08	-4.47	-0.78
1971.25	-4.43	-0.9
1971.42	-4.38	-1.03
1971.58	-4.34	-1.15
1971.75	-4.36	-1.23
1971.92	-4.62	-1.17
1972.08	-5	-1.14
1972.25	-4.92	-1.37
1972.42	-4.7	-1.6
1972.58	-4.46	-1.43
1972.75	-4.3	-1.04
1972.92	-4.44	-1.15
1973.08	-4.73	-0.79
1973.25	-4.97	-1.14
1973.42	-4.8	-1.89
1973.58	-4.42	-1.54
1973.75	-4.31	-0.84
1973.92	-4.51	-0.59
1974.08	-4.78	-0.67
1974.25	-4.95	-1.36
1974.42	-4.91	-1.95
1974.58	-4.47	-1.52
1974.75	-4.4	-0.98
1974.92	-4.62	-0.84
1975.08	-4.95	-0.84
1975.25	-4.96	-1.47
1975.42	-4.54	-1.83
1975.58	-4.37	-1.55
1975.75	-4.35	-1.05
1975.92	-4.47	-0.85
1976.08	-4.63	-0.76
1976.25	-4.91	-1.25
1976.42	-4.85	-1.59
1976.58	-4.54	-1.4
1976.75	-4.32	-1.16
1976.92	-4.57	-0.95
1977.08	-4.89	-0.95
1977.25	-5.01	-0.92
1977.42	-4.73	-1.57
1977.58	-4.38	-1.17
1977.75	-4.18	-0.66
1977.92	-4.31	-0.67
1978.08	-4.65	-0.59
1978.25	-4.74	-1
1978.42	-4.5	-1.1
1978.58	-4.23	-0.71
1978.75	-4.15	-0.48
1978.92	-4.25	-0.38
1979.08	-4.45	-0.29
1979.25	-4.79	-0.58
1979.42	-4.63	-1.47
1979.58	-4.37	-1.26
1979.75	-4.11	-0.26
1979.92	-4.42	-0.45
1980.08	-4.7	-0.67
1980.25	-4.79	-1.03
1980.42	-4.6	-1.29
1980.58	-4.33	-0.72
1980.75	-4.17	-0.26
1980.92	-4.41	-0.19
1981.08	-4.86	-0.44
1981.25	-5.07	-1.35
1981.42	-4.97	-1.85
1981.58	-4.67	-1.53
1981.75	-4.56	-0.49
1981.92	-4.84	-0.61
1982.08	-4.85	-1.1
1982.25	-4.75	-1.32
1982.42	-4.63	-1.5
1982.58	-4.46	-1.51
1982.75	-4.36	-0.64
1982.92	-4.52	-0.78
1983.08	-4.89	-0.79
1983.25	-5.02	-1.21
1983.42	-4.97	-1.92
1983.58	-4.54	-1.54
1983.75	-4.5	-1.22
1983.92	-4.59	-1.2
1984.08	-4.82	-1.14
1984.25	-5.15	-1.4
1984.42	-5.07	-1.86
1984.58	-4.84	-1.88
1984.75	-4.49	-1.62
1984.92	-4.57	-1.47
1985.08	-4.83	-1.3
1985.25	-5.18	-1.98
1985.42	-4.85	-1.94
1985.58	-4.45	-1.5
