# Rock Islands, Palau 215 Year Coral Stable Isotope Data 
#----------------------------------------------------------------------- 
#                World Data Center for Paleoclimatology, Boulder 
#                                  and 
#                     NOAA Paleoclimatology Program 
#----------------------------------------------------------------------- 
# NOTE: Please cite Publication, and Online_Resource and date accessed when using these data. 
# If there is no publication information, please cite Investigators, Title, and Online_Resource and date accessed. 
#
#
# Online_Resource: https://www.ncdc.noaa.gov/cdo/f?p=519:1:::::P1_STUDY_ID:16339
#
# Original_Source_URL: ftp://ftp.ncdc.noaa.gov/pub/data/paleo/coral/west_pacific/palau2014ri.txt
# 
# Description/Documentation lines begin with #
# Data lines have no #
#
# Archive: Corals and Sclerosponges
#--------------------
# Contribution_Date
#	Date: 2014-04-11
#--------------------
# Title
#	Study_Name: Palau 215 Year Coral Stable Isotope Data 
#--------------------
# Investigators
#       Investigators: Osborne, M.C.; Dunbar, R.B.; Mucciarone, D.A.; Druffel, E.R.M.; Sanchez-Cabeza, J.-A.
#--------------------
# Description_and_Notes
#	Description: Description: Palau Stable Isotope Data 1793-2008. Records of past climate and ocean environment derived from stable isotope data. Site name acronyms are as follows: UC = Ulong Channel; RI = Rock Islands
#--------------------
# Publication 
#       Authors: Osborne, M.C.; Dunbar, R.B.; Mucciarone, D.A.; Druffel, E.R.M.; Sanchez-Cabeza, J.-A.
#       Published_Date_or_Year: 2014-04-04
#       Published_Title: A 215-yr coral d18O time series from Palau records dynamics of the West Pacific Warm Pool following the end of the Little Ice Age
#       Journal_Name: Coral Reefs
#       Volume: 
#       Edition: 
#       Issue: 
#       Pages: 
#       DOI: 10.1007/s00338-014-1146-1
#       Online_Resource: http://link.springer.com/article/10.1007/s00338-014-1146-1
#       Full_Citation: Michael C. Osborne, Robert B. Dunbar, David A. Mucciarone, Ellen Druffel, Joan-Albert Sanchez-Cabeza. 2014. A 215-yr coral d18O time series from Palau records dynamics of the West Pacific Warm Pool following the end of the Little Ice Age. Coral Reefs. doi: 10.1007/s00338-014-1146-1
#       Abstract: The West Pacific Warm Pool (WPWP) is a critical region of the global climate system that is closely linked with the El Nino-Southern Oscillation (ENSO). We have generated two monthly resolved coral d18O (d18OCRL) records from a key region of the WPWP, the Republic of Palau (7N, 135E). The isotopic time series span the years 1793-2008 and 1899-2008. During the period of overlap, the two records are well correlated at interannual and annual periods. Multiple lines of evidence demonstrate a strong ENSO signal in Palau d18OCRL. Our records are consistent with previous investigations of twentieth-century tropical Pacific climate variability. We identify a regionally coherent bi-decadal cycle in the WPWP following the termination of the Little Ice Age. The Palau d18OCRL records show long-term trends towards warming/freshening, suggesting a century scale increase in the strength of the hydrologic cycle associated with the WPWP. Our study represents an important addition to the network of tropical paleo-archives.
#------------------
# Funding_Agency 
#       Funding_Agency_Name: IAEA
#       Grant: Project "Nuclear and isotopic studies of the El Nino phenomenon in the ocean"
#------------------
# Site_Information 
#       Site_Name: Rock Islands
#       Location: Ocean>Pacific Ocean>Western Pacific Ocean>Micronesia>Palau
#	Country: Republic of Palau 
#	Northernmost_Latitude: 7.2708 
# 	Southernmost_Latitude: 7.2708 
# 	Easternmost_Longitude: 134.3837 
# 	Westernmost_Longitude: 134.3837 
# 	Elevation:   
#------------------
# Data_Collection   
#	Collection_Name: 14pala01a 
#	Earliest_Year: 1899
#	Most_Recent_Year: 2008
#	Time_Unit: y_ad
#	Core_Length: 
#	Notes: Palau2014RI
#------------------
# Species
#	Species_Name: Porites sp.
#	Common_Name: 
#------------------
# Chronology: 
# 
#
# 
#
# 
#
#
#
#----------------
# Variables 
#
# Data variables follow that are preceded by "##" in columns one and two.
# Data line variables format:  Variables list, one per line, shortname-tab-longname-tab-longname components (9 components: what, material, error, units, seasonality, archive, detail, method, C or N for Character or Numeric data) 
#
##age	age, , ,y_ad, , Corals and Sclerosponges, , ,N
##d18O	delta 18 Oxygen, Porites sp., , permil VPDB, , Corals and Sclerosponges, , ,N
##d13C	delta 13 Carbon, Porites sp., , permil VPDB, , Corals and Sclerosponges, , ,N
#
#----------------
# Data:
# Data lines follow (have no #)
# Data line format - tab-delimited text, variable short name as header
# Missing Values: NAN
#
age	d18O	d13C
2008.17	-5.794781242	-3.016838541
2008.08	-5.978945492	-2.948039925
2008	-6.096813052	-3.003235329
2007.92	-6.189766077	-2.93778631
2007.83	-6.126944	-2.752870257
2007.75	-6.232339943	-2.631155038
2007.67	-6.039877836	-2.621407857
2007.58	-5.975032571	-3.074462985
2007.5	-5.832446847	-2.382190014
2007.42	-5.722238187	-2.546326452
2007.33	-5.586108717	-2.559692395
2007.25	-5.680000571	-2.610560889
2007.17	-5.594289337	-2.710866203
2007.08	-5.889295641	-2.990420059
2007	-5.874869629	-2.931711646
2006.92	-5.958258186	-2.847681036
2006.83	-6.04080473	-2.416654344
2006.75	-5.88276683	-2.595262216
2006.67	-6.020741497	-2.733731737
2006.58	-5.958855317	-2.702055223
2006.5	-5.977976143	-2.77881199
2006.42	-6.150682961	-2.774580708
2006.33	-5.896842897	-2.718670149
2006.25	-5.757511489	-2.591863379
2006.17	-5.760656868	-2.773937216
2006.08	-5.884199339	-2.961714828
2006	-5.960108791	-2.932319632
2005.92	-6.004040333	-3.115140746
2005.83	-6.105706249	-2.826466789
2005.75	-6.041583921	-2.81886758
2005.67	-6.122967489	-2.934575999
2005.58	-5.998509366	-3.469148504
2005.5	-6.050286804	-3.344084015
2005.42	-6.105028292	-2.993859864
2005.33	-5.755174671	-2.774151554
2005.25	-5.630388458	-2.719898274
2005.17	-5.527107273	-3.102179756
2005.08	-5.783297179	-3.221780681
2005	-5.938805614	-3.170982113
2004.92	-5.909718255	-2.653243113
2004.83	-5.938470398	-2.952396622
2004.75	-5.856927198	-2.801480618
2004.67	-5.999847923	-2.740408649
2004.58	-5.982802085	-3.141082416
2004.5	-5.785281693	-2.80235671
2004.42	-5.738499688	-2.794433817
2004.33	-5.718897854	-2.742560139
2004.25	-5.769676719	-2.743337908
2004.17	-5.583624609	-2.214209164
2004.08	-5.893346903	-2.570892521
2004	-5.949346688	-2.898153591
2003.92	-5.911282969	-3.047828523
2003.83	-5.917849274	-2.936202341
2003.75	-5.849399615	-2.80492439
2003.67	-5.890368019	-2.834103336
2003.58	-5.728957433	-3.201951011
2003.5	-5.810478318	-2.91763138
2003.42	-5.696997338	-2.679340032
2003.33	-5.537444762	-2.598637042
2003.25	-5.464058648	-2.762438319
2003.17	-5.356437241	-2.809450855
2003.08	-5.514128185	-3.015328077
2003	-5.709622429	-2.872349445
2002.92	-5.82836643	-2.745931616
2002.83	-5.864811058	-2.74440922
2002.75	-5.785953127	-2.494967344
2002.67	-5.732575928	-2.826250782
2002.58	-5.970745962	-2.590540344
2002.5	-5.880034857	-2.961881757
2002.42	-5.907226656	-3.236988939
2002.33	-5.72183543	-2.667897975
2002.25	-5.709812158	-2.559282943
2002.17	-5.427917515	-2.200103989
2002.08	-5.735246904	-3.040828095
2002	-5.850216523	-3.189280459
2001.92	-5.951625387	-2.986886036
2001.83	-6.033883016	-2.733854632
2001.75	-5.953572469	-2.395757069
2001.67	-5.961175953	-2.397991171
2001.58	-6.089624856	-2.960449438
2001.5	-6.0892929	-3.326571343
2001.42	-5.985213706	-2.964546073
2001.33	-5.848012571	-2.716516717
2001.25	-5.939682379	-2.31042083
2001.17	-5.782698666	-2.494051089
2001.08	-5.955752212	-2.536787328
2001	-5.873419488	-2.641708723
2000.92	-6.01752524	-2.714688961
2000.83	-6.024500627	-2.887355715
2000.75	-6.058684729	-2.891958109
2000.67	-6.067272764	-2.61951771
2000.58	-6.097495787	-2.692458463
2000.5	-5.944682648	-2.488774534
2000.42	-5.936830608	-2.71952355
2000.33	-5.896685518	-2.311877001
2000.25	-5.937380929	-2.682245944
2000.17	-5.800581728	-2.175595989
2000.08	-5.877657108	-2.396269538
2000	-5.902244362	-2.531519563
1999.92	-6.003132519	-2.700049099
1999.83	-6.053526679	-2.479099939
1999.75	-5.974663127	-2.227983688
1999.67	-6.098063456	-2.439920366
1999.58	-6.008541294	-2.551627939
1999.5	-5.939294845	-2.379952627
1999.42	-5.935745748	-2.832629788
1999.33	-5.827670065	-2.594809124
1999.25	-5.872015144	-2.443941996
1999.17	-5.685066734	-2.050554743
1999.08	-5.793351217	-2.638961604
