# New Caledonia Porites Coral Paleothermometry Assessment Data
#----------------------------------------------------------------------- 
#                World Data Center for Paleoclimatology, Boulder 
#                                  and 
#                     NOAA Paleoclimatology Program 
#----------------------------------------------------------------------- 
# NOTE: Please cite Publication, and Online_Resource and date accessed when using these data. 
# If there is no publication information, please cite Investigators, Title, and Online_Resource and date accessed. 
#
#
# Online_Resource: https://www.ncdc.noaa.gov/cdo/f?p=519:1:::::P1_STUDY_ID:1917
#
# Original_Source_URL: ftp://ftp.ncdc.noaa.gov/pub/data/paleo/coral/west_pacific/amedee2004.txt
# 
# Description/Documentation lines begin with #
# Data lines have no #
#
# Archive: Corals and Sclerosponges
#--------------------
# Contribution_Date
#	Date: 2005-03
#--------------------
# Title
#	Study_Name: New Caledonia Porites Coral Paleothermometry Assessment Data
#--------------------
# Investigators
#       Investigators: Stephans, C.; Quinn, T.M.; Taylor, F.W.; Correge, T.
#--------------------
# Description_and_Notes
#	Description: Porites lutea cores were collected in 1992 by Fred Taylor, Jamie Austin, Yvan Join and  John Butscher.  The isotope data were analyzed at the University of South Florida  College of Marine Science, on a Finnigan Delta Plus XL mass spectrometer and attached  Kiel Carbonate Device with an analytical precision of 0.04 per mil for carbon and 0.08  per mil for oxygen (1 sigma) determined by repeated measurements of NBS 19 relative to VPDB.   The elemental data were analyzed on a Perkin Elmer Optima 4300DV ICP-OES following the  drift-correction methods of Schrag (1999).  Analytical precision (1 sigma) for the Sr/Ca  determinations is 0.2 % (0.018 mmol/mol), based on a laboratory standard solution of  dissolved Porites lutea. Depth series were converted to time series using AnalySeries  software (Paillard et al., 1996) to match Sr/Ca minima to SST maxima and vise versa.  Stable isotopic and Sr/Ca determinations on samples from Cores 99-PAA, 92-PAC and 92-PAD  were made at USF.  Stable isotopic determinations on samples from core 92-PAA made at the  University of Michigan.  Sr/Ca determinations on samples from core 92-PAA made at the  University of California-Santa Cruz. 
#--------------------
# Publication 
#       Authors: Stephans, C.; Quinn, T.M.; Taylor, F.W.; Correge, T.
#       Published_Date_or_Year: 2004     
#       Published_Title: Assessing the Reproducibility of Coral-based Climate Records.
#       Journal_Name: Geophysical Research Letters
#       Volume: 31
#       Edition: 
#       Issue: L18210
#       Pages: 
#       DOI: 10.1029/2004GL020343
#       Online_Resource: 
#       Full_Citation: Stephans, C., T.M. Quinn, F. Taylor, and T. Correge. 2004. Assessing the Reproducibility of Coral-based Climate Records.  Geophysical Research Letters, 31,18, L18210, 10.1029/2004GL020343, 2004
#       Abstract: We perform replication tests using monthly variations in Sr/Ca and d18O in  four cores from three Porites lutea coral heads from New Caledonia to assess  the reproducibility of coral-based climate records.  Coral Sr/Ca (d18O) records  are well correlated to each other and to the instrumental SST record (1967-1992),  especially in terms of differences in the mean values of 25-year SST records  (~0.2C, Sr/Ca-SST; 0.6C, d18O-SST).  The average error associated with the  coral Sr/Ca-SST (d18O-SST) of any particular month, season or year is ~0.8C  (1.1C), 0.6C (0.8C) and 0.5C (0.6C), respectively.  "Stacking" or averaging  the individual proxy records reduces the error between observed and predicted SST,  although the reduction is small for coral Sr/Ca.  Excellent reproducibility among  the coral proxies implies that reliable climate records can be generated from a  single coral core and that coral Sr/Ca-SST records are not compromised, beyond  the errors stated herein, by non-temperature-related biological effects.
#------------------
# Funding_Agency 
#       Funding_Agency_Name: 
#       Grant: 
#------------------
# Site_Information 
#       Site_Name: Amedee Island, New Caledonia
#       Location: Ocean>Pacific Ocean>South Pacific Ocean>Melanesia>New Caledonia
#	Country: New Caledonia 
#	Northernmost_Latitude: -22.48 
# 	Southernmost_Latitude: -22.48 
# 	Easternmost_Longitude: 166.47  
# 	Westernmost_Longitude: 166.47  
# 	Elevation: -3 m  
#------------------
# Data_Collection   
#	Collection_Name: 04newc06a 
#	Earliest_Year: 1967 
#	Most_Recent_Year: 1992 
#	Time_Unit: Years AD 
#	Core_Length:
#	Notes: Four-core stack from cores 92PAC (from 04newc01a), 92PAD (from 04newc02a), 99PAA (from 04newc03a), and 92PAA (from 04newc04a). These data have been updated by DeLong et al. 2012. Please see file: ftp://ftp.ncdc.noaa.gov/pub/data/paleo/coral/west_pacific/amedee2012.txt 
#------------------
# Species
#	Species_Name: Porites lutea
#	Common_Name: 
#------------------
# Chronology: 
# 
#
# 
#
# 
#
#
# 	
#----------------	
# Variables 
#
# Data variables follow that are preceded by "##" in columns one and two.
# Data line variables format:  Variables list, one per line, shortname-tab-longname-tab-longname components (9 components: what, material, error, units, seasonality, archive, detail, method, C or N for Character or Numeric data) 
#
##age_AD	age, , ,years AD, , Corals and Sclerosponges, , ,N
##d18o_stk	delta 18 Oxygen, Porites lutea, , per mil VPDB, , Corals and Sclerosponges, , ,N 				
##Sr/Ca_stk	Strontium/Calcium, Porites lutea, ,mmol/mol, ,Corals and Sclerosponges, , ,N 
##d13c_stk	delta 13 Carbon, Porites lutea, , per mil VPDB, , Corals and Sclerosponges, , ,N
#
#----------------
# Data:
# Data lines follow (have no #)
# Data line format - tab-delimited text, variable short name as header
# Missing Values: NAN 
#
age_AD	d18o_stk	Sr/Ca_stk	d13c_stk
1978.292	-4.58	9.1	-1.06
1978.375	-4.47	9.15	-1.16
1978.458	-4.29	9.22	-1.13
1978.542	-4.07	9.29	-1.09
1978.625	-3.94	9.31	-0.92
1978.708	-3.96	9.28	-0.78
1978.792	-4.13	9.22	-0.78
1978.875	-4.35	9.15	-0.87
1978.958	-4.45	9.11	-0.99
1979.042	-4.53	9.08	-1.04
1979.125	-4.56	9.05	-1.09
1979.208	-4.52	9.07	-1.03
1979.292	-4.45	9.12	-1.3
1979.375	-4.32	9.19	-1.23
1979.458	-4.1	9.24	-1.14
1979.542	-3.93	9.29	-1.02
1979.625	-3.86	9.32	-0.91
1979.708	-3.94	9.29	-0.91
1979.792	-4.06	9.21	-0.93
1979.875	-4.31	9.13	-0.96
1979.958	-4.58	9.05	-1.05
1980.042	-4.72	9.01	-1.05
1980.125	-4.78	8.98	-1.09
1980.208	-4.65	9.04	-1.18
1980.292	-4.49	9.14	-1.22
1980.375	-4.37	9.19	-1.19
1980.458	-4.23	9.23	-1.11
1980.542	-4.01	9.29	-0.94
1980.625	-3.93	9.33	-0.84
1980.708	-4.04	9.28	-0.91
1980.792	-4.22	9.23	-0.96
1980.875	-4.37	9.16	-1.05
1980.958	-4.5	9.1	-1.07
1981.042	-4.71	9.04	-1.02
1981.125	-4.78	9	-0.98
1981.208	-4.72	9.04	-1.07
1981.292	-4.55	9.11	-1.19
1981.375	-4.19	9.21	-1.02
1981.458	-4.02	9.3	-0.92
1981.542	-3.9	9.32	-0.92
1981.625	-3.97	9.31	-0.96
1981.708	-4.09	9.28	-0.96
1981.792	-4.25	9.22	-1.02
1981.875	-4.46	9.16	-1.13
1981.958	-4.65	9.09	-1.1
1982.042	-4.72	9.02	-1.03
1982.125	-4.76	9.01	-1.15
1982.208	-4.72	9.06	-1.14
1982.292	-4.57	9.11	-1.12
1982.375	-4.39	9.16	-1.15
1982.458	-4.18	9.24	-1.2
1982.542	-3.97	9.31	-1.12
1982.625	-3.84	9.36	-0.99
1982.708	-3.89	9.36	-0.91
1982.792	-4.11	9.31	-0.87
1982.875	-4.31	9.23	-0.99
1982.958	-4.52	9.15	-1.09
1983.042	-4.66	9.08	-1.05
1983.125	-4.73	9.07	-1.08
1983.208	-4.71	9.08	-1.08
1983.292	-4.66	9.1	-1.22
1983.375	-4.45	9.16	-1.29
1983.458	-4.2	9.21	-1.21
1983.542	-4	9.3	-1.12
1983.625	-3.93	9.33	-1.05
1983.708	-4.1	9.28	-1.03
1983.792	-4.25	9.21	-1.09
1983.875	-4.31	9.18	-1.1
1983.958	-4.42	9.15	-1.07
1984.042	-4.48	9.13	-1.14
1984.125	-4.56	9.12	-1.24
1984.208	-4.58	9.1	-1.27
1984.292	-4.51	9.12	-1.22
1984.375	-4.34	9.17	-1.24
1984.458	-4.11	9.24	-1.19
1984.542	-3.92	9.29	-1.17
1984.625	-3.89	9.33	-1.13
1984.708	-3.97	9.3	-1.19
1984.792	-4.1	9.27	-1.18
1984.875	-4.31	9.2	-1.14
1984.958	-4.63	9.09	-1.15
1985.042	-4.78	9.01	-1.13
1985.125	-4.81	9	-1.16
1985.208	-4.72	9.01	-1.27
1985.292	-4.73	9.03	-1.22
1985.375	-4.62	9.09	-1.35
1985.458	-4.33	9.17	-1.38
1985.542	-4.06	9.27	-1.3
1985.625	-3.9	9.33	-1.04
1985.708	-4.06	9.28	-1.02
1985.792	-4.29	9.21	-1.08
1985.875	-4.55	9.13	-1.18
1985.958	-4.78	9.04	-1.26
1986.042	-4.83	9	-1.32
1986.125	-4.88	9.02	-1.38
1986.208	-4.76	9.08	-1.31
1986.292	-4.65	9.12	-1.33
1986.375	-4.5	9.17	-1.35
1986.458	-4.37	9.21	-1.37
1986.542	-4.22	9.27	-1.29
1986.625	-4.06	9.32	-1.15
1986.708	-3.96	9.34	-1.02
1986.792	-4.11	9.3	-0.93
1986.875	-4.3	9.21	-0.87
1986.958	-4.43	9.15	-0.94
1987.042	-4.51	9.09	-1.06
1987.125	-4.62	9.08	-1.15
1987.208	-4.65	9.06	-1.22
1987.292	-4.51	9.08	-1.15
1987.375	-4.36	9.13	-1.16
1987.458	-4.27	9.2	-1.22
1987.542	-4.13	9.26	-1.27
1987.625	-4.01	9.3	-1.1
1987.708	-3.99	9.29	-1.01
1987.792	-4.1	9.25	-0.94
1987.875	-4.28	9.18	-0.91
1987.958	-4.41	9.12	-0.99
1988.042	-4.47	9.06	-1.18
1988.125	-4.54	9.05	-1.23
1988.208	-4.5	9.08	-1.26
1988.292	-4.48	9.1	-1.35
1988.375	-4.37	9.12	-1.44
1988.458	-4.23	9.18	-1.45
1988.542	-4.13	9.25	-1.38
1988.625	-4.08	9.28	-1.25
1988.708	-4.1	9.25	-1.15
1988.792	-4.25	9.18	-1.2
1988.875	-4.44	9.09	-1.31
1988.958	-4.66	9.05	-1.42
1989.042	-4.75	9.01	-1.39
1989.125	-4.77	9.02	-1.27
1989.208	-4.68	9.07	-1.35
1989.292	-4.64	9.13	-1.5
1989.375	-4.54	9.17	-1.51
1989.458	-4.43	9.2	-1.4
