# North Greenland Ice Core Project Oxygen Isotope Data
#-----------------------------------------------------------------------
#               World Data Center for Paleoclimatology, Boulder
#                                  and
#                     NOAA Paleoclimatology Program
#-----------------------------------------------------------------------
# NOTE: Please cite original reference when using these data,
# If there is no publication information, please cite Investigators, Title, and Online_Resource and date accessed
#
#
#
# Online_Resource: http://hurricane.ncdc.noaa.gov/pls/paleox/f?p=519:1:::::P1_study_id:2481
#
# Original_Source_URL: ftp://ftp.ncdc.noaa.gov/pub/data/paleo/icecore/greenland/summit/ngrip/isotopes/ngrip-d18o-50yr.txt
#
# Description/Documentation lines begin with #
# Data lines have no #
#
# Archive: Ice Cores
# --------------------
# Contribution_date
#	Date: 2004
# --------------------
# Title 
#	Study_Name: North Greenland Ice Core Project Oxygen Isotope Data
# --------------------
# Investigators
#	Investigators:  North Greenland Ice Core Project members
# --------------------
# Description_and_Notes
# 	Description: High resolution Climate Record of the Northern Hemisphere back into the last Interglacial Period.  North Greenland Ice-Core Project (NorthGRIP) Members.
#
#	The North Greenland Ice Core Project (NGRIP) site is located at 75.10 °N and 42.32 °W, elevation of 2,917 m, ice thickness of 3,085 m.  The NGRIP drilling started in 1996, and bedrock was reached in July 2003.
#
#	In this text file we list the NGRIP oxygen 18 values as 50 year mean values
#	using the same preliminary age scale as in Figure 2c of the accompanying paper.
#	Data was measured against VSMOW at the Niels Bohr Institute for Astronomy,
#	Physics and Geophysics, Department of Geophysics, University of Copenhagen.
#	Accuracy of individual measurements is 0.07 permille.
#	The initial isotope data series is based on 5 cm continuous sampling from
#	surface to bottom of the core, or 61100 individual measurements.
#
#	Improved dating of the NGRIP core and additional data will be posted on our web site http://www.glaciology.gfy.ku.dk/ngrip/index_eng.htm when it becomes available.
#	
# --------------------
# Publication
#	Authors: North Greenland Ice Core Project Members
#	Published_Date_or_Year: 2004-09-09
#	Published_Title: High-resolution record of Northern Hempisphere climate extending into the last interglacial period
#	Journal_Name: Nature
#	Volume: 431			
#	Edition: 	
#	Issue: 7005
#	Pages: 147-151
#	DOI: 
#	Online_Resource: 
#	Full_Citation:  
#	Abstract: Two deep ice cores from central Greenland, drilled in the 1990s, have 
played a key role in climate reconstructions of the Northern Hemisphere, 
but the oldest sections of the cores were disturbed in chronology owing to 
ice folding near the bedrock. Here we present an undisturbed climate record 
from a North Greenland ice core, which extends back to 123,000 years before 
the present, within the last interglacial period. The oxygen isotopes in 
the ice imply that climate was stable during the last interglacial period, 
with temperatures 5C warmer than today. We find unexpectedly large temperature 
differences between our new record from northern Greenland and the undisturbed 
sections of the cores from central Greenland, suggesting that the extent of 
ice in the Northern Hemisphere modulated the latitudinal temperature gradients 
in Greenland. This record shows a slow decline in temperatures that marked the 
initiation of the last glacial period. Our record reveals a hitherto unrecognized 
warm period initiated by an abrupt climate warming about 115,000 years ago, 
before glacial conditions were fully developed. This event does not appear 
to have an immediate Antarctic counterpart, suggesting that the climate 
see-saw between the hemispheres (which dominated the last glacial period) 
was not operating at this time.
# --------------------
# Funding_Agency
#	Funding_Agency_Name: 
#	Grant:
# --------------------
# Site_Information
#	Site_Name: 
#	Location: North America>Greenland
#	Country: 
#	Northernmost_Latitude: 70.166 
#	Southernmost_Latitude: 70.166
#	Easternmost_Longitude: 42.533
#	Westernmost_Longitude: 42.533
#	Elevation: 3085 m
# --------------------
# Data_Collection
#	Collection_Name: 04NGRI02
#	Earliest_Year: 122950
#	Most_Recent_Year: 0
#	Time Unit: years before 2000 AD
#
# --------------------
# Variables
#
# Data variables follow that are preceded by "##" in columns one and two.
# Data line variables format:  Variables list, one per line, shortname-tab-longname-tab-longname components (9 components: what, material, error, units, seasonality, archive, detail, method, C or N for Character or Numeric data) 
#
##yr_b2k	Age,,,years before 2000 AD,,,,,N
##d18o		d18o,,,per mil SMOW,,ice cores,,,N
#
# --------------------
# Data:
# Data lines follow (have no #)
# Data line format - tab-delimited text, variable short name as header
# Missing values: NAN
#
yr_b2k	d18O
4650.00 	-34.87
4650.00 	-35.05
4700.00 	-35.05
4700.00 	-34.78
4750.00 	-34.78
4750.00 	-34.6
4800.00 	-34.6
4800.00 	-34.85
4850.00 	-34.85
4850.00 	-34.74
4900.00 	-34.74
4900.00 	-34.4
4950.00 	-34.4
4950.00 	-34.72
5000.00 	-34.72
5000.00 	-34.76
5050.00 	-34.76
5050.00 	-34.65
5100.00 	-34.65
5100.00 	-34.98
5150.00 	-34.98
5150.00 	-34.41
5200.00 	-34.41
5200.00 	-34.68
5250.00 	-34.68
5250.00 	-35.09
5300.00 	-35.09
5300.00 	-34.97
5350.00 	-34.97
5350.00 	-35.02
5400.00 	-35.02
5400.00 	-34.64
5450.00 	-34.64
5450.00 	-34.56
5500.00 	-34.56
5500.00 	-34.51
5550.00 	-34.51
5550.00 	-34.82
5600.00 	-34.82
5600.00 	-34.63
5650.00 	-34.63
5650.00 	-35.09
5700.00 	-35.09
5700.00 	-34.75
5750.00 	-34.75
5750.00 	-34.62
5800.00 	-34.62
5800.00 	-34.82
5850.00 	-34.82
5850.00 	-34.22
5900.00 	-34.22
5900.00 	-34.73
5950.00 	-34.73
5950.00 	-34.96
6000.00 	-34.96
6000.00 	-34.93
6050.00 	-34.93
6050.00 	-34.83
6100.00 	-34.83
6100.00 	-34.4
6150.00 	-34.4
6150.00 	-34.81
6200.00 	-34.81
6200.00 	-34.77
6250.00 	-34.77
6250.00 	-34.8
6300.00 	-34.8
6300.00 	-34.78
6350.00 	-34.78
6350.00 	-34.65
6400.00 	-34.65
6400.00 	-34.35
6450.00 	-34.35
6450.00 	-34.55
6500.00 	-34.55
6500.00 	-35.08
6550.00 	-35.08
6550.00 	-34.47
6600.00 	-34.47
6600.00 	-34.61
6650.00 	-34.61
6650.00 	-34.54
6700.00 	-34.54
6700.00 	-34.51
6750.00 	-34.51
6750.00 	-34.72
6800.00 	-34.72
6800.00 	-34.66
6850.00 	-34.66
6850.00 	-34.54
6900.00 	-34.54
6900.00 	-34.77
6950.00 	-34.77
6950.00 	-34.6
7000.00 	-34.6
7000.00 	-34.79
7050.00 	-34.79
7050.00 	-34.7
7100.00 	-34.7
7100.00 	-34.81
7150.00 	-34.81
7150.00 	-34.82
7200.00 	-34.82
7200.00 	-34.61
7250.00 	-34.61
7250.00 	-34.91
7300.00 	-34.91
7300.00 	-34.69
7350.00 	-34.69
7350.00 	-34.43
7400.00 	-34.43
7400.00 	-34.41
7450.00 	-34.41
7450.00 	-34.52
7500.00 	-34.52
7500.00 	-34.69
7550.00 	-34.69
7550.00 	-34.23
7600.00 	-34.23
7600.00 	-34.33
7650.00 	-34.33
7650.00 	-34.39
7700.00 	-34.39
7700.00 	-34.42
7750.00 	-34.42
7750.00 	-34.06
7800.00 	-34.06
7800.00 	-34.25
7850.00 	-34.25
7850.00 	-34.89
7900.00 	-34.89
7900.00 	-34.54
7950.00 	-34.54
7950.00 	-34.13
8000.00 	-34.13
8000.00 	-34.63
8050.00 	-34.63
8050.00 	-34.65
8100.00 	-34.65
8100.00 	-35.51
8150.00 	-35.51
8150.00 	-35.98
8200.00 	-35.98
8200.00 	-35.39
8250.00 	-35.39
8250.00 	-34.6
8300.00 	-34.6
8300.00 	-34.69
8350.00 	-34.69
8350.00 	-35.13
8400.00 	-35.13
8400.00 	-34.77
8450.00 	-34.77
8450.00 	-34.6
8500.00 	-34.6
8500.00 	-34.71
8550.00 	-34.71
8550.00 	-34.46
8600.00 	-34.46
8600.00 	-35.12
8650.00 	-35.12
8650.00 	-34.75
8700.00 	-34.75
8700.00 	-34.82
8750.00 	-34.82
8750.00 	-35.05
8800.00 	-35.05
8800.00 	-34.67
8850.00 	-34.67
8850.00 	-34.3
8900.00 	-34.3
8900.00 	-34.71
8950.00 	-34.71
8950.00 	-34.66
9000.00 	-34.66
9000.00 	-35.22
9050.00 	-35.22
9050.00 	-34.78
9100.00 	-34.78
9100.00 	-34.49
9150.00 	-34.49
9150.00 	-34.81
9200.00 	-34.81
9200.00 	-35.48
9250.00 	-35.48
9250.00 	-35.41
9300.00 	-35.41
9300.00 	-34.78
9350.00 	-34.78
9350.00 	-34.87
9400.00 	-34.87
9400.00 	-35.12
9450.00 	-35.12
9450.00 	-34.83
9500.00 	-34.83
9500.00 	-34.91
9550.00 	-34.91
9550.00 	-34.86
9600.00 	-34.86
9600.00 	-34.86
9650.00 	-34.86
9650.00 	-34.7
9700.00 	-34.7
9700.00 	-34.64
9750.00 	-34.64
9750.00 	-35.15
9800.00 	-35.15
9800.00 	-34.99
9850.00 	-34.99
9850.00 	-35.13
9900.00 	-35.13
9900.00 	-34.93
9950.00 	-34.93
9950.00 	-35.29
10000.00 	-35.29
10000.00 	-35.25
10050.00 	-35.25
10050.00 	-35.24
10100.00 	-35.24
10100.00 	-35.38
10150.00 	-35.38
10150.00 	-36.27
10200.00 	-36.27
10200.00 	-35.73
10250.00 	-35.73
10250.00 	-36.18
10300.00 	-36.18
10300.00 	-36.22
10350.00 	-36.22
10350.00 	-36.09
10400.00 	-36.09
10400.00 	-35.7
10450.00 	-35.7
10450.00 	-35.9
10500.00 	-35.9
10500.00 	-36.3
10550.00 	-36.3
10550.00 	-35.62
10600.00 	-35.62
10600.00 	-36.17
10650.00 	-36.17
10650.00 	-36.31
10700.00 	-36.31
10700.00 	-36.54
10750.00 	-36.54
10750.00 	-37.36
10800.00 	-37.36
10800.00 	-37.23
10850.00 	-37.23
10850.00 	-36.99
10900.00 	-36.99
10900.00 	-36.7
10950.00 	-36.7
10950.00 	-36.78
11000.00 	-36.78
11000.00 	-36.73
11050.00 	-36.73
11050.00 	-37.48
11100.00 	-37.48
11100.00 	-36.51
11150.00 	-36.51
11150.00 	-36.96
11200.00 	-36.96
11200.00 	-37.44
11250.00 	-37.44
11250.00 	-37.98
11300.00 	-37.98
11300.00 	-38.03
11350.00 	-38.03
11350.00 	-37.13
11400.00 	-37.13
11400.00 	-36.77
11450.00 	-36.77
11450.00 	-36.7
11500.00 	-36.7
11500.00 	-38.99
11550.00 	-38.99
11550.00 	-40.22
11600.00 	-40.22
11600.00 	-40.22
11650.00 	-40.22
11650.00 	-39.71
11700.00 	-39.71
11700.00 	-40.84
11750.00 	-40.84
11750.00 	-41.04
11800.00 	-41.04
11800.00 	-40.41
11850.00 	-40.41
11850.00 	-39.95
11900.00 	-39.95
11900.00 	-41.22
11950.00 	-41.22
11950.00 	-41.38
12000.00 	-41.38
12000.00 	-40.63
12050.00 	-40.63
12050.00 	-40.39
12100.00 	-40.39
12100.00 	-40.76
12150.00 	-40.76
12150.00 	-41.37
12200.00 	-41.37
12200.00 	-40.97
12250.00 	-40.97
12250.00 	-41.06
12300.00 	-41.06
12300.00 	-40.54
12350.00 	-40.54
12350.00 	-40.82
12400.00 	-40.82
12400.00 	-41.67
12450.00 	-41.67
12450.00 	-41.11
12500.00 	-41.11
12500.00 	-42.21
12550.00 	-42.21
12550.00 	-40.86
12600.00 	-40.86
12600.00 	-40.18
12650.00 	-40.18
12650.00 	-39.53
12700.00 	-39.53
12700.00 	-39.03
12750.00 	-39.03
12750.00 	-38.76
12800.00 	-38.76
12800.00 	-39.38
12850.00 	-39.38
12850.00 	-39.88
12900.00 	-39.88
12900.00 	-40.07
12950.00 	-40.07
12950.00 	-41.07
13000.00 	-41.07
13000.00 	-40.05
13050.00 	-40.05
13050.00 	-40.2
13100.00 	-40.2
13100.00 	-39.07
13150.00 	-39.07
13150.00 	-39.19
13200.00 	-39.19
13200.00 	-38.57
13250.00 	-38.57
13250.00 	-38.44
13300.00 	-38.44
13300.00 	-38.61
13350.00 	-38.61
13350.00 	-38.01
13400.00 	-38.01
13400.00 	-38.52
13450.00 	-38.52
13450.00 	-39.25
13500.00 	-39.25
13500.00 	-39.77
13550.00 	-39.77
13550.00 	-38.74
13600.00 	-38.74
13600.00 	-38.25
13650.00 	-38.25
13650.00 	-39.08
13700.00 	-39.08
13700.00 	-38.38
13750.00 	-38.38
13750.00 	-38.08
13800.00 	-38.08
13800.00 	-38.39
13850.00 	-38.39
13850.00 	-39.46
13900.00 	-39.46
13900.00 	-40.11
13950.00 	-40.11
13950.00 	-39.71
14000.00 	-39.71
14000.00 	-38.25
14050.00 	-38.25
14050.00 	-38.14
14100.00 	-38.14
14100.00 	-37.89
14150.00 	-37.89
14150.00 	-37.59
14200.00 	-37.59
14200.00 	-37.21
14250.00 	-37.21
14250.00 	-37.17
14300.00 	-37.17
14300.00 	-36.95
14350.00 	-36.95
14350.00 	-37.29
14400.00 	-37.29
14400.00 	-36.26
14450.00 	-36.26
14450.00 	-36.25
14500.00 	-36.25
14500.00 	-36.4
14550.00 	-36.4
14550.00 	-37.47
14600.00 	-37.47
14600.00 	-40.06
14650.00 	-40.06
14650.00 	-41.75
14700.00 	-41.75
14700.00 	-40.58
14750.00 	-40.58
14750.00 	-41.6
14800.00 	-41.6
14800.00 	-41.13
14850.00 	-41.13
14850.00 	-41.56
14900.00 	-41.56
14900.00 	-42.31
14950.00 	-42.31
14950.00 	-42.03
15000.00 	-42.03
15000.00 	-42.06
15050.00 	-42.06
15050.00 	-42.01
15100.00 	-42.01
15100.00 	-42.23
15150.00 	-42.23
15150.00 	-42.55
15200.00 	-42.55
15200.00 	-40.78
15250.00 	-40.78
15250.00 	-42.38
15300.00 	-42.38
15300.00 	-42
15350.00 	-42
15350.00 	-42.55
15400.00 	-42.55
15400.00 	-43.48
15450.00 	-43.48
15450.00 	-42.76
15500.00 	-42.76
15500.00 	-41.94
15550.00 	-41.94
15550.00 	-43.63
15600.00 	-43.63
15600.00 	-43.29
15650.00 	-43.29
15650.00 	-41.41
15700.00 	-41.41
15700.00 	-41.92
15750.00 	-41.92
15750.00 	-41.69
15800.00 	-41.69
15800.00 	-41.88
15850.00 	-41.88
15850.00 	-41.53
15900.00 	-41.53
15900.00 	-43.56
15950.00 	-43.56
15950.00 	-42.18
16000.00 	-42.18
16000.00 	-42.41
16050.00 	-42.41
16050.00 	-41.45
16100.00 	-41.45
16100.00 	-42.01
16150.00 	-42.01
16150.00 	-41.61
16200.00 	-41.61
16200.00 	-41.68
16250.00 	-41.68
16250.00 	-40.8
16300.00 	-40.8
16300.00 	-41
16350.00 	-41
16350.00 	-41.82
16400.00 	-41.82
16400.00 	-41.36
16450.00 	-41.36
16450.00 	-41.17
16500.00 	-41.17
16500.00 	-40.44
16550.00 	-40.44
16550.00 	-40.31
16600.00 	-40.31
16600.00 	-41.9
16650.00 	-41.9
16650.00 	-41.28
16700.00 	-41.28
16700.00 	-40.42
16750.00 	-40.42
16750.00 	-40.42
16800.00 	-40.42
16800.00 	-40.45
16850.00 	-40.45
16850.00 	-40.99
16900.00 	-40.99
16900.00 	-40.76
16950.00 	-40.76
16950.00 	-41.02
17000.00 	-41.02
17000.00 	-42.02
17050.00 	-42.02
17050.00 	-41.14
17100.00 	-41.14
17100.00 	-40.27
17150.00 	-40.27
17150.00 	-40.18
17200.00 	-40.18
17200.00 	-41.44
17250.00 	-41.44
17250.00 	-40.66
17300.00 	-40.66
17300.00 	-41.15
17350.00 	-41.15
17350.00 	-41.88
17400.00 	-41.88
17400.00 	-42.16
17450.00 	-42.16
17450.00 	-42.6
17500.00 	-42.6
17500.00 	-41.8
17550.00 	-41.8
17550.00 	-42.53
17600.00 	-42.53
17600.00 	-41.83
17650.00 	-41.83
17650.00 	-41.35
17700.00 	-41.35
17700.00 	-42.07
17750.00 	-42.07
17750.00 	-42.47
17800.00 	-42.47
17800.00 	-42.63
17850.00 	-42.63
17850.00 	-42.35
17900.00 	-42.35
17900.00 	-42.25
17950.00 	-42.25
17950.00 	-41.69
18000.00 	-41.69
18000.00 	-40.73
18050.00 	-40.73
18050.00 	-41.66
18100.00 	-41.66
18100.00 	-40.93
18150.00 	-40.93
18150.00 	-41.45
18200.00 	-41.45
18200.00 	-42.09
18250.00 	-42.09
18250.00 	-41.28
18300.00 	-41.28
18300.00 	-41.04
18350.00 	-41.04
18350.00 	-41.89
18400.00 	-41.89
18400.00 	-41.32
18450.00 	-41.32
18450.00 	-42.19
18500.00 	-42.19
18500.00 	-41.71
18550.00 	-41.71
18550.00 	-42.34
18600.00 	-42.34
18600.00 	-42.48
18650.00 	-42.48
18650.00 	-42.31
18700.00 	-42.31
18700.00 	-41.37
18750.00 	-41.37
18750.00 	-42.18
18800.00 	-42.18
18800.00 	-42.82
18850.00 	-42.82
18850.00 	-41.26
18900.00 	-41.26
18900.00 	-41.97
18950.00 	-41.97
18950.00 	-41.52
19000.00 	-41.52
19000.00 	-41.13
19050.00 	-41.13
19050.00 	-41.05
19100.00 	-41.05
19100.00 	-41.36
19150.00 	-41.36
19150.00 	-42.82
19200.00 	-42.82
19200.00 	-40.88
19250.00 	-40.88
19250.00 	-40.98
19300.00 	-40.98
19300.00 	-42.6
19350.00 	-42.6
19350.00 	-41.77
19400.00 	-41.77
19400.00 	-42.57
19450.00 	-42.57
19450.00 	-42.18
19500.00 	-42.18
19500.00 	-42.22
19550.00 	-42.22
19550.00 	-41.73
19600.00 	-41.73
19600.00 	-42.29
19650.00 	-42.29
19650.00 	-42.01
19700.00 	-42.01
19700.00 	-42.9
19750.00 	-42.9
19750.00 	-43.2
19800.00 	-43.2
19800.00 	-43.34
19850.00 	-43.34
19850.00 	-42.38
19900.00 	-42.38
19900.00 	-42.76
19950.00 	-42.76
19950.00 	-43.87
20000.00 	-43.87
20000.00 	-42.03
20050.00 	-42.03
20050.00 	-41.01
20100.00 	-41.01
20100.00 	-41.79
20150.00 	-41.79
20150.00 	-42.28
20200.00 	-42.28
20200.00 	-42.11
20250.00 	-42.11
20250.00 	-42.7
20300.00 	-42.7
20300.00 	-42.49
20350.00 	-42.49
20350.00 	-42.75
20400.00 	-42.75
20400.00 	-44.28
20450.00 	-44.28
20450.00 	-42.61
20500.00 	-42.61
20500.00 	-43.15
20550.00 	-43.15
20550.00 	-42.06
20600.00 	-42.06
20600.00 	-42.96
20650.00 	-42.96
20650.00 	-43.29
20700.00 	-43.29
20700.00 	-42.14
20750.00 	-42.14
20750.00 	-42.41
20800.00 	-42.41
20800.00 	-42.77
20850.00 	-42.77
20850.00 	-42.07
20900.00 	-42.07
20900.00 	-43.05
20950.00 	-43.05
20950.00 	-42.14
21000.00 	-42.14
21000.00 	-41.71
21050.00 	-41.71
21050.00 	-42.65
21100.00 	-42.65
21100.00 	-42.95
21150.00 	-42.95
21150.00 	-43.75
21200.00 	-43.75
21200.00 	-42.91
21250.00 	-42.91
21250.00 	-43.28
21300.00 	-43.28
21300.00 	-42.36
21350.00 	-42.36
21350.00 	-41.85
21400.00 	-41.85
21400.00 	-42.83
21450.00 	-42.83
21450.00 	-41.87
21500.00 	-41.87
21500.00 	-42.03
21550.00 	-42.03
21550.00 	-41.59
21600.00 	-41.59
21600.00 	-41.56
21650.00 	-41.56
21650.00 	-42.14
21700.00 	-42.14
21700.00 	-42.34
21750.00 	-42.34
21750.00 	-42.9
21800.00 	-42.9
21800.00 	-42.4
21850.00 	-42.4
21850.00 	-42.31
21900.00 	-42.31
21900.00 	-43.01
21950.00 	-43.01
21950.00 	-42.24
22000.00 	-42.24
22000.00 	-42.38
22050.00 	-42.38
22050.00 	-43.48
22100.00 	-43.48
22100.00 	-41.22
22150.00 	-41.22
22150.00 	-41.2
22200.00 	-41.2
22200.00 	-42.49
22250.00 	-42.49
22250.00 	-41.87
22300.00 	-41.87
22300.00 	-41.18
22350.00 	-41.18
22350.00 	-42.27
22400.00 	-42.27
22400.00 	-42.11
22450.00 	-42.11
22450.00 	-42.76
22500.00 	-42.76
22500.00 	-42.47
22550.00 	-42.47
22550.00 	-41.76
22600.00 	-41.76
22600.00 	-41.07
22650.00 	-41.07
22650.00 	-39.76
22700.00 	-39.76
22700.00 	-41.92
22750.00 	-41.92
22750.00 	-43.46
22800.00 	-43.46
22800.00 	-42
22850.00 	-42
22850.00 	-43.68
22900.00 	-43.68
