# Synchronization of the Byrd and Greenland (GISP2/GRIP) Records
#-----------------------------------------------------------------------
#               World Data Center for Paleoclimatology, Boulder
#                                  and
#                     NOAA Paleoclimatology Program
#-----------------------------------------------------------------------
# NOTE: Please cite original reference when using these data,
# If there is no publication information, please cite Investigators, Title, and Online_Resource and date accessed
#
#
#
# Online_Resource: https://www.ncdc.noaa.gov/cdo/f?p=519:1:::::P1_study_id:2450
#
#
# Original_Source_URL: ftp://ftp.ncdc.noaa.gov/pub/data/paleo/icecore/greenland/summit/grip/synchronization/readme_blunier2001.txt
#
# Description/Documentation lines begin with #
# Data lines have no #
#
# Archive: Ice Cores
# --------------------
# Contribution_date
#	Date: 2001
# --------------------
# Title 
#	Study_Name: Synchronization of the Byrd and Greenland (GISP2/GRIP) Records 
# --------------------
# Investigators
#	Investigators: Blunier, T.; Brook, E.J. 
# --------------------
# Description_and_Notes
# 	Description: The data archived here were used for Figure 1 of Blunier and Brook, 
#	Timing of millennial-scale climate change in Antarctica and Greenland 
#	during the last glacial period, Science, 291, 109-112, 2001. 
#	This paper should be cited when referring to the synchronized Byrd 
#	time scale and the Byrd methane data for the time period >50 ka.
#
# --------------------
# Publication
#	Authors: T. Blunier, E.J. Brook
#	Published_Date_or_Year: 2001
#	Published_Title: Timing of millennial-scale climate change in Antarctica and Greenland during the last glacial period
#	Journal_Name: Science
#	Volume: 291			
#	Edition: 	
#	Issue: 
#	Pages: 109-112
#	DOI: 
#	Online_Resource: 
#	Full_Citation:  
#	Abstract: A precise relative chronology for Greenland and West Antarctic paleotemperature is extended to 90,000 years ago, based on correlation of atmospheric methane records from the Greenland Ice Sheet Project 2 and Byrd ice cores. Over this period, the onset of seven major millennial-scale warmings in Antarctica preceded the onset of Greenland warmings by 1500 to 3000 years. In general, Antarctic temperatures increased gradually while Greenland temperatures were decreasing or constant, and the termination of Antarctic warming was apparently coincident with the onset of rapid warming in Greenland. This pattern provides further evidence for the operation of a “bipolar see-saw” in air temperatures and an oceanic teleconnection between the hemispheres on millennial time scales.
# --------------------
# Funding_Agency
#	Funding_Agency_Name: 
#	Grant:
# --------------------
# Site_Information
#	Site_Name: GRIP
#	Location: North America>Greenland
#	Country: 
#	Northernmost_Latitude: 72.583
#	Southernmost_Latitude: 72.583
#	Easternmost_Longitude: 37.683
#	Westernmost_Longitude: 37.683
#	Elevation: 3230m
# --------------------
# Data_Collection
#	Collection_Name: 01GRIP01
#	Earliest_Year: 10003.7
#	Most_Recent_Year: 90265.8
#	Time Unit: years before 1950
#
# --------------------
# Variables
#	
# Data variables follow that are preceded by "##" in columns one and two.
# Data line variables format:  Variables list, one per line, shortname-tab-longname-tab-longname components (9 components: what, material, error, units, seasonality, archive, detail, method, C or N for Character or Numeric data) 
#
##age_yb1950	Age,,,years before 1950,,,,,N
##d18O		d18O,,,per mil SMOW,,ice cores,,,N 
#
# --------------------
# Data:
# Data lines follow (have no #)
# Data line format - tab-delimited text, variable short name as header
# Missing values: NAN
#
age_yb1950	d18O
10003.7	-34.93
10010.1	-34.95
10016.35	-34.45
10022.65	-35.16
10029.15	-35.2
10035.7	-35.33
10042.55	-36.02
10049.3	-34.98
10055.65	-34.73
10062	-35.07
10068.25	-34.15
10074.7	-35.65
10081.25	-34.55
10087.6	-35.02
10094.25	-35.69
10101	-35.38
10107.45	-34.57
10114.05	-35.73
10120.9	-35.67
10127.75	-35.66
10134.6	-35.62
10141.3	-35.26
10148	-35.58
10154.95	-35.96
10162.05	-36.02
10169.15	-36.01
10175.95	-35.06
10182.75	-35.99
10189.65	-35.33
10196.4	-35.52
10203.15	-35.47
10209.8	-35.07
10216.5	-35.47
10223.4	-35.85
10230.5	-36.14
10237.35	-34.75
10243.75	-34.52
10250.2	-35.14
10257.2	-36.28
10264.5	-36.15
10272.05	-36.92
10279.65	-36.08
10286.95	-36.26
10294.35	-36.41
10301.6	-35.8
10308.5	-35.33
10315.3	-35.36
10321.95	-34.96
10328.6	-35.29
10335.45	-35.55
10342.2	-34.99
10349.05	-35.77
10355.8	-34.56
10362.3	-35.09
10369.1	-35.55
10375.8	-34.52
10382.8	-36.51
10390	-35.29
10396.8	-35.26
10404.05	-36.57
10411.3	-35.3
10418.45	-36.35
10425.55	-35.13
10432.45	-35.71
10439.5	-35.55
10447.1	-37.16
10454.8	-35.84
10462	-35.93
10469.4	-36.41
10476.6	-35.25
10483.6	-35.77
10490.5	-34.78
10497.3	-35.52
10504.35	-35.68
10511.4	-35.58
10518.45	-35.59
10525.8	-36.39
10533.25	-35.99
10540.45	-35.56
10547.6	-35.8
10554.75	-35.7
10562.2	-36.55
10569.9	-36.29
10577.15	-35.43
10583.85	-34.43
10591.25	-37.02
10599	-35.77
10606.45	-36.48
10614.05	-36.1
10621.75	-36.62
10629.25	-35.67
10636.65	-36.29
10644.05	-35.63
10651.15	-35.51
10658.15	-35.25
10665.45	-36.36
10673.3	-36.7
10681	-35.96
10688.4	-35.85
10696.1	-36.74
10703.55	-35.23
10711.25	-37.19
10720.15	-37.85
10728.55	-36.08
10736.35	-36.78
10744.35	-36.55
10752.2	-36.45
10759.95	-36.34
10768.05	-37.16
10776.2	-36.32
10783.8	-35.95
10791.25	-35.99
10799	-36.6
10807.2	-36.99
10815.15	-35.98
10822.85	-36.56
10830.8	-36.55
10838.95	-36.98
10847	-36.35
10854.9	-36.58
10862.9	-36.53
10871.3	-37.42
10879.35	-35.58
10886.65	-35.61
10894.05	-35.96
10901.9	-36.74
10909.9	-36.21
10917.45	-35.71
10925.25	-36.78
10933.1	-35.78
10940.9	-36.72
10948.9	-36.32
10956.6	-35.9
10964.35	-36.42
10972.95	-37.74
10981.75	-36.84
10990.15	-37.01
10998.8	-37.22
11007.1	-36.22
11015.1	-36.73
11023	-35.98
11031.1	-37.09
11039.75	-37.11
11048.9	-37.94
11057.55	-36.07
11065.75	-37.11
11074.15	-36.57
11082.3	-36.67
11090.95	-37.51
11099.6	-36.55
11107.7	-36.44
11115.65	-36.19
11124.4	-37.89
11133.5	-37.05
11141.75	-36.27
11149.95	-36.81
11158.1	-36.17
11165.95	-36.23
11173.5	-35.19
11180.9	-35.76
11189.1	-37.19
11197.35	-35.89
11205.1	-36.08
11213.9	-38
11222.9	-36.51
11231.3	-36.88
11239.7	-36.56
11248.45	-37.58
11257.55	-37.19
11266.05	-36.38
11274.95	-37.89
11284.3	-37.3
11293.45	-37.51
11303.35	-38.44
11313.8	-38.35
11324	-38.04
11333.15	-36.63
11342.65	-38.5
11352.85	-37.81
11362.15	-37.15
11371.5	-37.93
11381.35	-37.99
11390.5	-36.55
11399.05	-36.99
11407.7	-36.84
11416.1	-36.37
11425	-37.75
11434.5	-37.54
11443.7	-37.17
11452	-35.51
11459.7	-35.93
11467.7	-36.36
11475.9	-36.37
11484.7	-37.49
11493.3	-35.82
11501.65	-37.02
11510.4	-36.83
11518.85	-36.36
11527.7	-37.48
11536.45	-36.22
11544.55	-36.14
11554.1	-38.62
11563.5	-35.77
11571.75	-36.78
11580.95	-37.73
11590.75	-37.85
11601.35	-38.77
11612.6	-38.67
11626.35	-40.83
11642.55	-40.79
11656.95	-39.46
11669.3	-39.1
11682.15	-39.91
11696.8	-40.57
11715.55	-42.22
11732.35	-38.92
11745.55	-40.28
11763	-41.84
11779.1	-39.07
11793.45	-40.93
11811.65	-41.69
11829.6	-40.77
11844.55	-39.87
11859.3	-40.61
11873.65	-39.5
11886.5	-39.44
11901.55	-41.08
11917.35	-40.08
11932	-40.32
11946.75	-40.14
11961.05	-39.98
11974.95	-39.82
11988.95	-40.07
12004	-40.56
12020.85	-41.21
12036.75	-39.89
12052.45	-41.09
12068.1	-39.87
12083.2	-40.76
12100.95	-41.49
12115.85	-38.25
12130.4	-41.31
12148.45	-41.14
12165.6	-40.81
12180.4	-39.44
12197	-41.76
12214.35	-40.06
12230.95	-41.39
12249.2	-41.11
12264.1	-38.96
12277.6	-40.26
12294	-41.12
12311.55	-40.98
12326.65	-39.4
12341.3	-40.69
12357.35	-40.47
12373.3	-40.65
12391.25	-41.58
12410.8	-41.51
12429.7	-41.28
12449.3	-41.83
12466.85	-39.92
12484.45	-41.85
12504.95	-41.68
12523.4	-40.78
12541.55	-41.52
12561.95	-41.93
12584.2	-42.29
12607.2	-42.23
12628	-41.31
12644.55	-39.94
12661.25	-41.4
12677.4	-39.43
12690.5	-39.31
12703.9	-39.69
12716.55	-38.59
12728.85	-39.37
12741.7	-39.12
12752.7	-37.07
12763.05	-38.43
12773.8	-37.64
12785.1	-39.01
12797.2	-38.72
12808.05	-37.42
12818.2	-37.82
12828.65	-37.88
12839.95	-38.82
12852.1	-38.88
12865.05	-39.61
12877.1	-37.75
12887.8	-38.21
12899.95	-39.38
12912.35	-38.5
12925.15	-39.72
12938.7	-39.24
12951.95	-39.48
12966.2	-40.06
12982.3	-40.8
12998	-39.74
13011.2	-38.84
13026.05	-40.89
13041.85	-39.67
13057.05	-40.52
13071.75	-39.24
13084.7	-39.13
13097.55	-39.15
13111	-39.63
13124.55	-39.25
13136.6	-38.09
13148.05	-38.63
13161.6	-40.07
13175	-38.48
13186.4	-38.15
13197	-37.38
13207	-37.35
13217.85	-38.45
13229.25	-38.14
13240.1	-37.8
13250.7	-37.71
13261.3	-37.76
13272.65	-38.71
13283.35	-36.68
13293.25	-37.67
13303.65	-37.49
13314.75	-38.55
13325.95	-37.67
13336.9	-38.24
13347.8	-37.58
13357.9	-37.09
13367.15	-35.97
13375.95	-36.21
13385.75	-37.77
13396.1	-37.22
13406.15	-37.34
13416.6	-37.79
13427.05	-37.31
13437.2	-37.39
13448.4	-38.64
13461.35	-39.39
13474.65	-39.02
13486.4	-37.63
13496.95	-37.57
13507.75	-37.96
13518.4	-37.33
13528.65	-37.4
13538.65	-36.94
13549.1	-38.01
13560.05	-37.69
13570.7	-37.58
13580.55	-36.33
13590.05	-37.03
13600.3	-37.54
13610.8	-37.45
13621.6	-38
13632.25	-37.14
13643	-38.16
13654.15	-37.73
13664.65	-37.18
13675.35	-38.02
13686.6	-37.94
13697.85	-38.05
13708.25	-36.54
13718.15	-37.35
13728.95	-37.96
13740.4	-38.21
13751.1	-36.82
13761	-37.09
13771.2	-37.33
13781.25	-36.7
13790.9	-36.65
13801.3	-37.92
13812.9	-38.35
13824.1	-37.32
13836.2	-39.27
13849.75	-39.04
13864.5	-40.19
13879.45	-39.23
13893.35	-39.36
13907.15	-39.12
13920.2	-38.68
13931.45	-36.79
13941.55	-37.18
13952	-37.45
13962.3	-36.9
13972.05	-36.5
13983.2	-38.7
13994.35	-36.45
14004.95	-38.16
14016.5	-37.89
14027.1	-36.75
14037.3	-37.34
14047.5	-36.74
14057.35	-36.74
14067.9	-37.79
14078.5	-36.87
14088.3	-36.48
14097.85	-36.32
14107.3	-36.24
14116.95	-36.78
14126.35	-35.6
14135.7	-36.67
14144.8	-34.97
14153.85	-36.52
14162.85	-34.81
14171.4	-35.44
14180.25	-35.58
14189.15	-35.71
14198.75	-36.96
14208.45	-35.92
14218.05	-36.85
14227.75	-35.99
14236.7	-35.26
14245.55	-35.72
14255.3	-37.13
14265.15	-35.97
14274.35	-35.8
14283.35	-35.56
14292.25	-35.51
14301.45	-36.25
14311	-36.31
14320.55	-36.17
14329.35	-34.12
14337.8	-35.36
14346.25	-34.16
14354.75	-35.42
14363.85	-35.99
14372.75	-34.89
14381.5	-35.55
14390.4	-35.25
14399	-34.76
14407.7	-35.46
14417.15	-36.57
14426.25	-34.32
14434.85	-35.47
14443.9	-35.72
14453.5	-36.58
14463.2	-36.01
14473.5	-37.48
14483.7	-35.79
14493.1	-36.15
14503.25	-37.12
14514.15	-37.45
14525.8	-38.1
14538.95	-39.08
14552.3	-38.38
14567.65	-40.48
14585.9	-40.58
14603.85	-40.32
14619.7	-39.08
14633.15	-38.39
14647.5	-39.79
14662.1	-38.64
14676	-39.27
14691.05	-39.6
14710.35	-41.67
14729.5	-39.47
14744.1	-38.99
14759.05	-39.75
14773.45	-38.42
14786.8	-38.88
14802.7	-40.4
14819.25	-39.4
14834.6	-39.61
14851.75	-40.6
14869.05	-39.71
14884.2	-39.12
14900.3	-40.31
14916.8	-39.42
14931.5	-39.01
14946.25	-39.48
14960.6	-38.61
14973.8	-38.43
14988.1	-39.57
15004.4	-40.05
15019.75	-38.76
15034.55	-39.63
15049.85	-39.22
15065.1	-39.6
15081.3	-39.9
15097.95	-39.9
15115.25	-40.31
15131	-38.66
15147.2	-40.54
15165.1	-40
15185.5	-41.71
15207.1	-40.71
15224.45	-39.38
15239	-38.7
15253.4	-39.29
15268.9	-39.62
15283.55	-38.45
15302.9	-41.99
15323.5	-39.52
15340.15	-40.13
15356.95	-39.63
15374.5	-40.56
15392.3	-39.83
15409.85	-40.39
15426.8	-39.39
15443.75	-40.38
15461.35	-39.83
15477.85	-39.71
15496.55	-41.05
15519	-41.64
15540.2	-40.4
15560.05	-41.05
15580.05	-40.47
15600.95	-41.44
15622.7	-40.91
15640.85	-39.44
15657.15	-39.84
15674.1	-39.89
15689.95	-39.02
15705.55	-39.71
15720.4	-38.26
15735.05	-39.58
15751.1	-39.5
15766.5	-39.05
15782.85	-40.14
15798.95	-38.79
15816.05	-40.7
15834.7	-39.96
15852.7	-40.34
15869.8	-39.32
15886.2	-39.9
15901.55	-38.36
15916.2	-39.42
15930.55	-38.04
15945.05	-39.51
15962.25	-40.21
15979.4	-39.46
15996.05	-39.89
16012.4	-39.19
16030.3	-40.76
16050.05	-40.44
16070.2	-40.96
16087.2	-37.95
16103	-40.33
16121.35	-40.05
16137.1	-38.34
16153.75	-40.58
16172.1	-39.74
16191.2	-40.92
16212.95	-41.18
16233.65	-40.38
16251.6	-39.66
16267.85	-39.26
16285.3	-40.41
16303.55	-39.81
16319.4	-38.68
16334.45	-39.25
16352.9	-40.9
16373.3	-40.48
16392.1	-40.01
16410.05	-40.01
16425.85	-38.32
16443.35	-40.9
16465.05	-41.08
16485.05	-39.96
16503.7	-40.41
16522.3	-39.9
16539.6	-39.6
16558.35	-40.72
16577.75	-40.02
16598.8	-41.46
16621.75	-40.98
16640.75	-39.34
16656.35	-38.92
16671.05	-38.55
16685.8	-38.93
16701	-38.97
16717.6	-39.93
16734.15	-38.87
16750.5	-39.81
16765.75	-37.82
16778.7	-37.85
16793.55	-39.49
16809.75	-39.1
16823.8	-37.5
16838	-39.22
16854.75	-39.73
16869.9	-37.67
16884.7	-39.51
16901.1	-39.18
16915.15	-37.27
16929.05	-39.08
16943.7	-38.11
16959.6	-39.92
16975.05	-37.58
16989.95	-39.57
17006.95	-39.52
17023.4	-39.13
17041.15	-40.3
17060.45	-40.18
17079.45	-40.1
17095.45	-37.79
17108.55	-37.78
17122	-38.18
17137.7	-39.67
17154.55	-39.16
17172.7	-40.46
17190.75	-39.06
17205.45	-37.94
17221.5	-40.01
17238.75	-39.04
17254.05	-38.55
17268.3	-38.12
17282.2	-38.15
17296.5	-38.5
17313.1	-39.97
17329.3	-38.08
17344.6	-39.34
17361.7	-39.57
17377.6	-38.38
17394.6	-40.22
17411.95	-38.67
17426.7	-38.34
17441.8	-38.96
17457	-38.39
17471.85	-38.66
17488.15	-39.56
17506.8	-40.25
17526.9	-40.39
17546.5	-39.95
17566.15	-40.43
17585.1	-39.49
17603.2	-39.95
17618.9	-37.29
17633.3	-39.05
17649.15	-38.76
17665.15	-39.15
17680.55	-38.21
17697.1	-39.91
17716.2	-40.1
17732.2	-37.23
17747.1	-39.38
17763.65	-38.89
17779.35	-38.73
17796.05	-39.59
17812.05	-38.11
17829.1	-40.21
17848.3	-39.76
17865.05	-38.51
17881.35	-39.45
17898	-38.79
17914.55	-39.38
17930.05	-37.83
17944.95	-38.93
17960.2	-38.14
17978.5	-40.74
17998.85	-39.74
18017.75	-39.95
18035.25	-38.73
18052.65	-39.9
18071.05	-39.49
18087.55	-38.52
18104.6	-39.82
18123.2	-39.67
18140.75	-39.09
18158.05	-39.49
18178.95	-41.06
18199.95	-39.56
18222.8	-41.73
18245	-39.13
18264.55	-40.67
18285.2	-39.82
18303.2	-39.16
18321.45	-39.96
18339.9	-39.31
18358.65	-40.11
18381.1	-41.2
18405.6	-41.06
18427.7	-40.09
18448.05	-40.26
18469.8	-40.77
18491.75	-40.35
18510.15	-38.59
18528.65	-40.4
18549.5	-40.14
18569.95	-40.18
18588.2	-38.71
18607.15	-40.52
18629.8	-40.86
18651.8	-40.19
18674.1	-40.97
18696.5	-40.23
18716.6	-39.85
18737.9	-40.8
18761.7	-41.05
18787.35	-41.5
18811.7	-40.47
18834.8	-41.04
18860.2	-41.4
18882.65	-39.53
18903.35	-40.7
18924.85	-40.01
18943.8	-39.28
18963.35	-40.31
18981.15	-37.8
18999.85	-40.73
19022.6	-40.55
19042.75	-39.32
19063.3	-40.73
19085.25	-40.11
19106.3	-40.31
19128.25	-40.55
19147.95	-38.93
19167.2	-40.33
19193.1	-41.97
19219.9	-40.75
19244.2	-41.11
19269.15	-41.01
19291.9	-40.12
19314.9	-41.1
19339.35	-40.78
19364.35	-41.31
19390	-41.05
19412.65	-39.94
19436.7	-41.56
19463	-41
19488.2	-41.14
19511.55	-40.14
19534.05	-40.8
19558.65	-41.08
19588.7	-42.54
19618.2	-40.86
19643.5	-41.26
19668.65	-40.79
19695	-41.68
19726.2	-42.36
19757.85	-41.82
19788.3	-42.04
19815.1	-40.41
19836.5	-39.89
19860.5	-41.46
19887.75	-41.34
19912	-40.2
19937	-41.58
19966.2	-41.82
19999.1	-42.61
20030.7	-41.4
20058.15	-41.4
20083.7	-40.66
20105.75	-39.88
20126.65	-40.08
20149.5	-40.82
20175.5	-41.4
20200.8	-40.5
20225.85	-41.3
20256.4	-42.35
20285.3	-40.65
20309.25	-40.72
20333.7	-40.86
20360.55	-41.59
20387.15	-40.75
20410.9	-40.51
20433.7	-40.31
20457.3	-40.82
20480.95	-40.34
20503.5	-40.34
20525.85	-40.22
20552.5	-41.92
20581.8	-41.31
20613.75	-42.6
20646.75	-41.64
20674.4	-41
20701.25	-41.38
20727.4	-40.72
20751.9	-40.74
20776.85	-40.88
20802.75	-41.12
20827.15	-40.2
20850.55	-40.72
20876.7	-41.32
20910	-42.82
20943.35	-41.35
20968.25	-40.09
20988.9	-39.4
21011.1	-40.79
21036.55	-40.96
21063.85	-41.44
21089.8	-40.39
21113.15	-40.45
21135.15	-39.69
21154.3	-38.81
21171.2	-38.09
21188.75	-39.27
21208.8	-39.81
21233	-41.2
21259.3	-40.77
21286.65	-41.55
21315.85	-41.43
21346.95	-42.1
21377.05	-41.09
21405.7	-41.66
21433.65	-40.81
21457.85	-40.25
21479.05	-39.33
21496.8	-38.03
21512.5	-37.69
21528	-37.83
21546.05	-39.59
21566.85	-39.76
21586.15	-38.61
21608.9	-41.25
21638.2	-41.64
21668.25	-41.48
21695.35	-40.61
21724.75	-42.13
21756.95	-41.59
21788.4	-41.93
21818.2	-41.02
21850.2	-42.48
21891.05	-43.27
21934.35	-42.99
21969.45	-41.25
22000.3	-42.01
22032.85	-41.77
22078.15	-44.31
22127.7	-42.81
22164.8	-42.08
22199.6	-42.27
22234.75	-42.16
22269.95	-42.28
22309.7	-43.14
22357.4	-43.79
22397.05	-41.09
22427	-41.8
22459.95	-42.01
22493.65	-42
22524.8	-41.22
22552.85	-41.04
22580.05	-40.91
22606.65	-40.81
22634.5	-41.34
22664.35	-41.49
22694.65	-41.48
22720.6	-39.71
22745.1	-40.99
22774.25	-41.55
22800.55	-39.73
22832.25	-42.88
22870.15	-42.01
22902.05	-41.35
22928.35	-40.02
22951.95	-40.33
22982.1	-42.23
23016.55	-41.81
23049.6	-41.86
23079.5	-40.79
23106.1	-40.77
23133.85	-41.2
23158.6	-39.34
23179.65	-39.61
23202.85	-40.42
23229	-40.92
23258.4	-41.56
23290.75	-41.84
23320.6	-40.7
23350.1	-41.72
23382.8	-41.76
23413.7	-41.16
23445.65	-42.02
23474.85	-40.07
23500.95	-41.1
23532.55	-41.96
23563.15	-40.73
23596.6	-42.63
23634.8	-42.16
23673.2	-42.66
23712.95	-42.47
23757.7	-43.56
23798.1	-41.31
23833.1	-42.56
23868.9	-41.54
23898.3	-40.74
23929.45	-42.02
23961.8	-41.16
23991.7	-41.32
24023.05	-41.6
24053.65	-41.07
24080.9	-40.43
24110.1	-41.66
24141.75	-41.32
24169	-40.06
24194.2	-40.59
24221.1	-40.76
24251.25	-41.65
24281.45	-40.78
24307.15	-40.02
24332.9	-40.8
24366.25	-42.41
24403.25	-41.91
24435.45	-41.09
24463.85	-40.72
24495.85	-42.12
24529.85	-41.37
24561.5	-41.48
24589.65	-40.08
24615.05	-40.54
24649.65	-42.75
24686	-41.16
24715.85	-41.09
24746.2	-41.31
24777.6	-41.42
24808.4	-41.1
24836	-40.28
24870.3	-42.77
24904.2	-40.09
24930.05	-40.62
24962.25	-42.13
24998.3	-41.8
25028.45	-40.27
25053.15	-39.91
25078.2	-40.41
25103.95	-40.19
25134.6	-41.95
25171.75	-42.22
25204.05	-40.41
25233.9	-41.59
25269.3	-42.09
25305.4	-41.78
25334.6	-39.77
25361	-40.93
25386.3	-39.2
25405.15	-37.27
25423.5	-38.88
25443.3	-38.48
25461.6	-37.8
25479.1	-37.86
25498.15	-38.89
25517.9	-38.38
25536.95	-38.41
25554.75	-37.34
25571.05	-37.13
25586.7	-36.61
25602.35	-37.12
25622.4	-39.81
25648.85	-40.79
25678.75	-41.12
25710.7	-41.45
25739.9	-40.09
25769.6	-41.57
25802.45	-41.23
25838.75	-42.4
25876.55	-41.65
25917.2	-42.95
25954.15	-40.45
25986.15	-41.9
26021.65	-41.59
26056.15	-41.63
26087.35	-40.5
26116.1	-40.89
26148.25	-41.6
26184.7	-42.07
26223.15	-42.09
26261.05	-41.94
26294.95	-40.98
26327.15	-41.48
26360.95	-41.46
26387.85	-38.57
26407.85	-38.51
26430.05	-39.81
26451.1	-37.61
26468.9	-37.77
26487.7	-38.37
26506.55	-37.83
26526.2	-38.89
26545.4	-37.42
26562.6	-37.4
26580.75	-38.16
26600.15	-38.36
26619.15	-37.85
26637	-37.47
26655.8	-38.53
26680.65	-40.73
26713.95	-41.83
26749.8	-41.5
26786.25	-41.96
26820.85	-40.95
26850.8	-40.6
26884.65	-42
26920.25	-41.17
26952.15	-40.99
26980.45	-39.85
27015	-42.53
27054.85	-41.64
27089.25	-41.21
27130.3	-43
27172.35	-41.49
27207.35	-41.51
27245.65	-42.27
27280.3	-40.32
27318.25	-42.9
27362.6	-42.15
27405.25	-42.58
27452.75	-43.06
27494.75	-41.28
27532.8	-42.34
27583.3	-43.66
27629.7	-41.34
27669.2	-42.56
27707	-40.82
27741.5	-41.85
27778.35	-41.49
27816.35	-42.11
27863.2	-43.25
27911.7	-42.44
27952.3	-41.72
27989.15	-41.58
28027.5	-42.07
28065	-41.35
28104.6	-42.49
28147.1	-42.06
28184.25	-41.24
28215.5	-40.36
28243.8	-40.24
28272.55	-40.51
28300	-39.69
28331.1	-41.61
28371.8	-42.46
28410.05	-40.89
28445.25	-41.8
28485.9	-42.27
28529.15	-42.36
28572.3	-42.24
28612.9	-41.78
28647.85	-40.78
28684.55	-42.18
28727.15	-42.27
28766.15	-41.3
28798.55	-40.52
28836.15	-42.48
28877.85	-41.7
28919.55	-42.47
28959.5	-41.23
28995.65	-41.63
29034.9	-42
29076.9	-42.25
29122.1	-42.62
29168	-42.38
29215.1	-42.83
29259.1	-41.69
29297.45	-41.68
29337.15	-42
29372.55	-40.4
29408.8	-42.18
29447.55	-41.19
29483.95	-41.63
29518.55	-40.62
29549.7	-40.65
29580.9	-40.64
29610.75	-40.15
29641.05	-40.77
29672.55	-40.57
29700.45	-39.36
29724	-38.63
29747.1	-39.12
29770.95	-39.05
29794.15	-38.76
29816.6	-38.61
29838.7	-38.52
29861.4	-38.94
29884.85	-38.98
29907.45	-38.41
29929.9	-38.86
29952.65	-38.6
29974.8	-38.5
29996.85	-38.53
30017.85	-37.77
30040.05	-39.19
30069	-40.88
30106.05	-41.83
30142.7	-40.74
30176.2	-41.02
30214.05	-41.88
