# Rarotonga Subseasonal Coral d18O and Sr/Ca Data
#----------------------------------------------------------------------- 
#                World Data Center for Paleoclimatology, Boulder 
#                                  and 
#                     NOAA Paleoclimatology Program 
#----------------------------------------------------------------------- 
# NOTE: Please cite Publication, and Online_Resource and date accessed when using these data. 
# If there is no publication information, please cite Investigators, Title, and Online_Resource and date accessed. 
#
#
# Online_Resource: https://www.ncdc.noaa.gov/cdo/f?p=519:1:0::::P1_STUDY_ID:6089
#
# Original_Source_URL: ftp://ftp.ncdc.noaa.gov/pub/data/paleo/coral/east_pacific/rarotonga2006.txt
# 
# Description/Documentation lines begin with #
# Data lines have no #
#
# Archive: Corals and Sclerosponges
#--------------------
# Contribution_Date
#	Date: 2008-03
#--------------------
# Title
#	Study_Name: Rarotonga Subseasonal Coral d18O and Sr/Ca Data
#--------------------
# Investigators
#       Investigators: Linsley, B.K.; Kaplan, A.; Gouriou, Y.; Salinger, J.; deMenocal, P.B.; Wellington, G.M.; Howe, S.S.
#--------------------
# Description_and_Notes
#	Description: Subannual stable isotope and Sr/Ca data for coral cores from Rarotonga, Cook Islands, 21�14'16"S, 159�49'40"E.
#--------------------
# Publication 
#       Authors: Linsley, B.K.; Kaplan, A.; Gouriou, Y.; Salinger, J.; deMenocal, P.B.; Wellington, G.M.; Howe, S.S.
#       Published_Date_or_Year: 2006     
#       Published_Title: Tracking the extent of the South Pacific Convergence Zone since the early 1600s.
#       Journal_Name: Geochem. Geophys. Geosyst.
#       Volume: 7
#       Edition: Q05003
#       Issue: 
#       Pages: 
#       DOI: 10.1029/2005GC001115
#       Online_Resource: 
#       Full_Citation: Linsley, B.K., A. Kaplan, Y. Gouriou, J. Salinger, P.B. deMenocal, G.M. Wellington, and S.S. Howe. 2006. Tracking the extent of the South Pacific Convergence Zone since the early 1600s. Geochem. Geophys. Geosyst., 7, Q05003, doi:10.1029/2005GC001115.
#       Abstract: The South Pacific Convergence Zone (SPCZ) is the largest and most  persistent spur of the Intertropical Convergence Zone. At the  southeastern edge of the SPCZ near 170�W and 15��20�S a surface  ocean salinity frontal zone exists that separates fresher Western  Pacific Warm Pool water from saltier and cooler waters in the east.  This salinity front is known to shift east and west with the phase  of the El Ni�o Southern Oscillation. We have generated subannually  resolved and replicated coral oxygen isotopic time series from Fiji  (17�S, 179�E) and Rarotonga (21.5�S, 160�W) that have recorded  interannual displacements of the salinity front over the last 380  years and also indicate that at lower frequencies the decadal mean  position of the salinity front, and eastern extent of the SPCZ,  has shifted east-west through 10� to 20� of longitude three times  during this interval. The most recent and largest shift began in  the mid 1800s as the salinity front progressively moved eastward  and salinity decreased at both sites.  Our results suggest that  sea surface salinity at these sites is now at the lowest levels  recorded and is evidence for an unprecedented expansion of the  SPCZ since the mid 1800s. The expansion of the SPCZ implies a  gradual change in the South Pacific to more La Ni�a-like long-term  mean conditions. This observation is consistent with the ocean  thermostat mechanism for the Pacific coupled ocean-atmosphere  system, whereby exogenous heating of the atmosphere would result  in greater warming in the western Pacific and a greater east-west  surface temperature gradient.
#--------------------
# Publication 
#       Authors: Linsley, B.K.; Wellington, G.M; Schrag, D.P.; Ren, L.; Salinger, M.J; Tudhope, A.W
#       Published_Date_or_Year: 2004    
#       Published_Title: Geochemical evidence from corals for changes in the amplitude and spatial pattern of South Pacific interdecadal climate variability over the last 300 years. 
#       Journal_Name: Climate Dynamics
#       Volume: 22
#       Edition: Q05003
#       Issue: 
#       Pages: 1-11
#       DOI: 10.1007/s00382-003-0364-y
#       Online_Resource: 
#       Full_Citation: Linsley, B.K., G.M. Wellington, D.P. Schrag, L. Ren, M.J. Salinger,  and A.W. Tudhope.  2004.  Geochemical evidence from corals for changes in the amplitude and  spatial pattern of South Pacific interdecadal climate variability  over the last 300 years.  Climate Dynamics, Vol. 22: pp. 1-11 doi: 10.1007/s00382-003-0364-y. 
#       Abstract: 
#--------------------
# Publication 
#       Authors: Ren, L.; Linsley, B. K.; Wellington, G. M.; Schrag, D. P.; Hoegh-Guldberg, O
#       Published_Date_or_Year: 2003     
#       Published_Title: Deconvolving the d18O seawater Component from Subseasonal Coral  d18O and Sr/Ca at Rarotonga in the Southwestern Subtropical  Pacific for the period 1726-1997.
#       Journal_Name: Geochimica et Cosmochimica Acta
#       Volume: 67
#       Edition: 9
#       Issue: 
#       Pages: 1609-1631
#       DOI: 
#       Online_Resource: 
#       Full_Citation: Ren, L., B.K. Linsley, G.M. Wellington, D.P. Schrag, and  O. Hoegh-Guldberg.  2003.   Deconvolving the d18O seawater Component from Subseasonal Coral  d18O and Sr/Ca at Rarotonga in the Southwestern Subtropical  Pacific for the period 1726-1997.     Geochimica et Cosmochimica Acta, Vol. 67, No. 9., pp. 1609-1631.
#       Abstract: 
#------------------
# Funding_Agency 
#       Funding_Agency_Name: US National Science Foundation
#       Grant: ATM-9901649, ATM-9619035, OCE-0318296, OCE-0317941
#------------------
# Funding_Agency 
#       Funding_Agency_Name: US National Oceanic and Atmospheric Administration
#       Grant: NA96GP0406, NA96GP0470
#------------------
# Site_Information 
#       Site_Name: Rarotonga, Cook Islands, South Pacific
#       Location: Ocean>Pacific Ocean>South Pacific Ocean>Polynesia>Cook Islands
#	Country: Cook Islands 
#	Northernmost_Latitude: -21.23 
# 	Southernmost_Latitude: -21.23 
# 	Easternmost_Longitude: -159.82 
# 	Westernmost_Longitude: -159.82 
# 	Elevation:  -18 m  
#------------------
# Data_Collection   
#	Collection_Name: 06raro03a 
#	Earliest_Year: 1906 
#	Most_Recent_Year: 1999 
#	Time_Unit: Years AD 
#	Core_Length: 
#	Notes: Core name - 99, 8 samples per year
#------------------
# Species
#	Species_Name: Porites lutea 
#	Common_Name: 
#------------------
# Chronology: 
# 
#
# 
#
# 
#
#
# 	
#----------------	
# Variables 
#
# Data variables follow that are preceded by "##" in columns one and two.
# Data line variables format:  Variables list, one per line, shortname-tab-longname-tab-longname components (9 components: what, material, error, units, seasonality, archive, detail, method, C or N for Character or Numeric data) 
#
##age_AD	age, , ,years AD, , Corals and Sclerosponges, , ,N
##del13c	delta 13 Carbon, Porites lutea, , per mil VPDB, , Corals and Sclerosponges, , instrument: Micromass Optima gas source mass spectrometer,N
##del18o	delta 18 Oxygen, Porites lutea, , per mil VPDB, , Corals and Sclerosponges, , instrument: Micromass Optima gas source mass spectrometer,N 				
#
#----------------
# Data:
# Data lines follow (have no #)
# Data line format - tab-delimited text, variable short name as header
# Missing Values:  
#
age_AD	del13c	del18o
1999.75	-2.61	-4.74
1999.63	-2.54	-4.77
1999.5	-2.77	-4.83
1999.38	-2.82	-4.9
1999.25	-2.91	-4.97
1999.13	-2.96	-4.94
1999	-2.84	-4.8
1998.88	-2.79	-4.59
1998.75	-2.75	-4.31
1998.63	-2.99	-4.35
1998.5	-3.18	-4.44
1998.38	-3.28	-4.56
1998.25	-3.23	-4.59
1998.13	-3.15	-4.58
1998	-3.03	-4.56
1997.88	-2.66	-4.43
1997.75	-2.37	-4.24
1997.63	-2.75	-4.28
1997.5	-2.92	-4.38
1997.38	-2.97	-4.6
1997.25	-2.98	-4.8
1997.13	-3.01	-4.84
1997	-2.65	-4.72
1996.88	-2.73	-4.69
1996.75	-2.86	-4.46
1996.63	-2.63	-4.46
1996.5	-2.74	-4.59
1996.38	-3.09	-4.8
1996.25	-3.01	-4.95
1996.13	-2.75	-4.96
1996	-2.75	-4.7
1995.88	-2.98	-4.5
1995.75	-2.76	-4.22
1995.63	-2.77	-4.37
1995.5	-2.84	-4.54
1995.38	-2.99	-4.73
1995.25	-3.05	-4.84
1995.13	-2.92	-4.82
1995	-2.87	-4.73
1994.88	-2.85	-4.39
1994.75	-2.77	-4.25
1994.63	-3.1	-4.31
1994.5	-3	-4.49
1994.38	-2.73	-4.65
1994.25	-2.61	-4.83
1994.13	-2.64	-4.95
1994	-2.54	-4.76
1993.88	-2.52	-4.47
1993.75	-2.72	-4.22
1993.63	-3.03	-4.28
1993.5	-2.85	-4.51
1993.38	-2.75	-4.69
1993.25	-2.59	-4.79
1993.13	-2.54	-4.75
1993	-2.65	-4.63
1992.88	-2.51	-4.53
1992.75	-2.77	-4.38
1992.63	-2.83	-4.46
1992.5	-2.78	-4.55
1992.38	-2.58	-4.65
1992.25	-2.62	-4.66
1992.13	-2.64	-4.66
1992	-2.56	-4.63
1991.88	-2.48	-4.4
1991.75	-2.72	-4.2
1991.63	-2.96	-4.37
1991.5	-2.61	-4.45
1991.38	-2.96	-4.78
1991.25	-2.91	-4.9
1991.13	-2.6	-4.84
1991	-2.6	-4.6
1990.88	-2.84	-4.5
1990.75	-2.7	-4.36
1990.63	-2.64	-4.4
1990.5	-2.79	-4.54
1990.38	-3.18	-4.81
1990.25	-3.12	-4.9
1990.13	-2.9	-4.89
1990	-2.63	-4.85
1989.88	-2.63	-4.68
1989.75	-2.9	-4.55
1989.63	-2.88	-4.62
1989.5	-2.76	-4.71
1989.38	-2.85	-4.73
1989.25	-2.99	-4.96
1989.13	-2.7	-5.13
1989	-2.57	-5
1988.88	-2.71	-4.68
1988.75	-2.35	-4.56
1988.63	-2.74	-4.49
1988.5	-3.05	-4.64
1988.38	-2.86	-4.71
1988.25	-2.68	-4.87
1988.13	-2.69	-4.89
1988	-2.73	-4.59
1987.88	-2.54	-4.38
1987.75	-2.6	-4.17
1987.63	-2.67	-4.3
1987.5	-3.03	-4.45
1987.38	-2.82	-4.66
1987.25	-2.53	-4.82
1987.13	-2.58	-4.83
1987	-2.71	-4.71
1986.88	-2.43	-4.5
1986.75	-2.49	-4.5
1986.63	-2.56	-4.45
1986.5	-2.61	-4.6
1986.38	-2.95	-4.77
1986.25	-2.89	-4.93
1986.13	-2.88	-5.07
1986	-2.74	-4.89
1985.88	-2.87	-4.51
1985.75	-2.65	-4.27
1985.63	-2.81	-4.38
1985.5	-3.02	-4.62
1985.38	-2.9	-4.85
1985.25	-2.82	-4.98
1985.13	-2.58	-4.93
1985	-2.91	-4.63
1984.88	-2.73	-4.36
1984.75	-2.77	-4.08
1984.63	-2.78	-4.4
1984.5	-2.95	-4.55
1984.38	-2.87	-4.71
1984.25	-2.86	-4.86
1984.13	-2.8	-4.84
1984	-3.02	-4.67
1983.88	-2.76	-4.44
1983.75	-2.55	-4.15
1983.63	-2.9	-4.26
1983.5	-2.84	-4.37
1983.38	-3.03	-4.61
1983.25	-2.58	-4.74
1983.13	-2.47	-4.72
1983	-2.77	-4.48
1982.88	-2.59	-4.2
1982.75	-2.5	-4.06
1982.63	-2.49	-4.11
1982.5	-2.83	-4.39
1982.38	-2.97	-4.73
1982.25	-2.93	-4.86
1982.13	-2.75	-4.88
1982	-2.59	-4.73
1981.88	-2.46	-4.51
1981.75	-2.58	-4.17
1981.63	-2.78	-4.24
1981.5	-2.89	-4.35
1981.38	-2.89	-4.52
1981.25	-2.73	-4.67
1981.13	-2.6	-4.72
1981	-2.46	-4.57
1980.88	-2.48	-4.41
1980.75	-2.53	-4.26
1980.63	-2.73	-4.4
1980.5	-2.94	-4.54
1980.38	-2.82	-4.72
1980.25	-2.54	-4.91
1980.13	-2.48	-4.97
1980	-2.71	-4.73
1979.88	-2.51	-4.4
1979.75	-2.52	-4.35
1979.63	-2.49	-4.32
1979.5	-2.44	-4.41
1979.38	-2.36	-4.64
1979.25	-2.6	-4.76
1979.13	-2.64	-4.78
1979	-2.5	-4.56
1978.88	-2.39	-4.41
1978.75	-2.78	-4.23
1978.63	-2.72	-4.36
1978.5	-2.66	-4.49
1978.38	-2.74	-4.59
1978.25	-2.88	-4.69
1978.13	-2.75	-4.7
1978	-2.31	-4.53
1977.88	-2.59	-4.33
1977.75	-2.31	-4.23
1977.63	-2.32	-4.27
1977.5	-2.36	-4.44
1977.38	-2.45	-4.8
1977.25	-2.45	-4.84
1977.13	-2.38	-4.76
1977	-2.18	-4.48
1976.88	-1.89	-4.16
1976.75	-1.97	-4.09
1976.63	-2.24	-4.24
1976.5	-2.5	-4.38
1976.38	-2.76	-4.52
1976.25	-2.39	-4.71
1976.13	-1.97	-4.76
1976	-1.85	-4.63
1975.88	-1.9	-4.58
1975.75	-1.81	-4.39
1975.63	-1.9	-4.46
1975.5	-2.07	-4.6
1975.38	-2.32	-4.8
1975.25	-2.21	-4.82
1975.13	-2.04	-4.75
1975	-1.84	-4.54
1974.88	-1.76	-4.42
1974.75	-1.75	-4.33
1974.63	-1.9	-4.36
1974.5	-2.09	-4.52
1974.38	-2.33	-4.83
1974.25	-2.24	-4.92
1974.13	-2.1	-4.94
1974	-1.95	-4.86
1973.88	-1.82	-4.63
1973.75	-1.7	-4.33
1973.63	-2.16	-4.33
1973.5	-2.33	-4.42
1973.38	-2.3	-4.57
1973.25	-2.23	-4.76
1973.13	-2.16	-4.78
1973	-2.12	-4.48
1972.88	-2.15	-4.31
1972.75	-2.22	-4.21
1972.63	-2.35	-4.22
1972.5	-2.43	-4.36
1972.38	-2.43	-4.65
