# IND-22/B4 d18O
#-----------------------------------------------------------------------
#               World Data Center for Paleoclimatology, Boulder
#                                  and
#                     NOAA Paleoclimatology Program
#-----------------------------------------------------------------------
# NOTE: Please cite original reference when using these data,
# If there is no publication information, please cite Investigators, Title, and Online_Resource and date accessed
#
#
#
# Online_Resource: 
#
#
# Original_Source_URL: 
#
# Description/Documentation lines begin with #
# Data lines have no #
#
# Archive: Ice Cores
# --------------------
# Contribution_date
#	Date: 2015
# --------------------
# Title 
#	Study_Name: IND-22/B4 d18O
# --------------------
# Investigators
#	Investigators:  Laluraj, C.M.; Thamban, M.; Naik, S.S.; Redkar, B.L.; Chaturvedi, A.; Ravindra, R. 
# --------------------
# Description_and_Notes
# 	Description: 
#
# --------------------
# Publication
#	Authors: C.M. Laluraj, M. Thamban, S.S. Naik, B.L. Redkar, A. Chaturvedi, and R. Ravindra
#	Published_Date_or_Year: 2010-07-29
#	Published_Title: Nitrate records of a shallow ice core from East Antartica
#	Journal_Name: The Holocene	
#	Volume: 21
#	Edition: 	
#	Issue: 2
#	Pages: 351-356
#	DOI: 10.1177/0959683610374886
#	Online_Resource: 
#	Full_Citation: 
#	Abstract: High-resolution records of nitrate (NO3-), oxygen isotope (d18O) and non-sea sulphant (nssSO42-) were studied using an ice core collected from central Dronning Maud Land in East Antarctica to identify the influence of environmental variability on accumulation of NO3- over the past 450 years. The results confirmed that multiple processes were responsible for the production and preservation of NO3- in Antarctic ice. Correlation between NO3- and nssSO42- peaks revealed that sulphate aerosols released during major volcanic eruptions might have activated the production of nitric acid, which was scavenged by ion-induced nucleation in polar ice sheets. The correlation between the nitrate and d18O records further suggest that enhanced NO3- preservation in the ice occured during periods of lower atmospheric temperature. Major shifts in the NO3- record of the ice core presently studied and its comparison with 10Be record from a core collected from South Pole suggest that a reduction in solar activity influenced the NO3- accumulation in Antarctica through enhanced production of odd nitrogen species. 
# --------------------
# Funding_Agency
#	Funding_Agency_Name: 
#	Grant:
# --------------------
# Site_Information
#	Site_Name: IND-22/B4
#	Location: Antarctica
#	Country: 
#	Northernmost_Latitude: -70.86
#	Southernmost_Latitude: -70.86
#	Easternmost_Longitude: 11.54
#	Westernmost_Longitude: 11.54
#	Elevation: 
# --------------------
# Data_Collection
#	Collection_Name: 94Dron01
#	Earliest_Year: 1533
#	Most_Recent_Year: 1994
#	Time Unit: AD
#
# --------------------
# Variables
#
# Data variables follow that are preceded by "##" in columns one and two.
# Data line variables format:  Variables list, one per line, shortname-tab-longname-tab-longname components (9 components: what, material, error, units, seasonality, archive, detail, method, C or N for Character or Numeric data) 
#
##age_AD	Age,,,year AD,,,,,N
##d18O		d18O,,,per mil SMOW,,ice cores,,,N 
#
# --------------------
# Data:
# Data lines follow (have no #)
# Data line format - tab-delimited text, variable short name as header
# Missing values: NAN
#
age_AD	d18O
1994	-25.06943897
1993	-25.20536884
1992	-24.60957844
1991	-24.00490074
1990	-23.40022305
1989	-23.27429929
1988	-23.66288702
1987	-24.05147475
1986	-24.44006248
1985	-24.64713092
1984	-24.84992613
1983	-25.05272133
1982	-25.18230063
1981	-25.22964803
1980	-25.27699544
1979	-25.32434284
1978	-25.29352139
1977	-25.2598648
1976	-25.22620821
1975	-25.25067941
1974	-25.34366286
1973	-25.43664632
1972	-25.52962978
1971	-25.28012037
1970	-25.01371991
1969	-24.74731945
1968	-24.6478562
1967	-24.75491705
1966	-24.8619779
1965	-24.96903875
1964	-24.33633798
1963	-23.67521438
1962	-23.59354517
1961	-23.71759011
1960	-22.93338462
1959	-22.53058966
1958	-22.49508404
1957	-22.43228989
1956	-22.34689663
1955	-22.71621079
1954	-24.04295236
1953	-25.23284397
1952	-25.14876124
1951	-25.06467851
1950	-25.13561079
1949	-25.22909393
1948	-25.24831191
1947	-25.22718831
1946	-25.38324944
1945	-25.78100225
1944	-26.16855216
1943	-26.51477518
1942	-26.8609982
1941	-27.05210517
1940	-27.23907146
1939	-27.23516899
1938	-27.16730382
1937	-26.89666831
1936	-26.44183685
1935	-26.04726385
1934	-25.7939657
1933	-25.54066755
1932	-25.28736939
1931	-28.36894112
1930	-28.13703101
1929	-27.58155091
1928	-26.46556979
1927	-25.44485502
1926	-23.44916442
1925	-22.3709238
1924	-22.64511463
1923	-23.41719825
1922	-23.61393729
1921	-23.57949303
1920	-23.63926831
1919	-23.6990436
1918	-24.19531685
1917	-24.69868764
1916	-24.53149866
1915	-24.15139149
1914	-23.77128433
1913	-23.66762224
1912	-23.64514131
1911	-23.64574799
1910	-23.70513804
1909	-23.93398234
1908	-24.40367322
1907	-24.87336411
1906	-24.71306317
1905	-24.47717773
1904	-23.8508394
1903	-23.33269643
1902	-23.28805357
1901	-23.5544253
1900	-24.01304228
1899	-24.47165926
1898	-24.3238849
1897	-24.04925964
1896	-24.15542071
1895	-24.2778615
1894	-24.66609961
1893	-25.3564834
1892	-26.15967049
1891	-27.60712345
1890	-29.05457641
1889	-27.52080404
1888	-25.89482882
1887	-25.71587151
1886	-25.9192489
1885	-26.05533853
1884	-25.2544211
1883	-24.45350367
1882	-24.82007099
1881	-25.40099082
1880	-26.1756581
1879	-26.89100856
1878	-26.86409725
1877	-25.36979596
1876	-25.19914751
1875	-25.4037816
1874	-25.60841569
1873	-25.81304978
1872	-26.31239835
1871	-27.06687288
1870	-27.23510352
1869	-26.34743833
1868	-25.45977313
1867	-24.43360395
1866	-23.32713309
1865	-23.21492015
1864	-24.2984447
1863	-24.40129358
1862	-24.3879665
1861	-25.28792061
1860	-26.09808869
1859	-26.83509174
1858	-26.32486783
1857	-25.70026939
1856	-25.24731461
1855	-24.85561123
1854	-24.47436347
1853	-24.88693805
