# Lombok Strait, Indonesia Coral Oxygen Isotope Data
#----------------------------------------------------------------------- 
#                World Data Center for Paleoclimatology, Boulder 
#                                  and 
#                     NOAA Paleoclimatology Program 
#----------------------------------------------------------------------- 
# NOTE: Please cite Publication, and Online_Resource and date accessed when using these data. 
# If there is no publication information, please cite Investigators, Title, and Online_Resource and date accessed. 
#
#
# Online_Resource: https://www.ncdc.noaa.gov/cdo/f?p=519:1:::::P1_STUDY_ID:1903
#
# Original_Source_URL: ftp://ftp.ncdc.noaa.gov/pub/data/paleo/coral/west_pacific/bali2003.txt
# 
# Description/Documentation lines begin with #
# Data lines have no #
#
# Archive: Corals and Sclerosponges
#--------------------
# Contribution_Date
#	Date:  2004-12
#--------------------
# Title
#	Study_Name: Bali Coral Oxygen Isotope Data
#--------------------
# Investigators
#       Investigators: Charles, C.D.; Cobb, K.M.; Moore, M.D.; Fairbanks, R.G.
#--------------------
# Description_and_Notes
#	Description: Records of past climate and ocean environment derived from stable isotope, trace metal, and other measurements made on corals and sclerosponges. Parameter keywords describe what was measured in this data set. Additional summary information can be found in the abstracts of papers listed in the data set citations. 
#--------------------
# Publication 
#       Authors: Charles, C.D.; Cobb, K.M.; Moore, M.D.; Fairbanks, R.G.
#       Published_Date_or_Year: 2003-06-19
#       Published_Title: Monsoon-tropical ocean interaction in a network of coral records spanning the 20th century.
#       Journal_Name: Marine Geology
#       Volume: 201
#       Edition: 
#       Issue: Issues 1–3
#       Pages: 207-222
#       DOI:  10.1016/S0025-3227(03)00217-2
#       Online_Resource: 
#       Full_Citation: Charles, C.D., K. Cobb, M.D. Moore, and R.G. Fairbanks. 2003. Monsoon-tropical ocean interaction in a network of coral records spanning the 20th century. Marine Geology, v. 201, pp. 207-222.
#       Abstract: The 20th century evolution of basin-wide gradients in surface ocean properties provides one essential test for recent models of the interaction between the Asian monsoon and the tropical ocean, because various feedback mechanisms should result in characteristic regional patterns of variability. Although the instrumental record of climate variability in the tropics is essentially limited to the last few decades, the stable isotopic composition of living corals provides an effective means for extending the instrumental observations. Here we present two coral isotopic records from the Indonesian Maritime Continent, and we use these records with other previously published records to describe: (i) the relationship between western Pacific and central Pacific climate variability over the past century, with special emphasis on the biennial band; and (ii) the strength of the west-east 'Indian Ocean Dipole'. We find that the amplitude of the biennial cycle in the Pacific did not vary inversely with the strength of ENSO (El Nino Southern Oscillation), as might be expected from some models of monsoonal feedback on the central Pacific. Instead, the biennial variability was modulated on decadal timescales throughout much of the Pacific. We also show that the zonal oxygen isotopic gradient in the Indian Ocean coral records was significantly correlated with central Pacific sea surface temperature on a variety of timescales. Thus, it is likely that this 'coral dipole' was a product of strong ENSO-like teleconnections over the Indian Ocean, as opposed to being the result of unique Indian Ocean or monsoonal dynamics.
#------------------
# Funding_Agency 
#       Funding_Agency_Name: 
#       Grant: 
#------------------
# Site_Information 
#       Site_Name: Lombok Strait, Bali, Indonesia
#       Location: Ocean>Indian Ocean>Indonesia
#	Country: Indonesia 
#	Northernmost_Latitude: -8.25 
# 	Southernmost_Latitude: -8.25 
# 	Easternmost_Longitude: 115.50
# 	Westernmost_Longitude: 115.50 
# 	Elevation: -3 m  
#------------------
# Data_Collection   
#	Collection_Name: 03indo01a
#	Earliest_Year: 1782
#	Most_Recent_Year: 1990
#	Time_Unit: y_ad
#	Core_Length: 
#	Notes: 
#------------------
# Species
#	Species_Name: Porites sp.
#	Common_Name: 
#------------------
# Chronology: 
# 
#
# 
#
# 
#
#
# 
#----------------
# Variables 
#
# Data variables follow that are preceded by "##" in columns one and two.
# Data line variables format:  Variables list, one per line, shortname-tab-longname-tab-longname components (9 components: what, material, error, units, seasonality, archive, detail, method, C or N for Character or Numeric data) 
#
##age	age, , ,y_ad, , Corals and Sclerosponges, , ,N
##d18O	delta 18 Oxygen, Porites sp., , permil VPDB, , Corals and Sclerosponges, , ,N
##d18O_sa	seasonally averaged delta 18 Oxygen, Porites sp., , permil VPDB, , Corals and Sclerosponges, average: seasonal, ,N
##d18O_anom	delta 18 oxygen anomaly, Porites sp., , permil VPDB, , Corals and Sclerosponges, , ,N
#
#----------------
# Data:
# Data lines follow (have no #)
# Data line format - tab-delimited text, variable short name as header
# Missing Values: NAN 
#
age	d18O	d18O_sa	d18O_anom
1809.92	-5.2040	-5.2282	0.02420
1810.00	-5.3170	-5.2521	-0.06489
1810.08	-4.5590	-5.1031	0.54406
1810.17	-4.2850	-4.9667	0.68169
1810.25	-4.1750	-4.8574	0.68240
1810.33	-4.4930	-4.7997	0.30673
1810.42	-4.4610	-4.7875	0.32648
1810.50	-4.5340	-4.8316	0.29757
1810.58	-4.7061	-4.9078	0.20175
1810.67	-4.8210	-4.9913	0.17026
1810.75	-5.1350	-5.0856	-0.04937
1810.83	-5.1540	-5.1759	0.02189
1810.92	-5.1420	-5.2282	0.08620
1811.00	-4.6190	-5.2521	0.63311
1811.08	-4.3880	-5.1031	0.71506
1811.17	-4.1270	-4.9667	0.83969
1811.25	-4.3160	-4.8574	0.54140
1811.33	-4.7300	-4.7997	0.06973
1811.42	-5.2020	-4.7875	-0.41452
1811.50	-5.0550	-4.8316	-0.22343
1811.58	-4.8651	-4.9078	0.04275
1811.67	-4.5860	-4.9913	0.40526
1811.75	-4.6540	-5.0856	0.43163
1811.83	-4.6050	-5.1759	0.57089
1811.92	-4.6600	-5.2282	0.56820
1812.00	-4.6160	-5.2521	0.63611
1812.08	-4.7950	-5.1031	0.30806
1812.17	-4.6090	-4.9667	0.35769
1812.25	-4.5760	-4.8574	0.28140
1812.33	-4.4780	-4.7997	0.32173
1812.42	-4.4060	-4.7875	0.38148
1812.50	-4.2630	-4.8316	0.56857
1812.58	-4.2411	-4.9078	0.66675
1812.67	-4.4160	-4.9913	0.57526
1812.75	-4.6450	-5.0856	0.44063
1812.83	-4.8920	-5.1759	0.28389
1812.92	-5.0810	-5.2282	0.14720
1813.00	-5.0810	-5.2521	0.17111
1813.08	-5.1600	-5.1031	-0.05694
1813.17	-4.8170	-4.9667	0.14969
1813.25	-4.7630	-4.8574	0.09440
1813.33	-4.6830	-4.7997	0.11673
1813.42	-4.6840	-4.7875	0.10348
1813.50	-4.8240	-4.8316	0.00757
1813.58	-4.9241	-4.9078	-0.01625
1813.67	-4.9640	-4.9913	0.02726
1813.75	-5.0660	-5.0856	0.01964
1813.83	-5.0700	-5.1759	0.10589
1813.92	-5.0520	-5.2282	0.17620
1814.00	-4.7680	-5.2521	0.48411
1814.08	-4.7650	-5.1031	0.33806
1814.17	-5.2380	-4.9667	-0.27131
1814.25	-4.8780	-4.8574	-0.02060
1814.33	-4.5130	-4.7997	0.28673
1814.42	-4.5380	-4.7875	0.24948
1814.50	-4.5740	-4.8316	0.25757
1814.58	-4.6590	-4.9078	0.24875
1814.67	-4.8660	-4.9913	0.12526
1814.75	-4.9260	-5.0856	0.15964
1814.83	-5.0950	-5.1759	0.08089
1814.92	-5.2130	-5.2282	0.01520
1815.00	-5.2190	-5.2521	0.03311
1815.08	-5.2420	-5.1031	-0.13894
1815.17	-5.0790	-4.9667	-0.11231
1815.25	-5.0050	-4.8574	-0.14760
1815.33	-4.9140	-4.7997	-0.11427
1815.42	-4.8260	-4.7875	-0.03852
1815.50	-4.7590	-4.8316	0.07257
1815.58	-4.6681	-4.9078	0.23975
1815.67	-4.7030	-4.9913	0.28826
1815.75	-4.9310	-5.0856	0.15463
1815.83	-4.9460	-5.1759	0.22989
1815.92	-5.2250	-5.2282	0.00320
1816.00	-5.2870	-5.2521	-0.03489
1816.08	-4.9900	-5.1031	0.11306
1816.17	-4.6930	-4.9667	0.27369
1816.25	-4.6800	-4.8574	0.17740
1816.33	-4.6560	-4.7997	0.14373
1816.42	-4.7370	-4.7875	0.05048
1816.50	-4.4780	-4.8316	0.35357
1816.58	-4.4731	-4.9078	0.43475
1816.67	-4.4680	-4.9913	0.52326
1816.75	-4.6040	-5.0856	0.48164
1816.83	-5.1450	-5.1759	0.03089
1816.92	-5.1160	-5.2282	0.11220
1817.00	-5.1430	-5.2521	0.10911
1817.08	-4.7280	-5.1031	0.37506
1817.17	-4.5510	-4.9667	0.41569
1817.25	-4.5330	-4.8574	0.32440
1817.33	-4.5320	-4.7997	0.26773
1817.42	-4.5930	-4.7875	0.19448
1817.50	-4.6830	-4.8316	0.14857
1817.58	-4.8061	-4.9078	0.10175
1817.67	-4.8180	-4.9913	0.17326
1817.75	-4.7970	-5.0856	0.28863
1817.83	-4.8670	-5.1759	0.30889
1817.92	-5.1670	-5.2282	0.06120
1818.00	-5.0770	-5.2521	0.17511
1818.08	-4.8720	-5.1031	0.23106
1818.17	-4.7210	-4.9667	0.24569
1818.25	-4.5880	-4.8574	0.26940
1818.33	-4.6200	-4.7997	0.17973
1818.42	-4.6940	-4.7875	0.09348
1818.50	-4.8170	-4.8316	0.01457
1818.58	-4.8891	-4.9078	0.01875
1818.67	-4.9270	-4.9913	0.06426
1818.75	-5.0970	-5.0856	-0.01137
1818.83	-5.2220	-5.1759	-0.04611
1818.92	-5.3400	-5.2282	-0.11180
1819.00	-5.3670	-5.2521	-0.11489
1819.08	-5.0650	-5.1031	0.03806
1819.17	-4.8990	-4.9667	0.06769
1819.25	-4.6730	-4.8574	0.18440
1819.33	-4.9150	-4.7997	-0.11527
1819.42	-5.0440	-4.7875	-0.25652
1819.50	-5.0890	-4.8316	-0.25743
1819.58	-5.3741	-4.9078	-0.46625
1819.67	-5.4560	-4.9913	-0.46474
1819.75	-5.1800	-5.0856	-0.09437
1819.83	-5.1890	-5.1759	-0.01311
1819.92	-5.2580	-5.2282	-0.02980
1820.00	-5.1270	-5.2521	0.12511
1820.08	-4.9810	-5.1031	0.12206
1820.17	-5.0620	-4.9667	-0.09531
1820.25	-4.8730	-4.8574	-0.01560
1820.33	-4.8520	-4.7997	-0.05227
1820.42	-4.8030	-4.7875	-0.01552
1820.50	-5.0020	-4.8316	-0.17043
1820.58	-5.0340	-4.9078	-0.12625
1820.67	-5.2450	-4.9913	-0.25374
1820.75	-5.3170	-5.0856	-0.23136
1820.83	-5.6390	-5.1759	-0.46311
1820.92	-5.3340	-5.2282	-0.10580
1821.00	-5.3670	-5.2521	-0.11489
1821.08	-5.1130	-5.1031	-0.00994
1821.17	-4.7340	-4.9667	0.23269
1821.25	-4.8680	-4.8574	-0.01060
1821.33	-4.7110	-4.7997	0.08873
1821.42	-4.6800	-4.7875	0.10748
1821.50	-4.8830	-4.8316	-0.05143
1821.58	-4.9061	-4.9078	0.00175
1821.67	-4.8900	-4.9913	0.10126
1821.75	-4.9640	-5.0856	0.12163
1821.83	-5.3500	-5.1759	-0.17411
1821.92	-5.1130	-5.2282	0.11520
1822.00	-5.1490	-5.2521	0.10311
1822.08	-5.1560	-5.1031	-0.05294
1822.17	-4.9660	-4.9667	0.00069
1822.25	-4.8360	-4.8574	0.02140
1822.33	-4.7840	-4.7997	0.01573
1822.42	-4.7630	-4.7875	0.02448
1822.50	-4.8220	-4.8316	0.00957
1822.58	-4.9491	-4.9078	-0.04125
1822.67	-5.2030	-4.9913	-0.21174
1822.75	-5.1430	-5.0856	-0.05737
1822.83	-5.2750	-5.1759	-0.09911
1822.92	-5.3740	-5.2282	-0.14580
1823.00	-5.4010	-5.2521	-0.14889
1823.08	-5.2750	-5.1031	-0.17194
1823.17	-5.2940	-4.9667	-0.32731
1823.25	-5.2790	-4.8574	-0.42160
1823.33	-5.0920	-4.7997	-0.29227
1823.42	-5.1240	-4.7875	-0.33652
1823.50	-5.1310	-4.8316	-0.29943
1823.58	-4.9731	-4.9078	-0.06525
1823.67	-5.1820	-4.9913	-0.19074
1823.75	-5.2290	-5.0856	-0.14336
1823.83	-5.1910	-5.1759	-0.01511
1823.92	-5.2320	-5.2282	-0.00380
1824.00	-5.3840	-5.2521	-0.13189
1824.08	-5.0940	-5.1031	0.00906
1824.17	-5.2470	-4.9667	-0.28031
1824.25	-5.0650	-4.8574	-0.20760
1824.33	-4.6320	-4.7997	0.16773
1824.42	-4.4810	-4.7875	0.30648
1824.50	-4.6170	-4.8316	0.21457
1824.58	-4.8951	-4.9078	0.01275
1824.67	-5.0980	-4.9913	-0.10674
1824.75	-5.2370	-5.0856	-0.15136
1824.83	-5.2370	-5.1759	-0.06111
1824.92	-5.4400	-5.2282	-0.21180
1825.00	-5.3570	-5.2521	-0.10489
1825.08	-5.1700	-5.1031	-0.06694
1825.17	-5.1530	-4.9667	-0.18631
1825.25	-4.8720	-4.8574	-0.01460
1825.33	-5.0270	-4.7997	-0.22727
1825.42	-4.8580	-4.7875	-0.07052
1825.50	-4.9260	-4.8316	-0.09443
1825.58	-4.9441	-4.9078	-0.03625
1825.67	-5.2980	-4.9913	-0.30674
1825.75	-5.2200	-5.0856	-0.13437
1825.83	-5.3110	-5.1759	-0.13511
1825.92	-5.4530	-5.2282	-0.22480
1826.00	-5.4750	-5.2521	-0.22289
1826.08	-4.9960	-5.1031	0.10706
1826.17	-4.8900	-4.9667	0.07669
1826.25	-4.8460	-4.8574	0.01140
1826.33	-4.8950	-4.7997	-0.09527
1826.42	-4.9510	-4.7875	-0.16352
1826.50	-5.0990	-4.8316	-0.26743
1826.58	-5.1181	-4.9078	-0.21025
1826.67	-5.0040	-4.9913	-0.01274
1826.75	-5.1060	-5.0856	-0.02037
1826.83	-5.2010	-5.1759	-0.02511
1826.92	-5.3040	-5.2282	-0.07580
1827.00	-5.2440	-5.2521	0.00811
1827.08	-5.2500	-5.1031	-0.14694
1827.17	-5.0590	-4.9667	-0.09231
1827.25	-5.0240	-4.8574	-0.16660
1827.33	-4.8650	-4.7997	-0.06527
1827.42	-4.8080	-4.7875	-0.02052
1827.50	-4.7970	-4.8316	0.03457
1827.58	-4.9271	-4.9078	-0.01925
1827.67	-5.0600	-4.9913	-0.06874
1827.75	-5.2590	-5.0856	-0.17336
1827.83	-5.2960	-5.1759	-0.12011
1827.92	-5.4170	-5.2282	-0.18880
1828.00	-5.4710	-5.2521	-0.21889
1828.08	-5.1280	-5.1031	-0.02494
1828.17	-5.2420	-4.9667	-0.27531
1828.25	-5.0270	-4.8574	-0.16960
1828.33	-4.9340	-4.7997	-0.13427
1828.42	-4.8000	-4.7875	-0.01252
1828.50	-5.0690	-4.8316	-0.23743
1828.58	-5.1941	-4.9078	-0.28625
1828.67	-5.2980	-4.9913	-0.30674
1828.75	-5.4160	-5.0856	-0.33037
1828.83	-5.2450	-5.1759	-0.06911
1828.92	-5.4890	-5.2282	-0.26080
1829.00	-5.7820	-5.2521	-0.52989
1829.08	-5.4240	-5.1031	-0.32094
1829.17	-5.3860	-4.9667	-0.41931
1829.25	-5.2990	-4.8574	-0.44160
1829.33	-5.1120	-4.7997	-0.31227
1829.42	-4.9480	-4.7875	-0.16052
1829.50	-4.9540	-4.8316	-0.12243
1829.58	-5.0931	-4.9078	-0.18525
1829.67	-5.1750	-4.9913	-0.18374
1829.75	-5.3360	-5.0856	-0.25036
1829.83	-5.4960	-5.1759	-0.32011
1829.92	-5.5520	-5.2282	-0.32380
1830.00	-5.5710	-5.2521	-0.31889
1830.08	-5.4540	-5.1031	-0.35094
1830.17	-5.3170	-4.9667	-0.35031
1830.25	-5.2130	-4.8574	-0.35560
1830.33	-5.0940	-4.7997	-0.29427
1830.42	-4.9940	-4.7875	-0.20652
1830.50	-5.1230	-4.8316	-0.29143
1830.58	-5.0821	-4.9078	-0.17425
1830.67	-5.1670	-4.9913	-0.17574
1830.75	-5.2350	-5.0856	-0.14936
1830.83	-5.2810	-5.1759	-0.10511
1830.92	-5.3080	-5.2282	-0.07980
1831.00	-5.4060	-5.2521	-0.15389
1831.08	-5.1640	-5.1031	-0.06094
1831.17	-4.8880	-4.9667	0.07869
1831.25	-4.8580	-4.8574	-0.00060
1831.33	-4.9010	-4.7997	-0.10127
1831.42	-4.9960	-4.7875	-0.20852
1831.50	-4.9640	-4.8316	-0.13243
1831.58	-4.9911	-4.9078	-0.08325
1831.67	-5.0810	-4.9913	-0.08974
1831.75	-5.1230	-5.0856	-0.03737
1831.83	-5.4530	-5.1759	-0.27711
1831.92	-5.4130	-5.2282	-0.18480
1832.00	-5.3500	-5.2521	-0.09789
1832.08	-5.2270	-5.1031	-0.12394
1832.17	-5.1410	-4.9667	-0.17431
1832.25	-4.9980	-4.8574	-0.14060
1832.33	-5.0210	-4.7997	-0.22127
1832.42	-4.8800	-4.7875	-0.09252
1832.50	-4.8030	-4.8316	0.02857
1832.58	-4.8551	-4.9078	0.05275
1832.67	-4.9980	-4.9913	-0.00674
1832.75	-5.2430	-5.0856	-0.15736
1832.83	-5.1440	-5.1759	0.03189
1832.92	-5.2980	-5.2282	-0.06980
1833.00	-5.3550	-5.2521	-0.10289
1833.08	-5.1150	-5.1031	-0.01194
1833.17	-5.5580	-4.9667	-0.59131
1833.25	-5.2410	-4.8574	-0.38360
1833.33	-4.8790	-4.7997	-0.07927
1833.42	-4.7950	-4.7875	-0.00752
1833.50	-4.7710	-4.8316	0.06057
1833.58	-5.0451	-4.9078	-0.13725
1833.67	-5.0510	-4.9913	-0.05974
1833.75	-5.2700	-5.0856	-0.18437
1833.83	-5.2210	-5.1759	-0.04511
1833.92	-5.0920	-5.2282	0.13620
1834.00	-5.0640	-5.2521	0.18811
1834.08	-4.9740	-5.1031	0.12906
1834.17	-5.0270	-4.9667	-0.06031
1834.25	-4.8600	-4.8574	-0.00260
1834.33	-4.6940	-4.7997	0.10573
1834.42	-4.7170	-4.7875	0.07048
1834.50	-4.6840	-4.8316	0.14757
1834.58	-4.6330	-4.9078	0.27475
1834.67	-4.7870	-4.9913	0.20426
1834.75	-4.8910	-5.0856	0.19464
1834.83	-5.0580	-5.1759	0.11789
1834.92	-5.4530	-5.2282	-0.22480
1835.00	-5.2610	-5.2521	-0.00889
1835.08	-5.1470	-5.1031	-0.04394
1835.17	-5.0330	-4.9667	-0.06631
1835.25	-4.9250	-4.8574	-0.06760
1835.33	-4.8180	-4.7997	-0.01827
1835.42	-5.0630	-4.7875	-0.27552
1835.50	-4.7310	-4.8316	0.10057
1835.58	-4.7871	-4.9078	0.12075
1835.67	-4.9040	-4.9913	0.08726
1835.75	-4.9570	-5.0856	0.12864
1835.83	-5.2540	-5.1759	-0.07811
1835.92	-5.0820	-5.2282	0.14620
1836.00	-5.0510	-5.2521	0.20111
1836.08	-4.9150	-5.1031	0.18806
1836.17	-4.8010	-4.9667	0.16569
1836.25	-4.7550	-4.8574	0.10240
1836.33	-4.6140	-4.7997	0.18573
1836.42	-4.6670	-4.7875	0.12048
1836.50	-4.6970	-4.8316	0.13457
1836.58	-4.7311	-4.9078	0.17675
1836.67	-4.8850	-4.9913	0.10626
1836.75	-4.9680	-5.0856	0.11763
1836.83	-5.0480	-5.1759	0.12789
1836.92	-5.0980	-5.2282	0.13020
1837.00	-5.0690	-5.2521	0.18311
1837.08	-5.0510	-5.1031	0.05206
1837.17	-4.9910	-4.9667	-0.02431
1837.25	-4.9700	-4.8574	-0.11260
1837.33	-4.8160	-4.7997	-0.01627
1837.42	-4.5260	-4.7875	0.26148
1837.50	-4.6800	-4.8316	0.15157
1837.58	-4.6931	-4.9078	0.21475
1837.67	-4.7550	-4.9913	0.23626
1837.75	-4.8440	-5.0856	0.24163
1837.83	-4.9350	-5.1759	0.24089
1837.92	-4.9740	-5.2282	0.25420
1838.00	-4.8550	-5.2521	0.39711
1838.08	-4.7240	-5.1031	0.37906
1838.17	-4.6270	-4.9667	0.33969
1838.25	-4.6120	-4.8574	0.24540
1838.33	-4.6270	-4.7997	0.17273
1838.42	-4.6850	-4.7875	0.10248
1838.50	-4.7760	-4.8316	0.05557
1838.58	-4.7721	-4.9078	0.13575
1838.67	-4.7530	-4.9913	0.23826
1838.75	-4.8680	-5.0856	0.21764
1838.83	-4.8460	-5.1759	0.32989
1838.92	-4.8770	-5.2282	0.35120
1839.00	-5.3820	-5.2521	-0.12989
1839.08	-5.0980	-5.1031	0.00506
1839.17	-4.9280	-4.9667	0.03869
1839.25	-4.7710	-4.8574	0.08640
1839.33	-4.6650	-4.7997	0.13473
1839.42	-4.5950	-4.7875	0.19248
1839.50	-4.6370	-4.8316	0.19457
1839.58	-4.6871	-4.9078	0.22075
1839.67	-4.8330	-4.9913	0.15826
1839.75	-5.1890	-5.0856	-0.10336
1839.83	-5.3220	-5.1759	-0.14611
1839.92	-5.1220	-5.2282	0.10620
1840.00	-5.0560	-5.2521	0.19611
1840.08	-5.1690	-5.1031	-0.06594
1840.17	-4.8130	-4.9667	0.15369
1840.25	-5.0650	-4.8574	-0.20760
1840.33	-5.0460	-4.7997	-0.24627
1840.42	-4.9880	-4.7875	-0.20052
1840.50	-5.1980	-4.8316	-0.36643
1840.58	-5.2121	-4.9078	-0.30425
1840.67	-5.0040	-4.9913	-0.01274
1840.75	-5.0690	-5.0856	0.01664
1840.83	-5.2060	-5.1759	-0.03011
1840.92	-5.2990	-5.2282	-0.07080
1841.00	-5.1820	-5.2521	0.07011
1841.08	-4.9960	-5.1031	0.10706
1841.17	-4.7520	-4.9667	0.21469
1841.25	-4.7540	-4.8574	0.10340
1841.33	-4.7260	-4.7997	0.07373
1841.42	-4.6290	-4.7875	0.15848
1841.50	-4.6330	-4.8316	0.19857
1841.58	-4.8711	-4.9078	0.03675
1841.67	-4.8790	-4.9913	0.11226
1841.75	-4.8690	-5.0856	0.21664
1841.83	-5.1320	-5.1759	0.04389
1841.92	-5.2410	-5.2282	-0.01280
1842.00	-5.2760	-5.2521	-0.02389
1842.08	-5.1790	-5.1031	-0.07594
1842.17	-5.0960	-4.9667	-0.12931
1842.25	-4.7070	-4.8574	0.15040
1842.33	-4.5510	-4.7997	0.24873
1842.42	-4.5360	-4.7875	0.25148
1842.50	-4.6560	-4.8316	0.17557
1842.58	-4.6831	-4.9078	0.22475
1842.67	-4.7510	-4.9913	0.24026
1842.75	-4.7800	-5.0856	0.30564
1842.83	-4.8670	-5.1759	0.30889
1842.92	-4.7980	-5.2282	0.43020
1843.00	-4.8840	-5.2521	0.36811
1843.08	-4.6870	-5.1031	0.41606
1843.17	-4.6010	-4.9667	0.36569
1843.25	-4.4980	-4.8574	0.35940
1843.33	-4.4920	-4.7997	0.30773
1843.42	-4.6820	-4.7875	0.10548
1843.50	-4.7880	-4.8316	0.04357
1843.58	-5.0781	-4.9078	-0.17025
1843.67	-5.0320	-4.9913	-0.04074
1843.75	-5.1400	-5.0856	-0.05437
1843.83	-5.1070	-5.1759	0.06889
1843.92	-5.0850	-5.2282	0.14320
1844.00	-5.0250	-5.2521	0.22711
1844.08	-5.0600	-5.1031	0.04306
1844.17	-4.9710	-4.9667	-0.00431
1844.25	-4.9580	-4.8574	-0.10060
1844.33	-4.8200	-4.7997	-0.02027
1844.42	-4.8230	-4.7875	-0.03552
1844.50	-4.9480	-4.8316	-0.11643
1844.58	-4.7861	-4.9078	0.12175
1844.67	-4.8080	-4.9913	0.18326
1844.75	-4.9890	-5.0856	0.09664
1844.83	-5.2550	-5.1759	-0.07911
1844.92	-5.3230	-5.2282	-0.09480
1845.00	-5.1950	-5.2521	0.05711
1845.08	-5.3040	-5.1031	-0.20094
1845.17	-4.8990	-4.9667	0.06769
1845.25	-4.9450	-4.8574	-0.08760
1845.33	-5.1130	-4.7997	-0.31327
1845.42	-4.9660	-4.7875	-0.17852
1845.50	-4.9780	-4.8316	-0.14643
1845.58	-5.0881	-4.9078	-0.18025
1845.67	-5.2180	-4.9913	-0.22674
1845.75	-5.3890	-5.0856	-0.30336
1845.83	-5.3840	-5.1759	-0.20811
1845.92	-5.2590	-5.2282	-0.03080
1846.00	-5.4660	-5.2521	-0.21389
1846.08	-5.2490	-5.1031	-0.14594
1846.17	-5.2310	-4.9667	-0.26431
1846.25	-4.8950	-4.8574	-0.03760
1846.33	-4.8790	-4.7997	-0.07927
1846.42	-4.7800	-4.7875	0.00748
1846.50	-4.8720	-4.8316	-0.04043
1846.58	-5.0811	-4.9078	-0.17325
1846.67	-4.7960	-4.9913	0.19526
1846.75	-5.2490	-5.0856	-0.16337
1846.83	-5.2430	-5.1759	-0.06711
1846.92	-5.3150	-5.2282	-0.08680
1847.00	-5.4510	-5.2521	-0.19889
1847.08	-5.2210	-5.1031	-0.11794
1847.17	-5.3160	-4.9667	-0.34931
1847.25	-5.0360	-4.8574	-0.17860
1847.33	-5.0260	-4.7997	-0.22627
1847.42	-5.0720	-4.7875	-0.28452
1847.50	-4.9400	-4.8316	-0.10843
1847.58	-4.9761	-4.9078	-0.06825
1847.67	-5.1640	-4.9913	-0.17274
1847.75	-5.2390	-5.0856	-0.15337
1847.83	-5.3160	-5.1759	-0.14011
1847.92	-5.5220	-5.2282	-0.29380
1848.00	-5.2820	-5.2521	-0.02989
1848.08	-5.1310	-5.1031	-0.02794
1848.17	-5.0000	-4.9667	-0.03331
1848.25	-5.0290	-4.8574	-0.17160
1848.33	-5.0710	-4.7997	-0.27127
1848.42	-4.9800	-4.7875	-0.19252
1848.50	-4.7920	-4.8316	0.03957
1848.58	-4.9061	-4.9078	0.00175
1848.67	-4.9740	-4.9913	0.01726
1848.75	-5.0660	-5.0856	0.01964
1848.83	-5.0240	-5.1759	0.15189
1848.92	-5.0600	-5.2282	0.16820
1849.00	-5.1680	-5.2521	0.08411
1849.08	-5.0630	-5.1031	0.04006
1849.17	-4.9870	-4.9667	-0.02031
1849.25	-4.9520	-4.8574	-0.09460
1849.33	-4.8830	-4.7997	-0.08327
1849.42	-4.8020	-4.7875	-0.01452
1849.50	-5.0120	-4.8316	-0.18043
1849.58	-5.0991	-4.9078	-0.19125
1849.67	-5.0000	-4.9913	-0.00874
1849.75	-5.1820	-5.0856	-0.09637
1849.83	-5.3350	-5.1759	-0.15911
1849.92	-5.3130	-5.2282	-0.08480
1850.00	-5.1010	-5.2521	0.15111
1850.08	-5.3160	-5.1031	-0.21294
1850.17	-5.3220	-4.9667	-0.35531
1850.25	-5.1180	-4.8574	-0.26060
1850.33	-4.8350	-4.7997	-0.03527
1850.42	-4.8960	-4.7875	-0.10852
1850.50	-5.0430	-4.8316	-0.21143
1850.58	-5.0821	-4.9078	-0.17425
1850.67	-5.1480	-4.9913	-0.15674
1850.75	-5.2150	-5.0856	-0.12936
1850.83	-5.1850	-5.1759	-0.00911
1850.92	-5.2090	-5.2282	0.01920
1851.00	-5.5370	-5.2521	-0.28489
1851.08	-5.4920	-5.1031	-0.38894
1851.17	-5.0640	-4.9667	-0.09731
1851.25	-4.7890	-4.8574	0.06840
1851.33	-4.6300	-4.7997	0.16973
1851.42	-4.7340	-4.7875	0.05348
1851.50	-4.7990	-4.8316	0.03257
1851.58	-4.9211	-4.9078	-0.01325
1851.67	-5.0570	-4.9913	-0.06574
1851.75	-5.2430	-5.0856	-0.15736
1851.83	-5.3310	-5.1759	-0.15511
1851.92	-5.1880	-5.2282	0.04020
1852.00	-5.4250	-5.2521	-0.17289
1852.08	-5.3990	-5.1031	-0.29594
1852.17	-5.0440	-4.9667	-0.07731
1852.25	-4.8890	-4.8574	-0.03160
1852.33	-4.8860	-4.7997	-0.08627
1852.42	-5.0610	-4.7875	-0.27352
1852.50	-5.1200	-4.8316	-0.28843
1852.58	-5.0491	-4.9078	-0.14125
1852.67	-5.0770	-4.9913	-0.08574
1852.75	-5.1840	-5.0856	-0.09837
1852.83	-5.2290	-5.1759	-0.05311
1852.92	-5.3610	-5.2282	-0.13280
1853.00	-5.4480	-5.2521	-0.19589
1853.08	-5.0380	-5.1031	0.06506
1853.17	-4.9240	-4.9667	0.04269
1853.25	-4.8140	-4.8574	0.04340
1853.33	-4.9280	-4.7997	-0.12827
1853.42	-5.0580	-4.7875	-0.27052
1853.50	-4.9510	-4.8316	-0.11943
1853.58	-5.0731	-4.9078	-0.16525
