# Lombok Strait, Indonesia Coral Oxygen Isotope Data
#----------------------------------------------------------------------- 
#                World Data Center for Paleoclimatology, Boulder 
#                                  and 
#                     NOAA Paleoclimatology Program 
#----------------------------------------------------------------------- 
# NOTE: Please cite Publication, and Online_Resource and date accessed when using these data. 
# If there is no publication information, please cite Investigators, Title, and Online_Resource and date accessed. 
#
#
# Online_Resource: https://www.ncdc.noaa.gov/cdo/f?p=519:1:::::P1_STUDY_ID:1903
#
# Original_Source_URL: ftp://ftp.ncdc.noaa.gov/pub/data/paleo/coral/west_pacific/bali2003.txt
# 
# Description/Documentation lines begin with #
# Data lines have no #
#
# Archive: Corals and Sclerosponges
#--------------------
# Contribution_Date
#	Date:  2004-12
#--------------------
# Title
#	Study_Name: Bali Coral Oxygen Isotope Data
#--------------------
# Investigators
#       Investigators: Charles, C.D.; Cobb, K.M.; Moore, M.D.; Fairbanks, R.G.
#--------------------
# Description_and_Notes
#	Description: Records of past climate and ocean environment derived from stable isotope, trace metal, and other measurements made on corals and sclerosponges. Parameter keywords describe what was measured in this data set. Additional summary information can be found in the abstracts of papers listed in the data set citations. 
#--------------------
# Publication 
#       Authors: Charles, C.D.; Cobb, K.M.; Moore, M.D.; Fairbanks, R.G.
#       Published_Date_or_Year: 2003-06-19
#       Published_Title: Monsoon-tropical ocean interaction in a network of coral records spanning the 20th century.
#       Journal_Name: Marine Geology
#       Volume: 201
#       Edition: 
#       Issue: Issues 1–3
#       Pages: 207-222
#       DOI:  10.1016/S0025-3227(03)00217-2
#       Online_Resource: 
#       Full_Citation: Charles, C.D., K. Cobb, M.D. Moore, and R.G. Fairbanks. 2003. Monsoon-tropical ocean interaction in a network of coral records spanning the 20th century. Marine Geology, v. 201, pp. 207-222.
#       Abstract: The 20th century evolution of basin-wide gradients in surface ocean properties provides one essential test for recent models of the interaction between the Asian monsoon and the tropical ocean, because various feedback mechanisms should result in characteristic regional patterns of variability. Although the instrumental record of climate variability in the tropics is essentially limited to the last few decades, the stable isotopic composition of living corals provides an effective means for extending the instrumental observations. Here we present two coral isotopic records from the Indonesian Maritime Continent, and we use these records with other previously published records to describe: (i) the relationship between western Pacific and central Pacific climate variability over the past century, with special emphasis on the biennial band; and (ii) the strength of the west-east 'Indian Ocean Dipole'. We find that the amplitude of the biennial cycle in the Pacific did not vary inversely with the strength of ENSO (El Nino Southern Oscillation), as might be expected from some models of monsoonal feedback on the central Pacific. Instead, the biennial variability was modulated on decadal timescales throughout much of the Pacific. We also show that the zonal oxygen isotopic gradient in the Indian Ocean coral records was significantly correlated with central Pacific sea surface temperature on a variety of timescales. Thus, it is likely that this 'coral dipole' was a product of strong ENSO-like teleconnections over the Indian Ocean, as opposed to being the result of unique Indian Ocean or monsoonal dynamics.
#------------------
# Funding_Agency 
#       Funding_Agency_Name: 
#       Grant: 
#------------------
# Site_Information 
#       Site_Name: Lombok Strait, Bali, Indonesia
#       Location: Ocean>Indian Ocean>Indonesia
#	Country: Indonesia 
#	Northernmost_Latitude: -8.25 
# 	Southernmost_Latitude: -8.25 
# 	Easternmost_Longitude: 115.50
# 	Westernmost_Longitude: 115.50 
# 	Elevation: -3 m  
#------------------
# Data_Collection   
#	Collection_Name: 03indo01a
#	Earliest_Year: 1782
#	Most_Recent_Year: 1990
#	Time_Unit: y_ad
#	Core_Length: 
#	Notes: 
#------------------
# Species
#	Species_Name: Porites sp.
#	Common_Name: 
#------------------
# Chronology: 
# 
#
# 
#
# 
#
#
# 
#----------------
# Variables 
#
# Data variables follow that are preceded by "##" in columns one and two.
# Data line variables format:  Variables list, one per line, shortname-tab-longname-tab-longname components (9 components: what, material, error, units, seasonality, archive, detail, method, C or N for Character or Numeric data) 
#
##age	age, , ,y_ad, , Corals and Sclerosponges, , ,N
##d18O	delta 18 Oxygen, Porites sp., , permil VPDB, , Corals and Sclerosponges, , ,N
##d18O_sa	seasonally averaged delta 18 Oxygen, Porites sp., , permil VPDB, , Corals and Sclerosponges, average: seasonal, ,N
##d18O_anom	delta 18 oxygen anomaly, Porites sp., , permil VPDB, , Corals and Sclerosponges, , ,N
#
#----------------
# Data:
# Data lines follow (have no #)
# Data line format - tab-delimited text, variable short name as header
# Missing Values: NAN 
#
age	d18O	d18O_sa	d18O_anom
1853.67	-5.0250	-4.9913	-0.03374
1853.75	-4.9770	-5.0856	0.10864
1853.83	-4.9260	-5.1759	0.24989
1853.92	-5.1330	-5.2282	0.09520
1854.00	-5.2610	-5.2521	-0.00889
1854.08	-5.1390	-5.1031	-0.03594
1854.17	-4.9930	-4.9667	-0.02631
1854.25	-4.7920	-4.8574	0.06540
1854.33	-4.6850	-4.7997	0.11473
1854.42	-4.6760	-4.7875	0.11148
1854.50	-4.6310	-4.8316	0.20057
1854.58	-4.7291	-4.9078	0.17875
1854.67	-5.0270	-4.9913	-0.03574
1854.75	-5.1740	-5.0856	-0.08837
1854.83	-5.1470	-5.1759	0.02889
1854.92	-5.2480	-5.2282	-0.01980
1855.00	-5.1670	-5.2521	0.08511
1855.08	-5.0210	-5.1031	0.08206
1855.17	-5.0490	-4.9667	-0.08231
1855.25	-4.7330	-4.8574	0.12440
1855.33	-4.6050	-4.7997	0.19473
1855.42	-4.7360	-4.7875	0.05148
1855.50	-4.7650	-4.8316	0.06657
1855.58	-4.7411	-4.9078	0.16675
1855.67	-4.8390	-4.9913	0.15226
1855.75	-4.9280	-5.0856	0.15764
1855.83	-5.0430	-5.1759	0.13289
1855.92	-5.2290	-5.2282	-0.00080
1856.00	-5.2380	-5.2521	0.01411
1856.08	-5.2060	-5.1031	-0.10294
1856.17	-4.9350	-4.9667	0.03169
1856.25	-4.6680	-4.8574	0.18940
1856.33	-4.9680	-4.7997	-0.16827
1856.42	-4.4360	-4.7875	0.35148
1856.50	-4.4590	-4.8316	0.37257
1856.58	-4.6211	-4.9078	0.28675
1856.67	-4.5990	-4.9913	0.39226
1856.75	-4.8200	-5.0856	0.26564
1856.83	-4.8760	-5.1759	0.29989
1856.92	-5.4480	-5.2282	-0.21980
1857.00	-5.4780	-5.2521	-0.22589
1857.08	-5.3540	-5.1031	-0.25094
1857.17	-5.2480	-4.9667	-0.28131
1857.25	-4.9580	-4.8574	-0.10060
1857.33	-4.9510	-4.7997	-0.15127
1857.42	-4.8780	-4.7875	-0.09052
1857.50	-4.7890	-4.8316	0.04257
1857.58	-4.8661	-4.9078	0.04175
1857.67	-4.9540	-4.9913	0.03726
1857.75	-5.0050	-5.0856	0.08064
1857.83	-4.9530	-5.1759	0.22289
1857.92	-5.2120	-5.2282	0.01620
1858.00	-5.3760	-5.2521	-0.12389
1858.08	-5.1130	-5.1031	-0.00994
1858.17	-4.9680	-4.9667	-0.00131
1858.25	-4.8740	-4.8574	-0.01660
1858.33	-4.6720	-4.7997	0.12773
1858.42	-4.6370	-4.7875	0.15048
1858.50	-4.5840	-4.8316	0.24757
1858.58	-4.7710	-4.9078	0.13675
1858.67	-4.9980	-4.9913	-0.00674
1858.75	-5.3430	-5.0856	-0.25736
1858.83	-5.3190	-5.1759	-0.14311
1858.92	-5.2770	-5.2282	-0.04880
1859.00	-5.2190	-5.2521	0.03311
1859.08	-5.0800	-5.1031	0.02306
1859.17	-4.9550	-4.9667	0.01169
1859.25	-4.8700	-4.8574	-0.01260
1859.33	-4.8880	-4.7997	-0.08827
1859.42	-5.1320	-4.7875	-0.34452
1859.50	-5.4380	-4.8316	-0.60643
1859.58	-4.6651	-4.9078	0.24275
1859.67	-4.6740	-4.9913	0.31726
1859.75	-4.7360	-5.0856	0.34964
1859.83	-5.0120	-5.1759	0.16389
1859.92	-5.1420	-5.2282	0.08620
1860.00	-4.9890	-5.2521	0.26311
1860.08	-4.9740	-5.1031	0.12906
1860.17	-4.6720	-4.9667	0.29469
1860.25	-4.8170	-4.8574	0.04040
1860.33	-4.8780	-4.7997	-0.07827
1860.42	-4.9720	-4.7875	-0.18452
1860.50	-5.2950	-4.8316	-0.46343
1860.58	-5.0101	-4.9078	-0.10225
1860.67	-5.0560	-4.9913	-0.06474
1860.75	-4.7560	-5.0856	0.32963
1860.83	-5.0260	-5.1759	0.14989
1860.92	-5.4090	-5.2282	-0.18080
1861.00	-5.1680	-5.2521	0.08411
1861.08	-5.5150	-5.1031	-0.41194
1861.17	-5.4440	-4.9667	-0.47731
1861.25	-5.2070	-4.8574	-0.34960
1861.33	-4.9670	-4.7997	-0.16727
1861.42	-4.8140	-4.7875	-0.02652
1861.50	-4.7840	-4.8316	0.04757
1861.58	-5.0351	-4.9078	-0.12725
1861.67	-5.2180	-4.9913	-0.22674
1861.75	-5.3250	-5.0856	-0.23936
1861.83	-5.4160	-5.1759	-0.24011
1861.92	-5.4010	-5.2282	-0.17280
1862.00	-5.5760	-5.2521	-0.32389
1862.08	-5.3160	-5.1031	-0.21294
1862.17	-4.9250	-4.9667	0.04169
1862.25	-4.6940	-4.8574	0.16340
1862.33	-4.7180	-4.7997	0.08173
1862.42	-4.6990	-4.7875	0.08848
1862.50	-4.7030	-4.8316	0.12857
1862.58	-4.8611	-4.9078	0.04675
1862.67	-5.0050	-4.9913	-0.01374
1862.75	-5.0240	-5.0856	0.06164
1862.83	-5.1950	-5.1759	-0.01911
1862.92	-5.3550	-5.2282	-0.12680
1863.00	-5.5620	-5.2521	-0.30989
1863.08	-5.1530	-5.1031	-0.04994
1863.17	-5.0600	-4.9667	-0.09331
1863.25	-5.1210	-4.8574	-0.26360
1863.33	-4.9530	-4.7997	-0.15327
1863.42	-5.0460	-4.7875	-0.25852
1863.50	-5.0310	-4.8316	-0.19943
1863.58	-5.0191	-4.9078	-0.11125
1863.67	-5.1000	-4.9913	-0.10874
1863.75	-5.2090	-5.0856	-0.12336
1863.83	-5.3500	-5.1759	-0.17411
1863.92	-5.4290	-5.2282	-0.20080
1864.00	-5.2540	-5.2521	-0.00189
1864.08	-5.2470	-5.1031	-0.14394
1864.17	-4.9890	-4.9667	-0.02231
1864.25	-4.7210	-4.8574	0.13640
1864.33	-4.6790	-4.7997	0.12073
1864.42	-4.6540	-4.7875	0.13348
1864.50	-4.5160	-4.8316	0.31557
1864.58	-4.7910	-4.9078	0.11675
1864.67	-4.9110	-4.9913	0.08026
1864.75	-5.0690	-5.0856	0.01664
1864.83	-5.4410	-5.1759	-0.26511
1864.92	-5.4560	-5.2282	-0.22780
1865.00	-5.2190	-5.2521	0.03311
1865.08	-5.2330	-5.1031	-0.12994
1865.17	-4.8740	-4.9667	0.09269
1865.25	-4.8390	-4.8574	0.01840
1865.33	-4.7770	-4.7997	0.02273
1865.42	-4.7120	-4.7875	0.07548
1865.50	-4.8660	-4.8316	-0.03443
1865.58	-4.8651	-4.9078	0.04275
1865.67	-5.2180	-4.9913	-0.22674
1865.75	-5.0950	-5.0856	-0.00937
1865.83	-5.3340	-5.1759	-0.15811
1865.92	-5.1930	-5.2282	0.03520
1866.00	-5.3110	-5.2521	-0.05889
1866.08	-5.3760	-5.1031	-0.27294
1866.17	-5.1190	-4.9667	-0.15231
1866.25	-4.9440	-4.8574	-0.08660
1866.33	-4.8160	-4.7997	-0.01627
1866.42	-4.7910	-4.7875	-0.00352
1866.50	-4.8500	-4.8316	-0.01843
1866.58	-4.8170	-4.9078	0.09075
1866.67	-4.9980	-4.9913	-0.00674
1866.75	-5.1560	-5.0856	-0.07037
1866.83	-5.0760	-5.1759	0.09989
1866.92	-4.9340	-5.2282	0.29420
1867.00	-4.9780	-5.2521	0.27411
1867.08	-5.0130	-5.1031	0.09006
1867.17	-4.9410	-4.9667	0.02569
1867.25	-4.8690	-4.8574	-0.01160
1867.33	-4.7440	-4.7997	0.05573
1867.42	-5.0700	-4.7875	-0.28252
1867.50	-5.0260	-4.8316	-0.19443
1867.58	-5.0771	-4.9078	-0.16925
1867.67	-5.1280	-4.9913	-0.13674
1867.75	-5.2920	-5.0856	-0.20637
1867.83	-5.3230	-5.1759	-0.14711
1867.92	-5.1490	-5.2282	0.07920
1868.00	-5.0550	-5.2521	0.19711
1868.08	-5.0520	-5.1031	0.05106
1868.17	-5.0050	-4.9667	-0.03831
1868.25	-4.8030	-4.8574	0.05440
1868.33	-4.6880	-4.7997	0.11173
1868.42	-4.6410	-4.7875	0.14648
1868.50	-4.6610	-4.8316	0.17057
1868.58	-4.8040	-4.9078	0.10375
1868.67	-4.9410	-4.9913	0.05026
1868.75	-5.2620	-5.0856	-0.17637
1868.83	-5.2260	-5.1759	-0.05011
1868.92	-5.2100	-5.2282	0.01820
1869.00	-5.0840	-5.2521	0.16811
1869.08	-5.0330	-5.1031	0.07006
1869.17	-4.7820	-4.9667	0.18469
1869.25	-4.6680	-4.8574	0.18940
1869.33	-4.6720	-4.7997	0.12773
1869.42	-4.6990	-4.7875	0.08848
1869.50	-4.7900	-4.8316	0.04157
1869.58	-4.8941	-4.9078	0.01375
1869.67	-4.9740	-4.9913	0.01726
1869.75	-5.1390	-5.0856	-0.05337
1869.83	-5.3210	-5.1759	-0.14511
1869.92	-5.1880	-5.2282	0.04020
1870.00	-5.1900	-5.2521	0.06211
1870.08	-5.2400	-5.1031	-0.13694
1870.17	-5.1420	-4.9667	-0.17531
1870.25	-4.9960	-4.8574	-0.13860
1870.33	-4.9200	-4.7997	-0.12027
1870.42	-4.9470	-4.7875	-0.15952
1870.50	-4.9140	-4.8316	-0.08243
1870.58	-4.8911	-4.9078	0.01675
1870.67	-4.9910	-4.9913	0.00026
1870.75	-5.1130	-5.0856	-0.02737
1870.83	-5.1580	-5.1759	0.01789
1870.92	-5.1380	-5.2282	0.09020
1871.00	-5.2800	-5.2521	-0.02789
1871.08	-5.1690	-5.1031	-0.06594
1871.17	-5.0720	-4.9667	-0.10531
1871.25	-4.8800	-4.8574	-0.02260
1871.33	-4.7940	-4.7997	0.00573
1871.42	-4.7830	-4.7875	0.00448
1871.50	-4.7730	-4.8316	0.05857
1871.58	-4.8161	-4.9078	0.09175
1871.67	-4.9840	-4.9913	0.00726
1871.75	-5.1340	-5.0856	-0.04837
1871.83	-5.0740	-5.1759	0.10189
1871.92	-5.2310	-5.2282	-0.00280
1872.00	-5.1860	-5.2521	0.06611
1872.08	-5.0960	-5.1031	0.00706
1872.17	-4.8480	-4.9667	0.11869
1872.25	-4.7210	-4.8574	0.13640
1872.33	-4.7670	-4.7997	0.03273
1872.42	-4.7020	-4.7875	0.08548
1872.50	-4.7550	-4.8316	0.07657
1872.58	-4.8971	-4.9078	0.01075
1872.67	-5.0630	-4.9913	-0.07174
1872.75	-5.0540	-5.0856	0.03164
1872.83	-5.2040	-5.1759	-0.02811
1872.92	-5.4090	-5.2282	-0.18080
1873.00	-5.4030	-5.2521	-0.15089
1873.08	-4.9200	-5.1031	0.18306
1873.17	-4.7740	-4.9667	0.19269
1873.25	-4.7680	-4.8574	0.08940
1873.33	-4.7480	-4.7997	0.05173
1873.42	-4.8240	-4.7875	-0.03652
1873.50	-4.9570	-4.8316	-0.12543
1873.58	-5.2371	-4.9078	-0.32925
1873.67	-5.3340	-4.9913	-0.34274
1873.75	-5.3060	-5.0856	-0.22037
1873.83	-5.2420	-5.1759	-0.06611
1873.92	-5.2290	-5.2282	-0.00080
1874.00	-5.4700	-5.2521	-0.21789
1874.08	-5.1070	-5.1031	-0.00394
1874.17	-5.0930	-4.9667	-0.12631
1874.25	-4.9810	-4.8574	-0.12360
1874.33	-4.8650	-4.7997	-0.06527
1874.42	-4.9200	-4.7875	-0.13252
1874.50	-4.9550	-4.8316	-0.12343
1874.58	-4.9211	-4.9078	-0.01325
1874.67	-4.9090	-4.9913	0.08226
1874.75	-5.0880	-5.0856	-0.00237
1874.83	-5.2480	-5.1759	-0.07211
1874.92	-5.1450	-5.2282	0.08320
1875.00	-5.2960	-5.2521	-0.04389
1875.08	-5.1540	-5.1031	-0.05094
1875.17	-4.8940	-4.9667	0.07269
1875.25	-4.8190	-4.8574	0.03840
1875.33	-4.7550	-4.7997	0.04473
1875.42	-4.9210	-4.7875	-0.13352
1875.50	-5.0670	-4.8316	-0.23543
1875.58	-5.0901	-4.9078	-0.18225
1875.67	-5.3250	-4.9913	-0.33374
1875.75	-5.3080	-5.0856	-0.22237
1875.83	-5.2870	-5.1759	-0.11111
1875.92	-5.2880	-5.2282	-0.05980
1876.00	-5.4020	-5.2521	-0.14989
1876.08	-5.1100	-5.1031	-0.00694
1876.17	-4.9320	-4.9667	0.03469
1876.25	-4.7910	-4.8574	0.06640
1876.33	-4.7890	-4.7997	0.01073
1876.42	-4.8400	-4.7875	-0.05252
1876.50	-4.8940	-4.8316	-0.06243
1876.58	-4.9101	-4.9078	-0.00225
1876.67	-4.8980	-4.9913	0.09326
1876.75	-5.0000	-5.0856	0.08564
1876.83	-5.2400	-5.1759	-0.06411
1876.92	-5.1910	-5.2282	0.03720
1877.00	-5.2080	-5.2521	0.04411
1877.08	-5.1560	-5.1031	-0.05294
1877.17	-4.8450	-4.9667	0.12169
1877.25	-4.7170	-4.8574	0.14040
1877.33	-4.4220	-4.7997	0.37773
1877.42	-4.7530	-4.7875	0.03448
1877.50	-4.5770	-4.8316	0.25457
1877.58	-4.7931	-4.9078	0.11475
1877.67	-4.9410	-4.9913	0.05026
1877.75	-4.5930	-5.0856	0.49264
1877.83	-4.8970	-5.1759	0.27889
1877.92	-5.2810	-5.2282	-0.05280
1878.00	-5.3560	-5.2521	-0.10389
1878.08	-4.9880	-5.1031	0.11506
1878.17	-4.8180	-4.9667	0.14869
1878.25	-4.8140	-4.8574	0.04340
1878.33	-4.8980	-4.7997	-0.09827
1878.42	-5.0710	-4.7875	-0.28352
1878.50	-5.0710	-4.8316	-0.23943
1878.58	-5.0491	-4.9078	-0.14125
1878.67	-5.2090	-4.9913	-0.21774
1878.75	-5.3250	-5.0856	-0.23936
1878.83	-5.3300	-5.1759	-0.15411
1878.92	-5.3020	-5.2282	-0.07380
1879.00	-5.3760	-5.2521	-0.12389
1879.08	-5.2710	-5.1031	-0.16794
1879.17	-5.1280	-4.9667	-0.16131
1879.25	-5.0130	-4.8574	-0.15560
1879.33	-5.0350	-4.7997	-0.23527
1879.42	-4.9400	-4.7875	-0.15252
1879.50	-5.0820	-4.8316	-0.25043
1879.58	-5.1651	-4.9078	-0.25725
1879.67	-5.1280	-4.9913	-0.13674
1879.75	-5.2620	-5.0856	-0.17637
1879.83	-5.2210	-5.1759	-0.04511
1879.92	-5.2550	-5.2282	-0.02680
1880.00	-5.2900	-5.2521	-0.03789
1880.08	-5.1580	-5.1031	-0.05494
1880.17	-4.8980	-4.9667	0.06869
1880.25	-5.0240	-4.8574	-0.16660
1880.33	-4.9180	-4.7997	-0.11827
1880.42	-4.9430	-4.7875	-0.15552
1880.50	-4.8980	-4.8316	-0.06643
1880.58	-4.8841	-4.9078	0.02375
1880.67	-5.0070	-4.9913	-0.01574
1880.75	-5.0510	-5.0856	0.03464
1880.83	-5.0510	-5.1759	0.12489
1880.92	-5.2110	-5.2282	0.01720
1881.00	-5.1720	-5.2521	0.08011
1881.08	-5.0290	-5.1031	0.07406
1881.17	-5.0610	-4.9667	-0.09431
1881.25	-4.8260	-4.8574	0.03140
1881.33	-4.6870	-4.7997	0.11273
1881.42	-4.6620	-4.7875	0.12548
1881.50	-4.5620	-4.8316	0.26957
1881.58	-4.7771	-4.9078	0.13075
1881.67	-5.0920	-4.9913	-0.10074
1881.75	-5.3110	-5.0856	-0.22536
1881.83	-5.4470	-5.1759	-0.27111
1881.92	-5.6690	-5.2282	-0.44080
1882.00	-5.4910	-5.2521	-0.23889
1882.08	-5.4500	-5.1031	-0.34694
1882.17	-5.3570	-4.9667	-0.39031
1882.25	-5.3000	-4.8574	-0.44260
1882.33	-5.1530	-4.7997	-0.35327
1882.42	-4.9890	-4.7875	-0.20152
1882.50	-4.9490	-4.8316	-0.11743
1882.58	-5.0621	-4.9078	-0.15425
1882.67	-5.0150	-4.9913	-0.02374
1882.75	-4.9510	-5.0856	0.13464
1882.83	-5.1570	-5.1759	0.01889
1882.92	-5.2950	-5.2282	-0.06680
1883.00	-5.3890	-5.2521	-0.13689
1883.08	-5.3680	-5.1031	-0.26494
1883.17	-5.1430	-4.9667	-0.17631
1883.25	-4.7590	-4.8574	0.09840
1883.33	-4.6510	-4.7997	0.14873
1883.42	-4.7130	-4.7875	0.07448
1883.50	-4.7380	-4.8316	0.09357
1883.58	-4.7910	-4.9078	0.11675
1883.67	-5.0630	-4.9913	-0.07174
1883.75	-5.1380	-5.0856	-0.05237
1883.83	-5.2420	-5.1759	-0.06611
1883.92	-5.3660	-5.2282	-0.13780
1884.00	-5.3430	-5.2521	-0.09089
1884.08	-5.2110	-5.1031	-0.10794
1884.17	-5.0340	-4.9667	-0.06731
1884.25	-4.8610	-4.8574	-0.00360
1884.33	-4.7670	-4.7997	0.03273
1884.42	-4.7460	-4.7875	0.04148
1884.50	-4.8360	-4.8316	-0.00443
1884.58	-4.7851	-4.9078	0.12275
1884.67	-4.9190	-4.9913	0.07226
1884.75	-5.0510	-5.0856	0.03464
1884.83	-5.1360	-5.1759	0.03989
1884.92	-5.0840	-5.2282	0.14420
1885.00	-5.3080	-5.2521	-0.05589
1885.08	-4.7380	-5.1031	0.36506
1885.17	-4.6950	-4.9667	0.27169
1885.25	-4.6400	-4.8574	0.21740
1885.33	-4.4800	-4.7997	0.31973
1885.42	-4.4460	-4.7875	0.34148
1885.50	-4.5350	-4.8316	0.29657
1885.58	-4.6531	-4.9078	0.25475
1885.67	-4.8570	-4.9913	0.13426
1885.75	-4.9800	-5.0856	0.10564
1885.83	-5.1380	-5.1759	0.03789
1885.92	-5.2800	-5.2282	-0.05180
1886.00	-5.1750	-5.2521	0.07711
1886.08	-5.0160	-5.1031	0.08706
1886.17	-4.8660	-4.9667	0.10069
1886.25	-4.7150	-4.8574	0.14240
1886.33	-4.7910	-4.7997	0.00873
1886.42	-4.8120	-4.7875	-0.02452
1886.50	-4.9100	-4.8316	-0.07843
1886.58	-5.1421	-4.9078	-0.23425
1886.67	-5.0570	-4.9913	-0.06574
1886.75	-5.1810	-5.0856	-0.09537
1886.83	-5.2470	-5.1759	-0.07111
1886.92	-5.2960	-5.2282	-0.06780
1887.00	-4.7580	-5.2521	0.49411
1887.08	-5.1740	-5.1031	-0.07094
1887.17	-5.2750	-4.9667	-0.30831
1887.25	-4.8960	-4.8574	-0.03860
1887.33	-4.8010	-4.7997	-0.00127
1887.42	-4.8970	-4.7875	-0.10952
1887.50	-4.6830	-4.8316	0.14857
1887.58	-4.8361	-4.9078	0.07175
1887.67	-5.0170	-4.9913	-0.02574
1887.75	-5.0130	-5.0856	0.07264
1887.83	-5.2110	-5.1759	-0.03511
1887.92	-5.3360	-5.2282	-0.10780
1888.00	-4.9880	-5.2521	0.26411
1888.08	-5.1690	-5.1031	-0.06594
1888.17	-5.0380	-4.9667	-0.07131
1888.25	-4.7270	-4.8574	0.13040
1888.33	-4.5440	-4.7997	0.25573
1888.42	-4.4800	-4.7875	0.30748
1888.50	-4.3620	-4.8316	0.46957
1888.58	-4.7851	-4.9078	0.12275
1888.67	-4.9850	-4.9913	0.00626
1888.75	-5.0780	-5.0856	0.00763
1888.83	-5.2140	-5.1759	-0.03811
1888.92	-5.0260	-5.2282	0.20220
1889.00	-5.2670	-5.2521	-0.01489
1889.08	-4.9600	-5.1031	0.14306
1889.17	-4.8330	-4.9667	0.13369
1889.25	-4.8390	-4.8574	0.01840
1889.33	-4.8280	-4.7997	-0.02827
1889.42	-4.7340	-4.7875	0.05348
1889.50	-4.7560	-4.8316	0.07557
1889.58	-4.9220	-4.9078	-0.01425
1889.67	-5.0620	-4.9913	-0.07074
1889.75	-5.1770	-5.0856	-0.09137
1889.83	-5.3030	-5.1759	-0.12711
1889.92	-5.4230	-5.2282	-0.19480
1890.00	-5.3650	-5.2521	-0.11289
1890.08	-5.3270	-5.1031	-0.22394
1890.17	-5.0650	-4.9667	-0.09831
1890.25	-4.8540	-4.8574	0.00340
1890.33	-4.7420	-4.7997	0.05773
1890.42	-4.6990	-4.7875	0.08848
1890.50	-4.9790	-4.8316	-0.14743
1890.58	-4.9431	-4.9078	-0.03525
1890.67	-5.1080	-4.9913	-0.11674
1890.75	-5.0260	-5.0856	0.05964
1890.83	-4.9130	-5.1759	0.26289
1890.92	-5.0540	-5.2282	0.17420
1891.00	-5.1750	-5.2521	0.07711
1891.08	-5.0910	-5.1031	0.01206
1891.17	-4.8390	-4.9667	0.12769
1891.25	-4.7230	-4.8574	0.13440
1891.33	-4.4570	-4.7997	0.34273
1891.42	-4.4710	-4.7875	0.31648
1891.50	-4.4940	-4.8316	0.33757
1891.58	-4.5670	-4.9078	0.34075
1891.67	-4.9310	-4.9913	0.06026
1891.75	-5.0410	-5.0856	0.04464
1891.83	-5.1240	-5.1759	0.05189
1891.92	-5.2440	-5.2282	-0.01580
1892.00	-5.3170	-5.2521	-0.06489
1892.08	-5.2250	-5.1031	-0.12194
1892.17	-5.1050	-4.9667	-0.13831
1892.25	-4.9920	-4.8574	-0.13460
1892.33	-5.0270	-4.7997	-0.22727
1892.42	-5.0970	-4.7875	-0.30952
1892.50	-4.9600	-4.8316	-0.12843
1892.58	-5.1130	-4.9078	-0.20525
1892.67	-5.2090	-4.9913	-0.21774
1892.75	-5.1900	-5.0856	-0.10436
1892.83	-5.2070	-5.1759	-0.03111
1892.92	-5.4200	-5.2282	-0.19180
1893.00	-5.3960	-5.2521	-0.14389
1893.08	-5.4110	-5.1031	-0.30794
1893.17	-5.0870	-4.9667	-0.12031
1893.25	-4.9910	-4.8574	-0.13360
1893.33	-4.9970	-4.7997	-0.19727
1893.42	-4.9350	-4.7875	-0.14752
1893.50	-5.0940	-4.8316	-0.26243
1893.58	-5.1491	-4.9078	-0.24125
1893.67	-5.1720	-4.9913	-0.18074
1893.75	-5.2210	-5.0856	-0.13536
1893.83	-5.4790	-5.1759	-0.30311
1893.92	-5.7050	-5.2282	-0.47680
1894.00	-5.4160	-5.2521	-0.16389
1894.08	-5.1210	-5.1031	-0.01794
1894.17	-5.0060	-4.9667	-0.03931
1894.25	-4.8300	-4.8574	0.02740
1894.33	-4.9430	-4.7997	-0.14327
1894.42	-5.0590	-4.7875	-0.27152
1894.50	-5.0500	-4.8316	-0.21843
1894.58	-5.3091	-4.9078	-0.40125
1894.67	-5.2710	-4.9913	-0.27974
1894.75	-5.2780	-5.0856	-0.19237
1894.83	-5.3170	-5.1759	-0.14111
1894.92	-5.3460	-5.2282	-0.11780
1895.00	-5.4570	-5.2521	-0.20489
1895.08	-5.2550	-5.1031	-0.15194
1895.17	-5.2190	-4.9667	-0.25231
1895.25	-5.1240	-4.8574	-0.26660
1895.33	-4.9870	-4.7997	-0.18727
1895.42	-4.6290	-4.7875	0.15848
1895.50	-4.7470	-4.8316	0.08457
1895.58	-4.8630	-4.9078	0.04475
1895.67	-4.9960	-4.9913	-0.00474
1895.75	-5.1050	-5.0856	-0.01937
1895.83	-5.3310	-5.1759	-0.15511
1895.92	-5.2730	-5.2282	-0.04480
1896.00	-5.1760	-5.2521	0.07611
1896.08	-5.2210	-5.1031	-0.11794
1896.17	-4.8990	-4.9667	0.06769
1896.25	-4.8040	-4.8574	0.05340
1896.33	-4.6400	-4.7997	0.15973
1896.42	-4.5630	-4.7875	0.22448
1896.50	-4.5920	-4.8316	0.23957
1896.58	-4.8731	-4.9078	0.03475
1896.67	-4.9110	-4.9913	0.08026
1896.75	-4.9490	-5.0856	0.13664
1896.83	-5.0580	-5.1759	0.11789
1896.92	-5.1290	-5.2282	0.09920
1897.00	-5.2060	-5.2521	0.04611
1897.08	-4.9330	-5.1031	0.17006
1897.17	-4.8840	-4.9667	0.08269
1897.25	-4.6110	-4.8574	0.24640
1897.33	-4.6040	-4.7997	0.19573
1897.42	-4.7720	-4.7875	0.01548
