#  ITASE Antarctic Ice Core 2002-4
#-----------------------------------------------------------------------
#               World Data Center for Paleoclimatology, Boulder
#                                  and
#                     NOAA Paleoclimatology Program
#-----------------------------------------------------------------------
# NOTE: Please cite original reference when using these data,
# If there is no publication information, please cite Investigators, Title, and Online_Resource and date accessed
#
#
#
# Online_Resource: 
#
#
# Original_Source_URL: 
#
# Description/Documentation lines begin with #
# Data lines have no #
#
# Archive: Ice Cores
# --------------------
# Contribution_date
#	Date: 2015
# --------------------
# Title 
#	Study_Name: ITASE Antarctic Ice Core 2002-4
# --------------------
# Investigators
#	Investigators:  Steig, E.J.; Mayewski, P.A.; Dixon, D.A.; Kaspari, S.D.;Frey, M.M.; Schneider, D.P.; Arcone, S.A.; Hamilton, G.S.; Spikes, V.B.; Albert, M.; Meese, D.; Gow, A.J.; Shuman, C.A.; White, J.W.C.; Sneed, S.; Flaherty, J.; Wumkes, M.  
# --------------------
# Description_and_Notes
# Description:  Water isotope data from the University of Washington, Eric J. Steig and David P. Schneider
#
# --------------------
# Publication
#	Authors: Eric J. STEIG, Paul A. MAYEWSKI, Daniel A. DIXON, Susan D. KASPARI, Markus M. FREY, David P. SCHNEIDER. Steven A. ARCONE,Gordon S. HAMILTON, V. Blue SPIKES, Mary ALBERT,Deb MEESE,
Anthony J. GOW, Christopher A. SHUMAN, James W.C. WHITE, Sharon SNEED,Joseph FLAHERTY, and Mark WUMKES
#	Published_Date_or_Year: 2005
#	Published_Title: High-resolution ice cores from US ITASE (West Antarctica); development and validation of chronologies and estimate of precision and accuracy.
#	Journal_Name: Annals of Glaciology
#	Volume: 41
#	Edition: 	
#	Issue: 
#	Pages: 77-84
#	DOI:  
#	Online_Resource: 
#	Full_Citation: 
#	Abstract: Shallow ice cores were obtained from widely distributed sites across the West Antarctic ice sheet, as part of the United States portion of the International Trans-Antarctic Scientific Expedition (US ITASE) program. The US ITASE cores have been dated by annual-layer counting, primarily through the identification of summer peaks in non-sea-salt sulfate (nssSO4 2–) concentration. Absolute dating accuracy of better than 2 years and relative dating accuracy better than 1 year is demonstrated by the identification of multiple volcanic marker horizons in each of the cores, Tambora, Indonesia (1815), being the most prominent. Independent validation is provided by the tracing of isochronal layers from site to site using high-frequency ice-penetrating radar observations, and by the timing of mid-winter warming events in stable-isotope ratios, which demonstrate significantly better than 1 year accuracy in the last 20 years. Dating precision to 1 month is demonstrated by the occurrence of summer nitrate peaks and stable-isotope ratios in phase with nssSO4 2–, and winter-time sea-salt peaks out of phase, with phase variation of <1 month. Dating precision and accuracy are uniform with depth, for at least the last 100 years.
# --------------------
# Funding_Agency
#	Funding_Agency_Name: 
#	Grant_number: 
#
# --------------------
# Site_Information
#	Site_Name: US ITASE 2002-4
#	Location: Antarctica
#	Country: 
#	Northernmost_Latitude: -86.55
#	Southernmost_Latitude: -86.55
#	Easternmost_Longitude: -107.990
#	Westernmost_Longitude: -107.990
#	Elevation: 2586 m
# --------------------
# Data_Collection
#	Collection_Name: 02ITAS01
#	Earliest_Year: 1592
#	Most_Recent_Year: 2002
#	Time_Unit: y_ad
#	Notes: {"database":"LMR_FM"}
# --------------------
# Variables
#
##age	age,,,midpoint year AD,,,,,N
##delD	delta deuterium,,,permil SMOW,,Ice Cores,,,N 
#
# --------------------
# Data:
# Data lines follow (have no #)
# Data line format - tab-delimited text, variable short name as header
# Missing values: NAN

age	delD
2002.9398	-313.0681
2002.8193	-345.4067
2002.6988	-355.1577
2002.5783	-322.3494
2002.4579	-341.1637
2002.3374	-353.3133
2002.2169	-365.2178
2002.0963	-368.4872
2001.9521	-364.9321
2001.7742	-344.4971
2001.5861	-332.4685
2001.3980	-329.8869
2001.2099	-317.9262
2001.0218	-305.3853
2000.8337	-309.8123
2000.6456	-327.0350
2000.4575	-348.4029
2000.2694	-356.2282
2000.0767	-358.5453
1999.8168	-345.6547
1999.4944	-333.6213
1999.1733	-336.1981
1998.8855	-310.6057
1998.6321	-297.6947
1998.3813	-318.4823
1998.1352	-329.0713
1997.9502	-331.3448
1997.8274	-342.3330
1997.7107	-345.9404
1997.5941	-313.3597
1997.4775	-291.7739
1997.3608	-300.0477
1997.2441	-313.6009
1997.1275	-313.4043
1997.0189	-306.4770
1996.9303	-311.2130
1996.8536	-291.6092
1996.7768	-302.5489
1996.7000	-316.8132
1996.6232	-325.3737
1996.5464	-336.9227
1996.4697	-331.3952
1996.3929	-339.3638
1996.3161	-343.2542
1997.0992	-335.6643
1997.8897	-351.9854
1997.8275	-354.5505
1997.7654	-354.5466
1997.7033	-351.0868
1997.6412	-347.7877
1997.5790	-344.5809
1997.5169	-345.1178
1997.4547	-343.6390
1997.3926	-314.0641
1997.3305	-295.4873
1997.2684	-298.4699
1997.2063	-310.4715
1997.1441	-317.7663
1997.0820	-320.9221
1997.0238	-320.9577
1996.9742	-318.6823
1996.9313	-312.5708
1996.8904	-304.2503
1996.8495	-298.0427
1996.8086	-298.2341
1996.7677	-297.3326
1996.7268	-293.9180
1996.6860	-303.7019
1996.6451	-326.2687
1996.6042	-340.5515
1996.5633	-344.9821
1996.5224	-343.8227
1996.4815	-341.2490
1996.4406	-341.9244
1996.3997	-348.1042
1996.3588	-353.5364
1996.3179	-358.2325
1996.2770	-357.9006
1996.2361	-356.8452
1996.1952	-352.1182
1996.1543	-340.4861
1996.1135	-329.2032
1996.0726	-323.3351
1996.0315	-319.7060
1995.9888	-317.4633
1995.9438	-314.4114
1995.8981	-319.0796
1995.8523	-332.4196
1995.8065	-345.3650
1995.7607	-349.3136
1995.7148	-342.2949
1995.6693	-301.1609
1995.6240	-305.7464
1995.5786	-316.7494
1995.5333	-333.1960
1995.4880	-340.8786
1995.4426	-350.1584
1995.3973	-353.2247
1995.3520	NAN
1995.3066	-343.9487
1995.2613	-340.9606
1995.2160	-335.6408
1995.1707	-296.6015
1995.1253	-325.6886
1995.0800	-306.8863
1995.0325	-297.1932
1994.9777	-298.8752
1994.9122	-301.7676
1994.8411	-304.9916
1994.7700	-304.9500
1994.6990	-309.9701
1994.6280	-312.5048
1994.5569	-313.5034
1994.4859	-323.5087
1994.4148	-333.5972
1994.3438	-336.7013
1994.2728	-332.8587
1994.2017	-326.1304
1994.1307	-316.6983
1994.0597	-306.4087
1993.9907	-302.6666
1993.9245	-304.1438
1993.8591	-308.1111
1993.7939	-314.2980
1993.7287	-322.0171
1993.6635	-330.9388
1993.5983	-339.0707
1993.5331	-340.3322
1993.4679	-338.1301
1993.4027	-331.1215
1993.3375	-327.9362
1993.2723	-325.1376
1993.2071	-317.1063
1993.1419	-306.7471
1993.0762	-296.9080
1993.0070	-292.9938
1992.9260	-300.2151
1992.8363	-323.8045
1992.7466	-335.9744
1992.6569	-343.8704
1992.5672	-352.5117
1992.4774	-353.4659
