# Dandak Cave, India Speleothem Oxygen Isotope Data
#----------------------------------------------------------------------- 
#                World Data Center for Paleoclimatology, Boulder 
#                                  and 
#                     NOAA Paleoclimatology Program 
#----------------------------------------------------------------------- 
# NOTE: Please cite Publication, and Online_Resource and date accessed when using these data. 
# If there is no publication information, please cite Investigators, Title, and Online_Resource and date accessed. 
#
#
# Online_Resource: https://www.ncdc.noaa.gov/cdo/f?p=519:1:::::P1_STUDY_ID:8639
#
# Original_Source_URL: http://www1.ncdc.noaa.gov/pub/data/paleo/speleothem/asia/india/dandak2010.txt
# 
# Description/Documentation lines begin with #
# Data lines have no #
#
# Archive: Speleothems
#--------------------
# Contribution_Date
#	Date:  2010-01-01
#--------------------
# Title
#	Study_Name: Dandak Cave, India Speleothem Oxygen Isotope Data
#--------------------
# Investigators
#       Investigators: Berkelhammer, M.; Sinha, A.; Mudelsee, M.; Cheng, H.; Edwards, R.L.; Cannariato, K.G.
#--------------------
# Description_and_Notes
#	Description: Oxygen isotope results from stalagmite DAN-D, Dandak Cave, India,  as a proxy for the Indian Summer Monsoon.  Data are updated from  those published by Sinha et al. (2007).  The d18O record presented  here extends high resolution analysis through the entire MCA  capturing the transition into and out of this period. The d18O  timeseries now contains 1874 isotopic measurements (684 of which  were presented in the original publication) spanning ~272 mm  of speleothem calcite.   Dandak Cave: 19�N and 82�E, 400 m elevation, SE India
#--------------------
# Publication 
#       Authors: Berkelhammer, M.; Sinha, A.; Mudelsee, M.; Cheng, H.; Edwards, R.L.; Cannariato, K.G.
#       Published_Date_or_Year: 2010
#       Published_Title: Persistent multidecadal power of the Indian Summer Monsoon.
#       Journal_Name: Earth and Planetary Science Letters
#       Volume: 290 
#       Edition: 1-2
#       Issue: 
#       Pages: 166-172
#       DOI: 
#       Online_Resource: 
#       Full_Citation: 
#       Abstract: The instrumental record of Indian Summer Monsoon (ISM) precipitation  displays two complete manifestations of an inferred multidecadal cycle.  Hitherto, no precipitation-sensitive proxy record from the Indian  subcontinent has had the necessary resolution and length to adequately  assess whether this observed feature is an inherent aspect of the ISM  system on longer timescales. Here we present compelling evidence for persistence of this cycle using a millennial length (AD 600-1550)  and sub-annually resolved speleothem oxygen isotope record (d18O)  from Dandak Cave in east-central India. The record displays a high  degree of correlation with a speleothem-based Asian monsoon  reconstruction from Wanxiang Cave in north-central China on annual to  decadal timescales showing the regional significance of these findings.  The observed period in our monsoon reconstruction is similar to that  associated with the Gleissberg solar cycle and multidecadal sea surface  temperature variability in the north Atlantic (AMO), both of which are  often cited as the prominent pacemakers of ISM variability on multidecadal  timescales. We document transient coherence between ISM precipitation  amount and solar variability that persists exclusively in the century  prior to and during the Medieval Climate Anomaly (nominally, AD 950-1300).  The non-stationary nature of the SFV-monsoon relationship presented here  may be evidence of the time-varying influence of tropical ocean-atmosphere dynamics on the solar-monsoon link; however, it is not possible to show  with significance that this period of coherence is anything more than  an artifact of two timeseries with similar spectra.  We therefore,  are inclined to interpret our record as evidence of a minimal role  of solar variability in driving persistent multidecadal variability  of the ISM. Multidecadal SST variability in the North Atlantic remains  as the likely alternative driver for persistence of this cycle.  Regardless of the causative mechanism(s), the amplitude and regional  signature of the observed cycle in ISM precipitation highlight its  societal importance with respect to forecasting ISM precipitation  on multidecadal timescales.
#------------------
# Funding_Agency 
#       Funding_Agency_Name: US national Science Foundation (NSF)
#       Grant: ATM0823554, ATM0502535
#------------------
# Funding_Agency 
#       Funding_Agency_Name: Gary Comer Science and Education Foundation
#       Grant: CC8, CP41
#------------------
# Site_Information 
#       Site_Name: Dandak Cave, Central India
#       Location: Asia>Southcentral Asia>India
#	Country: India 
#	Northernmost_Latitude: 19.00
# 	Southernmost_Latitude: 19.00
# 	Easternmost_Longitude: 82.00
# 	Westernmost_Longitude: 82.00
# 	Elevation: 400 m
#------------------
# Data_Collection   
#	Collection_Name: 10indi01a
#	Earliest_Year: 624
#	Most_Recent_Year: 1562 
#	Time_Unit:  y_ad
#	Core_Length: 
#	Notes: {"database":"LMR_FM"} Stalagmite core DAN-D
#------------------
# Chronology: 
# 
#
# 
#
# 
#
#
# 
#----------------
# Variables 
#
# Data variables follow that are preceded by "##" in columns one and two.
# Data line variables format:  Variables list, one per line, shortname-tab-longname-tab-longname components (9 components: what, material, error, units, seasonality, archive, detail, method, C or N for Character or Numeric data) 
#
##age	age, , , years AD, , , , ,N
##d18O	delta 18 Oxygen, , , permil VPDB, , Speleothems, , ,N
##age_err	error in age model, , , years, , , , ,N
#----------------
# Data:
# Data lines follow (have no #)
# Data line format - tab-delimited text, variable short name as header
# Missing Values: NAN
#
age	d18O	age_err
1562.1	-4.31	41.1
1561	-4.22	40.6
1559.9	-4.29	40.1
1558.9	-4.31	39.7
1557.8	-4.27	39.2
1556.7	-4.54	38.8
1555.7	-4.36	38.5
1554.6	-4.33	38.1
1553.5	-4.42	37.7
1552.5	-4.53	37.3
1551.4	-4.2	36.9
1550.3	-4.17	36.4
1549.2	-4.54	36
1546	-4.11	34.9
1545	-4.16	34.6
1543.9	-4.26	34.2
1542.8	-4.16	33.8
1541.8	-4.3	33.4
1539.6	-4.15	32.4
1538.5	-4.1	32
1537.5	-4.33	31.7
1536.4	-4.36	31.3
1534.3	-4.24	30.6
1533.2	-4.24	30.2
1532.1	-4.23	29.7
1531.1	-4.35	29.5
1530	-4.33	29
1528.9	-4.24	28.6
1527.9	-4.24	28.2
1526.8	-4.43	27.8
1525.7	-4.29	27.3
1524.6	-4.37	26.9
1523.6	-4.39	26.5
1522.5	-4.45	25.9
1521.4	-4.47	25.5
1520.4	-4.57	25.2
1519.3	-4.45	24.7
1518.2	-4.56	24.4
1517.2	-4.25	24
1516.1	-4.46	23.6
1515	-4.44	23.3
1513.9	-4.37	23
1512.9	-4.61	22.7
1511.8	-4.33	22.4
1510.7	-4.51	22
1509.7	-4.49	21.6
1508.6	-4.33	21.1
1507.5	-4.07	20.6
1506.5	-4.5	20.3
1505.4	-4.59	19.7
1504.3	-4.6	19.4
1503.3	-4.42	19.1
1502.2	-4.62	18.5
1501.1	-4.69	18.2
1500	-4.71	17.7
1499	-4.65	17.4
1497.9	-4.59	17
1496.8	-4.62	16.5
1495.8	-4.63	16.2
1494.7	-4.69	15.9
1493.6	-4.6	15.4
1492.6	-4.37	15
1491.5	-4.53	14.6
1490.4	-4.41	14.5
1489.3	-4.32	14.2
1487.2	-4.83	13.5
1486.1	-4.58	13.2
1485.1	-4.49	13
1484	-4.35	12.8
1482.9	-4.33	12.5
1481.9	-4.57	12.3
1480.8	-4.52	11.9
1479.7	-4.35	11.6
1478.7	-4.24	11.5
1477.6	-4.43	11.3
1476.5	-4.33	11.2
1475.4	-4.27	10.9
1474.4	-4.21	10.6
1473.3	-4.16	10.6
1472.2	-4.31	10.3
1471.2	-4.27	10.3
1470.1	-4.35	10.1
1469	-4.15	10
1468	-4.25	10.2
1466.9	-4	10.1
1465.8	-4.07	10
1464.7	-4.28	9.9
1463.7	-3.96	10
1462.6	-4.24	10
1461.5	-4.21	10
1460.5	-4.33	10.1
1459.4	-4.26	10.3
1458.3	-4.25	10.3
1457.3	-4.3	10.4
1456.2	-4.24	10.5
1455.1	-4.2	10.5
1454.1	-4.17	10.9
1453.9	-4.04	10.8
1453.7	-4.04	10.8
1453.5	-4.05	10.7
1453.3	-4.23	10.6
1453.1	-4.14	10.6
1452.9	-4.08	10.5
1452.8	-4.15	10.5
1452.6	-4.19	10.5
1452.2	-4.48	10.3
1452	-4.23	10.2
1451.8	-4.3	10.1
1451.7	-4.33	10.1
1451.5	-4.17	10.1
1451.3	-4.71	10.1
1451.1	-4.28	10.1
1450.9	-4.21	10
1450.7	-4.43	10
1450.5	-4.84	9.9
1450.4	-4.45	9.9
1450	-4.3	9.8
1449.8	-4.39	9.7
1449.6	-4.43	9.7
1449.4	-4.43	9.6
1449.2	-4.48	9.5
1449.1	-4.32	9.6
1448.7	-4.55	9.4
1448.5	-4.59	9.4
1448.3	-4.53	9.3
1448.1	-4.51	9.3
1448	-4.51	9.3
1447.8	-4.42	9.2
1447.6	-4.44	9.2
1447.4	-4.81	9.1
1447.2	-4.57	9.1
1447	-4.77	9
1446.8	-4.43	8.9
1446.5	-4.04	8.9
1446.3	-4.19	8.8
1446.1	-4.29	8.8
1445.9	-4.14	8.7
1445.7	-4.25	8.6
1445.6	-4.3	8.7
1445.4	-4.11	8.6
1445.2	-4.3	8.5
1445	-4.19	8.5
1444.8	-4.17	8.4
1444.6	-4.23	8.4
1444.4	-3.88	8.3
1444.3	-4.21	8.3
1444.1	-4.08	8.3
1443.9	-3.95	8.2
1443.7	-4.15	8.1
1443.5	-4.11	8.1
1443.3	-4.13	8
1443.1	-4.13	8
1443	-4.1	8
1442.8	-4.08	8
1442.6	-4.09	8
1442.4	-4.1	8
1442.2	-4	8
1442	-3.97	7.9
1441.9	-4.07	7.9
1441.7	-4.05	7.9
1441.5	-3.93	7.9
1441.3	-3.95	7.9
1441.1	-4.02	7.9
1440.9	-3.77	7.9
1440.7	-4.06	7.9
1440.6	-4.26	7.9
1440.4	-4.07	7.8
1440.2	-4.03	7.8
1440	-3.98	7.7
1439.8	-3.94	7.6
1439.6	-3.98	7.6
1439.5	-3.84	7.6
