# Dandak Cave, India Speleothem Oxygen Isotope Data
#----------------------------------------------------------------------- 
#                World Data Center for Paleoclimatology, Boulder 
#                                  and 
#                     NOAA Paleoclimatology Program 
#----------------------------------------------------------------------- 
# NOTE: Please cite Publication, and Online_Resource and date accessed when using these data. 
# If there is no publication information, please cite Investigators, Title, and Online_Resource and date accessed. 
#
#
# Online_Resource: https://www.ncdc.noaa.gov/cdo/f?p=519:1:::::P1_STUDY_ID:8639
#
# Original_Source_URL: http://www1.ncdc.noaa.gov/pub/data/paleo/speleothem/asia/india/dandak2010.txt
# 
# Description/Documentation lines begin with #
# Data lines have no #
#
# Archive: Speleothems
#--------------------
# Contribution_Date
#	Date:  2010-01-01
#--------------------
# Title
#	Study_Name: Dandak Cave, India Speleothem Oxygen Isotope Data
#--------------------
# Investigators
#       Investigators: Berkelhammer, M.; Sinha, A.; Mudelsee, M.; Cheng, H.; Edwards, R.L.; Cannariato, K.G.
#--------------------
# Description_and_Notes
#	Description: Oxygen isotope results from stalagmite DAN-D, Dandak Cave, India,  as a proxy for the Indian Summer Monsoon.  Data are updated from  those published by Sinha et al. (2007).  The d18O record presented  here extends high resolution analysis through the entire MCA  capturing the transition into and out of this period. The d18O  timeseries now contains 1874 isotopic measurements (684 of which  were presented in the original publication) spanning ~272 mm  of speleothem calcite.   Dandak Cave: 19�N and 82�E, 400 m elevation, SE India
#--------------------
# Publication 
#       Authors: Berkelhammer, M.; Sinha, A.; Mudelsee, M.; Cheng, H.; Edwards, R.L.; Cannariato, K.G.
#       Published_Date_or_Year: 2010
#       Published_Title: Persistent multidecadal power of the Indian Summer Monsoon.
#       Journal_Name: Earth and Planetary Science Letters
#       Volume: 290 
#       Edition: 1-2
#       Issue: 
#       Pages: 166-172
#       DOI: 
#       Online_Resource: 
#       Full_Citation: 
#       Abstract: The instrumental record of Indian Summer Monsoon (ISM) precipitation  displays two complete manifestations of an inferred multidecadal cycle.  Hitherto, no precipitation-sensitive proxy record from the Indian  subcontinent has had the necessary resolution and length to adequately  assess whether this observed feature is an inherent aspect of the ISM  system on longer timescales. Here we present compelling evidence for persistence of this cycle using a millennial length (AD 600-1550)  and sub-annually resolved speleothem oxygen isotope record (d18O)  from Dandak Cave in east-central India. The record displays a high  degree of correlation with a speleothem-based Asian monsoon  reconstruction from Wanxiang Cave in north-central China on annual to  decadal timescales showing the regional significance of these findings.  The observed period in our monsoon reconstruction is similar to that  associated with the Gleissberg solar cycle and multidecadal sea surface  temperature variability in the north Atlantic (AMO), both of which are  often cited as the prominent pacemakers of ISM variability on multidecadal  timescales. We document transient coherence between ISM precipitation  amount and solar variability that persists exclusively in the century  prior to and during the Medieval Climate Anomaly (nominally, AD 950-1300).  The non-stationary nature of the SFV-monsoon relationship presented here  may be evidence of the time-varying influence of tropical ocean-atmosphere dynamics on the solar-monsoon link; however, it is not possible to show  with significance that this period of coherence is anything more than  an artifact of two timeseries with similar spectra.  We therefore,  are inclined to interpret our record as evidence of a minimal role  of solar variability in driving persistent multidecadal variability  of the ISM. Multidecadal SST variability in the North Atlantic remains  as the likely alternative driver for persistence of this cycle.  Regardless of the causative mechanism(s), the amplitude and regional  signature of the observed cycle in ISM precipitation highlight its  societal importance with respect to forecasting ISM precipitation  on multidecadal timescales.
#------------------
# Funding_Agency 
#       Funding_Agency_Name: US national Science Foundation (NSF)
#       Grant: ATM0823554, ATM0502535
#------------------
# Funding_Agency 
#       Funding_Agency_Name: Gary Comer Science and Education Foundation
#       Grant: CC8, CP41
#------------------
# Site_Information 
#       Site_Name: Dandak Cave, Central India
#       Location: Asia>Southcentral Asia>India
#	Country: India 
#	Northernmost_Latitude: 19.00
# 	Southernmost_Latitude: 19.00
# 	Easternmost_Longitude: 82.00
# 	Westernmost_Longitude: 82.00
# 	Elevation: 400 m
#------------------
# Data_Collection   
#	Collection_Name: 10indi01a
#	Earliest_Year: 624
#	Most_Recent_Year: 1562 
#	Time_Unit:  y_ad
#	Core_Length: 
#	Notes: {"database":"LMR_FM"} Stalagmite core DAN-D
#------------------
# Chronology: 
# 
#
# 
#
# 
#
#
# 
#----------------
# Variables 
#
# Data variables follow that are preceded by "##" in columns one and two.
# Data line variables format:  Variables list, one per line, shortname-tab-longname-tab-longname components (9 components: what, material, error, units, seasonality, archive, detail, method, C or N for Character or Numeric data) 
#
##age	age, , , years AD, , , , ,N
##d18O	delta 18 Oxygen, , , permil VPDB, , Speleothems, , ,N
##age_err	error in age model, , , years, , , , ,N
#----------------
# Data:
# Data lines follow (have no #)
# Data line format - tab-delimited text, variable short name as header
# Missing Values: NAN
#
age	d18O	age_err
1439.3	-4.03	7.5
1438.7	-3.81	7.4
1438.5	-3.67	7.3
1438.3	-3.68	7.4
1438.2	-3.64	7.5
1438	-3.79	7.4
1437.8	-3.76	7.4
1437.6	-3.8	7.4
1437.4	-3.48	7.4
1437.2	-3.52	7.4
1437.1	-3.71	7.4
1436.9	-3.69	7.4
1436.7	-3.91	7.4
1436.5	-3.47	7.4
1436.3	-3.57	7.3
1436.1	-3.58	7.4
1435.9	-3.5	7.4
1435.4	-3.76	7.6
1435.2	-3.58	7.6
1434.8	-3.6	7.5
1434.6	-3.85	7.5
1434.3	-3.8	7.6
1434.1	-3.79	7.6
1433.9	-3.89	7.6
1433.7	-3.82	7.6
1433.5	-3.78	7.5
1433.4	-3.92	7.6
1433.2	-3.9	7.6
1433	-3.86	7.6
1432.8	-4.1	7.6
1432.6	-4.12	7.6
1432.4	-4.26	7.5
1432.1	-3.96	7.6
1431.9	-4.19	7.6
1431.7	-4.09	7.6
1431.5	-4.14	7.6
1431.3	-4.4	7.7
1431.1	-4.41	7.7
1430.8	-4.54	7.8
1430.6	-4.13	7.8
1430.4	-4.41	7.8
1430.2	-4.46	7.8
1430	-4.68	7.7
1429.8	-4.36	7.7
1429.7	-4.41	7.8
1429.5	-4.65	7.8
1429.3	-4.16	7.8
1429.1	-4.67	7.8
1428.9	-4.55	7.7
1428.7	-4.25	7.8
1428.6	-4.37	7.9
1428.4	-4.35	7.9
1428.2	-4.4	8
1428	-4.36	8
1427.8	-4.56	8
1427.6	-4.43	8
1427.4	-4.33	8
1427.3	-4.41	8.1
1427.1	-4.42	8.1
1426.9	-4.63	8
1426.7	-4.54	8
1426.5	-4.06	8
1426.3	-4.07	8
1426.1	-4.22	8
1426	-4.28	8.1
1425.8	-4.41	8
1425.6	-4.45	8
1425.4	-4.35	8
1425.2	-4.31	8.1
1425	-4.4	8.1
1424.9	-4.32	8.3
1424.7	-4.05	8.3
1424.5	-4.24	8.4
1424.3	-4.09	8.4
1424	-4.19	8.3
1423.6	-4.09	8.3
1423.3	-4.16	8.1
1422.9	-4.04	8
1422.6	-4.06	8
1422.3	-4	8
1421.9	-4.2	7.8
1421.6	-4.04	7.8
1421.3	-3.95	7.9
1420.9	-4.04	7.7
1420.6	-3.93	7.8
1420.2	-4.13	7.7
1419.9	-4.17	7.8
1419.2	-4.15	7.7
1418.9	-3.85	7.6
1418.5	-3.85	7.4
1418.2	-3.74	7.4
1417.9	-3.56	7.5
1417.5	-3.72	7.4
1417.2	-3.66	7.4
1416.9	-3.82	7.4
1416.5	-3.7	7.3
1416.2	-3.39	7.3
1415.8	-3.56	7.3
1415.5	-3.68	7.4
1415.2	-3.79	7.4
1414.8	-3.74	7.3
1414.5	-3.3	7.3
1414.2	-3.86	7.4
1413.8	-3.61	7.3
1413.5	-3.22	7.4
1413.1	-3.65	7.4
1412.8	-3.87	7.5
1412.5	-3.88	7.6
1412.1	-3.86	7.5
1411.8	-3.65	7.6
1411.4	-3.77	7.5
1411.1	-3.95	7.6
1410.8	-4.12	7.7
1410.4	-3.89	7.7
1410.1	-3.97	7.7
1409.8	-4.16	7.9
1409.4	-4.1	7.9
1409.1	-4.26	8
1408.7	-3.83	8
1408.4	-3.92	8
1408.1	-3.79	8
1407.7	-3.83	8
1407.4	-4.28	8.1
1407	-3.74	8.1
1406.7	-3.76	8.3
1406.4	-4.08	8.3
1406	-4.19	8.3
1405.7	-3.91	8.4
1405.4	-3.88	8.4
1405	-3.95	8.4
1404.7	-3.76	8.6
1404.3	-3.81	8.5
1404	-3.99	8.6
1403.7	-3.92	8.7
1403.3	-4.3	8.7
1403	-3.74	8.8
1402.6	-3.82	8.8
1402.3	-3.83	8.8
1402	-3.96	9
1401.6	-3.84	9
1401	-3.64	9.3
1400.6	-3.55	9.3
1400.3	-3.69	9.5
1399.9	-3.49	9.5
1399.6	-3.67	9.6
1399.3	-3.54	9.7
1398.9	-3.61	9.8
1398.6	-3.86	9.9
1398.2	-3.94	10
1397.9	-3.49	10.1
1397.4	-3.56	10
1397	-3.57	10
1396.5	-3.63	9.9
1396	-3.38	9.9
1395.1	-3.48	9.9
1394.6	-3.5	9.8
1394.2	-3.64	9.9
1393.7	-3.66	9.9
1393.2	-3.63	9.9
1392.8	-3.59	9.9
1392.3	-3.6	9.8
1391.8	-3.6	9.7
1391.4	-3.3	9.7
1390.9	-3.57	9.7
1390.4	-3.83	9.6
1390	-3.69	9.7
1389.5	-3.77	9.5
1389	-3.73	9.4
1388.5	-3.91	9.4
1388.1	-3.9	9.4
1387.6	-3.94	9.4
1386.7	-3.85	9.5
1386.2	-3.93	9.4
1385.7	-3.88	9.4
1385.3	-3.92	9.4
1384.8	-3.64	9.4
1384.3	-3.66	9.3
1383.9	-3.55	9.5
1383.4	-3.68	9.4
1382.9	-3.61	9.4
1382.5	-3.6	9.4
1382	-3.9	9.4
1381.1	-3.55	9.5
1380.6	-3.56	9.4
1380.1	-3.26	9.4
1379.7	-3.57	9.5
1379.2	-3.1	9.4
1378.7	-3.33	9.4
1378.3	-3.92	9.5
1377.8	-3.26	9.4
1377.3	-3.29	9.3
1376.8	-3.29	9.3
1376.4	-3.19	9.4
1375.9	-3.3	9.4
1375.4	-3	9.3
1375	-3.41	9.3
1374.5	-3.35	9.3
1374	-3.08	9.3
1373.6	-3.21	9.4
1373.1	-3.37	9.4
1372.6	-3.27	9.3
1372.2	-3.13	9.4
1371.7	-3.16	9.4
1371.2	-3.2	9.3
1370.8	-3.12	9.4
1369.4	-3.05	9.6
1368.9	-3.03	9.5
1368.4	-3.24	9.4
1368	-3.14	9.5
1367.5	-3	9.5
1367	-3.21	9.5
1366.5	-3.6	9.4
1366.1	-3.1	9.5
1365.6	-3.25	9.4
1365.1	-3.04	9.4
1364.7	-3.09	9.5
1364.2	-3.13	9.5
1363.7	-3.08	9.4
1363.3	-3.18	9.6
1362.8	-2.95	9.6
1361.9	-3.31	9.6
1361.4	-3.12	9.6
1360.9	-3.4	9.6
1360.5	-3.19	9.7
1360	-3.36	9.7
1359.5	-3.32	9.8
1359.1	-3.27	9.9
1358.6	-3.48	9.9
1358.1	-3.42	9.9
1357.7	-3.53	10
1357.2	-3.55	10
1356.7	-3.46	10
1356.3	-3.39	10.1
1355.8	-3.41	10.2
1355.3	-3.4	10.2
1354.8	-3.46	10.1
1354.4	-3.63	10.2
1353.9	-3.47	10.2
1353.4	-3.46	10.2
1353	-3.75	10.3
1352.5	-3.52	10.3
1352	-3.71	10.2
1351.6	-3.68	10.4
1351.1	-3.74	10.3
1350.6	-3.43	10.3
1350.2	-3.84	10.4
1349.7	-3.74	10.5
1349.2	-3.6	10.5
1348.8	-3.81	10.6
1348.3	-3.78	10.6
1347.8	-3.79	10.6
1347.4	-3.54	10.7
1346.9	-3.85	10.7
1346.4	-3.86	10.7
1345.5	-3.85	10.8
1345	-3.86	10.8
1344.5	-3.62	10.9
1344.1	-3.65	11
1343.6	-3.71	11
1343.1	-3.66	11.1
1342.7	-3.68	11.2
1342.2	-3.85	11.2
1341.7	-3.66	11.1
1341.3	-3.8	11.2
1340.8	-3.86	11.2
1340.3	-3.86	11.3
1339.9	-3.9	11.5
1339.4	-3.81	11.4
1338.9	-3.71	11.3
1338.5	-3.82	11.5
1338	-3.81	11.6
1337.5	-3.85	11.6
1337.1	-4.37	11.8
1336.1	-3.81	11.9
1335.7	-3.86	12
1335.2	-3.96	12
1334.7	-3.98	12
1334.3	-3.88	12.2
1333.8	-3.93	12.3
1333.3	-3.92	12.4
1332.8	-3.77	12.4
1332.4	-4	12.5
1331.9	-4.02	12.4
1331.4	-4.16	12.4
1331	-4.01	12.6
1330.5	-3.95	12.7
1330	-4.12	12.7
1329.6	-4.38	12.9
1329.1	-4.4	12.8
1328.6	-4.02	12.9
1328.2	-4.49	13
1327.7	-4.01	13
1327.2	-4.54	13
1326.8	-4.35	13.1
1326.3	-4.24	13.1
1325.8	-4.35	13.2
1325.4	-4.21	13.3
1324.9	-3.96	13.4
1324.4	-4.18	13.4
1324	-3.95	13.5
1323.5	-4.22	13.5
1323	-4.22	13.6
1322.5	-4.1	13.7
1322.1	-4.09	13.7
1321.6	-4.11	13.7
1321.1	-3.92	13.7
1320.7	-3.96	13.8
1320.2	-4.07	13.9
1319.7	-4.13	13.9
1319.3	-4.06	14
1318.8	-4.19	14.1
1318.3	-3.97	14.2
1317.9	-3.96	14.3
1317.4	-4.06	14.3
1316.9	-4.12	14.3
1316.5	-3.87	14.4
1316	-4.13	14.4
1315.5	-3.91	14.3
1315.1	-4.05	14.6
1314.6	-4.12	14.7
1314.1	-4.29	14.7
1313.7	-4.05	14.8
1313.2	-4.07	14.8
1312.7	-4.14	14.8
1312.2	-4.25	14.9
1311.8	-4.16	15
1311.3	-4.2	15.1
1310.8	-4.16	15.1
1310.4	-4.18	15.3
1309.9	-4.13	15.4
1309.4	-4.4	15.5
1309	-4.31	15.5
1308.5	-4.28	15.5
1308	-4.2	15.6
1307.6	-4.44	15.7
1307.1	-4.41	15.8
1306.6	-4.4	15.7
1306.2	-4.31	15.9
1305.7	-4.3	15.9
1305.2	-4.43	16
1304.8	-4.42	16.1
1304.3	-4.27	16.2
1303.8	-4.03	16.2
1303.4	-4.11	16.4
1302.9	-4.06	16.5
1302.4	-4.12	16.5
1302	-3.98	16.7
1301.5	-4.05	16.7
1301	-3.8	16.8
1300.5	-3.78	16.8
1300.1	-4	17
1299.6	-3.78	17.1
1299.1	-3.71	17.2
1298.7	-3.85	17.3
1298.2	-3.77	17.4
1297.7	-3.56	17.4
1297.3	-3.56	17.6
1296.8	-3.5	17.7
1296.3	-3.55	17.7
1295.9	-3.74	17.9
1295.5	-3.66	17.6
1295.2	-3.58	17.5
1294.9	-3.48	17.4
1294.5	-3.44	17.2
1294.2	-3.6	17.1
1293.9	-3.45	17
1293.6	-3.62	17
1293.2	-3.4	16.8
1292.9	-3.41	16.7
1292.6	-3.53	16.7
1292.2	-3.6	16.6
1291.9	-3.45	16.6
1291.6	-3.38	16.5
1291.3	-3.31	16.5
1290.9	-3.63	16.3
1290.6	-3.41	16.3
1290.3	-3.48	16.2
1289.9	-3.45	16
1289.6	-3.58	16
1289.3	-3.71	15.9
1289	-3.78	15.8
1288.6	-3.65	15.7
1288.3	-3.45	15.6
1288	-3.23	15.6
1287.6	-3.41	15.4
1287.3	-3.4	15.4
1287	-3.37	15.3
1286.6	-3.55	15.2
1286.3	-3.5	15.1
1286	-3.4	15.2
1285.3	-3.55	15.1
1285	-3.67	15.1
1284.7	-3.92	15
1284.3	-3.94	14.9
1284	-3.79	14.7
1283.7	-4	14.6
1283.4	-4.47	14.5
1283	-4.15	14.4
1282.7	-4.06	14.4
1282.4	-4.19	14.3
1282	-4.15	14.2
1281.7	-4	14.2
1281.4	-4.09	14.2
1281	-4.04	14.1
1280.7	-4.13	14.1
1280.4	-4.08	14
1280.1	-4.15	13.9
1279.7	-4.04	13.8
1279.4	-4.04	13.7
1279.1	-4.19	13.7
1278.7	-3.84	13.6
1278.4	-3.76	13.5
1278.1	-3.72	13.5
1277.8	-3.79	13.4
1277.4	-4.27	13.2
1277.1	-3.71	13.1
1276.8	-3.89	13.1
1276.4	-3.71	13
1276.1	-3.61	12.9
1275.8	-3.96	12.8
1275.4	-3.8	12.7
1275.1	-3.66	12.7
1274.8	-3.86	12.6
1274.5	-3.57	12.5
1273.8	-3.76	12.2
1273.5	-4.04	12.2
1273.1	-3.96	12
1272.8	-3.7	12
1272.5	-3.76	11.9
1272.2	-3.85	11.9
1271.8	-3.9	11.7
1271.5	-3.67	11.8
1271.2	-3.88	11.8
1270.8	-3.84	11.7
1270.5	-3.95	11.7
1270.2	-3.91	11.7
1269.9	-3.95	11.8
1269.5	-3.71	11.7
1269.2	-4.11	11.7
1268.9	-3.91	11.7
1268.5	-3.9	11.5
1268.2	-4.01	11.6
1267.9	-4.12	11.5
1267.5	-4.16	11.3
1267.2	-4.09	11.3
1266.9	-3.81	11.4
1266.6	-4.14	11.5
1266.2	-4.05	11.4
1265.9	-4.24	11.4
1265.6	-3.96	11.4
1265.2	-4.26	11.4
1264.9	-4.06	11.4
1264.6	-3.93	11.4
1264.3	-4.37	11.4
1263.6	-4.53	11.5
1263.3	-4.26	11.5
1262.9	-4.47	11.6
1262.6	-4.75	11.7
1262.3	-4.45	11.7
1261.9	-4.27	11.8
1261.6	-4.32	11.8
1261.3	-4.39	11.8
1261	-4.31	11.8
1260.6	-4.29	11.8
1260.3	-4.31	11.8
1260	-4.28	11.7
1259.6	-4.46	11.6
1259.3	-4.46	11.7
1259	-4.37	11.7
1258.7	-4.39	11.6
1258.3	-4.38	11.6
1258	-4.36	11.6
1257.7	-4.26	11.7
1257.3	-4.45	11.6
1257	-4.86	11.6
1256.7	-4.43	11.7
1256.3	-4.38	11.6
1256	-4.34	11.8
1255.7	-4.52	11.8
1255.4	-4.54	11.9
1255	-4.58	11.9
1254.7	-4.63	11.9
1254.4	-4.65	12
1254	-4.81	12
1253.7	-4.86	12
1253.4	-4.79	11.9
1253.1	-5.02	12.1
1252.7	-4.85	12
1252.4	-4.49	12
1252.1	-4.85	12.2
1251.7	-4.93	12.3
1251.4	-4.73	12.4
1251.1	-4.87	12.4
1250.8	-4.8	12.4
1250.4	-4.7	12.4
1250.1	-4.78	12.6
1249.8	-4.49	12.6
1249.4	-4.78	12.5
1249.1	-4.65	12.7
1248.8	-4.75	12.8
1248.4	-4.69	12.9
1248.1	-4.63	13
1247.8	-4.62	13
1247.5	-4.44	13.2
1247.1	-4.35	13.2
1246.8	-4.31	13.3
1246.5	-4.18	13.3
1246.3	-4.37	13.3
1245.9	-4.29	13.2
1245.7	-4.33	13.2
1245.5	-4.39	13.2
1245.4	-4.26	13.2
1245.2	-4.16	13.2
1245	-4.2	13.1
1244.8	-4.17	13.1
1244.6	-4.13	13
1244.4	-4.14	13
1243.9	-4	13
1243.7	-4.22	12.9
