# Crystal Cave, California 1150 Year d18O Data and SST Reconstruction
#----------------------------------------------------------------------- 
#                World Data Center for Paleoclimatology, Boulder 
#                                  and 
#                     NOAA Paleoclimatology Program 
#----------------------------------------------------------------------- 
# NOTE: Please cite Publication, and Online_Resource and date accessed when using these data. 
# If there is no publication information, please cite Investigators, Title, and Online_Resource and date accessed. 
#
#
# Online_Resource: https://www.ncdc.noaa.gov/cdo/f?p=519:1:::::P1_STUDY_ID:14652
#
# Original_Source_URL: http://www1.ncdc.noaa.gov/pub/data/paleo/speleothem/northamerica/usa/california/crystal2013.txt
# 
# Description/Documentation lines begin with #
# Data lines have no #
#
# Archive: Speleothems
#--------------------
# Contribution_Date
#	Date:  2013-07-11
#--------------------
# Title
#	Study_Name: Crystal Cave, California 1150 Year d18O Data and SST Reconstruction
#--------------------
# Investigators
#       Investigators: McCabe-Glynn, S.; Johnson, K.R.; Strong, C.; Berkelhammer, M.; Sinha, A.; Cheng, H.; Edwards, R.L.; 
#--------------------
# Description_and_Notes
#	Description: Speleothem oxygen isotope (d18O) record and Kuroshio Extension (KE) SST anomalies reconstructed from the isotope data. The record spans 854 - 2007 AD and is based on a speleothem (CRC-3) collected from Crystal Cave, located in Sequoia National Park, California.
#--------------------
# Publication 
#       Authors: McCabe-Glynn, S.; Johnson, K.R.; Strong, C.; Berkelhammer, M.; Sinha, A.; Cheng, H.; Edwards, R.L.; 
#       Published_Date_or_Year:  2013-07-07
#       Published_Title: Variable North Pacific influence on drought in southwestern North America since AD 854
#       Journal_Name: Nature Geoscience
#       Volume: Published online 07 July 2013
#       Edition: 
#       Issue: 
#       Pages: 
#       DOI: 10.1038/ngeo1862
#       Online_Resource: 
#       Full_Citation: Staryl McCabe-Glynn, Kathleen R. Johnson, Courtenay Strong, Max Berkelhammer, Ashish Sinha, Hai Cheng and R. Lawrence Edwards. 2013. Variable North Pacific influence on drought in southwestern North America since AD 854. Nature Geoscience, DOI: 10.1038/ngeo1862. Published online 07 July 2013.
#       Abstract: Precipitation in southwestern North America has exhibited significant natural variability over the past few thousand years. This variability has been attributed to sea surface temperature regimes in the Pacific and Atlantic oceans, and to the attendant shifts in atmospheric circulation patterns. In particular, decadal variability in the North Pacific has influenced precipitation in this region during the twentieth century, but links to earlier droughts and pluvials are unclear. Here we assess these links using d18O data from a speleothem from southern California that spans AD 854-2007. We show that variations in the oxygen isotopes of the speleothem correlate to sea surface temperatures in the Kuroshio Extension region of the North Pacific, which affect the atmospheric trajectory and isotopic composition of moisture reaching the study site. Interpreting our speleothem data as a record of sea surface temperatures in the Kuroshio Extension, we find a strong 22-year periodicity, suggesting a persistent solar influence on North Pacific decadal variability. A comparison with tree-ring records of precipitation during the past millennium shows that some droughts occurred during periods of warmth in the Kuroshio Extension, similar to the instrumental record. However, other droughts did not and instead must have been influenced by other factors. Finally, we find a significant increase in sea surface temperature variability over the past 150 years, which may reflect an influence of greenhouse gas concentrations on variability in the North Pacific. 
#------------------
# Funding_Agency 
#       Funding_Agency_Name: Newkirk Center for Science and Society, University of California, Irvine
#       Grant: 0823554, 1103360
#------------------
# Funding_Agency 
#       Funding_Agency_Name: US National Science Foundation
#       Grant: 0823554, 1103360
#------------------
# Funding_Agency 
#       Funding_Agency_Name: National Science Foundation of China
#       Grant: 41230524
#------------------
# Site_Information 
#       Site_Name: Crystal Cave, California
#       Location: North America>United States Of America>California
#	Country: United States of America
#	Northernmost_Latitude: 36.57
# 	Southernmost_Latitude: 36.57
# 	Easternmost_Longitude: -118.78 
# 	Westernmost_Longitude: -118.78 
# 	Elevation: 1640 m
#------------------
# Data_Collection   
#	Collection_Name: 13cali01a
#	Earliest_Year: 854
#	Most_Recent_Year: 2007 
#	Time_Unit:  y_ad
#	Core_Length: m
#	Notes: {"database":"LMR_FM"} 
#------------------
# Chronology: Supplementary Table 2. 230Th dating results for stalagmite CRC-3.										
# 										
# Sample 	Depth	238U	232Th	230Th/232Th	d234U*	230Th/238U	230Th Age (yr)	230Th Age (yr)	d234Uinitial**	230Th Age (yr BP)
# ID	(mm)	(ppb)	(ppt)	atomic x10-6	(measured)	(activity)	(uncorrected)	(corrected)	(corrected)	(corrected)
# CRC-3-1	9	220.0�0.4	933�19	14�1	-8.8�2.0	0.0035�0.0002	391�21	164�45	-9�2	105�45
# CRC-3-1A	23	187.7�0.2	546�11	24�3	-6.6�1.9	0.0043�0.0005	474�57	319�63	-7�2	259�63
# CRC-3-2	29	193.6�0.3	1563�31	14�1	-10.8�1.9	0.0068�0.0003	757�30	324�82	-11�2	265�82
# CRC-3-2B	48	190.8�0.2	1204�24	20�1	-11.8�1.8	0.0078�0.0004	862�49	523�78	-12�2	463�78
# CRC-3-3	55	166.8�0.3	732�15	27�1	-11.0�2.0	0.0073�0.0003	805�38	570�56	-11�2	511�56
# CRC-3-3C	65	169.6�0.2	1377�28	21�1	-13.6�2.2	0.0102�0.0007	1134�75	698�108	-14�2	638�108
# CRC-3-8	68	191.0�0.3	2706�54	17�1	-10.7�2.1	0.0143�0.0003	1592�39	832�141	-11�2	773�141
# CRC-3-4D	74	159.3�0.2	1250�25	24�2	-14.3�2.0	0.0114�0.0007	1266�79	844�109	-14�2	784�109
# CRC-3-4	77	153.5�0.3	1158�23	25�1	-6.0�2.2	0.0115�0.0005	1272�52	869�89	-6�2	810�89
# CRC-3-5	95	207.1�0.3	1826�37	26�1	-11.0�1.8	0.0137�0.0004	1525�42	1052�94	-11�2	993�94
# 										
# *d234U = ([234U/238U]activity - 1)x1000. 										
# "** d234Uinitial was calculated based on 230Th age (T), i.e., d234Uinitial = d234Umeasured x eLambda234xT."										
# Corrected 230Th ages assume the initial 230Th/232Th atomic ratio of 8 �1 x10-6.
# 
#
# 
#
# 
#
#
# 
#----------------
# Variables 
#
# Data variables follow that are preceded by "##" in columns one and two.
# Data line variables format:  Variables list, one per line, shortname-tab-longname-tab-longname components (9 components: what, material, error, units, seasonality, archive, detail, method, C or N for Character or Numeric data) 
#
##age	age, , , years AD, , , , ,N
##d18O	delta 18 Oxygen, , , permil VPDB, , Speleothems, , ,N 
##sst	Sea Surface Temperature anomaly - Kuroshio Extension, , , deg C, , , SST anomaly vs. Kaplan SST AD 1857-2007, ,N
#----------------
# Data:
# Data lines follow (have no #)
# Data line format - tab-delimited text, variable short name as header
# Missing Values: NAN
#
age	d18O	sst
854	-8.69	0.16
855	-8.69	0.16
856	-8.76	0.13
857	-8.77	0.13
858	-8.87	0.09
859	-8.98	0.06
860	-9.04	0.03
861	-8.98	0.06
862	-9.03	0.04
863	-9.21	-0.02
864	-9.18	-0.01
865	-9.04	0.03
866	-9	0.05
867	-9.13	0
868	-9	0.05
869	-9.2	-0.02
870	-9.12	0.01
871	-9.2	-0.02
872	-9.23	-0.03
873	-9.05	0.03
874	-8.9	0.08
875	-8.77	0.13
876	-8.68	0.16
877	-8.69	0.16
878	-8.6	0.19
879	-8.55	0.2
880	-8.67	0.16
881	-8.62	0.18
882	-8.61	0.18
883	-8.61	0.18
884	-8.55	0.2
885	-8.91	0.08
886	-8.98	0.06
887	-8.91	0.08
888	-8.99	0.05
889	-9.08	0.02
890	-9.14	0
891	-8.98	0.06
892	-8.47	0.23
893	-8.63	0.18
894	-8.65	0.17
895	-8.38	0.26
896	-8.37	0.27
897	-8.3	0.29
898	-8.38	0.26
899	-8.38	0.26
900	-8.41	0.25
901	-8.7	0.15
902	-9.03	0.04
903	-9.16	-0.01
904	-9.26	-0.04
905	-9.22	-0.03
906	-9.15	0
907	-9.18	-0.01
908	-9.07	0.02
909	-9.07	0.02
910	-9.11	0.01
911	-9.1	0.01
912	-8.96	0.06
913	-8.76	0.13
914	-8.7	0.15
915	-8.74	0.14
916	-8.72	0.15
917	-8.65	0.17
918	-8.6	0.19
919	-8.63	0.18
920	-8.86	0.1
921	-9.14	0
922	-9.29	-0.05
923	-9.26	-0.04
924	-9.25	-0.04
925	-9.27	-0.05
926	-9.23	-0.03
927	-9.18	-0.01
928	-9.12	0.01
929	-9.16	-0.01
930	-9.17	-0.01
931	-9.22	-0.03
932	-9.33	-0.07
933	-9.34	-0.07
934	-9.29	-0.05
935	-9.36	-0.08
936	-9.24	-0.03
937	-9.49	-0.12
938	-9.41	-0.09
939	-9.48	-0.12
940	-9.49	-0.12
941	-9.49	-0.12
942	-9.37	-0.08
943	-9.24	-0.03
944	-9.14	0
945	-9.07	0.02
946	-9.09	0.02
947	-9.02	0.04
948	-8.97	0.06
949	-8.9	0.08
950	-9.12	0.01
951	-8.86	0.1
952	-9.11	0.01
953	-8.8	0.12
954	-8.87	0.09
955	-8.67	0.16
956	-8.7	0.15
957	-8.62	0.18
958	-8.56	0.2
959	-8.55	0.2
960	-8.72	0.15
961	-8.81	0.11
962	-8.84	0.1
963	-8.88	0.09
964	-8.88	0.09
965	-9.02	0.04
966	-8.96	0.06
967	-8.9	0.08
968	-8.88	0.09
969	-8.88	0.09
970	-8.89	0.09
971	-8.78	0.12
972	-8.85	0.1
973	-8.84	0.1
974	-8.92	0.08
975	-8.95	0.07
976	-9.01	0.04
977	-9.1	0.01
978	-9.24	-0.03
979	-9.36	-0.08
980	-9.33	-0.07
981	-9.18	-0.01
982	-9.12	0.01
983	-9	0.05
984	-8.8	0.12
985	-8.97	0.06
986	-8.61	0.18
987	-8.78	0.12
988	-8.61	0.18
989	-8.58	0.19
990	-8.52	0.21
991	-8.49	0.22
992	-8.46	0.24
993	-8.42	0.25
994	-8.36	0.27
995	-8.29	0.29
996	-8.3	0.29
997	-8.32	0.28
998	-8.31	0.29
999	-8.36	0.27
1000	-8.34	0.28
1001	-8.67	0.16
1002	-8.65	0.17
1003	-8.67	0.16
1004	-8.88	0.09
1005	-8.91	0.08
1006	-8.75	0.13
1007	-8.85	0.1
1008	-9.02	0.04
1009	-8.97	0.06
1010	-8.98	0.06
1011	-8.94	0.07
1012	-8.88	0.09
1013	-8.86	0.1
1014	-8.75	0.13
1015	-8.59	0.19
1016	-8.58	0.19
1017	-8.61	0.18
1018	-8.76	0.13
1019	-8.53	0.21
1020	-8.54	0.21
1021	-8.47	0.23
1022	-8.53	0.21
1023	-8.54	0.21
1024	-8.65	0.17
1025	-8.69	0.16
1026	-8.75	0.13
1027	-8.91	0.08
1028	-9.03	0.04
1029	-9.11	0.01
1030	-9.26	-0.04
1031	-9.35	-0.07
1032	-9.23	-0.03
1033	-9.08	0.02
1034	-9.26	-0.04
1035	-9.18	-0.01
1036	-9.2	-0.02
1037	-9.04	0.03
1038	-8.88	0.09
1039	-8.79	0.12
1040	-8.63	0.18
1041	-8.47	0.23
1042	-8.44	0.24
1043	-8.44	0.24
1044	-8.37	0.27
1045	-8.47	0.23
1046	-8.55	0.2
1047	-8.6	0.19
1048	-8.72	0.15
1049	-8.7	0.15
1050	-8.73	0.14
1051	-8.77	0.13
1052	-8.78	0.12
1053	-8.76	0.13
1054	-8.77	0.13
1055	-8.96	0.06
1056	-9.21	-0.02
1057	-9.19	-0.02
1058	-9.07	0.02
1059	-9.07	0.02
1060	-9.04	0.03
1061	-8.89	0.09
1062	-8.88	0.09
1063	-8.95	0.07
1064	-8.9	0.08
1065	-8.88	0.09
1066	-8.87	0.09
1067	-8.92	0.08
1068	-9.06	0.03
1069	-9.11	0.01
1070	-9.02	0.04
1071	-8.9	0.08
1072	-8.81	0.11
1073	-8.9	0.08
1074	-8.92	0.08
1075	-8.97	0.06
1076	-8.95	0.07
1077	-9.04	0.03
1078	-8.95	0.07
1079	-9.08	0.02
1080	-9.11	0.01
1081	-9.28	-0.05
1082	-9.26	-0.04
1083	-9.25	-0.04
1084	-9.17	-0.01
1085	-9.1	0.01
1086	-9.15	0
1087	-9.12	0.01
1088	-9.16	-0.01
1089	-9.06	0.03
1090	-9	0.05
1091	-9.04	0.03
1092	-9.17	-0.01
1093	-9.26	-0.04
1094	-9.3	-0.06
1095	-9.38	-0.08
1096	-9.36	-0.08
1097	-9.32	-0.06
1098	-9.37	-0.08
1099	-9.36	-0.08
1100	-9.25	-0.04
1101	-9.16	-0.01
1102	-9.04	0.03
1103	-9.18	-0.01
1104	-9.23	-0.03
1105	-9.2	-0.02
1106	-9.2	-0.02
1107	-9.3	-0.06
1108	-9.39	-0.09
1109	-9.37	-0.08
1110	-9.29	-0.05
1111	-9.2	-0.02
1112	-9.33	-0.07
1113	-9.19	-0.02
1114	-9.38	-0.08
1115	-9.41	-0.09
1116	-9.58	-0.15
1117	-9.72	-0.2
1118	-9.6	-0.16
1119	-9.42	-0.1
1120	-9.38	-0.08
1121	-9.14	0
1122	-8.82	0.11
1123	-8.95	0.07
1124	-8.69	0.16
1125	-8.78	0.12
1126	-8.77	0.13
1127	-8.67	0.16
