# Rarotonga Subseasonal Coral d18O and Sr/Ca Data
#----------------------------------------------------------------------- 
#                World Data Center for Paleoclimatology, Boulder 
#                                  and 
#                     NOAA Paleoclimatology Program 
#----------------------------------------------------------------------- 
# NOTE: Please cite Publication, and Online_Resource and date accessed when using these data. 
# If there is no publication information, please cite Investigators, Title, and Online_Resource and date accessed. 
#
#
# Online_Resource: https://www.ncdc.noaa.gov/cdo/f?p=519:1:0::::P1_STUDY_ID:6089
#
# Original_Source_URL: ftp://ftp.ncdc.noaa.gov/pub/data/paleo/coral/east_pacific/rarotonga2006.txt
# 
# Description/Documentation lines begin with #
# Data lines have no #
#
# Archive: Corals and Sclerosponges
#--------------------
# Contribution_Date
#	Date: 2008-03
#--------------------
# Title
#	Study_Name: Rarotonga Subseasonal Coral d18O and Sr/Ca Data
#--------------------
# Investigators
#       Investigators: Linsley, B.K.; Kaplan, A.; Gouriou, Y.; Salinger, J.; deMenocal, P.B.; Wellington, G.M.; Howe, S.S.
#--------------------
# Description_and_Notes
#	Description: Subannual stable isotope and Sr/Ca data for coral cores from Rarotonga, Cook Islands, 21�14'16"S, 159�49'40"E.
#--------------------
# Publication 
#       Authors: Linsley, B.K.; Kaplan, A.; Gouriou, Y.; Salinger, J.; deMenocal, P.B.; Wellington, G.M.; Howe, S.S.
#       Published_Date_or_Year: 2006     
#       Published_Title: Tracking the extent of the South Pacific Convergence Zone since the early 1600s.
#       Journal_Name: Geochem. Geophys. Geosyst.
#       Volume: 7
#       Edition: Q05003
#       Issue: 
#       Pages: 
#       DOI: 10.1029/2005GC001115
#       Online_Resource: 
#       Full_Citation: Linsley, B.K., A. Kaplan, Y. Gouriou, J. Salinger, P.B. deMenocal, G.M. Wellington, and S.S. Howe. 2006. Tracking the extent of the South Pacific Convergence Zone since the early 1600s. Geochem. Geophys. Geosyst., 7, Q05003, doi:10.1029/2005GC001115.
#       Abstract: The South Pacific Convergence Zone (SPCZ) is the largest and most  persistent spur of the Intertropical Convergence Zone. At the  southeastern edge of the SPCZ near 170�W and 15��20�S a surface  ocean salinity frontal zone exists that separates fresher Western  Pacific Warm Pool water from saltier and cooler waters in the east.  This salinity front is known to shift east and west with the phase  of the El Ni�o Southern Oscillation. We have generated subannually  resolved and replicated coral oxygen isotopic time series from Fiji  (17�S, 179�E) and Rarotonga (21.5�S, 160�W) that have recorded  interannual displacements of the salinity front over the last 380  years and also indicate that at lower frequencies the decadal mean  position of the salinity front, and eastern extent of the SPCZ,  has shifted east-west through 10� to 20� of longitude three times  during this interval. The most recent and largest shift began in  the mid 1800s as the salinity front progressively moved eastward  and salinity decreased at both sites.  Our results suggest that  sea surface salinity at these sites is now at the lowest levels  recorded and is evidence for an unprecedented expansion of the  SPCZ since the mid 1800s. The expansion of the SPCZ implies a  gradual change in the South Pacific to more La Ni�a-like long-term  mean conditions. This observation is consistent with the ocean  thermostat mechanism for the Pacific coupled ocean-atmosphere  system, whereby exogenous heating of the atmosphere would result  in greater warming in the western Pacific and a greater east-west  surface temperature gradient.
#--------------------
# Publication 
#       Authors: Linsley, B.K.; Wellington, G.M; Schrag, D.P.; Ren, L.; Salinger, M.J; Tudhope, A.W
#       Published_Date_or_Year: 2004    
#       Published_Title: Geochemical evidence from corals for changes in the amplitude and spatial pattern of South Pacific interdecadal climate variability over the last 300 years. 
#       Journal_Name: Climate Dynamics
#       Volume: 22
#       Edition: Q05003
#       Issue: 
#       Pages: 1-11
#       DOI: 10.1007/s00382-003-0364-y
#       Online_Resource: 
#       Full_Citation: Linsley, B.K., G.M. Wellington, D.P. Schrag, L. Ren, M.J. Salinger,  and A.W. Tudhope.  2004.  Geochemical evidence from corals for changes in the amplitude and  spatial pattern of South Pacific interdecadal climate variability  over the last 300 years.  Climate Dynamics, Vol. 22: pp. 1-11 doi: 10.1007/s00382-003-0364-y. 
#       Abstract: 
#--------------------
# Publication 
#       Authors: Ren, L.; Linsley, B. K.; Wellington, G. M.; Schrag, D. P.; Hoegh-Guldberg, O
#       Published_Date_or_Year: 2003     
#       Published_Title: Deconvolving the d18Oseawater Component from Subseasonal Coral  d18O and Sr/Ca at Rarotonga in the Southwestern Subtropical  Pacific for the period 1726-1997.
#       Journal_Name: Geochimica et Cosmochimica Acta
#       Volume: 67
#       Edition: 9
#       Issue: 
#       Pages: 1609-1631
#       DOI: 
#       Online_Resource: 
#       Full_Citation: Ren, L., B.K. Linsley, G.M. Wellington, D.P. Schrag, and  O. Hoegh-Guldberg.  2003.   Deconvolving the d18Oseawater Component from Subseasonal Coral  d18O and Sr/Ca at Rarotonga in the Southwestern Subtropical  Pacific for the period 1726-1997.     Geochimica et Cosmochimica Acta, Vol. 67, No. 9., pp. 1609-1631.
#       Abstract: 
#------------------
# Funding_Agency 
#       Funding_Agency_Name: US National Science Foundation
#       Grant: ATM-9901649, ATM-9619035, OCE-0318296, OCE-0317941
#------------------
# Funding_Agency 
#       Funding_Agency_Name: US National Oceanic and Atmospheric Administration
#       Grant: NA96GP0406, NA96GP0470
#------------------
# Site_Information 
#       Site_Name: Rarotonga, Cook Islands, South Pacific
#       Location: Ocean>Pacific Ocean>South Pacific Ocean>Polynesia>Cook Islands
#	Country: Cook Islands 
#	Northernmost_Latitude: -21.23 
# 	Southernmost_Latitude: -21.23 
# 	Easternmost_Longitude: -159.82 
# 	Westernmost_Longitude: -159.82 
# 	Elevation:  -10 m  
#------------------
# Data_Collection   
#	Collection_Name: 06raro02b 
#	Earliest_Year: 1874 
#	Most_Recent_Year: 2000 
#	Time_Unit: Years AD 
#	Core_Length: 
#	Notes: Core name - 3R, 8 samples per year
#------------------
# Species
#	Species_Name: Porites lutea
#	Common_Name: 
#------------------
# Chronology: 
# 
#
# 
#
# 
#
#
# 	
#----------------	
# Variables 
#
# Data variables follow that are preceded by "##" in columns one and two.
# Data line variables format:  Variables list, one per line, shortname-tab-longname-tab-longname components (9 components: what, material, error, units, seasonality, archive, detail, method, C or N for Character or Numeric data) 
#
##age_AD	age, , ,years AD, , Corals and Sclerosponges, , ,N
##del13c_ann_ave	annually averaged delta 13 Carbon, Porites lutea, , per mil VPDB, , Corals and Sclerosponges, average: annually with 8 samples per year, instrument: Micromass Optima gas source mass spectrometer,N
##del18o_ann_ave	annually averaged delta 18 Oxygen, Porites lutea, , per mil VPDB, , Corals and Sclerosponges, average: annually with 8 samples per year, instrument: Micromass Optima gas source mass spectrometer,N		
#
#----------------
# Data:
# Data lines follow (have no #)
# Data line format - tab-delimited text, variable short name as header
# Missing Values:  
#
age_AD	del13c_ave	del18o_ave
1999.5	-3.0936	-4.7916
1998.5	-3.0526	-4.4486
1997.5	-3.0122	-4.3902
1996.5	-2.9482	-4.6799
1995.5	-2.9497	-4.5313
1994.5	-3.0368	-4.547
1993.5	-3.1943	-4.4165
1992.5	-2.9828	-4.4093
1991.5	-3.0736	-4.3841
1990.5	-2.9188	-4.429
1989.5	-3.0228	-4.6133
1988.5	-3.0052	-4.6419
1987.5	-2.7763	-4.2852
1986.5	-2.9935	-4.613
1985.5	-3.1707	-4.4644
1984.5	-3.2556	-4.3572
1983.5	-3.103	-4.2148
1982.5	-2.9453	-4.3176
1981.5	-2.8565	-4.4253
1980.5	-2.5296	-4.3202
1979.5	-2.2712	-4.2833
1978.5	-2.6985	-4.3214
1977.5	-2.5502	-4.2997
1976.5	-2.5299	-4.3957
1975.5	-2.3397	-4.3631
1974.5	-2.0607	-4.3863
1973.5	-2.1865	-4.2995
1972.5	-2.4438	-4.3814
1971.5	-2.4283	-4.591
1970.5	-2.3828	-4.4135
1969.5	-2.4821	-4.3773
1968.5	-2.4722	-4.3803
1967.5	-2.7375	-4.35
1966.5	-2.5275	-4.1498
1965.5	-2.6139	-4.2099
1964.5	-2.4785	-4.2945
1963.5	-2.5787	-4.319
1962.5	-2.5387	-4.289
1961.5	-2.3831	-4.4378
1960.5	-2.5301	-4.4864
1959.5	-2.4331	-4.5064
1958.5	-2.5116	-4.2402
1957.5	-2.5135	-4.4791
1956.5	-2.3981	-4.4728
1955.5	-2.2977	-4.518
1954.5	-2.3069	-4.338
1953.5	-2.4784	-4.2839
1952.5	-2.518	-4.3357
1951.5	-2.4393	-4.3921
1950.5	-2.4023	-4.3929
1949.5	-2.418	-4.3707
1948.5	-2.3738	-4.214
1947.5	-2.4032	-4.3638
1946.5	-2.4394	-4.3044
1945.5	-2.3088	-4.3041
1944.5	-2.0363	-4.1855
1943.5	-2.2375	-4.2204
1942.5	-2.045	-4.2082
1941.5	-1.8882	-3.8599
1940.5	-2.0301	-4.1968
1939.5	-1.8966	-4.2303
1938.5	-1.8836	-4.1027
1937.5	-1.8789	-4.0381
1936.5	-1.8125	-4.0451
1935.5	-1.7826	-4.1065
1934.5	-2.2221	-4.2848
1933.5	-2.3574	-4.3104
1932.5	-2.674	-4.2724
1931.5	-1.8619	-3.9401
1930.5	-1.9548	-3.9556
1929.5	-1.9625	-4.1114
1928.5	-1.8128	-4.0364
1927.5	-2.2665	-4.2481
1926.5	-2.6374	-4.1357
1925.5	-2.054	-4.0287
1924.5	-2.021	-4.0844
1923.5	-2.1902	-4.1281
1922.5	-2.2733	-4.2598
1921.5	-2.3486	-4.3538
1920.5	-2.5579	-4.1737
1919.5	-2.4192	-4.2947
1918.5	-2.6936	-4.3855
1917.5	-2.256	-4.2652
1916.5	-2.6373	-4.4998
1915.5	-2.5314	-4.3064
1914.5	-2.4589	-4.1874
1913.5	-2.4133	-4.0875
1912.5	-2.5476	-4.1749
1911.5	-2.2556	-4.3315
1910.5	-2.3371	-4.3155
1909.5	-2.3795	-4.4285
1908.5	-2.081	-4.3027
1907.5	-2.2522	-4.2161
1906.5	-2.2429	-4.1029
1905.5	-2.2498	-4.0884
1904.5	-2.2491	-4.2028
1903.5	-2.216	-3.9052
1902.5	-1.91	-4.1527
1901.5	-2.0077	-4.114
1900.5	-1.9693	-4.078
1899.5	-2.1069	-4.31
1898.5	-2.1532	-4.2541
1897.5	-1.9981	-4.0803
1896.5	-2.1385	-4.1402
1895.5	-1.6508	-4.0649
1894.5	-1.6354	-4.1484
1893.5	-1.7774	-4.1245
1892.5	-1.8353	-4.1648
1891.5	-1.9987	-4.2135
1890.5	-2.0522	-4.3137
1889.5	-1.9307	-4.1726
1888.5	-2.1616	-4.1777
1887.5	-2.1587	-4.2054
1886.5	-2.0252	-4.4943
1885.5	-2.1241	-4.3341
1884.5	-1.9773	-4.2022
1883.5	-2.1475	-4.343
1882.5	-2.2888	-4.3902
1881.5	-2.3434	-4.4183
1880.5	-2.3356	-4.2889
1879.5	-2.47	-4.3545
1878.5	-2.1647	-4.5215
1877.5	-2.1403	-4.2099
1876.5	-2.0989	-4.2544
1875.5	-2.1682	-4.2256
1874.5	-0.7584	-1.5472
