# Houtman Abrolhos Coral Isotope Data
#----------------------------------------------------------------------- 
#                World Data Center for Paleoclimatology, Boulder 
#                                  and 
#                     NOAA Paleoclimatology Program 
#----------------------------------------------------------------------- 
# NOTE: Please cite Publication, and Online_Resource and date accessed when using these data. 
# If there is no publication information, please cite Investigators, Title, and Online_Resource and date accessed. 
#
#
# Online_Resource: https://www.ncdc.noaa.gov/cdo/f?p=519:1:::::P1_STUDY_ID:1856
#
# Original_Source_URL: ftp://ftp.ncdc.noaa.gov/pub/data/paleo/coral/indian_ocean/abrolhos_data.txt
# 
# Description/Documentation lines begin with #
# Data lines have no #
#
# Archive: Corals and Sclerosponges
#--------------------
# Contribution_Date
#	Date:  1999-07
#--------------------
# Title
#	Study_Name: Abrolhos Houtman Coral Isotope Data
#--------------------
# Investigators
#       Investigators: Kuhnert, H.; Pätzold, J.; Hatcher, B.; Wyrwoll, K-H.; Eisenhauer, A.; Collins, L.B.; Zhu, Z.R.; Wefer, G.
#--------------------
# Description_and_Notes
#	Description: The following is cited from Kuhnert et al. (1999): "A first rough age assignment was based on the density banding pattern evident in x-radiographs over most portions of the coral core. Each couplet of one low- and one high-density band represents the growth of one year. The higher-resolving age model is based on the assumption, that coral d18O primarily depends on temperature. In the d18O data deriving from an annual banding couplet the highest value was assigned to the mid of September, the coldest month on average. The chronology is thus tied to one point within each year; the ages of the other sampling points were linearly interpolated according to their spatial distances along the sampling profile. In skeletal portions with unclear density banding pattern the stratigraphy is solely based on cyclic variations in coral d18O. Each cycle was assumed to represent an annual cycle, as long as it occurred over a skeletal portion extending between 10 and 20 mm. Assignments of sub-annual dates were performed as described above. Errors are estimated to be �1 year per 100 years (due to unclear banding and d18O cycles near 1853 and 1869, respectively)."
#--------------------
# Publication 
#       Authors: Kuhnert, H.; Pätzold, J.; Hatcher, B.; Wyrwoll, K-H.; Eisenhauer, A.; Collins, L.B.; Zhu, Z.R.; Wefer, G.
#       Published_Date_or_Year:  1999-04-01     
#       Published_Title: A 200-year coral stable oxygen isotope record from a high-latitude reef off Western Australia
#       Journal_Name: Coral Reefs
#       Volume: 18
#       Edition: 
#       Issue: 1
#       Pages: 1-12
#       DOI: 10.1007/s003380050147
#       Online_Resource: 
#       Full_Citation: 
#       Abstract: A core from a coral colony of Porites lutea was analysed for stable oxygen isotopic composition*. A 200-year proxy record of sea surface temperatures from the Houtman Abrolhos Islands off west Australia was obtained from coral δ18O. At 29′S, the Houtman Abrolhos are the southernmost major reef complex of the Indian Ocean. They are located on the path of the Leeuwin Current, a southward flow of warm, tropical water, which is coupled to Indonesian throughflow. Coral δ18O primarily reflects local oceanographic and climatic variability, which is largely determined by spatial variability of the Leeuwin Current. However, coherence between coral δ18O and the current strength itself is relatively weak. Evolutionary spectral and singular spectrum analyses of coral δ18O demonstrate a high variability in spectral composition through time. Oscillations in the 5–7-y, 14–15-y, and quasi-biennial bands reflect teleconnections of local sea surface temperature (SST) to tropical Pacific climate variability. Deviations between local (coral-based) and regional (instrument) SST contain a cyclic component with a period of 15 y. Coral δ18O suggests a rise in SST by 0.6 ′C since AD 1944, consistent with available instrumental SST records. A long-term warming by 1.4 ′C since AD 1795 is inferred from the coral record.
#------------------
# Funding_Agency 
#       Funding_Agency_Name: Deutsche Forschungsgemeinschaft
#       Grant: Ma 821/11-1
#------------------
# Funding_Agency 
#       Funding_Agency_Name: Australian Research Council
#       Grant: 
#------------------
# Site_Information 
#       Site_Name: Houtman Abrolhos Islands  
#       Location: Australia/New Zealand>Australia
#	Country:  
#	Northernmost_Latitude: -28.46 
# 	Southernmost_Latitude: -28.46 
# 	Easternmost_Longitude: 113.77 
# 	Westernmost_Longitude: 113.77 
# 	Elevation:  -5 m  
#------------------
# Data_Collection   
#	Collection_Name: 99abro01a 
#	Earliest_Year: 1795 
#	Most_Recent_Year: 1994 
#	Time_Unit: Years AD 
#	Core_Length: 3 m
#	Notes: The coral core was originally sampled in half-yearly resolution. For the published chronology additional samples were taken (2-3 new samples between two "old" samples). Average sampling density is 7.7 samples per year. The bimonthly data were interpolated with an Excel-macro. Internal precisions (1 SD) are 0.02 per mil for delta O-18, and 0.015 per mil for delta C-13. External precisions (1 SD) of an internal laboratory standard (Solnhofen limestone) are 0.07 per mil for delta O-18, and 0.05 per mil for delta C-13.
#------------------
# Species 
#	Species_Name: Porites lutea
#	Common_Name: Finger Coral
#------------------
# Chronology: 
# 
#
# 
#
# 
#
#
# 	
#----------------	
# Variables 
#
# Data variables follow that are preceded by "##" in columns one and two.
# Data line variables format:  Variables list, one per line, shortname-tab-longname-tab-longname components (9 components: what, material, error, units, seasonality, archive, detail, method, C or N for Character or Numeric data) 
#
##age_AD	age, , ,years AD, , Corals and Sclerosponges, , ,N
##d13c	delta 13 Carbon, Porites lutea, , per mil VPDB, , Corals and Sclerosponges, interpolated bimonthly, instrument: isotope ratio mass spectrometer,N
##d18o	delta 18 Oxygen, Porites lutea, , per mil VPDB, , Corals and Sclerosponges, interpolated bimonthly, instrument: isotope ratio mass spectrometer,N 			
#
#----------------
# Data:
# Data lines follow (have no #)
# Data line format - tab-delimited text, variable short name as header
# Missing Values: NAN 
#
age_AD	d13c	d18o
1993.9167	-2.953931113	-4.163073644
1993.7500	-3.14779926	-3.860750918
1993.5833	-3.232123358	-3.850605294
1993.4167	-3.271564343	-4.011093962
1993.2500	-3.302203716	-3.996311172
1993.0833	-3.075897673	-3.95995029
1992.9167	-2.609109598	-3.899417728
1992.7500	-2.896120587	-3.587032185
1992.5833	-3.481747858	-4.018050989
1992.4167	-3.389033932	-4.215138895
1992.2500	-3.202335846	-4.078640306
1992.0833	-3.184196324	-4.1239853
1991.9167	-3.496986206	-4.111652842
1991.7500	-3.105815657	-3.732402071
1991.5833	-3.443547943	-3.842578668
1991.4167	-3.142527049	-4.205119876
1991.2500	-2.946478608	-4.427054064
1991.0833	-2.727240849	-4.229353781
1990.9167	-2.702833693	-3.910885052
1990.7500	-3.644862376	-3.563157893
1990.5833	-3.746701756	-3.88116237
1990.4167	-3.457305078	-4.143209432
1990.2500	-3.318681952	-4.214743274
1990.0833	-3.504789969	-4.388641305
1989.9167	-3.042924937	-3.933110374
1989.7500	-2.914769338	-3.822120203
1989.5833	-3.40098103	-4.114410242
1989.4167	-3.415758572	-4.24135092
1989.2500	-3.141883048	-4.336428675
1989.0833	-2.746871604	-4.383555777
1988.9167	-3.138137798	-4.043173582
1988.7500	-3.11536133	-3.822884867
1988.5833	-3.235267324	-3.969551677
1988.4167	-3.497342093	-4.105980945
1988.2500	-2.971316859	-4.18450184
1988.0833	-3.184933833	-4.19887648
1987.9167	-3.034741377	-3.847791147
1987.7500	-3.074770616	-3.761650528
1987.5833	-3.112723852	-3.836681794
1987.4167	-3.119804226	-4.023695669
1987.2500	-2.940227373	-4.05732882
1987.0833	-2.868193119	-4.143704702
1986.9167	-2.68654334	-4.130249085
1986.7500	-2.620629128	-3.577602583
1986.5833	-3.56359247	-3.768208741
1986.4167	-3.378316447	-4.004048641
1986.2500	-2.923389839	-3.970842162
1986.0833	-3.214199692	-4.119873051
1985.9167	-3.09095314	-3.698366446
1985.7500	-3.242642443	-3.696303826
1985.5833	-3.417114088	-3.77787052
1985.4167	-3.449036022	-4.001584228
1985.2500	-3.062372592	-4.259604064
1985.0833	-2.691973988	-3.838967809
1984.9167	-2.851718124	-3.920786773
1984.7500	-2.811684436	-3.656780203
1984.5833	-3.08974681	-4.070168227
1984.4167	-3.134929342	-4.209543885
1984.2500	-2.78310234	-4.156895068
1984.0833	-2.713657188	-4.025910967
1983.9167	-2.839001518	-4.009848478
1983.7500	-2.602277242	-3.634906379
1983.5833	-2.829800407	-3.756444554
1983.4167	-3.186921062	-4.230894873
1983.2500	-2.816481973	-4.223035002
1983.0833	-2.881369109	-4.341944127
1982.9167	-2.780374575	-3.908436949
1982.7500	-3.013970405	-3.658384581
1982.5833	-3.369198425	-3.988874102
1982.4167	-2.947630149	-4.077226949
1982.2500	-3.111922315	-4.386791413
1982.0833	-2.630451721	-3.834384778
1981.9167	-2.911866311	-3.770986069
1981.7500	-3.067184088	-3.690506043
1981.5833	-3.16164984	-3.752710621
1981.4167	-3.153034423	-3.963753076
1981.2500	-2.943853406	-4.124106365
1981.0833	-2.984819831	-4.03010695
1980.9167	-2.982175243	-3.838617553
1980.7500	-2.626830275	-3.575459158
1980.5833	-2.867098302	-3.686519975
1980.4167	-3.240957174	-4.054337713
1980.2500	-2.614564113	-4.136274984
1980.0833	-2.424337715	-4.402018473
1979.9167	-2.423752768	-4.134338249
1979.7500	-2.680471713	-3.651192428
1979.5833	-3.098118044	-4.039568934
1979.4167	-3.008304729	-4.125789609
1979.2500	-2.547957143	-4.171740639
1979.0833	-2.454635058	-4.054158228
1978.9167	-2.700802817	-4.351410891
1978.7500	-2.496280011	-3.893129421
1978.5833	-2.796022838	-3.816720545
1978.4167	-3.273292014	-4.3031303
1978.2500	-3.074585206	-4.559071832
1978.0833	-2.786642326	-4.380709182
1977.9167	-2.804364104	-4.203183398
1977.7500	-2.814290945	-3.833024418
1977.5833	-3.062286961	-3.878945287
1977.4167	-3.463189713	-3.984230766
1977.2500	-3.357647275	-4.159156924
1977.0833	-2.899413275	-4.042701415
1976.9167	-2.816079348	-4.098973469
1976.7500	-2.601589645	-3.881222555
1976.5833	-2.96015608	-3.903490093
1976.4167	-3.225678644	-4.136600817
1976.2500	-2.723082096	-4.132359953
1976.0833	-2.700192642	-4.355667593
1975.9167	-2.543742304	-4.026965738
1975.7500	-2.658562616	-3.887313099
1975.5833	-2.96660893	-3.836988809
1975.4167	-3.302221148	-4.281961307
1975.2500	-2.703985488	-4.187209337
1975.0833	-2.548399916	-3.993746047
1974.9167	-2.484861587	-3.78531173
1974.7500	-2.838767528	-3.796762504
1974.5833	-3.589867882	-4.173740477
1974.4167	-3.124368414	-4.273095898
1974.2500	-2.771275183	-4.229629069
1974.0833	-2.576776914	-3.960044687
1973.9167	-2.388841389	-3.793375351
1973.7500	-2.895439805	-3.758303298
1973.5833	-3.783879099	-3.914602376
1973.4167	-3.391643846	-3.977386147
1973.2500	-2.895065476	-4.036190652
1973.0833	-2.595667108	-4.12494692
1972.9167	-2.483607468	-3.925047194
1972.7500	-2.795870904	-3.80592052
1972.5833	-3.149811567	-3.840841087
1972.4167	-3.386378096	-4.231312555
