# Palmyra Island Coral 110 Year Sr/Ca SST and d18Osw
#----------------------------------------------------------------------- 
#                World Data Center for Paleoclimatology, Boulder 
#                                  and 
#                     NOAA Paleoclimatology Program 
#----------------------------------------------------------------------- 
# NOTE: Please cite Publication, and Online_Resource and date accessed when using these data. 
# If there is no publication information, please cite Investigators, Title, and Online_Resource and date accessed. 
#
#
# Online_Resource: https://www.ncdc.noaa.gov/cdo/f?p=519:1:::::P1_STUDY_ID:10373
#
# Original_Source_URL: ftp://ftp.ncdc.noaa.gov/pub/data/paleo/coral/east_pacific/palmyra2011.txt
# 
# Description/Documentation lines begin with #
# Data lines have no #
#
# Archive: Corals and Sclerosponges
#--------------------
# Contribution_Date
#	Date: 2011-02-01
#--------------------
# Title
#	Study_Name: Palmyra Island Coral 110 Year Sr/Ca SST and d18Osw 
#--------------------
# Investigators
#       Investigators: Nurhati, I.S.; Cobb, K.M.; Di Lorenzo, E.
#--------------------
# Description_and_Notes
#	Description: This dataset contains coral-derived sea-surface temperature (SST, via Sr/Ca) and salinity (SSS, via the oxygen isotopic composition of seawater or d18Osw) reconstructions from Palmyra Island of the Line Islands chain in the central tropical Pacific, for the period 1886-1998. Cobb et al. [2001] presented the century-long coral oxygen isotopic (d18O) record from Palmyra, and here we present the century-long Sr/Ca and d18Osw records from Palmyra. The late 20th century portion of the Sr/Ca and d18Osw records was presented in Nurhati et al.[2009]. We measured coral d18O values on a GV Isoprime-Multiprep mass spectrometer with an analytical precision of ± 0.05‰ (1sigma), and Sr/Ca ratios with a Jobin Yvon Ultima 2C Inductively Coupled Plasma-Optical Emission Spectrometer (ICP-OES) with an analytical precision of ± 0.07% or ± 0.006 mmol/mol(1s) using the nearest-neighbor correction method from Schrag [1999]. We used the monthly 1ºx1º IGOSS SST dataset [Reynolds et al., 2002] to calibrate Sr/Ca ratios via reduced major axis regression, where (SST)palm = 130.43 – 11.39 x (Sr/Ca)palm (Nov 1981-Mar 1998; R=-0.71; CI > 99%). We derive the oxygen isotopic composition of seawater (d18Osw) by subtracting the Sr/Ca-derived SST contribution from coral d18O following the method outlined in Ren et al. [2003]. Fairbanks et al. [1997] find an empirical linear relationship between d18Osw and SSS in the central tropical Pacific, so we use the d18Osw records to reconstruct SSS variability associated with changes in the hydrological balance. Note- Coral d18O data has been previously published by Cobb et el. (2001). Sr/Ca data from 1981-1998 was used for the Sr/Ca-SST calibration. Coral d18O, Sr/Ca-derived SST and d18Osw data from 1886 to 1998 were used in the trend calculations reported in the paper.
#--------------------
# Publication 
#       Authors: Nurhati, I.S.; Cobb, K.M.; Di Lorenzo, E.
#       Published_Date_or_Year: 2011-07-01      
#       Published_Title: 
#       Journal_Name: 
#       Volume: 
#       Edition: 
#       Issue: 
#       Pages: 
#       DOI: 10.1175/2011JCLI3852.1
#       Online_Resource: 
#       Full_Citation: Nurhati, I.S., K.M. Cobb, and E. Di Lorenzo. 2011. Decadal-scale SST and Salinity Variations in the Central Tropical Pacific: Signatures of Natural and Anthropogenic Climate Change. Journal of Climate, Vol. 24, Issue 13, pp. 3294-3308, July 2011. doi: 10.1175/2011JCLI3852.1 
#       Abstract: Accurate projections of future temperature and precipitation patterns in many regions of the world depend on quantifying anthropogenic signatures in tropical Pacific climate against its rich background of natural variability. However, the detection of anthropogenic signatures in the region is hampered by the lack of continuous, century-long instrumental climate records. This study presents coral-based sea-surface temperature (SST) and salinity proxy records from Palmyra Island in the central tropical Pacific over the 20th century, based on coral Sr/Ca and the oxygen isotopic composition of seawater (d18OSW), respectively. On interannual timescales, the Sr/Ca-based SST record captures both eastern- and central- Pacific warming "flavors" of El Nino-Southern Oscillation (ENSO) variability (R=0.65 and 0.67, respectively). On decadal timescales, the SST proxy record is highly correlated to the North Pacific Gyre Oscillation (NPGO; R=-0.85), reflecting strong dynamical links between the central Pacific warming mode and extratropical decadal climate variability. Decadal-scale salinity variations implied by the coral-based d18OSW record are significantly correlated with the Pacific Decadal Oscillation (PDO; R=0.54). The salinity proxy record is dominated by an unprecedented trend towards lighter d18OSW values since the mid-20th century, implying that a significant freshening has taken place in the region, in line with climate model projections showing enhanced hydrological patterns under greenhouse forcing. Taken together, the new coral records suggest that low-frequency SST and salinity variations in the central tropical Pacific are controlled by different sets of dynamics, and that recent hydrological trends in this region may be related to anthropogenic climate change. 
#------------------
# Funding_Agency 
#       Funding_Agency_Name: 
#       Grant: 
#------------------
# Site_Information 
#       Site_Name: Palmyra Island, Central Pacific
#       Location: Ocean>Pacific Ocean>Central Pacific Ocean
#	Country: United States 
#	Northernmost_Latitude: 5.87
# 	Southernmost_Latitude: 5.87
# 	Easternmost_Longitude: -162.13
# 	Westernmost_Longitude: -162.13
# 	Elevation: -10 m 
#------------------
# Data_Collection   
#	Collection_Name: 11cpac01a
#	Earliest_Year: 1886
#	Most_Recent_Year: 1998
#	Time_Unit: y_ad
#	Core_Length: 3 m
#	Notes: +/- .05 PPM precision on delta18O values and +/- .006 mmol/mol precision on Sr/Ca values and +/- .3 precision on age values. Prevous name- Palmyra2011Poritesd18O_Sr_Ca
#------------------
# Species 
#	Species_Name: Porites lutea 
#	Common_Name: Hump Coral
#------------------
# Chronology: 
# 
# 
#
# 
#
#
# 
#----------------
# Variables 
#
# Data variables follow that are preceded by "##" in columns one and two.
# Data line variables format:  Variables list, one per line, shortname-tab-longname-tab-longname components (9 components: what, material, error, units, seasonality, archive, detail, method, C or N for Character or Numeric data) 
#
##age	age, , ,years AD, , Corals and Sclerosponges, , ,N
##d18O	delta 18O, Porites lutea, ,permil,,Corals and Sclerosponges, ,GV Isoprime-Multiprep mass spectrometer,N
##Sr/Ca	Strontium/Calcium, Porites lutea, ,mmol/mol, ,Corals and Sclerosponges, ,Jobin Yvon Ultima 2C Inductively Coupled Plasma-Optical Emission Spectrometer,N
#
#----------------
# Data:
# Data lines follow (have no #)
# Data line format - tab-delimited text, variable short name as header
# Missing Values: NAN 
#
age	d18O	Sr/Ca
1998.29	-5.41	8.96
1998.21	-5.47	8.9
1998.13	-5.49	8.91
1998.04	-5.43	8.94
1997.96	-5.48	8.92
1997.88	-5.53	8.89
1997.79	-5.71	8.87
1997.71	-5.75	8.81
1997.63	-5.66	8.83
1997.54	-5.54	8.84
1997.46	-5.45	8.89
1997.38	-5.41	8.92
1997.29	-5.33	8.93
1997.21	-5.13	8.91
1997.13	-5.2	8.97
1997.04	-5.19	8.98
1996.96	-5.21	9.01
1996.88	-5.2	8.97
1996.79	-5.27	8.92
1996.71	-5.35	8.92
1996.63	-5.34	8.9
1996.54	-5.33	8.92
1996.46	-5.39	8.89
1996.38	-5.34	8.9
1996.29	-5.1	8.96
1996.21	-5.17	8.94
1996.13	-5.04	8.99
1996.04	-5.03	9.04
1995.96	-4.95	8.98
1995.88	-5	9.05
1995.79	-5.03	9
1995.71	-5.03	8.95
1995.63	-5.2	8.88
1995.54	-5.26	8.87
1995.46	-5.3	8.91
1995.38	-5.36	8.95
1995.29	-5.16	8.93
1995.21	-5.29	8.94
1995.13	-5.21	8.94
1995.04	-5.37	8.89
1994.96	-5.58	8.83
1994.88	-5.63	8.82
1994.79	-5.68	8.82
1994.71	-5.51	8.88
1994.63	-5.52	8.86
1994.54	-5.58	8.87
1994.46	-5.38	8.9
1994.38	-5.23	8.91
1994.29	-5.08	8.93
1994.21	-5.07	8.91
1994.13	-5.16	8.87
1994.04	-5.21	8.87
1993.96	-5.41	8.92
1993.88	-5.42	8.97
1993.79	-5.52	8.9
1993.71	-5.66	8.9
1993.63	-5.55	8.9
1993.54	-5.36	8.94
1993.46	-5.19	8.93
1993.38	-5.11	8.95
1993.29	-5.09	8.99
1993.21	-5.08	8.99
1993.13	-5.17	8.93
1993.04	-5.34	8.9
1992.96	-5.17	8.91
1992.88	-5.32	8.9
1992.79	-5.28	8.9
1992.71	-5.23	8.89
1992.63	-5.31	8.93
1992.54	-5.44	8.9
1992.46	-5.24	8.95
1992.38	-5.19	8.93
1992.29	-5.19	8.98
1992.21	-5.19	8.93
1992.13	-5.1	8.93
1992.04	-5.17	8.94
1991.96	-5.32	8.94
1991.88	-5.45	8.93
1991.79	-5.55	8.87
1991.71	-5.54	8.85
1991.63	-5.55	8.86
1991.54	-5.38	8.84
1991.46	-5.42	8.89
1991.38	-5.29	8.95
1991.29	-5.09	8.95
1991.21	-5.09	8.92
1991.13	-5.12	8.9
1991.04	-5.12	8.95
1990.96	-5.28	8.91
1990.88	-5.44	8.87
1990.79	-5.43	8.83
1990.71	-5.36	8.91
1990.63	-5.44	8.97
1990.54	-5.15	8.95
1990.46	-5.15	8.96
1990.38	-5.05	8.98
1990.29	-5.09	9
1990.21	-5.03	8.98
1990.13	-5.05	8.96
1990.04	-5	8.99
1989.96	-5.05	8.98
1989.88	-5.13	9.01
1989.79	-5.04	9.01
1989.71	-5.18	8.98
1989.63	-5.22	8.96
1989.54	-5.14	9
1989.46	-5.07	9.02
1989.38	-4.89	9.03
1989.29	-4.94	9.03
1989.21	-4.9	9.06
1989.13	-4.88	9.03
1989.04	-4.88	9.08
1988.96	-4.84	9.11
1988.88	-4.89	9.07
1988.79	-4.91	9.07
1988.71	-5.06	9.09
1988.63	-4.93	9.03
1988.54	-4.99	9.03
1988.46	-5	9.03
1988.38	-5.01	9.01
1988.29	-4.97	9.01
1988.21	-4.99	8.99
1988.13	-4.97	8.99
1988.04	-5.09	8.94
1987.96	-5.29	8.97
1987.88	-5.45	8.88
1987.79	-5.59	8.85
1987.71	-5.52	8.86
1987.63	-5.41	8.96
1987.54	-5.17	8.99
1987.46	-5.08	9.01
1987.38	-5.02	9.02
1987.29	-4.96	9.05
1987.21	-5.05	9.01
1987.13	-4.95	9.04
1987.04	-5.25	9
1986.96	-5.27	9.01
1986.88	-5.61	8.98
1986.79	-5.61	8.89
1986.71	-5.57	8.95
1986.63	-5.56	8.93
1986.54	-5.33	8.96
1986.46	-5.35	9.01
1986.38	-5.07	9.03
1986.29	-5.02	9.04
1986.21	-5.01	9.08
1986.13	-4.91	9.06
1986.04	-4.78	9.02
1985.96	-4.96	8.98
1985.88	-5.21	8.93
1985.79	-5.25	8.94
1985.71	-5.13	8.94
1985.63	-5.05	8.91
1985.54	-5.08	8.93
1985.46	-4.98	9
1985.38	-4.95	8.96
1985.29	-4.91	9
1985.21	-4.89	9.04
1985.13	-4.83	9.04
1985.04	-4.79	8.99
1984.96	-4.91	9.03
1984.88	-4.94	9.03
1984.79	-5	8.96
1984.71	-4.95	8.98
1984.63	-5	9.01
1984.54	-5	9
1984.46	-4.93	9.04
1984.38	-4.88	9.04
1984.29	-4.78	9.03
1984.21	-4.83	9.06
1984.13	-4.8	9.1
1984.04	-4.82	9.04
1983.96	-4.77	9.03
1983.88	-4.9	8.98
1983.79	-4.94	9.05
1983.71	-5.14	8.99
1983.63	-4.95	9.02
1983.54	-5	8.96
1983.46	-5.3	8.9
1983.38	-5.09	8.93
1983.29	-5.08	8.91
1983.21	-5	8.92
1983.13	-5.03	8.96
1983.04	-5.08	8.92
1982.96	-4.96	8.93
1982.88	-5.04	8.93
1982.79	-5.05	8.92
1982.71	-5.24	8.87
1982.63	-5.41	8.84
1982.54	-5.29	8.86
1982.46	-5.26	8.86
1982.38	-5.17	8.92
1982.29	-5.08	9.02
1982.21	-4.93	8.97
1982.13	-4.99	8.96
1982.04	-4.92	8.98
1981.96	-5.04	8.98
1981.88	-5.11	8.96
1981.79	-5.1	8.94
1981.71	-5.12	8.92
1981.63	-5.17	8.92
1981.54	-5.16	8.93
1981.46	-5	8.98
1981.38	-5.01	9
1981.29	-4.95	8.99
1981.21	-4.93	9.05
1981.13	-4.87	9.05
1981.04	-4.88	9.03
1980.96	-4.95	8.94
1980.88	-4.98	8.96
1980.79	-5.08	8.97
1980.71	-5.24	8.92
1980.63	-5.42	8.92
1980.54	-5.29	8.96
1980.46	-5.15	8.97
1980.38	-5.05	8.89
