# Greenland Ice Core Chronology 2005 (GICC05) Early Holocene section
#----------------------------------------------------------------------- 
#                World Data Center for Paleoclimatology, Boulder 
#                                  and 
#                     NOAA Paleoclimatology Program 
#----------------------------------------------------------------------- 
# NOTE: Please cite Publication, and Online_Resource and date accessed when using these data. 
# If there is no publication information, please cite Investigators, Title, and Online_Resource and date accessed. 
#
#
# Online_Resource: https://www.ncdc.noaa.gov/cdo/f?p=519:1:::::P1_study_id:2495
#
# Original_Source_URL: ftp://ftp.ncdc.noaa.gov/pub/data/paleo/icecore/greenland/summit/ngrip/gicc05-eholocene-10yr.txt
# 
# Description/Documentation lines begin with #
# Data lines have no #
#
# Archive: Ice Cores
#--------------------
# Contribution_Date
#	Date: 2007
#--------------------
# Title
#	Study_Name: Greenland Ice Core Chronology 2005 (GICC05) Early Holocene section
#--------------------
# Investigators
#       Investigators: Rasmussen, S.O.; Vinther, B.M.; Clausen, H.B.; Andersen, K.K.  
#--------------------
# Description_and_Notes
# 	Description: Greenland Ice Core Chronology 2005 (GICC05) Early Holocene section in 10-year 
#	resolution, in which GRIP and NGRIP both are dated using high-resolution 
#	chemistry measurements.  Includes d18O profiles from NGRIP, GRIP, and DYE-3 
#	in 10-year resolution.
#
#	All ages are given in years b2k (years relative to A.D. 2000).
#	The concept of maximum counting error is introduced in Rasmussen et al. 
#	(Journ. Geophys. Res, 2006)
#
#	Age and depth values refer to the bottom of each interval.
#	Thus the NGRIP depth interval 1195.14 - 1196.22 m corresponds to the time interval 
#	7910 - 7920 b2k, in which the NGRIP d18O value is -35.13 permille.
#
#	The NGRIP1 core reaches down to a depth of 1372 m. The NGRIP2 core (drilled 20 meters 
#	away from the NGRIP1 core) reaches from surface to bedrock, but high-resolution 
#	measurements have only been carried out downwards from 1346 m. In the 26 m overlap zone, 
#	the cores are offset by 0.43 m on average, probably due to uncertainties in the 
#	logging procedure (see Schøtt Hvidberg et al., Ann. Glac. 35, 2002).
#	Thus, the same features appear at larger depths in the NGRIP1 than in the NGRIP2 core.
#	Down to 9830 b2k, the depths and data are from NGRIP1, below 9830 b2k the depths and 
#	data are from NGRIP2.
#
#	Down to 8313 b2k, DYE-3 is dated year by year. Below 8313 b2k the GRIP-NGRIP based 
#	time scale has been transferred to DYE-3 depths using the ECM profiles. This matching 
#	introduces a few years of uncertainty which is not included in the maximum counting error 
#	(column no. 8).
#
#	(*) Note that millenial scale variations in the DYE-3 d18O data are significantly 
#	influenced by upstream effects. Furthermore, due to a problem with standards in the 
#	early 1980s, the DYE-3 d18O measurements are slightly off-set (maximum 0.5 permil) 
#	towards more negative values during the early Holocene.
# 
#--------------------
# Publication 
#       Authors: Rasmussen, S.O.; Vinther, B.M.; Clausen, H.B.; Andersen, K.K.
#       Published_Date_or_Year: 2007     
#       Published_Title: Early Holocene climate oscillations recorded in three Greenland ice cores
#       Journal_Name: Quaternary Science Reviews
#       Volume: 26
#       Edition: 
#       Issue: 
#       Pages: 1907-1914
#       DOI: 10.1016/j.quascirev.2007.06.015
#       Online_Resource: 
#       Full_Citation: 
#       Abstract: A new ice core chronology for the Greenland DYE-3, GRIP, and NGRIP ice cores has been constructed, making it possible to compare the δ18O and accumulation signals recorded in the three cores on an almost annual scale throughout the Holocene. We here introduce the new time scale and investigate δ18O and accumulation anomalies that are common to the three cores in the Early Holocene (7.9–11.7 ka before present). Three time periods with significant and synchronous anomalies in the δ18O and accumulation signals stand out: the well-known 8.2 ka event, an event of shorter duration but of almost similar amplitude around 9.3 ka before present, and the Preboreal Oscillation during the first centuries of the Holocene. For each of these sections, we present a δ18O anomaly curve and a common accumulation signal that represents regional changes in the accumulation rate over the Greenland ice cap.
#------------------
# Funding_Agency 
#       Funding_Agency_Name: 
#       Grant: 
#------------------
# Site_Information 
#       Site_Name: GRIP
#       Location: North America>Greenland 
#	Country:  
#	Northernmost_Latitude: 65.183 
# 	Southernmost_Latitude: 65.183 
# 	Easternmost_Longitude: 43.816 
# 	Westernmost_Longitude: 43.816
# 	Elevation: 2480 m  
#------------------
# Data_Collection   
#	Collection_Name: 07GDYE01 
#	Earliest_Year: 11700 
#	Most_Recent_Year: 7910 
#	Time_Unit: yrs b2k 
#	Core_Length: 
#	Notes: 
#------------------
# Species
#	Species_Name:  
#	Common_Name: 
#------------------
# Chronology: 
# 
#
# 
#
# 
#
#
# 	
#----------------	
# Variables 
#
# Data variables follow that are preceded by "##" in columns one and two.
# Data line variables format:  Variables list, one per line, shortname-tab-longname-tab-longname components (9 components: what, material, error, units, seasonality, archive, detail, method, C or N for Character or Numeric data) 
#
##yr_b2k	Age,,,years b2k,,,,,N
##d18O	d18O,,,per mil SMOW,,ice cores,,,N
#
#----------------
# Data:
# Data lines follow (have no #)
# Data line format - tab-delimited text, variable short name as header
# Missing Values:  
#
yr_b2k	d18O
7910	-27.81
7920	-27.83
7930	-28.56
7940	-28.4
7950	-28.64
7960	-28.04
7970	-27.14
7980	-27.93
7990	-27.61
8000	-27.8
8010	-27.4
8020	-27.74
8030	-27.69
8040	-27.56
8050	-28.25
8060	-27.54
8070	-27.24
8080	-28.1
8090	-28.49
8100	-27.94
8110	-27.69
8120	-27.86
8130	-28.12
8140	-27.56
8150	-28.29
8160	-28.78
8170	-29.24
8180	-29.02
8190	-28.84
8200	-30.08
8210	-29.64
8220	-30.14
8230	-29.37
8240	-29.63
8250	-29.76
8260	-29.12
8270	-28.4
8280	-29.05
8290	-28.52
8300	-28.39
8310	-28.43
8320	-27.98
8330	-28.72
8340	-27.98
8350	-28.47
8360	-28.52
8370	-28
8380	-28.78
8390	-27.85
8400	-27.97
8410	-27.88
8420	-27.72
8430	-28.2
8440	-28.38
8450	-28.62
8460	-28.33
8470	-28.14
8480	-29.21
8490	-28.71
8500	-27.42
8510	-27.75
8520	-28.41
8530	-28.69
8540	-28.51
8550	-28.86
8560	-28.6
8570	-27.07
8580	-28.48
8590	-27.87
8600	-27.81
8610	-28.55
8620	-28.31
8630	-27.9
8640	-27.44
8650	-28.24
8660	-28.35
8670	-27.88
8680	-28.3
8690	-28.74
8700	-28.55
8710	-28.06
8720	-27.41
8730	-28.23
8740	-27.34
8750	-28.3
8760	-28.65
8770	-28.34
8780	-28.52
8790	-27.76
8800	-28.18
8810	-28.62
8820	-29.54
8830	-28.55
8840	-28.94
8850	-28.29
8860	-28.5
8870	-28.29
8880	-29.03
8890	-28.16
8900	-28.36
8910	-28.18
8920	-28.71
8930	-27.54
8940	-28.53
8950	-28.2
8960	-28.1
8970	-28.6
8980	-27.99
8990	-28.41
9000	-28.11
9010	-28.45
9020	-28.65
9030	-28.26
9040	-28.77
9050	-28.81
9060	-29.14
9070	-28.4
9080	-28.65
9090	-28.24
9100	-28.27
9110	-28.66
9120	-28.59
9130	-29.04
9140	-27.99
9150	-27.76
9160	-27.73
9170	-28.4
9180	-28.3
9190	-27.94
9200	-28.61
9210	-28.88
9220	-28.9
9230	-28.33
9240	-28.4
9250	-29.2
9260	-28.68
9270	-28.98
9280	-29.44
9290	-29.49
9300	-30.37
9310	-28.82
9320	-28.34
9330	-29
9340	-28.18
9350	-28.8
9360	-28.57
9370	-28.53
9380	-28.35
9390	-27.51
9400	-28.56
9410	-28.25
9420	-29.8
9430	-28.59
9440	-27.54
9450	-28.81
9460	-28.28
9470	-28.68
9480	-28.16
9490	-28.22
9500	-28.57
9510	-28.44
9520	-29.3
9530	-28.6
9540	-28.9
9550	-28.03
9560	-28.54
9570	-28.78
9580	-28.87
9590	-28.89
9600	-28.32
9610	-28.38
9620	-28.33
9630	-28.98
9640	-29.1
9650	-28.5
9660	-28.69
9670	-28.8
9680	-28.56
9690	-29.2
9700	-28.48
9710	-28.56
9720	-29.05
9730	-29.2
9740	-29.52
9750	-28.71
9760	-29.1
9770	-28.8
9780	-28.56
9790	-28.7
9800	-28.88
9810	-28.8
9820	-29.06
9830	-28.53
9840	-28.78
9850	-28.49
9860	-29.3
9870	-29.23
9880	-29.11
9890	-28.62
9900	-28.16
9910	-29.25
9920	-28.59
9930	-28.71
9940	-29.41
9950	-30.05
9960	-29.2
9970	-28.58
9980	-29.62
9990	-28.84
10000	-29.1
10010	-28.59
10020	-28.79
10030	-29
10040	-29.11
10050	-28.9
10060	-29.95
10070	-28.94
10080	-29.2
10090	-29.67
10100	-29.46
10110	-29.37
10120	-29.4
10130	-29.61
10140	-29.96
10150	-29.8
10160	-30.06
10170	-29.63
10180	-29.64
10190	-29.49
10200	-30.36
10210	-30.05
10220	-30.21
10230	-29.73
10240	-30.27
10250	-29.8
10260	-29.85
10270	-30.61
10280	-30.14
10290	-30.16
10300	-30.74
10310	-29.63
10320	-30.06
10330	-30.23
10340	-30.2
10350	-29.64
10360	-30.54
10370	-29.79
10380	-30.57
10390	-30.23
10400	-29.94
10410	-30.46
10420	-30.68
10430	-30.05
10440	-30.64
10450	-30.09
10460	-30.62
10470	-30.04
10480	-30.4
10490	-31.63
10500	-30.09
10510	-30.02
10520	-30.49
10530	-30.79
10540	-30.8
10550	-30.42
10560	-29.83
10570	-30.48
10580	-30.79
10590	-30.72
10600	-31.02
10610	-30.96
10620	-31.59
10630	-30.99
10640	-30.33
10650	-30.52
10660	-30.72
10670	-30.64
10680	-30.63
10690	-30.02
10700	-30.99
10710	-30.6
10720	-31.22
10730	-30.3
10740	-30.49
10750	-30.54
10760	-30.96
10770	-31.67
10780	-30.86
10790	-30.52
10800	-30.52
10810	-30.84
10820	-30.99
10830	-31.04
10840	-31.09
10850	-30.26
10860	-30.75
10870	-31.89
10880	-30.83
10890	-31.52
10900	-30.77
10910	-31.21
10920	-32.2
10930	-31.21
10940	-31.31
