# GISP2/GRIP Stable Isotopes Stacked Record
#-----------------------------------------------------------------------
#               World Data Center for Paleoclimatology, Boulder
#                                  and
#                     NOAA Paleoclimatology Program
#-----------------------------------------------------------------------
# NOTE: Please cite original reference when using these data,
# If there is no publication information, please cite Investigators, Title, and Online_Resource and date accessed
#
#
#
# 
#
#
# Original_Source_URL: ftp://ftp.ncdc.noaa.gov/pub/data/paleo/icecore/greenland/summit/gisp2/isotopes/stacked.txt
#
# Description/Documentation lines begin with #
# Data lines have no #
#
# Archive: Ice Cores
# --------------------
# Contribution_date
#	Date: 2011
# --------------------
# Title 
#	Study_Name: GISP2/GRIP Stable Isotopes Stacked Record 
# --------------------
# Investigators
#	Investigators: White, J.W.C.; Barlow, L.K.; Fisher, D.; Grootes, P.M.; Jouzel, J.; Johnsen, S.J.; Stuiver, M.; Clausen, H.B. 
# --------------------
# Description_and_Notes
# 	Description: This file contains stable isotope (delta 18O) data from six ice cores five from the area surrounding the GRIP deep ice core, and one from GISP2
#	(the "B" core).  Dating control was achieved as described in White et al., (1997).  For the GISP2 core, the timescale given here is NOT identical tothe official GISP2 timescale in the file gisp2age.dat.
#
#	GRIP893
# --------------------
# Publication
#	Authors: J.W.C. White, L.K. Barlow, D. Fisher, P.M. Grooes, J. Jouzel, S.J. Johnsen, M. Stuiver, H.B. Clausen
#	Published_Date_or_Year: 1997
#	Published_Title: The climate signal in the stable isotopes of snow from Summit, Greenland
#	Journal_Name: Journal of Geophysical Research
#	Volume: 102		
#	Edition: 	
#	Issue: 
#	Pages: 26425-26439
#	DOI: 
#	Online_Resource: 
#	Full_Citation:  
#	Abstract: 
# Funding_Agency
#	Funding_Agency_Name: 
#	Grant:
# --------------------
# Site_Information
#	Site_Information
#	Site_Name: GRIP
#	Location: North America>Greenland
#	Country: 
#	Northernmost_Latitude: 72.58
#	Southernmost_Latitude: 72.58
#	Easternmost_Longitude: 37.63
#	Westernmost_Longitude: 37.63
#	Elevation: 3028 m
# --------------------
# Data_Collection
#	Collection_Name: 91GRIP01
#	Earliest_Year: 1772
#	Most_Recent_Year: 1986
#	Time Unit: AD
#
# --------------------
# Variables
#
# Data variables follow that are preceded by "##" in columns one and two.
# Data line variables format:  Variables list, one per line, shortname-tab-longname-tab-longname components (9 components: what, material, error, units, seasonality, archive, detail, method, C or N for Character or Numeric data) 
#
##age_AD	Age,,,year AD,,,,,N
##d18O  d18O,,,per mil SMOW,,ice cores,,,N 
#
# --------------------
# Data:
# Data lines follow (have no #)
# Data line format - tab-delimited text, variable short name as header
# Missing values: NAN
#
age_AD	d18O
1986	-35.34
1985	-35.75
1984	-35.43
1983	-35.52
1982	-35.36
1981	-34.95
1980	-32.47
1979	-36.38
1978	-33.42
1977	-33.38
1976	-35.45
1975	-34.78
1974	-35.43
1973	-36.12
1972	-35.37
1971	-33.97
1970	-33.62
1969	-35.38
1968	-33.45
1967	-37.3
1966	-35.53
1965	-34.81
1964	-33.8
1963	-35.81
1962	-35.36
1961	-33.08
1960	-36.08
1959	-34.88
1958	-36.9
1957	-37.13
1956	-35.91
1955	-34.7
1954	-36.78
1953	-33.25
1952	-33.21
1951	-34.9
1950	-34.55
1949	-34.2
1948	-34.97
1947	-33.4
1946	-34.45
1945	-35.08
1944	-35.96
1943	-37.17
1942	-34.17
1941	-34.16
1940	-35.01
1939	-33.56
1938	-36.11
1937	-36.77
1936	-35.31
1935	-34.6
1934	-32.59
1933	-33.92
1932	-33.34
1931	-33.88
1930	-34.57
1929	-34.15
1928	-33.63
1927	-33.63
1926	-35.45
1925	-35.76
1924	-35.65
1923	-33.27
1922	-35.84
1921	-36.5
1920	-35.35
1919	-35.53
1918	-36.18
1917	-36.6
1916	-33.44
1915	-34.77
1914	-35.84
1913	-36.34
1912	-36.1
1911	-35.1
1910	-34.76
1909	-33.63
1908	-34.28
1907	-38.84
1906	-38.11
1905	-36.98
1904	-34.94
1903	-34.28
1902	-32.6
1901	-34.36
1900	-37.19
1899	-37.26
1898	-34.84
1897	-35.62
1896	-35.21
1895	-34.32
1894	-33.28
1893	-34.31
1892	-33.17
1891	-35.26
1890	-35.65
1889	-34.83
1888	-34.17
1887	-35.44
1886	-36.07
1885	-36.25
1884	-36.16
1883	-34.95
1882	-35.84
1881	-35.44
1880	-35.09
1879	-36.09
1878	-35.18
1877	-34.58
1876	-34.11
1875	-34.67
1874	-36.55
1873	-36.33
1872	-34.32
1871	-32.93
1870	-34.68
1869	-35.36
1868	-34.75
1867	-35.47
1866	-36.39
1865	-36.55
1864	-35.12
1863	-38
1862	-36.76
1861	-36.85
1860	-36.59
1859	-35.25
1858	-35.34
1857	-36.02
1856	-35.78
1855	-36.35
1854	-36.35
1853	-35.28
1852	-34.1
1851	-35.76
1850	-34.85
1849	-35.04
1848	-35.55
1847	-33.87
1846	-34.66
1845	-36.26
1844	-35.99
1843	-35.42
1842	-34.43
1841	-35.05
1840	-35.22
1839	-35.87
1838	-34.52
1837	-33.79
1836	-36.56
1835	-37.84
1834	-37.42
1833	-36.19
1832	-36.81
1831	-34.41
1830	-35.53
1829	-35.26
1828	-34.93
1827	-34.84
1826	-35.8
1825	-34.56
1824	-35.37
