# Clipperton Atoll 1874-1994 Sr/Ca and Oxygen Isotope Data
#----------------------------------------------------------------------- 
#                World Data Center for Paleoclimatology, Boulder 
#                                  and 
#                     NOAA Paleoclimatology Program 
#----------------------------------------------------------------------- 
# NOTE: Please cite Publication, and Online_Resource and date accessed when using these data. 
# If there is no publication information, please cite Investigators, Title, and Online_Resource and date accessed. 
#
#
# Online_Resource: https://www.ncdc.noaa.gov/cdo/f?p=519:1:::::P1_STUDY_ID:17380
#
# Original_Source_URL: ftp://ftp.ncdc.noaa.gov/pub/data/paleo/coral/east_pacific/wu2014/wu2014-f1b.txt
# 
# Description/Documentation lines begin with #
# Data lines have no #
#
# Archive: Corals and Sclerosponges
#--------------------
# Contribution_Date
#	Date: 2014-11-04
#--------------------
# Title
#	Study_Name: Clipperton Atoll 1874-1994 Sr/Ca and Oxygen Isotope Data
#--------------------
# Investigators
#       Investigators: Wu, Henry C.; Moreau, M�lanie; Linsley, Braddock K.; Schrag, Daniel P.; Corr�ge, Thierry
#--------------------
# Description_and_Notes
#	Description: Monthly data from Porites lobata
#--------------------
# Publication 
#       Authors: Wu, Henry C.; Moreau, M�lanie; Linsley, Braddock K.; Schrag, Daniel P.; Corr�ge, Thierry
#       Published_Date_or_Year: 2014     
#       Published_Title: Investigation of sea surface temperature changes from replicated coral Sr/Ca variations in the eastern equatorial Pacific (Clipperton Atoll)
#       Journal_Name: Palaeogeography, Palaeoclimatology, Palaeoecology
#       Volume: 412
#       Edition: 
#       Issue: 
#       Pages: 208-222
#       DOI: 10.1016/j.palaeo.2014.07.039
#       Online_Resource: 
#       Full_Citation: 
#       Abstract: Sub-seasonally resolved and replicated coral Sr/Ca time series at Clipperton Atoll (10�18'N, 109�13'W) in the eastern Pacific are assessed as a sea surface temperature (SST) proxy in this region with small seasonal SST variability. The composite coral Sr/Ca time series is a partially replicated record of three live and one sub- modern colony of Porites lobata extending back to 1874. Large inter-colony coral Sr/Ca offsets equate to relative SST differences of 0.6 to 4.3 �C and limit the ability to reconstruct absolute SST changes. Moreover, the replication method revealed a 12-year section of growth in one colony where mean Sr/Ca was anomalously low (~1 �C higher SST) relative to the other colonies without evidence of diagenesis or other significant skeletal alterations. The presence of this anomalous interval supports the need for multi-coral Sr/Ca replication in specific sites or re- gions. The Clipperton Composite Sr/Ca anomaly record is significantly coherent (r = 0.71�0.76, p b 0.001) with gridded instrumental SSTs but with larger amplitude decadal variance that appears to more accurately represent actual SST variability at Clipperton. The amplitude of the secular warming trend during the last century at Clipperton is 0.3 to 0.6 �C larger (~twice as large) than the trend in the poorly �ground-truthed� instrumental SST records for the region. The interannual and decadal variability in Clipperton coral Sr/Ca demonstrates strong coherence to the Pacific Decadal Oscillation and the El Nin~o/Southern Oscillation (ENSO) with reduced ENSO variability from 1920 to late 1930s and enhanced variability in the late twentieth century.
#------------------
# Funding_Agency 
#       Funding_Agency_Name: National Science Foundation
#       Grant: SGER ATM9409368
#------------------
# Site_Information 
#       Site_Name: Clipperton Atoll
#       Location: Ocean>Pacific Ocean>Eastern Pacific Ocean
#	Country: France  
#	Northernmost_Latitude: 10.3 
# 	Southernmost_Latitude: 10.3 
# 	Easternmost_Longitude: -109.216667 
# 	Westernmost_Longitude: -109.216667 
# 	Elevation: -2 m  
#------------------
# Data_Collection   
#	Collection_Name: 00epac05a 
#	Earliest_Year: 1941.95833475 
#	Most_Recent_Year: 1993.95833267
#	Time_Unit: Years AD 
#	Core_Length:
#	Notes: Prevous name - Clipperton F1B Sr/Ca Isotopes Wu14
#------------------
# Species
#	Species_Name: Porites lobata
#	Common_Name: 
#------------------
# Chronology: 
# 
#
# 
#
# 
#
#
# 	
#----------------	
# Variables 
#
# Data variables follow that are preceded by "##" in columns one and two.
# Data line variables format:  Variables list, one per line, shortname-tab-longname-tab-longname components (9 components: what, material, error, units, seasonality, archive, detail, method, C or N for Character or Numeric data) 
#
##age_AD	age, , ,years AD, , Corals and Sclerosponges, , ,N				
##Sr/Ca		Strontium/Calcium, Porites lobata, ,mmol/mol, ,Corals and Sclerosponges, , ,N 
##d18o	delta 18 Oxygen, Porites lobata, , per mil VPDB, , Corals and Sclerosponges, , ,N 				
#
#----------------
# Data:
# Data lines follow (have no #)
# Data line format - tab-delimited text, variable short name as header
# Missing Values: NAN 
#
age_AD	d18o	Sr/Ca
1921.7083	-5.336143138	8.945628246
1921.6250	-5.308746051	9.018092421
1921.5417	-5.491489073	8.908523192
1921.4583	-5.469434489	8.896472364
1921.3750	-5.258873094	8.940990401
1921.2917	-5.292821699	9.066440436
1921.2083	-5.634880044	9.060700002
1921.1250	-5.3197011	9.04435638
1921.0417	-5.127954138	8.945392428
1920.9583	-5.153565405	8.933625286
1920.8750	-5.203803861	8.949650823
1920.7917	-5.210716833	8.929423772
1920.7083	-5.411361396	8.914913041
1920.6250	-5.574915666	8.87398603
1920.5417	-5.632008403	8.842831359
1920.4583	-5.555513247	8.8824526
1920.3750	-5.540235129	8.996426572
1920.2917	-5.526748585	9.075987892
1920.2083	-5.380320059	8.992086465
1920.1250	-5.321459196	9.074449421
1920.0417	-5.336760832	9.011370528
1919.9583	-5.207123256	9.004752076
1919.8750	-5.176380079	8.893419691
1919.7917	-5.33575143	8.97122056
1919.7083	-5.54826873	8.916036426
1919.6250	-5.66860596	8.915799841
1919.5417	-5.385742287	8.940880756
1919.4583	-5.436131648	8.889325066
1919.3750	-5.468657626	8.940114134
1919.2917	-5.456702222	9.025744327
1919.2083	-5.398154223	9.042317793
1919.1250	-5.21251822	9.068608446
1919.0417	-5.167844698	9.058382037
1918.9583	-5.200340378	9.011763845
1918.8750	-5.301098604	8.932440958
1918.7917	-5.378938367	8.950838254
1918.7083	-5.449585151	8.960029994
1918.6250	-5.520232147	8.880302622
1918.5417	-5.59087893	8.900334951
1918.4583	-5.616323301	8.968574785
1918.3750	-5.511259531	8.992404023
1918.2917	-5.453598613	8.974418463
1918.2083	-5.39359009	9.00616
1918.1250	-5.358369604	9.05646612
1918.0417	-5.3262822	9.032919211
1917.9583	-5.294194795	9.047675827
1917.8750	-5.204209267	9.025352462
1917.7917	-5.084405364	8.96529779
1917.7083	-5.10346355	8.991040915
1917.6250	-5.135914683	9.018446053
1917.5417	-5.224881608	9.047337309
1917.4583	-5.355084394	9.098117815
1917.3750	-5.292003095	9.127886114
1917.2917	-5.356850308	9.101674417
1917.2083	-5.332777129	9.217834945
1917.1250	-5.080188001	9.221735696
1917.0417	-5.055777897	9.146936447
1916.9583	-5.027836912	9.077452642
1916.8750	-4.973329588	9.027562747
1916.7917	-4.94708727	9.006293272
1916.7083	-4.998244409	8.985805479
1916.6250	-5.164678329	8.957580139
1916.5417	-5.186282839	8.956803883
1916.4583	-5.18133818	8.988142227
1916.3750	-5.233974315	9.057332356
1916.2917	-5.251768464	9.10184879
1916.2083	-5.169911287	9.100471929
1916.1250	-4.992918949	9.090128615
1916.0417	-5.034909618	9.013658049
1915.9583	-5.093441421	8.972971087
1915.8750	-5.12106861	9.004801022
1915.7917	-5.112391498	9.059753177
1915.7083	-5.177647653	9.054023913
1915.6250	-5.287824051	8.987210728
1915.5417	-5.264460851	8.938524509
1915.4583	-5.137891219	8.939213835
1915.3750	-5.234587785	8.954621097
1915.2917	-5.336898056	8.942162909
1915.2083	-5.277796571	9.059808259
1915.1250	-5.269477975	9.088323644
1915.0417	-5.287371162	9.033513042
1914.9583	-5.336050455	9.032624251
1914.8750	-5.255230616	8.982920789
1914.7917	-5.364903454	8.96600592
1914.7083	-5.370578142	8.934925992
1914.6250	-5.305371375	8.952938811
1914.5417	-5.266069625	8.871622263
1914.4583	-5.333060931	8.859836629
1914.3750	-5.238686605	8.934656892
1914.2917	-5.27542618	8.988602006
1914.2083	-5.267937137	9.039940699
1914.1250	-5.173207384	9.012766722
1914.0417	-5.17189493	9.008586502
1913.9583	-5.190668483	9.057811301
1913.8750	-5.191942184	9.012293206
1913.7917	-5.299957756	8.97260131
1913.7083	-5.352845256	8.957393169
1913.6250	-5.316311485	8.952785025
1913.5417	-5.445655333	8.99554216
1913.4583	-5.490981014	9.004398145
1913.3750	-5.362920912	8.949468248
1913.2917	-5.308012826	8.95955943
1913.2083	-5.292660925	9.04193542
1913.1250	-5.383239852	9.06973898
1913.0417	-5.401	9.020073279
1912.9583	-5.395649343	9.025501729
1912.8750	-5.304459454	9.043287038
1912.7917	-5.270516094	9.011870534
1912.7083	-5.321881805	8.971377466
1912.6250	-5.367764495	8.970017277
1912.5417	-5.356454685	8.983920129
1912.4583	-5.425984862	8.959527986
1912.3750	-5.430375077	9.013253825
1912.2917	-5.329310602	8.979511162
1912.2083	-5.319075227	8.988745964
1912.1250	-5.288470806	8.992381009
1912.0417	-5.36902176	8.948359494
1911.9583	-5.378603135	8.925712846
1911.8750	-5.357990541	8.974201477
1911.7917	-5.412551764	9.019398148
1911.7083	-5.453961646	8.971038148
1911.6250	-5.426693762	8.881659928
1911.5417	-5.431831329	8.869891484
1911.4583	-5.501789881	8.894973398
1911.3750	-5.520696421	8.985306868
1911.2917	-5.594537021	9.017752352
1911.2083	-5.48480349	9.001125625
1911.1250	-5.442781679	9.008586406
1911.0417	-5.553235121	9.089903103
1910.9583	-5.576407662	9.061327807
1910.8750	-5.466822035	9.034915751
1910.7917	-5.313535575	9.011732595
1910.7083	-5.381469443	8.986990789
1910.6250	-5.565207555	8.984148814
1910.5417	-5.468154639	8.995050622
1910.4583	-5.517278695	8.975514319
1910.3750	-5.493717455	8.947952776
1910.2917	-5.55003002	9.019266371
1910.2083	-5.523309955	9.088341011
1910.1250	-5.333382551	9.092998977
1910.0417	-5.426470794	9.109923571
1909.9583	-5.306451478	9.039252876
1909.8750	-5.197796287	9.024228549
1909.7917	-5.090753414	9.060194139
1909.7083	-5.210791785	9.036065409
1909.6250	-5.25345317	8.981055226
1909.5417	-5.405079453	9.019777414
1909.4583	-5.394750456	8.990031786
1909.3750	-5.231487499	9.002962818
1909.2917	-5.145771554	9.072762726
1909.2083	-5.136470479	9.098068642
1909.1250	-5.18486922	9.040668426
1909.0417	-5.103393587	9.037442562
1908.9583	-5.024749223	8.986704383
1908.8750	-5.071878518	9.065733693
1908.7917	-5.162745646	9.011111345
1908.7083	-5.230291225	8.989046902
1908.6250	-5.294302095	9.007267709
1908.5417	-5.304919965	8.94829379
1908.4583	-5.303597007	8.933924778
1908.3750	-5.294349851	8.994345568
1908.2917	-5.304384598	9.020591092
1908.2083	-5.248611165	9.100826195
1908.1250	-5.225549436	9.111286138
1908.0417	-5.186764771	9.040538025
1907.9583	-4.938489391	9.016172963
1907.8750	-5.040613876	8.946035815
1907.7917	-5.2695295	8.920369548
1907.7083	-5.193769628	8.929231349
1907.6250	-5.212115344	8.942231794
1907.5417	-5.306667469	8.895398685
1907.4583	-5.297325475	8.850128055
1907.3750	-5.328908159	8.946965547
1907.2917	-5.414502971	9.01142878
1907.2083	-5.363634504	9.073508856
1907.1250	-5.270208596	9.100231164
1907.0417	-5.227943316	9.00512954
1906.9583	-5.195684468	8.979075079
1906.8750	-5.196185651	8.977034043
1906.7917	-5.352368009	8.947941566
1906.7083	-5.380532642	9.007148505
1906.6250	-5.389544652	8.98946558
1906.5417	-5.419049517	8.86247587
1906.4583	-5.400588336	8.875891419
1906.3750	-5.499457458	8.949377207
1906.2917	-5.513820159	9.020715502
1906.2083	-5.401473748	9.021678067
1906.1250	-5.151569283	9.03268887
1906.0417	-5.0965436	9.002354421
1905.9583	-5.09123237	8.977230573
1905.8750	-5.209259831	8.930659121
1905.7917	-5.265095697	8.924999104
1905.7083	-5.447704335	8.909604132
1905.6250	-5.391316275	8.934212582
1905.5417	-5.424327615	8.856393244
1905.4583	-5.379370084	8.814086705
1905.3750	-5.46003366	8.898041645
1905.2917	-5.516389003	8.896434806
1905.2083	-5.40170112	8.974783961
1905.1250	-5.278193162	8.97943798
1905.0417	-5.339617665	8.910363558
1904.9583	-5.388158159	8.857422189
1904.8750	-5.399506742	8.841397566
1904.7917	-5.410803244	8.872664129
1904.7083	-5.451643844	8.896543895
1904.6250	-5.554513074	8.874965817
1904.5417	-5.483736783	8.858204186
1904.4583	-5.390461051	8.863123668
1904.3750	-5.509834184	8.885060878
1904.2917	-5.491248867	8.909297106
1904.2083	-5.41094372	8.969233252
1904.1250	-5.227448816	9.023330065
1904.0417	-5.3757073	9.068827761
1903.9583	-5.181793866	9.012875518
1903.8750	-5.281868461	8.990540307
1903.7917	-5.374966954	8.980022106
1903.7083	-5.804453528	8.948772538
1903.6250	-5.660941355	8.961733207
1903.5417	-5.514975963	8.960131602
1903.4583	-5.469762051	8.885973122
1903.3750	-5.500473286	8.931030848
1903.2917	-5.52890827	8.951804445
1903.2083	-5.403522112	9.013410032
1903.1250	-5.322096115	9.03664464
1903.0417	-5.297678613	8.965326905
1902.9583	-5.336370285	8.930485018
1902.8750	-5.242470882	8.908792083
1902.7917	-5.645946565	8.895598299
1902.7083	-5.6082398	8.932575413
1902.6250	-5.588225931	8.982200556
1902.5417	-5.779165326	8.903065407
1902.4583	-5.777446709	8.843953585
1902.3750	-5.534411954	8.909403644
1902.2917	-5.553264671	8.9334078
1902.2083	-5.771032874	9.047556339
1902.1250	-5.496761494	9.079349842
1902.0417	-5.424828482	9.06050565
1901.9583	-5.343741306	8.910821285
1901.8750	-5.529205913	8.931209547
1901.7917	-5.671323268	9.021514368
1901.7083	-5.575718501	8.92488891
1901.6250	-5.514550262	8.935268885
1901.5417	-5.504238423	8.867318758
1901.4583	-5.478628213	8.857552793
1901.3750	-5.50089845	8.971472646
1901.2917	-5.353508001	9.084668661
1901.2083	-5.394333419	9.005482872
1901.1250	-5.161258161	8.991480561
1901.0417	-5.173714378	8.947829623
1900.9583	-5.191535036	8.927368199
1900.8750	-5.284176119	8.9267144
1900.7917	-5.476603227	8.925735412
1900.7083	-5.483129996	8.909299901
1900.6250	-5.447579565	8.885797498
1900.5417	-5.398097846	8.863536581
1900.4583	-5.355861434	8.859970202
1900.3750	-5.330135942	8.916245284
1900.2917	-5.417681627	8.986744313
1900.2083	-5.258320709	9.03147865
1900.1250	-5.298666573	9.02563022
1900.0417	-5.217920258	8.938905483
1899.9583	-5.204706694	8.908477786
1899.8750	-5.283865648	8.922580189
1899.7917	-5.400589697	8.957146251
1899.7083	-5.272310863	8.949485076
1899.6250	-5.240744813	8.90022983
1899.5417	-5.409072479	8.873181622
1899.4583	-5.451562758	8.832553932
1899.3750	-5.4228621	8.899744936
1899.2917	-5.400648046	8.989060532
1899.2083	-5.199793919	8.981576131
1899.1250	-5.688558605	9.023320587
1899.0417	-5.346782649	8.981058857
1898.9583	-5.24055883	8.903450461
1898.8750	-5.356668477	8.908547331
1898.7917	-5.469089866	8.938136641
1898.7083	-5.453840142	8.957180652
1898.6250	-5.379847708	8.972125341
1898.5417	-5.461274729	8.963167795
1898.4583	-5.555046772	8.929473849
1898.3750	-5.343648029	9.021186522
1898.2917	-5.545554677	9.0468443
1898.2083	-5.13316065	9.069286893
1898.1250	-5.215922396	9.07535612
1898.0417	-5.244578529	9.051845515
1897.9583	-5.165072613	9.012759866
1897.8750	-5.366628233	9.022651538
1897.7917	-5.51209257	9.076518056
1897.7083	-5.294189809	9.046374602
1897.6250	-5.340199553	8.961144349
1897.5417	-5.338489888	8.934397399
1897.4583	-5.387112357	8.879821998
1897.3750	-5.444237436	8.930591749
1897.2917	-5.476930998	8.989886848
1897.2083	-5.434158227	9.026405916
1897.1250	-5.393962327	9.041494282
1897.0417	-5.369514311	9.017057937
1896.9583	-5.346072009	8.983673941
1896.8750	-5.316235832	8.956596322
1896.7917	-5.246266987	8.994520324
1896.7083	-5.208278124	8.991899091
1896.6250	-5.235630758	8.904761392
1896.5417	-5.259595802	8.88959166
1896.4583	-5.299296376	8.922724256
1896.3750	-5.409112669	9.006119551
1896.2917	-5.437751715	9.020294648
1896.2083	-5.327248923	9.03235578
1896.1250	-5.314357763	9.101302787
1896.0417	-5.367714523	9.109032501
1895.9583	-5.457242444	9.009576353
1895.8750	-5.321328905	8.998310647
1895.7917	-5.426807469	8.96836218
1895.7083	-5.492898172	8.990047121
1895.6250	-5.601558562	8.949409902
1895.5417	-5.580531235	8.892879584
1895.4583	-5.535511076	8.870326795
1895.3750	-5.556975502	8.984661363
1895.2917	-5.629945497	8.990882111
1895.2083	-5.653244252	8.978401051
1895.1250	-5.458883008	9.019579741
1895.0417	-5.146721806	9.048184804
1894.9583	-5.22982142	8.974069049
1894.8750	-5.267054295	8.971550142
1894.7917	-5.332603146	8.949540362
1894.7083	-5.499948554	8.905860096
1894.6250	-5.661765043	8.951812371
1894.5417	-5.571999557	8.923230155
1894.4583	-5.581198369	8.915364188
1894.3750	-5.733912108	8.882188326
1894.2917	-5.444324259	8.997220045
1894.2083	-5.530081519	9.078250532
1894.1250	-5.363713706	9.114664941
1894.0417	-5.291706371	9.036871114
1893.9167	-5.266896782	8.990925547
1893.8333	-5.445939692	8.945134969
1893.7500	-5.509013505	8.966719839
1893.6667	-5.442557704	8.978615286
1893.5833	-5.355189667	8.96470152
1893.5000	-5.361910424	8.932836085
1893.4167	-5.344482321	8.921814171
1893.3333	-5.301487624	9.052448604
1893.2500	-5.288056532	9.088940224
1893.1667	-5.296287003	9.117482233
1893.0833	-5.309680968	9.18839044
1893.0000	-5.29639515	9.102747726
1892.9167	-5.280120433	9.105160432
1892.8333	-5.198933988	9.04476755
1892.7500	-5.456611059	9.002108883
1892.6667	-5.373349634	9.03435168
1892.5833	-5.450292487	9.030489655
1892.5000	-5.445511757	9.006511696
1892.4167	-5.430505082	8.973538653
1892.3333	-5.507124207	9.021312771
1892.2500	-5.477072658	9.094831845
1892.1667	-5.270114933	9.131801947
1892.0833	-5.18529126	9.12929434
1892.0000	-4.908301662	9.131019335
1891.9167	-4.925012973	9.111136334
1891.8333	-5.071394944	9.074544021
1891.7500	-5.200383351	9.051519767
1891.6667	-5.287388492	9.116768758
1891.5833	-5.384561661	9.056452933
1891.5000	-5.368308132	8.965518368
1891.4167	-5.205211965	8.958055417
1891.3333	-5.340905961	9.029839955
1891.2500	-5.302303965	9.085877126
1891.1667	-5.183020465	9.060559356
1891.0833	-5.174516868	9.088545101
1891.0000	-5.179961597	9.058391498
1890.9167	-5.228990846	9.008111778
1890.8333	-5.308533413	8.975834141
1890.7500	-5.412945016	8.969278972
1890.6667	-5.478113108	8.955369861
1890.5833	-5.4923199	8.898548032
1890.5000	-5.477304345	8.863590662
1890.4167	-5.450968136	8.903607396
1890.3333	-5.428517862	8.947439539
1890.2500	-5.388766238	8.99899221
1890.1667	-5.399707816	9.053883422
1890.0833	-5.422340771	9.057592805
1890.0000	-5.300501783	8.957553779
1889.9167	-5.324339587	8.926342661
1889.8333	-5.394510847	8.925340467
1889.7500	-5.21951474	8.950958425
1889.6667	-5.339087725	8.973650662
1889.5833	-5.34123606	8.975220621
1889.5000	-5.356810147	8.883425919
1889.4167	-5.403881731	8.870340137
1889.3333	-5.344197273	8.980557651
1889.2500	-5.342062273	9.016064929
1889.1667	-5.277100059	9.044141722
1889.0833	-5.230729383	9.022071387
1889.0000	-5.177349745	8.928358845
1888.9167	-5.237602396	8.977298816
1888.8333	-5.420457555	8.932634919
1888.7500	-5.469645333	8.988306382
1888.6667	-5.520067616	9.013474652
1888.5833	-5.505862275	8.957868166
1888.5000	-5.392235171	8.901851758
1888.4167	-5.313834775	8.89629056
1888.3333	-5.472139052	8.948467022
1888.2500	-5.531483967	8.956016486
1888.1667	-5.428539027	9.011032251
1888.0833	-5.227058575	9.023871908
1888.0000	-5.236799409	8.935886037
1887.9167	-5.253328609	8.960901881
1887.8333	-5.31609869	8.947860983
1887.7500	-5.230297041	8.932303652
1887.6667	-5.358743926	8.888827598
1887.5833	-5.333114554	8.848075615
1887.5000	-5.416013603	8.87353899
1887.4167	-5.406853627	8.849031388
1887.3333	-5.486131502	8.910418112
1887.2500	-5.424256622	8.858632222
1887.1667	-5.333692945	8.890239704
1887.0833	-5.291799501	8.885461833
1887.0000	-5.352278978	8.884600105
1886.9167	-5.309338791	8.862003272
1886.8333	-5.362983053	8.838497698
1886.7500	-5.650265816	8.838028379
1886.6667	-5.670746114	8.852771419
1886.5833	-5.585260092	8.855018632
1886.5000	-5.522585386	8.849271823
1886.4167	-5.546028735	8.836797145
1886.3333	-5.511551831	8.882646295
1886.2500	-5.434889833	8.918574224
1886.1667	-5.409755374	9.048380083
1886.0833	-5.16965836	9.087671356
1886.0000	-5.172949423	8.985843669
1885.9167	-5.059048	8.950077823
1885.8333	-5.298227077	8.988271665
1885.7500	-5.394593372	8.965750783
1885.6667	-5.417837425	8.993597561
1885.5833	-5.307189587	8.953820228
1885.5000	-5.299235511	8.90132126
1885.4167	-5.445303937	8.921956448
1885.3333	-5.378836121	8.926707181
1885.2500	-5.350803483	8.96783119
1885.1667	-5.32415519	9.072513268
1885.0833	-5.246227988	9.04000428
1885.0000	-5.282301025	9.008037396
1884.9167	-5.307332391	8.985587343
1884.8333	-5.23293636	8.977144958
1884.7500	-5.150002374	8.971202762
1884.6667	-5.067068389	8.969193103
1884.5833	-5.047269667	8.958928879
1884.5000	-5.19407045	8.926171446
1884.4167	-5.296905152	8.919197854
1884.3333	-5.280574472	8.970117185
1884.2500	-5.285188841	8.976725637
1884.1667	-5.30384953	9.009741868
1884.0833	-5.317561518	9.032372392
1884.0000	-5.279346225	8.924325887
1883.9167	-5.250808585	8.924821129
1883.8333	-5.403440096	8.965188778
1883.7500	-5.443119087	8.940195908
1883.6667	-5.585961374	8.981416857
1883.5833	-5.571338098	8.987629768
1883.5000	-5.551451312	8.883835739
1883.4167	-5.547732098	8.890432872
1883.3333	-5.438452773	8.936072852
1883.2500	-5.446800912	9.058805736
1883.1667	-5.295687381	9.093485708
1883.0833	-5.230475271	9.037375478
1883.0000	-5.214292367	9.031523558
1882.9167	-5.222458295	9.057453456
1882.8333	-5.086732956	9.036084694
1882.7500	-5.224184028	9.02810852
1882.6667	-5.299440417	9.066294818
1882.5833	-5.208085716	9.083064754
1882.5000	-5.205564582	9.028555628
1882.4167	-5.220452765	9.004923763
1882.3333	-5.227068639	9.04032049
1882.2500	-5.068208944	9.053257034
1882.1667	-5.127593643	9.106293947
1882.0833	-5.037554623	9.176394759
1882.0000	-4.855127684	9.066756947
1881.9167	-4.903537628	9.010134495
1881.8333	-5.14438749	9.031284738
1881.7500	-5.381974886	9.090389628
1881.6667	-5.455594123	9.068432
1881.5833	-5.381759145	9.081661585
1881.5000	-5.378347099	9.011534141
1881.4167	-5.375427833	9.005622675
1881.3333	-5.305299494	9.061875857
1881.2500	-5.276639405	9.040676023
1881.1667	-5.185875826	9.108790154
1881.0833	-5.090549975	9.074300699
1881.0000	-5.045788585	9.060787591
1880.9167	-5.101005006	9.062165182
1880.8333	-5.034128944	8.994509074
1880.7500	-5.152949743	8.921864458
1880.6667	-5.170161739	8.929117586
1880.5833	-5.277233678	8.970570691
1880.5000	-5.343500716	8.974233767
1880.4167	-5.49353557	8.878573131
1880.3333	-5.506798824	8.922366528
1880.2500	-5.458796081	9.022962251
1880.1667	-5.333857477	9.089259642
1880.0833	-5.301301733	9.088089765
1880.0000	-5.196092602	9.019608776
1879.9167	-4.985042719	9.005298876
1879.8333	-5.109643623	8.93745199
1879.7500	-5.232992986	8.944048077
1879.6667	-5.228400773	8.952402225
1879.5833	-5.255526451	8.951289467
1879.5000	-5.232015997	8.922858954
1879.4167	-5.43028375	8.89885457
1879.3333	-5.408053325	9.023386055
1879.2500	-5.437733618	9.101213593
1879.1667	-5.267040176	9.158228203
1879.0833	-5.27038742	9.097131839
1879.0000	-5.299574835	9.043221782
1878.9167	-5.240372753	8.989979046
1878.8333	-5.16658859	9.022967997
1878.7500	-5.223097434	8.997950671
1878.6667	-5.25792799	9.012899979
1878.5833	-5.394618725	8.98859777
1878.5000	-5.309739175	8.910135447
1878.4167	-5.440238923	8.960276969
1878.3333	-5.462621508	9.034409839
1878.2500	-5.378054943	9.109603542
1878.1667	-5.324578074	9.102847883
1878.0833	-5.101294033	9.087918551
1878.0000	-5.055266353	9.013544564
1877.9167	-5.123865568	8.932781399
1877.8333	-5.165723418	8.903911459
1877.7500	-5.23620102	8.97783276
1877.6667	-5.259980034	9.025940223
1877.5833	-5.27982183	8.991224249
1877.5000	-5.275273093	8.931992007
1877.4167	-5.271033329	8.953529911
1877.3333	-5.390000423	8.998776704
1877.2500	-5.396363727	9.037479783
1877.1667	-5.341777308	9.052920784
1877.0833	-5.232738117	9.042511935
1877.0000	-5.159243812	8.988872788
1876.9167	-5.150027385	8.952140838
1876.8333	-5.191763341	8.944000885
1876.7500	-5.411247822	8.926241695
1876.6667	-5.569728729	8.91132049
1876.5833	-5.426707933	8.91133765
1876.5000	-5.334146255	8.88963879
1876.4167	-5.310369273	8.881526431
1876.3333	-5.431100971	9.03368175
1876.2500	-5.43345229	9.089677894
1876.1667	-5.486969775	9.079447199
1876.0833	-5.696084408	9.059104518
1876.0000	-5.694263817	9.025542251
1875.9167	-5.663569561	8.990207613
1875.8333	-5.632875213	8.978339284
1875.7500	-5.602180958	8.992901373
1875.6667	-5.56918069	9.006168458
1875.5833	-5.496410323	8.996704929
1875.5000	-5.409232477	8.979006777
1875.4167	-5.406299057	8.978725526
1875.3333	-5.592155513	9.016133856
1875.2500	-5.50486736	9.024385594
1875.1667	-5.373123685	9.086428048
1875.0833	-5.414307825	9.082514856
1875.0000	-5.316464185	9.04471552
1874.9167	-5.311725487	9.016401219
1874.8333	-5.42482586	9.043697317
1874.7500	-5.391179217	9.077089263
1874.6667	-5.50021091	9.059812607
1874.5833	-5.461895144	8.998438612
1874.5000	-5.420072625	9.007646737
1874.4167	-5.479262743	9.030128781
1874.3333	-5.423341113	9.100577394
1874.2500	-5.170603244	9.078121136
1874.1667	-5.270871969	9.057112092
1874.0833	-5.548526532	9.046655652
