# Camp Century d18O
#-----------------------------------------------------------------------
#               World Data Center for Paleoclimatology, Boulder
#                                  and
#                     NOAA Paleoclimatology Program
#-----------------------------------------------------------------------
# NOTE: Please cite original reference when using these data,
# If there is no publication information, please cite Investigators, Title, and Online_Resource and date accessed
#
#
#
# Online_Resource: 
#
#
# Original_Source_URL: 
#
# Description/Documentation lines begin with #
# Data lines have no #
#
# Archive: Ice Cores
# --------------------
# Contribution_date
#	Date: 2015
# --------------------
# Title 
#	Study_Name: Camp Century d18O
# --------------------
# Investigators
#	Investigators: Dansgaard, W.; Johnsen, S.J.; Moller, J.; Langway, CC, Jr. 
# --------------------
# Description_and_Notes
# 	Description: 
#
# --------------------
# Publication
#	Authors: W. Dansgaard, S.J. Johnsen, J. Moller, C.C. Langway Jr. 
#	Published_Date_or_Year: 1969-10-17
#	Published_Title: One thousand centuries of climatic record from cAMP on the Greenland ice sheet
#	Journal_Name: Science
#	Volume:  166
#	Edition: 	
#	Issue: 3903
#	Pages: 377-380
#	DOI: 
#	Online_Resource: 
#	Full_Citation: 
#	Abstract: A correlation of time with depth has been evaluated for the Camp Century, Greenland, 1390 meter deep ice core. Oxygen isotopes in approximately 1600 samples throughout the core have been analyzed. Long-term variations in the isotopic composition of the ice reflect the climatic changes during the past nearly 100,000 years. Climatic oscillations with periods of 120, 940, and 13,000 years are observed.
# --------------------
# Funding_Agency
#	Funding_Agency_Name: 
#	Grant:
# --------------------
# Site_Information
#	Site_Name: Camp Century
#	Location: North America>Greenland
#	Country: 
#	Northernmost_Latitude: 77.17
#	Southernmost_Latitude: 77.17
#	Easternmost_Longitude: -61.63
#	Westernmost_Longitude: -61.63
#	Elevation: 1885 m
# --------------------
# Data_Collection
#	Collection_Name: 96Camp01
#	Earliest_Year: 1242
#	Most_Recent_Year: 1967
#	Time Unit: AD
#
# --------------------
# Variables
#
# Data variables follow that are preceded by "##" in columns one and two.
# Data line variables format:  Variables list, one per line, shortname-tab-longname-tab-longname components (9 components: what, material, error, units, seasonality, archive, detail, method, C or N for Character or Numeric data) 
#
##age_AD	Age,,,year AD,,,,,N
##d18O  d18O,,,per mil SMOW,,ice cores,,,N 
#
# --------------------
# Data:
# Data lines follow (have no #)
# Data line format - tab-delimited text, variable short name as header
# Missing values: NAN
#
age_AD	d18O
1967	-31.2
1966	-29.3
1965	-29.4
1964	-31.6
1963	-29.2
1962	-29.6
1961	-29.1
1960	-29.3
1959	-30.8
1958	-30.1
1957	-28.5
1956	-28.8
1955	-32.2
1954	-28.6
1953	-29.9
1952	-28.3
1951	-28.5
1950	-29.1
1949	-28.8
1948	-28.9
1947	-29.6
1946	-28.4
1945	-27.7
1944	-28.7
1943	-30.3
1942	-28.1
1941	-27.7
1940	-30.1
1939	-26.1
1938	-28.8
1937	-28
1936	-28
1935	-28.4
1934	-28.4
1933	-28.2
1932	-28.2
1931	-26.5
1930	-26.5
1929	-25.7
1928	-25.7
1927	-26.7
1926	-26.7
1925	-28.9
1924	-28.9
1923	-31
1922	-31
1921	-29.7
1920	-29.7
1919	-29.2
1918	-29.2
1917	-27.9
1916	-27.9
1915	-28
1914	-28
1913	-29.1
1912	-29.1
1911	-27.7
1910	-27.7
1909	-28.6
1908	-28.6
1907	-29.5
1906	-29.5
1905	-30.2
1904	-30.2
1903	-27.7
1902	-27.7
1901	-30.5
1900	-30.5
1899	-28
1898	-28
1897	-26.7
1896	-26.7
1895	-28.4
1894	-29.1
1893	-29
1892	-30.4
1891	-28.9
1890	-27.3
1889	-27.4
1888	-28.2
1887	-29
1886	-28.9
1885	-30.4
1884	-27.2
1883	-29.1
1882	-29.7
1881	-29.9
1880	-26.2
1879	-27.4
1878	-28.2
1877	-28.1
1876	-27.9
1875	-27.9
1874	-28.1
1873	-28.7
1872	-28.9
1871	-28.9
1870	-28.9
1869	-29.1
1868	-29.4
1867	-27.1
1866	-28.3
1865	-30.5
1864	-31.4
1863	-29.9
1862	-28.1
1861	-30.4
1860	-29.9
1859	-30.1
1858	-29.8
1857	-28.7
1856	-30.3
1855	-29.1
1854	-28.8
1853	-29.7
1852	-29.1
1851	-31
1850	-29.9
1849	-29.5
1848	-27.8
1847	-29.8
1846	-30.5
1845	-26.8
1844	-28.1
1843	-30
1842	-32
1841	-29.6
1840	-29.8
1839	-28.9
1838	-30.5
1837	-29.2
1836	-29.9
1835	-29.9
1834	-31.1
1833	-30.5
1832	-29.5
1831	-31
1830	-30.4
1829	-28.7
1828	-29.1
1827	-30.7
1826	-30.2
1825	-31.5
1824	-30
1823	-29.6
1822	-29.1
1821	-29
1820	-28.7
1819	-28.7
