# Mayotte Coral Bimonthly Stable Isotope Data
#----------------------------------------------------------------------- 
#                World Data Center for Paleoclimatology, Boulder 
#                                  and 
#                     NOAA Paleoclimatology Program 
#----------------------------------------------------------------------- 
# NOTE: Please cite Publication, and Online_Resource and date accessed when using these data. 
# If there is no publication information, please cite Investigators, Title, and Online_Resource and date accessed. 
#
#
# Online_Resource: https://www.ncdc.noaa.gov/cdo/f?p=519:1:::::P1_STUDY_ID:8605
#
# Original_Source_URL: ftp:
# 
# Description/Documentation lines begin with #
# Data lines have no #
#
# Archive: Corals and Sclerosponges
#--------------------
# Contribution_Date
#	Date: 2009-04
#--------------------
# Title
#	Study_Name: Mayotte Coral Bimonthly Stable Isotope Data
#--------------------
# Investigators
#       Investigators: Zinke, J.; Pfeiffer, M.; Timm, O.; Dullo, W.C.; Brummer, G.J.A.  
#--------------------
# Description_and_Notes
#	Description: Stable isotope (d13C and d18O) measurements at bimonthly resolution from a Porites solida coral at Mayotte (Comoro Archipelago), 12�39'S, 45�06'E.
#--------------------
# Publication 
#       Authors: Zinke, J.; Pfeiffer, M.; Timm, O.; Dullo, W.C.; Brummer, G.J.A.
#       Published_Date_or_Year: 2009     
#       Published_Title: Western Indian Ocean marine and terrestrial records of climate variability: a review and new concepts on land-ocean interactions since AD 1660
#       Journal_Name: International Journal of Earth Sciences
#       Volume: 98
#       Edition: 
#       Issue: 
#       Pages: 115–133
#       DOI: 10.1007/s00531-008-0365-5
#       Online_Resource: 
#       Full_Citation: Zinke, J., M. Pfeiffer, O. Timm, W.-Ch. Dullo, and G.J.A. Brummer. 2009. Western Indian Ocean marine and terrestrial records of climate variability: a review and new concepts on land-ocean interactions since AD 1660. International Journal of Earth Sciences, Vol. 98, pp. 115–133. DOI: 10.1007/s00531-008-0365-5
#       Abstract: We examine the relationship between three tropical and two subtropical  western Indian Ocean coral oxygen isotope time series to surface air  temperatures (SAT) and rainfall over India, tropical East Africa and southeast Africa. We review established relationships, provide new  concepts with regard to distinct rainfall seasons, and mean annual  temperatures. Tropical corals are coherent with SAT over western  India and East Africa at interannual and multidecadal periodicities.  The subtropical corals correlate with Southeast African SAT at  periodicities of 16-30 years. The relationship between the coral  records and land rainfall is more complex. Running correlations suggest varying strength of interannual teleconnections between  the tropical coral oxygen isotope records and rainfall over equatorial  East Africa. The relationship with rainfall over India changed in the  1970s. The subtropical oxygen isotope records are coherent with South  African rainfall at interdecadal periodicities. Paleoclimatological reconstructions of land rainfall and SAT reveal that the inferred  relationships generally hold during the last 350 years. Thus, the  Indian Ocean corals prove invaluable for investigating land-ocean  interactions during past centuries.
#------------------
# Funding_Agency 
#       Funding_Agency_Name: German Science Foundation
#       Grant: Leibniz Award, SFB 460
#------------------
# Funding_Agency 
#       Funding_Agency_Name: Dutch NWOALW grant
#       Grant: 854.00.034
#------------------
# Funding_Agency 
#       Funding_Agency_Name: European Community�s Human Potential Programme
#       Grant: HPRN-CT-2002-00221
#------------------
# Funding_Agency 
#       Funding_Agency_Name: Japan Agency for Marine-Earth Science and Technology through its sponsorship of the International Pacific Research Center
#       Grant: 
#------------------
# Site_Information 
#       Site_Name: Mayotte, Comoro Archipelago
#       Location: Ocean>Indian Ocean>Comoros
#	Country: France
#	Northernmost_Latitude: -12.65
# 	Southernmost_Latitude: -12.65
# 	Easternmost_Longitude: 45.10
# 	Westernmost_Longitude: 45.10
# 	Elevation: 
#------------------
# Data_Collection   
#	Collection_Name: 09como01a
#	Earliest_Year: 1865
#	Most_Recent_Year: 1994
#	Time_Unit: y_ad
#	Core_Length: 
#	Notes: 
#------------------
# Species
#	Species_Name: Porites solida
#	Common_Name: 
#------------------
# Chronology: 
# 
#
# 
#
# 
#
#
#
#----------------
# Variables 
#
# Data variables follow that are preceded by "##" in columns one and two.
# Data line variables format:  Variables list, one per line, shortname-tab-longname-tab-longname components (9 components: what, material, error, units, seasonality, archive, detail, method, C or N for Character or Numeric data) 
#
##age	age, , ,years AD, , Corals and Sclerosponges, , ,N
##d18O	delta 18 Oxygen, Porites solida, , permil VPDB, , Corals and Sclerosponges, , ,N
##d13C	delta 13 Carbon, Porites solida, , permil VPDB, , Corals and Sclerosponges, , ,N
#
#----------------
# Data:
# Data lines follow (have no #)
# Data line format - tab-delimited text, variable short name as header
# Missing Values: NAN
#
age	d18O	d13C
1865.62	-4.45	-1.58
1865.79	-4.633	-1.555
1865.96	-4.837	-1.59
1866.12	-4.895	-1.4
1866.29	-4.82	-1.213
1866.46	-4.68	-1.327
1866.62	-4.48	-1.66
1866.79	-4.647	-1.337
1866.96	-4.733	-1.277
1867.12	-4.65	-0.62
1867.29	-4.813	-1.37
1867.46	-4.753	-1.743
1867.62	-4.57	-1.42
1867.79	-4.687	-1.053
1867.96	-4.877	-1.087
1868.12	-4.965	-1.115
1868.29	-4.927	-1.103
1868.46	-4.815	-1.175
1868.62	-4.69	-1.4
1868.79	-4.848	-1.233
1868.96	-4.887	-1.193
1869.12	-4.93	-1.08
1869.29	-4.98	-1.093
1869.46	-4.922	-1.42
1869.62	-4.53	-1.82
1869.79	-4.65	-1.84
1869.96	-4.71	-1.5
1870.12	-4.91	-1.52
1870.29	-4.86	-0.71
1870.46	-4.67	-1.22
1870.62	-4.5	-1.51
1870.79	-4.69	-1.49
1870.96	-5	-1.99
1871.12	-4.87	-1.17
1871.29	-4.79	-1.05
1871.46	-4.71	-1.61
1871.62	-4.55	-1.51
1871.79	-4.78	-1.52
1871.96	-4.84	-1.5
1872.12	-4.67	-0.48
1872.29	-4.89	-0.63
1872.46	-4.75	-1.48
1872.62	-4.53	-1.31
1872.79	-4.645	-1.182
1872.96	-4.907	-1.413
1873.12	-4.865	-1.35
1873.29	-4.91	-1.333
1873.46	-4.723	-1.655
1873.62	-4.54	-1.83
1873.79	-4.707	-1.38
1873.96	-4.813	-0.987
1874.12	-4.95	-1.17
1874.29	-4.597	-1.387
1874.46	-4.517	-1.727
1874.62	-4.43	-0.78
1874.79	-4.747	-1.397
1874.96	-4.69	-1.333
1875.12	-4.76	-1.135
1875.29	-4.9	-1.31
1875.46	-4.845	-1.81
1875.62	-4.47	-1.51
1875.79	-4.68	-1.542
1875.96	-4.88	-1.5
1876.12	-4.875	-1.065
1876.29	-4.623	-0.917
1876.46	-4.728	-1.673
1876.62	-4.37	-1.96
1876.79	-4.712	-0.46
1876.96	-4.887	-0.747
1877.12	-4.98	-1.215
1877.29	-4.943	-1.587
1877.46	-4.78	-1.962
1877.62	-4.73	-1.87
1877.79	-4.79	-1.89
1877.96	-4.91	-1.33
1878.12	-4.88	-1.27
1878.29	-5.05	-1.09
1878.46	-4.89	-1.21
1878.62	-4.71	-1.55
1878.79	-4.75	-2.01
1878.96	-4.95	-1.21
1879.12	-4.93	-1.56
1879.29	-5.07	-1.37
1879.46	-4.89	-1.35
1879.62	-4.75	-1.48
1879.79	-4.78	-0.72
1879.96	-4.98	-0.89
1880.12	-5.05	-1.04
1880.29	-5.13	-1.34
1880.46	-4.96	-0.89
1880.62	-4.67	-1.22
1880.79	-4.87	-1.17
1880.96	-5.05	-1.33
1881.12	-4.96	-0.73
1881.29	-4.97	-1.34
1881.46	-4.74	-1.57
1881.62	-4.65	-1.75
1881.79	-4.865	-1.94
1881.96	-4.883	-1.66
1882.12	-5.02	-1.1
1882.29	-4.98	-0.953
1882.46	-4.845	-1.43
1882.62	-4.695	-1.14
1882.79	-5.028	-1.243
1882.96	-4.993	-1.19
1883.12	-5.025	-1.47
1883.29	-4.877	-1.51
1883.46	-4.693	-1.737
1883.62	-4.64	-0.92
1883.79	-4.823	-0.962
1883.96	-4.973	-0.97
1884.12	-4.99	-1
1884.29	-4.887	-1.21
1884.46	-4.748	-1.597
1884.62	-4.69	-1.73
1884.79	-4.807	-1.393
1884.96	-4.877	-1.322
1885.12	-4.865	-1.135
1885.29	-4.843	-1.113
1885.46	-4.833	-1.455
1885.62	-4.65	-1.53
1885.79	-4.76	-1.13
1885.96	-4.88	-1.17
1886.12	-4.85	-1.01
1886.29	-4.99	-1.48
1886.46	-4.5	-1.17
1886.62	-4.48	-0.29
1886.79	-4.738	-0.923
1886.96	-4.87	-0.97
1887.12	-4.95	-1.16
1887.29	-4.84	-1.48
1887.46	-4.52	-1.632
1887.62	-4.42	-1.49
1887.79	-4.51	-1.1
1887.96	-4.85	-1.48
1888.12	-4.96	-1.24
1888.29	-4.89	-1.93
1888.46	-4.69	-1.18
1888.62	-4.47	-1.29
1888.79	-4.7	-1.45
1888.96	-4.85	-1.34
1889.12	-5.2	-1.15
1889.29	-4.93	-1.44
1889.46	-4.92	-0.93
1889.62	-4.865	-0.995
