# Devon Ice Cap - Oxygen Isotope, Particle, Conductivity and Chemistry Data
#-----------------------------------------------------------------------
#               World Data Center for Paleoclimatology, Boulder
#                                  and
#                     NOAA Paleoclimatology Program
#-----------------------------------------------------------------------
# NOTE: Please cite original reference when using these data,
# If there is no publication information, please cite Investigators, Title, and Online_Resource and date accessed
#
#
#
# Online_Resource: https://www.ncdc.noaa.gov/cdo/f?p=519:1:::::P1_study_id:2437
#
# Original_Source_URL: ftp://ftp.ncdc.noaa.gov/pub/data/paleo/icecore/polar/devon/d7273del_5yr.txt
#
# Description/Documentation lines begin with #
# Data lines have no #
#
# Archive: Ice Cores
# --------------------
# Contribution_date
#	Date: 1976
# --------------------
# Title 
#	Study_Name: Devon Ice Cap - Oxygen Isotope, Particle, Conductivity and Chemistry Dataa
# --------------------
# Investigators
#	Investigators:  Fisher, D.A. 
# --------------------
# Description_and_Notes
# 	Description: 
#
# --------------------
# Publication
#	Authors: D.A. Fisher
#	Published_Date_or_Year: 1988
#	Published_Title:  A study of two O-18 records from Devon Ice cap, Canada, and comparison of them to Camp Century O-18 record, Greenland
#	Journal_Name: PhD Thesis, University of Copenhagen
#	Volume: 
#	Edition: 	
#	Issue: 
#	Pages: 
#	DOI: 
#	Online_Resource: 
#	Full_Citation:  
#	Abstract: 
# --------------------
# Funding_Agency
#	Funding_Agency_Name:
#	Grant: 
# --------------------
# Site_Information
#	Site_Name: Devon Ice Cap
#	Location: North America>Canada
#	Country: 
#	Northernmost_Latitude: 75.3
#	Southernmost_Latitude: 75.3
#	Easternmost_Longitude: -82.166
#	Westernmost_Longitude: -82.166
#	Elevation: 1920 m
# --------------------
# Data_Collection
#	Collection_Name: 72Devo07
#	Earliest_Year: -727
#	Most_Recent_Year: 1973
#	Time Unit: AD
#
# --------------------
# Variables
#
# Data variables follow that are preceded by "##" in columns one and two.
# Data line variables format:  Variables list, one per line, shortname-tab-longname-tab-longname components (9 components: what, material, error, units, seasonality, archive, detail, method, C or N for Character or Numeric data) 
#
##age_AD	Age,,,years AD,,,,,N
##d18O	del18O,,,per mil SMOW,,ice cores,,,N 
#
# --------------------
# Data:
# Data lines follow (have no #)
# Data line format - tab-delimited text, variable short name as header
# Missing values: NAN
#
age_AD	d18O
1973	-28.03
1968	-28.36
1963	-27.68
1958	-27.05
1953	-27.26
1948	-26.92
1943	-27.84
1938	-27.19
1933	-27.58
1928	-26.46
1923	-27.61
1918	-27.33
1913	-28.26
1908	-28.83
1903	-27.51
1898	-27.31
1893	-27.85
1888	-28.43
1883	-28.1
1878	-28.66
1873	-26.94
1868	-28.25
1863	-27.7
1858	-28.64
1853	-28.2
1848	-28.24
1843	-27.77
1838	-27.47
1833	-27.76
1828	-29.24
1823	-28.23
1818	-28.57
1813	-28.17
1808	-28.15
1803	-28.05
1798	-27.64
1793	-28.78
1788	-28.04
1783	-27.64
1778	-28.42
1773	-27.11
1768	-26.92
1763	-28.8
1758	-28.88
1753	-27.93
1748	-28.71
1743	-27.79
1738	-27.87
1733	-28.29
1728	-27.95
1723	-28.81
1718	-28.34
1713	-28.23
1708	-28.76
1703	-28.5
1698	-28.64
1693	-28.6
1688	-28.51
1683	-28.38
1678	-27.06
1673	-27.82
1668	-28.55
1663	-27.54
1658	-28.33
1653	-28.51
1648	-28.36
1643	-29.24
1638	-26.83
1633	-28.08
1628	-27.7
1623	-27.32
1618	-28.8
1613	-27.81
1608	-28.76
1603	-27.86
1598	-27.67
1593	-27.79
1588	-28.05
1583	-27.06
1578	-27.36
1573	-28.78
1568	-27.61
1563	-29.33
1558	-28.22
1553	-26.91
1548	-28.28
1543	-27.57
1538	-26.7
1533	-28.03
1528	-28.29
1523	-29.34
1518	-28.58
1513	-28.52
1508	-28.26
1503	-27.45
1498	-28.14
1493	-28.53
1488	-28.03
1483	-27.98
1478	-27.62
1473	-27.67
1468	-28.04
1463	-27.57
1458	-27.18
1453	-27.18
1448	-27.17
1443	-26.86
1438	-27.71
1433	-28.81
1428	-28.84
1423	-28.15
1418	-28.19
1413	-28.04
1408	-27.04
1403	-27.42
1398	-28.09
1393	-28.44
1388	-27.68
1383	-26.42
1378	-26.21
1373	-26.71
1368	-27.06
1363	-27.3
1358	-27.7
1353	-27.54
1348	-28.42
1343	-28.12
1338	-28.64
1333	-28
1328	-28.34
1323	-28.12
1318	-27.98
1313	-27.96
1308	-28.24
1303	-27.6
1298	-29.51
1293	-28.59
1288	-28.45
1283	-27.41
1278	-28.18
1273	-27.9
1268	-27.99
1263	-28.06
1258	-27.12
1253	-28.32
1248	-27.1
1243	-27.3
1238	-26.08
