# Antarctic & Greenland-GRIP Synchronization Data
#-----------------------------------------------------------------------
#               World Data Center for Paleoclimatology, Boulder
#                                  and
#                     NOAA Paleoclimatology Program
#-----------------------------------------------------------------------
# NOTE: Please cite original reference when using these data,
# If there is no publication information, please cite Investigators, Title, and Online_Resource and date accessed
#
#
#
# Online_Resource: https://www.ncdc.noaa.gov/cdo/f?p=519:1:::::P1_study_id:2438
#
# Original_Source_URL: ftp://ftp.ncdc.noaa.gov/pub/data/paleo/icecore/greenland/summit/grip/synchronization/iso_bl98.txt
#
# Description/Documentation lines begin with #
# Data lines have no #
#
# Archive: Ice Cores
# --------------------
# Contribution_date
#	Date: 1998
# --------------------
# Title 
#	Study_Name: Antarctic & Greenland-GRIP Synchronization Data
# --------------------
# Investigators
#	Investigators: Uemura, R.; Mason-Delmotte, V.; Jouzel, J.; Landais, A.; Motoyama, H.; Stenni, B. 
# --------------------
# Description_and_Notes
# 	Description: Data from the synchronization of Antarctic records to the Greenland GRIP record:
#	********************************************************************************
#	The data was used for Figures 2 of Stauffer et al., 1998 and Blunier et al., 1998. 
#	These references should only be used referring to the synchronised Antarctic time scale 
#	but not to the original data.  References to the original data are also given above.
#
#	GRIP (Greenland IceCore Project)
#	================================
#	The GRIP time scale is the reference time scale. It's construction is described in 
#	Johnsen et al., 1992 and Johnsen et al., 1995 which should also be referenced in that respect. 
#	0 yr BP corresponds to 1989.
#
#	Antarctic synchronised time scales:
#	===================================
#	The Antarctic records are synchronised to the GRIP record via the fast variations of the 
#	global methane signal. The uncertainty of this synchronization is time dependent 
#	(see Blunier et al., 1998 and Stauffer et al., 1998 for details).
#	The Byrd time scale for the isotope and for the CO2 record differ. This is so since gas is 
#	occluded not at the surface of the ice sheet but in a depth of 50-100 m depending on the site 
#	characteristics. This makes a gas sample from a specific depth younger than the surrounding ice.
#	The time period 25-17 kyr BP was excluded from the synchronization, since only low CH4 variations 
#	appear during that period making the correlation uncertain.
#	Note: The CO2 time scale given here is not identical to the one published in Stauffer et al., 1998. 
#	The difference is in the order of 200yr and arises due to 
#	1) the exclusion of the time period 25-17 kyr BP which was used in Stauffer et al. 1998, and 
#	2) a stronger smoothing of the age scale derived from the CH4 synchronization.
#
#	Warnings:
#	=========
#	None of the used time scale is considered as absolute. Thus fluctuations in the annual layer 
#	thickness show up in the synchronised Antarctic cores. This variations must not be taken as real. 
#	However the synchronization is not dependent on absolute time scale. The reliability of the 
#	synchronization is higher on the Byrd side since Vostok has an ice age gas age difference 
#	10 fold larger than the Byrd one.
#
# --------------------
# Publication
#	Authors: T. Blunier, J. Chappellaz, J. Schwander, A. Dällenbach, B. Stauffer, T. F. Stocker, D. Raynaud, J. Jouzel, H. B. Clausen, C. U. Hammer & S. J. Johnsen
#	Published_Date_or_Year: 1998-02-13
#	Published_Title: Asynchrony of Antarctic and Greenland climate change during the last glacial period
#	Journal_Name: Nature
#	Volume: 394
#	Edition: 	
#	Issue: 
#	Pages: 739-743
#	DOI: doi:10.1038/29447 
#	Online_Resource: 
#	Full_Citation:  
#	Abstract: A central issue in climate dynamics is to understand how the Northern and Southern hemispheres are coupled during climate events. The strongest of the fast temperature changes observed in Greenland (so-called Dansgaard–Oeschger events) during the last glaciation have an analogue in the temperature record from Antarctica. A comparison of the global atmospheric concentration of methane as recorded in ice cores from Antarctica and Greenland permits a determination of the phase relationship (in leads or lags) of these temperature variations. Greenland warming events around 36 and 45 kyr before present lag their Antarctic counterpart by more than 1 kyr. On average, Antarctic climate change leads that of Greenland by 1–2.5 kyr over the period 47–23 kyr before present.
# --------------------
# Funding_Agency
#	Funding_Agency_Name: 
#	Grant:
# --------------------
# Site_Information
#	Site_Name: GRIP
#	Location: North America>Greenland
#	Country: 
#	Northernmost_Latitude: 72.58
#	Southernmost_Latitude: 72.58
#	Easternmost_Longitude: 37.63
#	Westernmost_Longitude: 37.63
#	Elevation: 302 8m
# --------------------
# Data_Collection
#	Collection_Name: 98GRIP01
#	Earliest_Year: 49968
#	Most_Recent_Year: 10004
#	Time Unit: yb 1989
#
# --------------------
# Variables
#
# Data variables follow that are preceded by "##" in columns one and two.
# Data line variables format:  Variables list, one per line, shortname-tab-longname-tab-longname components (9 components: what, material, error, units, seasonality, archive, detail, method, C or N for Character or Numeric data) 
#
##age_yb1989	Age,,,years before 1989,,,,,N
##d18O		d18O,,,per mil SMOW,,ice cores,,,N 
#
# --------------------
# Data
#
age_yb1989	d18O
12774	-37.64
12785	-39.01
12797	-38.72
12808	-37.42
12818	-37.82
12829	-37.88
12840	-38.82
12852	-38.88
12865	-39.61
12877	-37.75
12888	-38.21
12900	-39.38
12912	-38.5
12925	-39.72
12939	-39.24
12952	-39.48
12966	-40.06
12982	-40.8
12998	-39.74
13011	-38.84
13026	-40.89
13042	-39.67
13057	-40.52
13072	-39.24
13085	-39.13
13098	-39.15
13111	-39.63
13125	-39.25
13137	-38.09
13148	-38.63
13162	-40.07
13175	-38.48
13186	-38.15
13197	-37.38
13207	-37.35
13218	-38.45
13229	-38.14
13240	-37.8
13251	-37.71
13261	-37.76
13273	-38.71
13283	-36.68
13293	-37.67
13304	-37.49
13315	-38.55
13326	-37.67
13337	-38.24
13348	-37.58
13358	-37.09
13367	-35.97
13376	-36.21
13386	-37.77
13396	-37.22
13406	-37.34
13417	-37.79
13427	-37.31
13437	-37.39
13448	-38.64
13461	-39.39
13475	-39.02
13486	-37.63
13497	-37.57
13508	-37.96
13518	-37.33
13529	-37.4
13539	-36.94
13549	-38.01
13560	-37.69
13571	-37.58
13581	-36.33
13590	-37.03
13600	-37.54
13611	-37.45
13622	-38
13632	-37.14
13643	-38.16
13654	-37.73
13665	-37.18
13675	-38.02
13687	-37.94
13698	-38.05
13708	-36.54
13718	-37.35
13729	-37.96
13740	-38.21
13751	-36.82
13761	-37.09
13771	-37.33
13781	-36.7
13791	-36.65
13801	-37.92
13813	-38.35
13824	-37.32
13836	-39.27
13850	-39.04
13865	-40.19
13879	-39.23
13893	-39.36
13907	-39.12
13920	-38.68
13931	-36.79
13942	-37.18
13952	-37.45
13962	-36.9
13972	-36.5
13983	-38.7
13994	-36.45
14005	-38.16
14017	-37.89
14027	-36.75
14037	-37.34
14048	-36.74
14057	-36.74
14068	-37.79
14079	-36.87
14088	-36.48
14098	-36.32
14107	-36.24
14117	-36.78
14126	-35.6
14136	-36.67
14145	-34.97
14154	-36.52
14163	-34.81
14171	-35.44
14180	-35.58
14189	-35.71
14199	-36.96
14208	-35.92
14218	-36.85
14228	-35.99
14237	-35.26
14246	-35.72
14255	-37.13
14265	-35.97
14274	-35.8
14283	-35.56
14292	-35.51
14301	-36.25
14311	-36.31
14321	-36.17
14329	-34.12
14338	-35.36
14346	-34.16
14355	-35.42
14364	-35.99
14373	-34.89
14382	-35.55
14390	-35.25
14399	-34.76
14408	-35.46
14417	-36.57
14426	-34.32
14435	-35.47
14444	-35.72
14454	-36.58
14463	-36.01
14474	-37.48
14484	-35.79
14493	-36.15
14503	-37.12
14514	-37.45
14526	-38.1
14539	-39.08
14552	-38.38
14568	-40.48
14586	-40.58
14604	-40.32
14620	-39.08
14633	-38.39
14648	-39.79
14662	-38.64
14676	-39.27
14691	-39.6
14710	-41.67
14730	-39.47
14744	-38.99
14759	-39.75
14773	-38.42
14787	-38.88
14803	-40.4
14819	-39.4
14835	-39.61
14852	-40.6
14869	-39.71
14884	-39.12
14900	-40.31
14917	-39.42
14932	-39.01
14946	-39.48
14961	-38.61
14974	-38.43
14988	-39.57
15004	-40.05
15020	-38.76
15035	-39.63
15050	-39.22
15065	-39.6
15081	-39.9
15098	-39.9
15115	-40.31
15131	-38.66
15147	-40.54
15165	-40
15186	-41.71
15207	-40.71
15224	-39.38
15239	-38.7
15253	-39.29
15269	-39.62
15284	-38.45
15303	-41.99
15324	-39.52
15340	-40.13
15357	-39.63
15375	-40.56
15392	-39.83
15410	-40.39
15427	-39.39
15444	-40.38
15461	-39.83
15478	-39.71
15497	-41.05
15519	-41.64
15540	-40.4
15560	-41.05
15580	-40.47
15601	-41.44
15623	-40.91
15641	-39.44
15657	-39.84
15674	-39.89
15690	-39.02
15706	-39.71
15720	-38.26
15735	-39.58
15751	-39.5
15767	-39.05
15783	-40.14
15799	-38.79
15816	-40.7
15835	-39.96
15853	-40.34
15870	-39.32
15886	-39.9
15902	-38.36
15916	-39.42
15931	-38.04
15945	-39.51
15962	-40.21
15979	-39.46
15996	-39.89
16012	-39.19
16030	-40.76
16050	-40.44
16070	-40.96
16087	-37.95
16103	-40.33
16121	-40.05
16137	-38.34
16154	-40.58
16172	-39.74
16191	-40.92
16213	-41.18
16234	-40.38
16252	-39.66
16268	-39.26
16285	-40.41
16304	-39.81
16319	-38.68
16334	-39.25
16353	-40.9
16373	-40.48
16392	-40.01
16410	-40.01
16426	-38.32
16443	-40.9
16465	-41.08
16485	-39.96
16504	-40.41
16522	-39.9
16540	-39.6
16558	-40.72
16578	-40.02
16599	-41.46
16622	-40.98
16641	-39.34
16656	-38.92
16671	-38.55
16686	-38.93
16701	-38.97
16718	-39.93
16734	-38.87
16751	-39.81
16766	-37.82
16779	-37.85
16794	-39.49
16810	-39.1
16824	-37.5
16838	-39.22
16855	-39.73
16870	-37.67
16885	-39.51
16901	-39.18
16915	-37.27
16929	-39.08
16944	-38.11
16960	-39.92
16975	-37.58
16990	-39.57
17007	-39.52
17023	-39.13
17041	-40.3
17060	-40.18
17079	-40.1
17095	-37.79
17109	-37.78
17122	-38.18
17138	-39.67
17155	-39.16
17173	-40.46
17191	-39.06
17205	-37.94
17222	-40.01
17239	-39.04
17254	-38.55
17268	-38.12
17282	-38.15
17297	-38.5
17313	-39.97
17329	-38.08
17345	-39.34
17362	-39.57
17378	-38.38
17395	-40.22
17412	-38.67
17427	-38.34
17442	-38.96
17457	-38.39
17472	-38.66
17488	-39.56
17507	-40.25
17527	-40.39
17547	-39.95
17566	-40.43
17585	-39.49
17603	-39.95
17619	-37.29
17633	-39.05
17649	-38.76
17665	-39.15
17681	-38.21
17697	-39.91
17716	-40.1
17732	-37.23
17747	-39.38
17764	-38.89
17779	-38.73
17796	-39.59
17812	-38.11
17829	-40.21
17848	-39.76
17865	-38.51
17881	-39.45
17898	-38.79
17915	-39.38
17930	-37.83
17945	-38.93
17960	-38.14
17979	-40.74
17999	-39.74
18018	-39.95
18035	-38.73
18053	-39.9
18071	-39.49
18088	-38.52
18105	-39.82
18123	-39.67
18141	-39.09
18158	-39.49
18179	-41.06
18200	-39.56
18223	-41.73
18245	-39.13
18265	-40.67
18285	-39.82
18303	-39.16
18321	-39.96
18340	-39.31
18359	-40.11
18381	-41.2
18406	-41.06
18428	-40.09
18448	-40.26
18470	-40.77
18492	-40.35
18510	-38.59
18529	-40.4
18550	-40.14
18570	-40.18
18588	-38.71
18607	-40.52
18630	-40.86
18652	-40.19
18674	-40.97
18697	-40.23
18717	-39.85
18738	-40.8
18762	-41.05
18787	-41.5
18812	-40.47
18835	-41.04
18860	-41.4
18883	-39.53
18903	-40.7
18925	-40.01
18944	-39.28
18963	-40.31
18981	-37.8
19000	-40.73
19023	-40.55
19043	-39.32
19063	-40.73
19085	-40.11
19106	-40.31
19128	-40.55
19148	-38.93
19167	-40.33
19193	-41.97
19220	-40.75
19244	-41.11
19269	-41.01
19292	-40.12
19315	-41.1
19339	-40.78
19364	-41.31
19390	-41.05
19413	-39.94
19437	-41.56
19463	-41
19488	-41.14
19512	-40.14
19534	-40.8
19559	-41.08
19589	-42.54
19618	-40.86
19644	-41.26
19669	-40.79
19695	-41.68
19726	-42.36
19758	-41.82
19788	-42.04
19815	-40.41
19837	-39.89
19861	-41.46
19888	-41.34
19912	-40.2
19937	-41.58
19966	-41.82
19999	-42.61
20031	-41.4
20058	-41.4
20084	-40.66
20106	-39.88
20127	-40.08
20150	-40.82
20176	-41.4
20201	-40.5
20226	-41.3
20256	-42.35
20285	-40.65
20309	-40.72
20334	-40.86
20361	-41.59
20387	-40.75
20411	-40.51
20434	-40.31
20457	-40.82
20481	-40.34
20504	-40.34
20526	-40.22
20553	-41.92
20582	-41.31
20614	-42.6
20647	-41.64
20674	-41
20701	-41.38
20727	-40.72
20752	-40.74
20777	-40.88
20803	-41.12
20827	-40.2
20851	-40.72
20877	-41.32
20910	-42.82
20943	-41.35
20968	-40.09
20989	-39.4
21011	-40.79
21037	-40.96
21064	-41.44
21090	-40.39
21113	-40.45
21135	-39.69
21154	-38.81
21171	-38.09
21189	-39.27
21209	-39.81
21233	-41.2
21259	-40.77
21287	-41.55
21316	-41.43
21347	-42.1
21377	-41.09
21406	-41.66
21434	-40.81
21458	-40.25
21479	-39.33
21497	-38.03
21513	-37.69
21528	-37.83
21546	-39.59
21567	-39.76
21586	-38.61
21609	-41.25
21638	-41.64
21668	-41.48
21695	-40.61
21725	-42.13
21757	-41.59
21788	-41.93
21818	-41.02
21850	-42.48
21891	-43.27
21934	-42.99
21969	-41.25
22000	-42.01
22033	-41.77
22078	-44.31
22128	-42.81
22165	-42.08
22200	-42.27
22235	-42.16
22270	-42.28
22310	-43.14
22357	-43.79
22397	-41.09
22427	-41.8
22460	-42.01
22494	-42
22525	-41.22
22553	-41.04
22580	-40.91
22607	-40.81
22635	-41.34
22664	-41.49
22695	-41.48
22721	-39.71
22745	-40.99
22774	-41.55
22801	-39.73
22832	-42.88
22870	-42.01
22902	-41.35
22928	-40.02
22952	-40.33
22982	-42.23
23017	-41.81
23050	-41.86
23080	-40.79
23106	-40.77
23134	-41.2
23159	-39.34
23180	-39.61
23203	-40.42
23229	-40.92
23258	-41.56
23291	-41.84
23321	-40.7
23350	-41.72
23383	-41.76
23414	-41.16
23446	-42.02
23475	-40.07
23501	-41.1
23533	-41.96
23563	-40.73
23597	-42.63
23635	-42.16
23673	-42.66
23713	-42.47
23758	-43.56
23798	-41.31
23833	-42.56
23869	-41.54
23898	-40.74
23929	-42.02
23962	-41.16
23992	-41.32
24023	-41.6
24054	-41.07
24081	-40.43
24110	-41.66
24142	-41.32
24169	-40.06
24194	-40.59
24221	-40.76
24251	-41.65
24281	-40.78
24307	-40.02
24333	-40.8
24366	-42.41
24403	-41.91
24435	-41.09
24464	-40.72
24496	-42.12
24530	-41.37
24562	-41.48
24590	-40.08
24615	-40.54
24650	-42.75
24686	-41.16
24716	-41.09
24746	-41.31
24778	-41.42
24808	-41.1
24836	-40.28
24870	-42.77
24904	-40.09
24930	-40.62
24962	-42.13
24998	-41.8
25028	-40.27
25053	-39.91
25078	-40.41
25104	-40.19
25135	-41.95
25172	-42.22
25204	-40.41
25234	-41.59
25269	-42.09
25305	-41.78
25335	-39.77
25361	-40.93
25386	-39.2
25405	-37.27
25424	-38.88
25443	-38.48
25462	-37.8
25479	-37.86
25498	-38.89
25518	-38.38
25537	-38.41
25555	-37.34
25571	-37.13
25587	-36.61
25602	-37.12
25622	-39.81
25649	-40.79
25679	-41.12
25711	-41.45
25740	-40.09
25770	-41.57
25802	-41.23
25839	-42.4
25877	-41.65
25917	-42.95
25954	-40.45
25986	-41.9
26022	-41.59
26056	-41.63
26087	-40.5
26116	-40.89
26148	-41.6
26185	-42.07
26223	-42.09
26261	-41.94
26295	-40.98
26327	-41.48
26361	-41.46
26388	-38.57
26408	-38.51
26430	-39.81
26451	-37.61
26469	-37.77
26488	-38.37
26507	-37.83
26526	-38.89
26545	-37.42
26563	-37.4
26581	-38.16
26600	-38.36
26619	-37.85
26637	-37.47
26656	-38.53
26681	-40.73
26714	-41.83
26750	-41.5
26786	-41.96
26821	-40.95
26851	-40.6
26885	-42
26920	-41.17
26952	-40.99
26980	-39.85
27015	-42.53
27055	-41.64
27089	-41.21
27130	-43
27172	-41.49
27207	-41.51
27246	-42.27
27280	-40.32
27318	-42.9
27363	-42.15
27405	-42.58
27453	-43.06
27495	-41.28
27533	-42.34
27583	-43.66
27630	-41.34
27669	-42.56
27707	-40.82
27742	-41.85
27778	-41.49
27816	-42.11
27863	-43.25
27912	-42.44
27952	-41.72
27989	-41.58
28028	-42.07
28065	-41.35
28105	-42.49
28147	-42.06
28184	-41.24
28216	-40.36
28244	-40.24
28273	-40.51
28300	-39.69
28331	-41.61
28372	-42.46
28410	-40.89
28445	-41.8
28486	-42.27
28529	-42.36
28572	-42.24
28613	-41.78
28648	-40.78
28685	-42.18
28727	-42.27
28766	-41.3
28799	-40.52
28836	-42.48
28878	-41.7
28920	-42.47
28960	-41.23
28996	-41.63
29035	-42
29077	-42.25
29122	-42.62
29168	-42.38
29215	-42.83
29259	-41.69
29297	-41.68
29337	-42
29373	-40.4
29409	-42.18
29448	-41.19
29484	-41.63
29519	-40.62
29550	-40.65
29581	-40.64
29611	-40.15
29641	-40.77
29673	-40.57
29700	-39.36
29724	-38.63
29747	-39.12
29771	-39.05
29794	-38.76
29817	-38.61
29839	-38.52
29861	-38.94
29885	-38.98
29907	-38.41
29930	-38.86
29953	-38.6
29975	-38.5
29997	-38.53
30018	-37.77
30040	-39.19
30069	-40.88
30106	-41.83
30143	-40.74
30176	-41.02
30214	-41.88
30253	-41.3
30291	-41.68
30330	-41.52
30367	-41.18
30407	-42.24
30452	-42.1
30494	-41.83
30534	-41.58
30583	-43.35
30637	-42.63
30683	-41.86
30719	-40.57
30754	-41.42
30796	-42.22
30835	-40.89
30870	-41.16
30904	-40.43
30933	-39.61
30960	-39.54
30986	-39.21
31012	-39.52
31037	-38.91
31061	-38.41
31084	-39.2
31109	-38.97
31135	-39.4
31160	-38.88
31183	-38.21
31204	-37.38
31223	-37.59
31245	-38.74
31273	-40.51
31310	-41.8
31350	-41.19
31388	-41.46
31428	-41.79
31468	-41.2
31503	-40.52
31538	-41.37
31572	-40.04
31606	-41.22
31646	-41.83
31687	-41.55
31724	-40.81
31760	-41.22
31798	-41.13
31837	-41.78
31878	-41.38
31915	-40.78
31952	-41.52
31988	-40.42
32026	-41.85
32065	-40.7
32103	-41.79
32143	-41.21
32175	-39.23
32204	-40.02
32231	-38.61
32256	-39.35
32283	-39.48
32312	-39.79
32341	-39.84
32371	-40.27
32402	-39.91
32431	-39.39
32457	-39.06
32484	-39.37
32508	-38.04
32531	-38.02
32554	-38.89
32579	-38.56
32602	-38.12
32624	-37.54
32647	-38.66
32669	-37.45
32692	-38.64
32716	-38.34
32740	-38.62
32764	-38.5
32786	-37.53
32807	-37.4
32831	-39.01
32854	-37.16
32875	-37.69
32897	-38.45
32922	-38.88
32950	-39.65
32985	-41.57
33029	-41.94
33071	-41.02
33108	-40.7
33146	-41.42
33185	-41.01
33224	-41.15
33264	-41.5
33306	-41.49
33350	-42.02
33408	-43.62
33465	-41.67
33507	-41.4
33546	-40.7
33583	-41.08
33623	-41.53
33664	-41.04
33708	-42.3
33755	-41.45
33799	-42
33844	-41.5
33883	-40.65
33922	-41.46
33963	-41.03
33999	-40.42
34032	-39.89
34061	-39.18
34092	-40.08
34120	-38.59
34146	-38.61
