# Dry Tortugas National Park Coral Sr/Ca data for 1734 to 2008
#----------------------------------------------------------------------- 
#                World Data Center for Paleoclimatology, Boulder 
#                                  and 
#                     NOAA Paleoclimatology Program 
#----------------------------------------------------------------------- 
# NOTE: Please cite Publication, and Online_Resource and date accessed when using these data. 
# If there is no publication information, please cite Investigators, Title, and Online_Resource and date accessed. 
#
#
# Online_Resource: https://www.ncdc.noaa.gov/cdo/f?p=519:1:0::::P1_STUDY_ID:16217
#
# Original_Source_URL: ftp://ftp.ncdc.noaa.gov/pub/data/paleo/coral/atlantic/delong2014/delong2014-08ps-a-SrCa.txt
# 
# Description/Documentation lines begin with #
# Data lines have no #
#
# Archive: Corals and Sclerosponges
#--------------------
# Contribution_Date
#	Date: 2014-04-02
#--------------------
# Title
#	Study_Name: Dry Tortugas National Park Coral Sr/Ca data for 1734 to 2008
#--------------------
# Investigators
#       Investigators: DeLong, K.L.; Flannery, J.A.; Poore, R.Z.; Quinn, T.M.; Maupin, C.R.; Lin, K.; Shen, C.-C.  
#--------------------
# Description_and_Notes
#	Description: The data set contains the ratio of strontium-to-calcium (Sr/Ca) for three Atlantic coral colonies (Siderastrea siderea) from the Dry Tortugas National Park (centered on 24.7°N, 82.8°W) in the Gulf of Mexico that were cross-dated into one continuous chronology. Two cores (08PS-A2 and 08PS-F1) had dead tops thus unknown ages and these cores were uranium-thorium (U-Th) dated. Samples for geochemical analysis were extracted from each slab surface using a computer-driven tri-axial micromill system [Quinn et al., 1996] with a 1.0 mm diameter dental drill bit that moves in a continuous manner for the user defined sampling increment (Table A1 in DeLong et al., 2014) extracting approximately monthly samples with a 1 mm sampling depth. Sampling paths were selected parallel to the extending corallites along the synapticulothecal corallite wall; the optimal sampling location for this species [Maupin et al., 2008; DeLong et al., 2011]. Multiple paths were sampled to a! ssess intracolony variability. Coral Sr/Ca determinations were made using a PerkinElmer 4300 Inductively Coupled Plasma Optical Emission Spectrometer (ICP-OES) at the University of Texas (UT) at Austin and a PerkinElmer 7300 ICP-OES at the USGS Coastal and Marine Science Center in St. Petersburg, FL. A laboratory internal gravimetrical standard (IGS) was measured before and after each dissolved coral sample to correct for instrumental drift. The average drift corrected IGS precision for Sr/Ca was 0.025 mmol molâ€“1 (2Ïƒ, n = 862; UT) and 0.024 mmol molâ€“1 (2Ïƒ, n = 212; USGS). The average drift corrected precision for Sr/Ca of a coral standard (PL) was 0.030 mmol molâ€“1 (2Ïƒ, n = 1194; UT) and 0.039 mmol molâ€“1 (2Ïƒ, n = 286; USGS). The values determined for these standards at both laboratories are consistent within analytical error. The coeval paths were averaged together to produce mean Sr/Ca variations for each core. The core records were averaged into a master chronology using t! he cross-dated and U-Th dates for chronology control and the standard error of the mean for each month was determined for assigning weights in linear regression. The master coral Sr/Ca variations were calibrated using weighted least squares linear regression with local sea surface temperature (SST) records from NOAA National Data Buoy Center (NDBC; www.ndbc.noaa.gov) DRYF1 and PLSF1, and then verified with NDBC buoy SANF1, NOAA Surface Air temperature from Key West, FL and SST from historical records from the Dry Tortugas Lighthouse. The dataset contains two spreadsheets, one labeled â€œData colonies calibrationâ€ and the other â€œData master reconstruction.â€ The â€œData colonies calibrationâ€ dataset contains the coral Sr/Ca variations assigned to monthly intervals from four cores sampled in this study (08PS-A1, 08PS-A2, 08PS-F1, and 93DRYSS2). The master chronology is the average of the three colonies (08PS-A, 08PS-F1, and 93DRYSS2) and the colony 08PS-A is the average of the two cores from that colony (08PS-A1 and 08PS-A2). Each core record is comprised of the average between paths in that core. The coral Sr/Ca (mmol/mol) for each core with the number of samples for that core and standard error of the mean for each month are given in this dataset. Additionally, the SST data used for calibration and verification are given with their respective errors for weighted least squares regression. The SST data includes Monthly mean SST from NDBC (www.ndbc.noaa.gov) buoys DRYF1 and PLSF1 (collecti! vely referred to as DRTO SST) and SANF1; Monthly mean Surface Air Temperature (ÂºC) from Key West (COOPID 84570) US Historical Climatology Network, and Dry Tortugas Lighthouse Monthly mean SST (ÂºC) from Vaughan 1918. These are the results shown in Figures 3 and 4 in DeLong et al., 2014. The â€œData master reconstructionâ€ dataset contains the master chronology coral Sr/Ca variations assigned to monthly intervals with the reconstructed SST, SST anomalies (SSTA; determined as mean monthly SST with respect to the interval from 1971-2000), mean annual SST, summer maximum SST, winter minimum SST, and error of regression for each month based on the number of colonies sampled for that month (Table 5 in DeLong et al., 2014). Additionally, the 7-month and 36-month filtered SSTA with their respectively error of regressions are given. These are the results shown in Figures 4 and 5 in DeLong et al., 2014. The â€œExtensionsâ€ dataset contains the annual linear extensions for each core determined from the coral Sr/Ca variations from each February-to-February. For cores with multiple paths, these are the average extensions between the paths from that core. These are the results shown in Figures 3d and Appendices in DeLong et al., 2014. This coral Sr/Ca record updates the previous NOAA contribution, http://hurricane.ncdc.noaa.gov/pls/paleox/f?p=519:1:::::P1_STUDY_ID:11935, for cores 08PS-F1 and 08PS-A1. # This coral Sr/Ca record updates the previous NOAA contribution, http://hurricane.ncdc.noaa.gov/pls/paleox/f?p=519:1:::::P1_STUDY_ID:11935, for cores 08PS-F1 and 08PS-A1. 
#--------------------
# Publication 
#       Authors: DeLong, K.L.; Flannery, J.A.; Poore, R.Z.; Quinn, T.M.; Maupin, C.R.; Lin, K.; Shen, C.-C.  
#       Published_Date_or_Year: 2014    
#       Published_Title: A reconstruction of sea surface temperature variability in the southeastern Gulf of Mexico
#       Journal_Name: Paleoceanography
#       Volume: 
#       Edition: 
#       Issue: 
#       Pages: 
#       DOI: 10.1002/2013PA002524
#       Online_Resource: 
#       Full_Citation: DeLong, K.L., J. Flannery, R.Z. Poore, T.M. Quinn, C.R. Maupin, K. Lin, and C.-C. Shen. 2014. A reconstruction of sea surface temperature variability in the southeastern Gulf of Mexico from 1734-2008 CE using cross-dated Sr/Ca records from the coral Siderastrea siderea. Paleoceanography. doi: 10.1002/2013PA002524
#       Abstract: This study uses skeletal variations in coral Sr/Ca from three Siderastrea siderea coral colonies within the Dry Tortugas National Park in the southeastern Gulf of Mexico (24º42'N, 82º48'W) to reconstruct monthly sea surface temperature (SST) variations from 1734-2008 CE. Calibration and verification of the replicated coral Sr/Ca-SST reconstruction with local, regional, and historical temperature records reveals this proxy-temperature relationship is stable back to 1879 CE. The coral SST reconstruction contains robust interannual (~2.0ºC) and multidecadal variability (~1.5ºC) for the past 274 years, the latter of which does not covary with the Atlantic Multidecadal Oscillation (AMO). Winter SST extremes are more variable than summer SST extremes (±2.2ºC vs. ±1.6ºC, 2Ïƒ) suggesting that Loop Current transport in the winter dominates variability on interannual and longer time scales. Summer SST maxima are increasing (+1.0ºC for 274 years, ÏƒMC = ±0.5 ºC, 2Ïƒ) whereas winter SST minima contain no significant trend. Colder decades (~1.5ºC) during the Little Ice Age (LIA) do not coincide with decades of sunspot minima. The coral SST reconstruction contains similar variability to temperature reconstructions from the northern Gulf of Mexico (planktic foraminifer Mg/Ca) and the Caribbean Sea (coral Sr/Ca) suggesting areal reductions in the Western Hemisphere Warm Pool (WHWP) during the LIA. Mean summer coral SST extremes post-1985 CE (29.9ÂºC) exceeds the long-term summer average (29.2ÂºC for 1734-2008 CE) yet the warming trend after 1985 CE (0.04ºC for 24 years, ÏƒMC = ±0.5, 2Ïƒ) is not significant whereas Caribbean coral Sr/Ca studies contain a warming trend for this interval.
#------------------
# Funding_Agency 
#       Funding_Agency_Name: 
#       Grant: 
#------------------
# Site_Information 
#       Site_Name: Dry Tortugas National Park
#       Location: Ocean>Atlantic Ocean>North Atlantic Ocean>Gulf Of Mexico
#	Country: United States 
#	Northernmost_Latitude: 24.6316
# 	Southernmost_Latitude: 24.6316
# 	Easternmost_Longitude: -82.8743
# 	Westernmost_Longitude: -82.8743
# 	Elevation: -4 m
#------------------
# Data_Collection
#	Collection_Name: 14gulm01b
#	Earliest_Year: 1779
#	Most_Recent_Year: 2008
#	Time_Unit: y_ad
#	Core_Length: 
#	Notes: {"database":"PAGES2"}{"database":"LMR_FM"} The average of 08PS-A1 and 08PS-A2.
#------------------
# Species
#	Species_Name: Siderastrea siderea 
#	Common_Name: 
#------------------
# Chronology: 
# 
#
# 
#
# 
#
#
# 
#----------------
# Variables 
#
# Data variables follow that are preceded by "##" in columns one and two.
# Data line variables format:  Variables list, one per line, shortname-tab-longname-tab-longname components (9 components: what, material, error, units, seasonality, archive, detail, method, C or N for Character or Numeric data) 
#
##age	age,,,years AD,,Corals and Sclerosponges,,,N
##Sr/Ca	Strontium Calcium ratio,Siderastrea siderea,, mmol/mol,,Corals and Sclerosponges,,,N
##Sr/Ca_err	error in Strontium Calcium ratio,Siderastrea siderea,standard error, mmol/mol,,Corals and Sclerosponges,,,N
#
#----------------
# Data:
# Data lines follow (have no #)
# Data line format - tab-delimited text, variable short name as header
# Missing Values: NAN 
#
age	Sr/Ca	Sr/Ca_err
2008.63	8.737	NAN
2008.54	8.77	0.004
2008.46	8.841	0.006
2008.38	8.941	0.002
2008.29	9.023	0.004
2008.21	9.089	0.022
2008.13	9.099	0.021
2008.04	9.096	0.018
2007.96	9.041	0.005
2007.88	8.984	0.01
2007.79	8.923	0.012
2007.71	8.861	0.002
2007.63	8.822	0.017
2007.54	8.822	0.007
2007.46	8.846	0.003
2007.38	8.9	0.01
2007.29	9.006	0.026
2007.21	9.048	0.021
2007.13	9.074	0.013
2007.04	9.055	0.008
2006.96	9.023	0.011
2006.88	8.976	0.008
2006.79	8.907	0.005
2006.71	8.806	0.018
2006.63	8.777	0.002
2006.54	8.814	0.011
2006.46	8.841	0.012
2006.38	8.877	0.004
2006.29	8.955	0.038
2006.21	9.071	0.033
2006.13	9.182	0.029
2006.04	9.158	0.013
2005.96	9.126	0.005
2005.88	9.037	0.023
2005.79	8.95	0.039
2005.71	8.847	0.006
2005.63	8.837	0.009
2005.54	8.853	0.001
2005.46	8.879	0.014
2005.38	8.974	0.003
2005.29	9.065	0.016
2005.21	9.139	0.016
2005.13	9.17	0.023
2005.04	9.144	0.034
2004.96	9.07	0.031
2004.88	8.97	0.037
2004.79	8.862	0.005
2004.71	8.845	0.028
2004.63	8.793	0.003
2004.54	8.804	0.011
2004.46	8.868	0.01
2004.38	8.976	0.014
2004.29	9.023	0.019
2004.21	9.064	0.001
2004.13	9.077	0.006
2004.04	9.072	0.001
2003.96	9.081	0.025
2003.88	8.98	0.013
2003.79	8.842	0.004
2003.71	8.803	0.006
2003.63	8.788	0.012
2003.54	8.813	0.02
2003.46	8.818	0.003
2003.38	8.913	0.009
2003.29	9.002	0.015
2003.21	9.081	0.048
2003.13	9.238	0.005
2003.04	9.153	0.018
2002.96	9.06	0.027
2002.88	8.955	0.027
2002.79	8.871	0.026
2002.71	8.815	0.007
2002.63	8.805	0.023
2002.54	8.837	0.02
2002.46	8.895	0.004
2002.38	8.92	0.013
2002.29	9.029	0.007
2002.21	9.185	0.024
2002.13	9.154	0.003
2002.04	9.152	0.015
2001.96	9.07	0.007
2001.88	8.995	0.01
2001.79	8.91	0.016
2001.71	8.853	0.005
2001.63	8.849	0.024
2001.54	8.837	0.002
2001.46	8.917	0.008
2001.38	9.011	0.015
2001.29	9.015	0.022
2001.21	9.073	0.018
2001.13	9.133	0.028
2001.04	9.173	0.024
2000.96	9.117	0.025
2000.88	8.992	0.013
2000.79	8.925	0.016
2000.71	8.867	0.041
2000.63	8.852	0.036
2000.54	8.818	0.037
2000.46	8.874	0.006
2000.38	8.962	0.006
2000.29	9.031	0.029
2000.21	9.085	0.019
2000.13	9.109	0.017
2000.04	9.102	0.006
1999.96	9.047	0.015
1999.88	8.971	0.007
1999.79	8.876	0.021
1999.71	8.804	0.013
1999.63	8.77	0.035
1999.54	8.799	0.023
1999.46	8.86	0.021
1999.38	8.948	0.02
1999.29	9.044	0.013
1999.21	9.136	0.015
1999.13	9.16	0.019
1999.04	9.098	0.009
1998.96	9.036	0.007
1998.88	8.998	0
1998.79	8.879	0.005
1998.71	8.75	0.002
1998.63	8.732	0.006
1998.54	8.758	0.004
1998.46	8.887	0.03
1998.38	9.013	0.017
1998.29	9.113	0
1998.21	9.178	0.015
1998.13	9.151	0.013
1998.04	9.116	0.014
1997.96	9.062	0.021
1997.88	8.993	0.013
1997.79	8.905	0.002
1997.71	8.786	0
1997.63	8.784	0.003
1997.54	8.79	0.002
1997.46	8.847	0.011
1997.38	8.914	0.03
1997.29	8.97	0.039
1997.21	9.039	0.007
1997.13	9.095	0.027
1997.04	9.162	0.008
1996.96	9.086	0.006
1996.88	8.973	0.002
1996.79	8.896	0.014
1996.71	8.847	0.019
1996.63	8.87	0.009
1996.54	8.905	0.008
1996.46	8.933	0.001
1996.38	8.948	0.013
1996.29	9.041	0.002
1996.21	9.137	0.004
1996.13	9.186	0.01
1996.04	9.115	0.005
1995.96	9.019	0.023
1995.88	8.976	0.047
1995.79	8.914	0.036
1995.71	8.848	0.03
1995.63	8.877	0.017
1995.54	8.844	0.011
1995.46	8.888	0.02
1995.38	8.935	0.029
1995.29	9.003	0.019
1995.21	9.093	0.022
1995.13	9.142	0.017
1995.04	9.093	0.031
1994.96	9.009	0.01
1994.88	8.931	0.009
1994.79	8.879	0.009
1994.71	8.839	0.003
1994.63	8.846	0.008
1994.54	8.831	0.008
1994.46	8.857	0.001
1994.38	8.908	0.007
1994.29	8.998	0.002
1994.21	9.05	0.007
1994.13	9.108	0.003
1994.04	9.038	0.006
1993.96	8.97	0.013
1993.88	8.906	0.017
1993.79	8.828	0.016
1993.71	8.766	0.002
1993.63	8.793	0.027
1993.54	8.807	0.005
1993.46	8.881	0.015
1993.38	9.01	0.026
1993.29	9.05	0.028
1993.21	9.118	0.014
1993.13	9.084	0.02
1993.04	9.059	0.018
1992.96	9.021	0.004
1992.88	8.968	0.005
1992.79	8.901	0.001
1992.71	8.869	0.007
1992.63	8.865	0.017
1992.54	8.867	0.002
1992.46	8.911	0.004
1992.38	8.975	0.001
1992.29	9.056	0.018
1992.21	9.102	0.013
1992.13	9.149	0.001
1992.04	9.086	0.002
1991.96	9.049	0.006
1991.88	8.945	0.006
1991.79	8.846	0.014
1991.71	8.807	0.018
1991.63	8.788	0.007
1991.54	8.814	0.016
1991.46	8.853	0.011
1991.38	8.898	0.009
1991.29	8.987	0.005
1991.21	9.075	0.01
1991.13	9.094	0.003
1991.04	9.07	0
1990.96	9.049	0.012
1990.88	8.981	0.014
1990.79	8.883	0.01
1990.71	8.829	0.001
1990.63	8.806	0.001
1990.54	8.84	0.001
1990.46	8.889	0.012
1990.38	8.945	0.021
1990.29	9.049	0
1990.21	9.056	0.007
1990.13	9.091	0.002
1990.04	9.055	0.01
1989.96	9.008	0.008
1989.88	8.947	0.009
1989.79	8.889	0.023
1989.71	8.817	0.022
1989.63	8.771	0.013
1989.54	8.793	0.012
1989.46	8.846	0.015
1989.38	8.944	0.022
1989.29	9.044	0.023
1989.21	9.107	0.015
1989.13	9.163	0.012
1989.04	9.121	0.015
1988.96	9.048	0.011
1988.88	8.969	0.001
1988.79	8.902	0.003
1988.71	8.844	0.02
1988.63	8.809	0.017
1988.54	8.843	0.014
1988.46	8.878	0.009
1988.38	8.938	0.003
1988.29	9.032	0.014
1988.21	9.131	0.009
1988.13	9.181	0.015
1988.04	9.115	0.011
1987.96	9.027	0.009
1987.88	8.969	0.012
1987.79	8.906	0.008
1987.71	8.847	0.009
1987.63	8.803	0.003
1987.54	8.829	0.014
1987.46	8.857	0.03
1987.38	8.948	0.002
1987.29	9.051	0.006
1987.21	9.107	0.002
1987.13	9.137	0.017
1987.04	9.084	0.009
1986.96	9.02	0.01
1986.88	8.943	0.013
1986.79	8.867	0.008
1986.71	8.811	0.017
1986.63	8.776	0.021
1986.54	8.813	0.009
1986.46	8.87	0.017
1986.38	8.929	0.005
1986.29	9.052	0.023
1986.21	9.139	0.033
1986.13	9.171	0.022
1986.04	9.122	0.015
1985.96	9.059	0.011
1985.88	8.98	0.008
1985.79	8.885	0.01
1985.71	8.822	0.005
1985.63	8.801	0.017
1985.54	8.826	0.01
1985.46	8.88	0.016
1985.38	8.954	0.02
1985.29	9.049	0.009
1985.21	9.072	0.016
1985.13	9.105	0.005
1985.04	9.076	0.001
1984.96	9.026	0
1984.88	8.975	0.002
1984.79	8.92	0.011
1984.71	8.842	0.007
1984.63	8.807	NAN
1984.54	8.855	NAN
1984.46	8.9	NAN
1984.38	8.987	NAN
1984.29	9.099	NAN
1984.21	9.131	NAN
1984.13	9.176	NAN
1984.04	9.142	NAN
1983.96	9.095	NAN
1983.88	9.016	NAN
1983.79	8.937	NAN
1983.71	8.813	NAN
1983.63	8.792	NAN
1983.54	8.815	NAN
1983.46	8.88	NAN
1983.38	8.983	NAN
1983.29	9.089	NAN
1983.21	9.142	NAN
1983.13	9.18	NAN
1983.04	9.12	NAN
1982.96	9.056	NAN
1982.88	9.003	NAN
1982.79	8.943	NAN
1982.71	8.872	NAN
1982.63	8.818	NAN
1982.54	8.838	NAN
1982.46	8.897	NAN
1982.38	8.98	NAN
1982.29	9.061	NAN
1982.21	9.117	NAN
1982.13	9.139	NAN
1982.04	9.109	NAN
1981.96	9.071	NAN
1981.88	8.98	NAN
1981.79	8.926	NAN
1981.71	8.846	NAN
1981.63	8.882	NAN
1981.54	8.868	NAN
1981.46	8.917	NAN
1981.38	8.993	NAN
1981.29	9.056	NAN
1981.21	9.118	NAN
1981.13	9.238	NAN
1981.04	9.174	NAN
1980.96	9.12	NAN
1980.88	8.998	NAN
1980.79	8.913	NAN
1980.71	8.852	NAN
1980.63	8.813	NAN
1980.54	8.828	NAN
1980.46	8.854	NAN
1980.38	8.973	NAN
1980.29	9.06	NAN
1980.21	9.172	NAN
