# Stable-isotope records from Dronning Maud Land
#-----------------------------------------------------------------------
#               World Data Center for Paleoclimatology, Boulder
#                                  and
#                     NOAA Paleoclimatology Program
#-----------------------------------------------------------------------
# NOTE: Please cite original reference when using these data,
# If there is no publication information, please cite Investigators, Title, and Online_Resource and date accessed
#
#
#
# Online_Resource: 
#
#
# Original_Source_URL: 
#
# Description/Documentation lines begin with #
# Data lines have no #
#
# Archive: Ice Cores
# --------------------
# Contribution_date
#	Date: 2015
# --------------------
# Title 
#	Study_Name: Stable-isotope records from Dronning Maud Land
# --------------------
# Investigators
#	Investigators: Graf, W.; Oerter, H.; Reinwarth, O.; Stichler, W.; Wilhelms, F.; Miller, H.; Mulvaney, R.    
# --------------------
# Description_and_Notes
# 	Description: 
#
# --------------------
# Publication
#	Authors: Wolfgang Graf, Hans Oerter, Oskar Reinwarth, Willibald Stichler, Frank Wilhelms, Heinz Miller, Robert Mulvaney
#	Published_Date_or_Year: 2002
#	Published_Title: Stable-isotope records from Dronning Maud Land, Antarctica. 
#	Journal_Name: Annals of Glaciology
#	Volume: 35 
#	Edition: 	
#	Issue: 
#	Pages: 195-201
#	DOI: 
#	Online_Resource: 
#	Full_Citation: 
#	Abstract: The European Project for Ice Coring in Antarctica (EPICA) includes a comprehensive pre-site survey on the inland ice plateau of Dronning Maud Land. This paper focuses on the investigation of the 18O content of shallow firn and ice cores. These cores were dated by profiles derived from dielectric-profiling and continuous flow analysis measurements. The individual records were stacked in order to obtain composite chronologies of 18O contents and accumulation rates with enhanced signal-to-noise variance ratios.These chronologies document variations in the last 200 and 1000 years.The 18O contents and accumulation rates decreased in the 19th century and increased during the 20th century.Using the empirical relationships between stable isotopes, accumulation rates and the 10m firn temperature, the variation of both parameters can be explained by the same temperature history.But other causes for these variations, such as the build-up of the snow cover, cannot be excluded. A marked feature of the 1000 year chronology occurs during the period AD 1180-1530 when the 18O contents remains below the long-term mean. Cross-correlation analyses between five cores from the Weddell Sea region and Dronning Maud Land show that 18O records can in some periods be positively correlated and in others negatively correlated, indicating a complex climatic history in time and space.
# --------------------
# Funding_Agency
#	Funding_Agency_Name: 
#	Grant:
# --------------------
# Site_Information
#	Site_Name: DML 05
#	Location: Antarctica
#	Country: 
#	Northernmost_Latitude: -74.968
#	Southernmost_Latitude: -74.968	 
#	Easternmost_Longitude: 0.0667
#	Westernmost_Longitude: 0.0667
#	Elevation: 2892 m
# --------------------
# Data_Collection
#	Collection_Name: 96Dron01
#	Earliest_Year: 166
#	Most_Recent_Year: 1996
#	Time_Unit: y_ad
#
# --------------------
# Variables
#
# Data variables follow that are preceded by "##" in columns one and two.
# Data line variables format:  Variables list, one per line, shortname-tab-longname-tab-longname components (9 components: what, material, error, units, seasonality, archive, detail, method, C or N for Character or Numeric data) 
#
##age	Age,,,year AD,,,,,N
##d18O	d18O,,,permil SMOW,,ice cores,,,N 
#
# --------------------
# Data:
# Data lines follow (have no #)
# Data line format - tab-delimited text, variable short name as header
# Missing values: NAN
#
age	d18O
1996	-43.68121987
1995	-42.75251974
1994	-45.05705007
1993	-47.01521652
1992	-45.72083736
1991	-41.36889053
1990	-41.1012755
1989	-40.83366046
1988	-43.48982292
1987	-44.54067441
1986	-45.41690736
1985	-45.32408705
1984	-45.77672732
1983	-43.0965761
1982	-44.19634766
1981	-45.35421693
1980	-44.8658167
1979	-43.4065401
1978	-40.79817128
1977	-47.69065169
1976	-46.3643798
1975	-44.51183336
1974	-42.60508749
1973	-43.5533247
1972	-44.38873159
1971	-43.83206636
1970	-46.20849325
1969	-44.44358363
1968	-44.29321067
1967	-43.47159458
1966	-45.79374313
1965	-43.68137909
1964	-43.41430146
1963	-44.73770245
1962	-44.85413673
1961	-43.68287084
1960	-44.20668183
1959	-44.49252375
1958	-46.18500164
1957	-45.37866211
1956	-48.30285143
1955	-45.09816222
1954	-45.20915291
1953	-47.62236128
1952	-47.1405622
1951	-45.43712524
1950	-45.01991975
1949	-45.32659648
1948	-46.7473409
1947	-46.07593347
1946	-46.94285317
1945	-46.34582207
1944	-46.52321437
1943	-47.81752153
1942	-47.37618999
1941	-44.66577458
1940	-44.87191175
1939	-45.28738631
1938	-44.95200857
1937	-45.12076743
1936	-41.38284946
1935	-44.52061707
1934	-43.14098932
1933	-44.82872731
1932	-45.14201881
1931	-45.99829404
1930	-48.04806189
1929	-46.92863258
1928	-46.52995388
1927	-49.68338203
1926	-47.80419188
1925	-45.26096954
1924	-45.09427354
1923	-44.43011152
1922	-45.54709944
1921	-45.51369961
1920	-44.87247243
1919	-44.36782728
1918	-44.73629872
1917	-45.34801593
1916	-45.60707242
1915	-43.4042674
1914	-45.56486505
1913	-46.89335142
1912	-47.45888501
1911	-46.63160655
1910	-45.6635722
1909	-45.17875781
1908	-47.52756163
1907	-47.45584476
1906	-45.67988938
1905	-44.86222435
1904	-44.39701471
1903	-44.9823557
1902	-44.98632749
1901	-44.87692512
1900	-47.29164765
1899	-46.03755451
1898	-45.04101653
1897	-43.56586763
1896	-45.27848184
1895	-45.30925254
1894	-46.50617263
1893	-46.18918438
1892	-45.23774009
1891	-44.34649996
1890	-45.15544486
1889	-44.23932408
1888	-45.13314317
1887	-46.52388929
1886	-47.96198462
1885	-47.93348885
1884	-46.5409878
1883	-45.12257145
1882	-47.14609364
1881	-47.06244929
1880	-46.59991265
1879	-45.94229783
1878	-46.33557409
1877	-45.30170742
1876	-44.09562116
1875	-43.84761337
1874	-44.78788262
1873	-44.91033081
1872	-44.36556318
1871	-44.47769815
1870	-46.61139055
1869	-46.86757511
1868	-45.66442478
1867	-45.07
1866	-45.0797648
1865	-44.50904542
1864	-45.4373995
1863	-45.11847461
1862	-43.03363836
1861	-43.28922107
1860	-44.71836588
1859	-45.12488206
1858	-46.27573142
1857	-47.5213666
1856	-48.5741334
1855	-48.70414023
1854	-47.83063742
1853	-46.45187639
1852	-45.93358316
1851	-44.29019856
1850	-42.20045017
1849	-42.53688403
1848	-44.18814568
1847	-43.96915684
1846	-43.24123023
1845	-44.50138451
