# New Caledonia Porites Coral Paleothermometry Assessment Data
#----------------------------------------------------------------------- 
#                World Data Center for Paleoclimatology, Boulder 
#                                  and 
#                     NOAA Paleoclimatology Program 
#----------------------------------------------------------------------- 
# NOTE: Please cite Publication, and Online_Resource and date accessed when using these data. 
# If there is no publication information, please cite Investigators, Title, and Online_Resource and date accessed. 
#
#
# Online_Resource: https://www.ncdc.noaa.gov/cdo/f?p=519:1:::::P1_STUDY_ID:1917
#
# Original_Source_URL: ftp://ftp.ncdc.noaa.gov/pub/data/paleo/coral/west_pacific/amedee2004.txt
# 
# Description/Documentation lines begin with #
# Data lines have no #
#
# Archive: Corals and Sclerosponges
#--------------------
# Contribution_Date
#	Date: 2005-03
#--------------------
# Title
#	Study_Name: New Caledonia Porites Coral Paleothermometry Assessment Data
#--------------------
# Investigators
#       Investigators: Stephans, C.; Quinn, T.M.; Taylor, F.W.; Correge, T.
#--------------------
# Description_and_Notes
#	Description: Porites lutea cores were collected in 1992 by Fred Taylor, Jamie Austin, Yvan Join and  John Butscher.  The isotope data were analyzed at the University of South Florida  College of Marine Science, on a Finnigan Delta Plus XL mass spectrometer and attached  Kiel Carbonate Device with an analytical precision of 0.04 per mil for carbon and 0.08  per mil for oxygen (1 sigma) determined by repeated measurements of NBS 19 relative to VPDB.   The elemental data were analyzed on a Perkin Elmer Optima 4300DV ICP-OES following the  drift-correction methods of Schrag (1999).  Analytical precision (1 sigma) for the Sr/Ca  determinations is 0.2 % (0.018 mmol/mol), based on a laboratory standard solution of  dissolved Porites lutea. Depth series were converted to time series using AnalySeries  software (Paillard et al., 1996) to match Sr/Ca minima to SST maxima and vise versa.  Stable isotopic and Sr/Ca determinations on samples from Cores 99-PAA, 92-PAC and 92-PAD  were made at USF.  Stable isotopic determinations on samples from core 92-PAA made at the  University of Michigan.  Sr/Ca determinations on samples from core 92-PAA made at the  University of California-Santa Cruz. 
#--------------------
# Publication 
#       Authors: Stephans, C.; Quinn, T.M.; Taylor, F.W.; Correge, T.
#       Published_Date_or_Year: 2004     
#       Published_Title: Assessing the Reproducibility of Coral-based Climate Records.
#       Journal_Name: Geophysical Research Letters
#       Volume: 31
#       Edition: 
#       Issue: L18210
#       Pages: 
#       DOI: 10.1029/2004GL020343
#       Online_Resource: 
#       Full_Citation: Stephans, C., T.M. Quinn, F. Taylor, and T. Correge. 2004. Assessing the Reproducibility of Coral-based Climate Records.  Geophysical Research Letters, 31,18, L18210, 10.1029/2004GL020343, 2004
#       Abstract: We perform replication tests using monthly variations in Sr/Ca and d18O in  four cores from three Porites lutea coral heads from New Caledonia to assess  the reproducibility of coral-based climate records.  Coral Sr/Ca (d18O) records  are well correlated to each other and to the instrumental SST record (1967-1992),  especially in terms of differences in the mean values of 25-year SST records  (~0.2C, Sr/Ca-SST; 0.6C, d18O-SST).  The average error associated with the  coral Sr/Ca-SST (d18O-SST) of any particular month, season or year is ~0.8C  (1.1C), 0.6C (0.8C) and 0.5C (0.6C), respectively.  "Stacking" or averaging  the individual proxy records reduces the error between observed and predicted SST,  although the reduction is small for coral Sr/Ca.  Excellent reproducibility among  the coral proxies implies that reliable climate records can be generated from a  single coral core and that coral Sr/Ca-SST records are not compromised, beyond  the errors stated herein, by non-temperature-related biological effects.
#------------------
# Funding_Agency 
#       Funding_Agency_Name: 
#       Grant: 
#------------------
# Site_Information 
#       Site_Name: Amedee Island, New Caledonia
#       Location: Ocean>Pacific Ocean>South Pacific Ocean>Melanesia>New Caledonia
#	Country: New Caledonia 
#	Northernmost_Latitude: -22.48 
# 	Southernmost_Latitude: -22.48 
# 	Easternmost_Longitude: 166.47  
# 	Westernmost_Longitude: 166.47  
# 	Elevation: -3 m  
#------------------
# Data_Collection   
#	Collection_Name: 04newc05a
#	Earliest_Year: 1967
#	Most_Recent_Year: 1992
#	Time_Unit: y_ad
#	Core_Length:
#	Notes: Three-core stack from cores 92PAC (from 04newc01a), 92PAD (from 04newc02a), and 99PAA (from 04newc03a). These data have been updated by DeLong et al. 2012. Please see file: ftp://ftp.ncdc.noaa.gov/pub/data/paleo/coral/west_pacific/amedee2012.txt 
#------------------
# Species
#	Species_Name: Porites lutea
#	Common_Name: 
#------------------
# Chronology: 
# 
#
# 
#
# 
#
#
# 
#----------------
# Variables 
#
# Data variables follow that are preceded by "##" in columns one and two.
# Data line variables format:  Variables list, one per line, shortname-tab-longname-tab-longname components (9 components: what, material, error, units, seasonality, archive, detail, method, C or N for Character or Numeric data) 
#
##age	age, , ,years AD, , Corals and Sclerosponges, , ,N
##d18O	delta 18 Oxygen of three-core stack, Porites lutea, , permil VPDB, , Corals and Sclerosponges, , ,N
##Sr/Ca	Strontium/Calcium of three-core stack, Porites lutea, ,mmol/mol, ,Corals and Sclerosponges, , ,N 
##d13C	delta 13 Carbon of three-core stack, Porites lutea, , permil VPDB, , Corals and Sclerosponges, , ,N
#
#----------------
# Data:
# Data lines follow (have no #)
# Data line format - tab-delimited text, variable short name as header
# Missing Values: NAN 
#
age_AD	d18O	Sr/Ca	d13C
1967.042	-4.272	9.128	-0.688
1967.125	-4.469	9.074	-0.849
1967.208	-4.602	9.055	-0.924
1967.292	-4.589	9.133	-1.102
1967.375	-4.397	9.182	-1.177
1967.458	-4.125	9.236	-0.928
1967.542	-3.981	9.287	-0.94
1967.625	-3.891	9.324	-0.872
1967.708	-3.925	9.314	-0.781
1967.792	-4.105	9.246	-0.729
1967.875	-4.273	9.145	-0.652
1967.958	-4.392	9.093	-0.686
1968.042	-4.441	9.085	-0.662
1968.125	-4.476	9.088	-0.729
1968.208	-4.56	9.075	-0.813
1968.292	-4.503	9.111	-0.922
1968.375	-4.285	9.169	-0.91
1968.458	-4.156	9.218	-1.017
1968.542	-3.99	9.253	-0.968
1968.625	-3.7	9.319	-0.729
1968.708	-3.769	9.311	-0.574
1968.792	-3.951	9.258	-0.579
1968.875	-4.194	9.189	-0.749
1968.958	-4.348	9.118	-0.897
1969.042	-4.439	9.094	-1.012
1969.125	-4.455	9.106	-0.992
1969.208	-4.398	9.125	-0.921
1969.292	-4.356	9.148	-0.969
1969.375	-4.326	9.168	-1.16
1969.458	-4.259	9.22	-1.195
1969.542	-4.095	9.26	-1.084
1969.625	-3.94	9.315	-0.753
1969.708	-4.047	9.298	-0.667
1969.792	-4.222	9.238	-0.558
1969.875	-4.397	9.157	-0.506
1969.958	-4.467	9.098	-0.444
1970.042	-4.56	9.084	-0.551
1970.125	-4.628	9.082	-0.784
1970.208	-4.667	9.064	-0.87
1970.292	-4.563	9.108	-0.875
1970.375	-4.391	9.159	-1.019
1970.458	-4.164	9.229	-0.93
1970.542	-3.918	9.337	-0.775
1970.625	-3.848	9.369	-0.711
1970.708	-3.949	9.333	-0.665
1970.792	-4.073	9.272	-0.645
1970.875	-4.288	9.188	-0.697
1970.958	-4.466	9.116	-0.754
1971.042	-4.601	9.072	-0.836
1971.125	-4.681	9.061	-0.934
1971.208	-4.621	9.102	-0.935
1971.292	-4.442	9.16	-0.947
1971.375	-4.347	9.204	-1.035
1971.458	-4.241	9.227	-1.04
1971.542	-3.998	9.291	-0.922
1971.625	-3.853	9.338	-0.669
1971.708	-4.019	9.3	-0.665
1971.792	-4.201	9.189	-0.651
1971.875	-4.306	9.127	-0.66
1971.958	-4.428	9.096	-0.707
1972.042	-4.515	9.095	-0.787
1972.125	-4.627	9.094	-0.993
1972.208	-4.684	9.064	-1.044
1972.292	-4.634	9.074	-1.111
1972.375	-4.491	9.154	-1.076
1972.458	-4.304	9.216	-1.053
1972.542	-4.055	9.272	-0.946
1972.625	-3.9	9.32	-0.735
1972.708	-3.85	9.344	-0.644
1972.792	-4.16	9.281	-0.779
1972.875	-4.354	9.183	-0.761
1972.958	-4.493	9.122	-0.79
1973.042	-4.651	9.075	-0.917
1973.125	-4.667	9.044	-0.945
1973.208	-4.626	9.07	-0.925
1973.292	-4.487	9.121	-1.098
1973.375	-4.399	9.15	-1.04
1973.458	-4.249	9.208	-0.955
1973.542	-4.014	9.279	-0.916
1973.625	-3.943	9.323	-0.818
1973.708	-4.066	9.281	-0.797
1973.792	-4.239	9.215	-0.672
1973.875	-4.418	9.148	-0.606
1973.958	-4.594	9.079	-0.662
1974.042	-4.7	9.065	-0.841
1974.125	-4.806	9.047	-0.944
1974.208	-4.716	9.057	-0.917
1974.292	-4.559	9.112	-0.955
1974.375	-4.297	9.208	-0.993
1974.458	-4.072	9.257	-1.027
1974.542	-3.942	9.309	-0.875
1974.625	-3.926	9.359	-0.823
1974.708	-4.014	9.323	-0.721
1974.792	-4.091	9.232	-0.536
1974.875	-4.354	9.143	-0.651
1974.958	-4.542	9.1	-0.826
1975.042	-4.647	9.089	-0.973
1975.125	-4.646	9.082	-1.053
1975.208	-4.58	9.086	-1.099
1975.292	-4.592	9.11	-1.191
1975.375	-4.489	9.16	-1.213
1975.458	-4.195	9.232	-0.987
1975.542	-4.03	9.297	-0.793
1975.625	-4.139	9.274	-0.707
1975.708	-4.298	9.208	-0.75
1975.792	-4.437	9.151	-0.818
1975.875	-4.499	9.105	-0.771
1975.958	-4.643	9.061	-0.743
1976.042	-4.778	9.035	-0.838
1976.125	-4.937	9.017	-0.91
1976.208	-4.956	9.015	-0.992
1976.292	-4.674	9.094	-1.047
1976.375	-4.371	9.176	-1.12
1976.458	-4.14	9.276	-1
1976.542	-4.005	9.326	-0.804
1976.625	-4.127	9.293	-0.733
1976.708	-4.256	9.242	-0.707
1976.792	-4.366	9.186	-0.723
1976.875	-4.482	9.133	-0.691
1976.958	-4.552	9.08	-0.598
1977.042	-4.558	9.061	-0.679
1977.125	-4.629	9.094	-0.897
1977.208	-4.601	9.124	-1.004
1977.292	-4.538	9.177	-1.167
1977.375	-4.282	9.23	-1.17
1977.458	-4.073	9.288	-1.054
1977.542	-4.019	9.336	-0.878
1977.625	-4.038	9.363	-0.798
1977.708	-4.019	9.322	-0.714
1977.792	-4.17	9.224	-0.662
1977.875	-4.339	9.16	-0.717
1977.958	-4.518	9.096	-0.805
1978.042	-4.5	9.079	-0.822
