# Greenland Ice Sheet Holocene d18O, Temperature, and Surface Elevation 
#-----------------------------------------------------------------------
#               World Data Center for Paleoclimatology, Boulder
#                                  and
#                     NOAA Paleoclimatology Program
#-----------------------------------------------------------------------
# NOTE: Please cite original reference when using these data,
# If there is no publication information, please cite Investigators, Title, and Online_Resource and date accessed
#
#
#
# Online_Resource: https://www.ncdc.noaa.gov/cdo/f?p=519:1:::::P1_study_id:11148
#
#
# Original_Source_URL: ftp://ftp.ncdc.noaa.gov/pub/data/paleo/icecore/greenland/vinther2009greenland.txt
#
# Description/Documentation lines begin with #
# Data lines have no #
#
# Archive: Ice Cores
# --------------------
# Contribution_date
#	Date: 2011
# --------------------
# Title 
#	Study_Name: Greenland Ice Sheet Holocene d18O, Temperature, and Surface Elevation  
# --------------------
# Investigators
#	Investigators: Vinther, B.m.; Buchardt, S.L.; Clausen, H.B.; Dahl-Jensen, D.; Johnsen, S.J.; Fisher, D.A.; Joerner, R.M.; Raynaud, D.; Lipenkov, V.; Andersen, K.K.; Blunier, T.; Rasmussen, S.O.; Steffensen, J.P.; Svensson, A.M. 
# --------------------
# Description_and_Notes
# 	Description: Oxygen isotope data and uplift correction plus surface temperature reconstruction and elevation calculations for 6 Greenland ice cores over the Holocene. 
#
#	Site locations: 
#	A84/A87 ice cores, Canada:     80.7°N,  73.1°W, 1730m elev.  
#	Camp Century core, Greenland: 77°10'N, 61°08'W, 1890m elev.  
#	NGRIP ice core, Greenland:     75.1°N,  42.3°W, 2920m elev.  
#	GRIP ice core, Greenland:     72°35'N, 37°38'W, 3230m elev.  
#	Renland ice core, Greenland:  71.27°N, 26.73°W, 2350m elev.  
#	DYE-3 ice core, Greenland:    65°11'N, 43°49'W, 2490m elev.  
#
#
# --------------------
# Publication
#	Authors: B.M. Vinther, S.L. Buchardt, H.B. Clausen, D. Dahl-Jensen, S.J. Johnsen, D.A. Fisher, R.M. Koerner, D. Raynaud, V. Lipenkov, K.K. Andersen, T. Blunier, S.O. Rasmussen, J.P. Steffensen, and A.M. Svensson
#	Published_Date_or_Year: 2009-09-17
#	Published_Title: Holocene thinning of the Greenland ice sheet
#	Journal_Name: Nature
#	Volume: 36			
#	Edition: 	
#	Issue: L20704
#	Pages: 
#	DOI: doi:10.1029/2009GL040104
#	Online_Resource: 
#	Full_Citation:  
#	Abstract: On entering an era of global warming, the stability of the Greenland 
ice sheet (GIS) is an important concern, especially in the light of 
new evidence of rapidly changing flow and melt conditions at the GIS 
margins. Studying the response of the GIS to past climatic change may 
help to advance our understanding of GIS dynamics. The previous 
interpretation of evidence from stable isotopes (d18O) in water from 
GIS ice cores was that Holocene climate variability on the GIS differed 
spatially and that a consistent Holocene climate optimum - the unusually 
warm period from about 9,000 to 6,000 years ago found in many northern 
latitude palaeoclimate records - did not exist. Here we extract both 
the Greenland Holocene temperature history and the evolution of GIS 
surface elevation at four GIS locations. We achieve this by comparing 
d18O from GIS ice cores with d18O from ice cores from small marginal 
icecaps. Contrary to the earlier interpretation of d18O evidence from 
ice cores, our new temperature history reveals a pronounced Holocene 
climatic optimum in Greenland coinciding with maximum thinning near 
the GIS margins. Our d18O-based results are corroborated by the air 
content of ice cores, a proxy for surface elevation. State-of-the-art 
ice sheet models are generally found to be underestimating the extent 
and changes in GIS elevation and area; our findings may help to improve 
the ability of models to reproduce the GIS response to Holocene climate.
# --------------------
# Funding_Agency
#	Funding_Agency_Name: 
#	Grant:
# --------------------
# Site_Information
#	Site_Name: NGRIP
#	Location: North America>Greenland
#	Country: 
#	Northernmost_Latitude: 75.01
#	Southernmost_Latitude: 75.01
#	Easternmost_Longitude: 42.05
#	Westernmost_Longitude: 42.05
#	Elevation: 2920 m
# --------------------
# Data_Collection
#	Collection_Name: 09NGRI01
#	Earliest_Year: 11700
#	Most_Recent_Year: 40
#	Time Unit: yrs b2k
#
# --------------------
# Variables
#
# Data variables follow that are preceded by "##" in columns one and two.
# Data line variables format:  Variables list, one per line, shortname-tab-longname-tab-longname components (9 components: what, material, error, units, seasonality, archive, detail, method, C or N for Character or Numeric data) 
#
##yr_b2k	Age,,,years before 2k AD,,,,,N
##d18O  d18O,,,per mil SMOW,,ice cores,,,N 
#
# --------------------
# Data:
# Data lines follow (have no #)
# Data line format - tab-delimited text, variable short name as header
# Missing values: NAN
#
yr_b2k	d18O
40	-35.82
60	-35.11
80	-34.65
100	-34.53
120	-35.29
140	-35.02
160	-35.02
180	-35.78
200	-35.16
220	-35.61
240	-35.12
260	-35.79
280	-35.82
300	-35.36
320	-36.05
340	-35.39
360	-36.14
380	-35.33
400	-35.35
420	-35.72
440	-35.03
460	-35.61
480	-35.82
500	-34.93
520	-35.07
540	-35.87
560	-35.13
580	-34.98
600	-35.05
620	-35.53
640	-34.86
660	-35.25
680	-36.43
700	-35.07
720	-35.2
740	-35.49
760	-35.67
780	-35.4
800	-35.15
820	-35.8
840	-35.34
860	-35.62
880	-35.37
900	-35.59
920	-35.14
940	-35.45
960	-35.61
980	-35.92
1000	-34.96
1020	-35.24
1040	-35.02
1060	-35
1080	-34.98
1100	-35.41
1120	-35.73
1140	-35.35
1160	-35.75
1180	-35.45
1200	-35.34
1220	-35.38
1240	-35.27
1260	-35.15
1280	-35.33
1300	-35.33
1320	-35.27
1340	-35.14
1360	-34.69
1380	-35.44
1400	-35.26
1420	-35.14
1440	-35.28
1460	-34.43
1480	-35.78
1500	-35.33
1520	-35.83
1540	-35.39
1560	-35.35
1580	-35.74
1600	-34.46
1620	-34.64
1640	-35.27
1660	-35.86
1680	-35.49
1700	-35.27
1720	-35.8
1740	-34.93
1760	-35.55
1780	-35.9
1800	-35.44
1820	-35.47
1840	-35.37
1860	-35.04
1880	-35.39
1900	-34.49
1920	-35.07
1940	-34.43
1960	-34.71
1980	-35.1
2000	-35.32
2020	-35.11
2040	-34.79
2060	-35.35
2080	-34.95
2100	-34.89
2120	-35.07
2140	-35.46
2160	-35.18
2180	-36.07
2200	-35.76
2220	-35.2
2240	-35.26
2260	-34.84
2280	-34.57
2300	-34.81
2320	-35.11
2340	-34.94
2360	-35.09
2380	-35.26
2400	-35.08
2420	-34.68
2440	-34.86
2460	-35.32
2480	-35.88
2500	-35.48
2520	-35.71
2540	-34.83
2560	-35.24
2580	-34.84
2600	-35.43
2620	-35.06
2640	-35.41
2660	-35.14
2680	-35.14
2700	-35.43
2720	-35.32
2740	-35.12
2760	-35.1
2780	-34.83
2800	-34.91
2820	-34.99
2840	-34.92
2860	-34.63
2880	-35.49
2900	-35.2
2920	-34.98
2940	-34.81
2960	-34.38
2980	-34.81
3000	-34.85
3020	-34.79
3040	-35.45
3060	-35.14
3080	-34.94
3100	-35.14
3120	-34.97
3140	-34.87
3160	-35.04
3180	-35.26
3200	-34.54
3220	-35.25
3240	-35.28
3260	-34.76
3280	-35.54
3300	-35.25
3320	-35.24
3340	-34.89
3360	-34.29
3380	-34.98
3400	-35.42
3420	-34.66
3440	-34.8
3460	-34.67
3480	-35.19
3500	-35.28
3520	-34.75
3540	-35.1
3560	-35.42
3580	-34.77
3600	-34.63
3620	-35.09
3640	-35.18
3660	-34.93
3680	-34.28
3700	-34.71
3720	-34.68
3740	-34.41
3760	-34.65
3780	-35.36
3800	-35.27
3820	-34.78
3840	-35.01
3860	-35.17
3880	-35.36
3900	-34.9
3920	-35.34
3940	-35.16
3960	-34.85
3980	-35.12
4000	-34.96
4020	-35.14
4040	-34.41
4060	-35.2
4080	-34.74
4100	-35.53
4120	-35.14
4140	-34.87
4160	-35.2
4180	-34.72
4200	-34.76
4220	-34.5
4240	-34.78
4260	-35.01
4280	-35.26
4300	-34.92
4320	-34.63
4340	-34.79
4360	-34.75
4380	-35
4400	-35.47
4420	-35.2
4440	-34.76
4460	-34.06
4480	-34.8
4500	-35.15
4520	-34.83
4540	-35.27
4560	-34.83
4580	-34.21
4600	-34.57
4620	-34.51
4640	-35.05
4660	-34.69
4680	-35.21
4700	-35.02
4720	-34.71
4740	-34.79
4760	-35.09
4780	-34.54
4800	-34.82
4820	-34.66
4840	-34.93
4860	-34.42
4880	-34.89
4900	-34.79
4920	-34.65
4940	-34.55
4960	-34.57
4980	-34.08
5000	-34.92
5020	-34.79
5040	-34.53
5060	-34.8
5080	-34.63
5100	-34.84
5120	-34.64
5140	-35.11
5160	-34.73
5180	-35.05
5200	-33.85
5220	-34.63
5240	-34.9
5260	-34.74
5280	-34.56
5300	-35.27
5320	-35.03
5340	-34.77
5360	-35.39
5380	-34.96
5400	-34.78
5420	-35.1
5440	-34.35
5460	-34.81
5480	-34.91
5500	-34.47
5520	-34.53
5540	-34.7
5560	-34.36
5580	-34.22
5600	-35.06
